날짜,Open,High,Low,Close,Volume
2023-12-27,5160,5270,5120,5250,70704
2023-12-28,5250,5270,5200,5250,39713
2024-01-02,4935,5190,4850,5050,942706
2024-01-03,5050,5050,4895,4905,212980
2024-01-04,4950,4950,4830,4915,161076
2024-01-05,4930,4945,4855,4860,121466
2024-01-08,4925,4925,4840,4895,85762
2024-01-09,4920,5030,4920,5020,155456
2024-01-10,5010,5040,4980,5030,75428
2024-01-11,5050,5100,4980,5000,90756
2024-01-12,4965,5060,4965,5000,66320
2024-01-15,5000,5040,4950,4995,60449
2024-01-16,4995,5030,4920,4950,72230
2024-01-17,4945,4960,4815,4820,107190
2024-01-18,4810,4965,4805,4910,55856
2024-01-19,4970,5100,4920,5000,168858
2024-01-22,5000,5150,5000,5100,172398
2024-01-23,5150,5160,5000,5110,96715
2024-01-24,5110,5150,5060,5110,48402
2024-01-25,5140,5410,5100,5360,350871
2024-01-26,5410,5410,5220,5250,150524
2024-01-29,5290,5290,5160,5190,104193
2024-01-30,5190,5260,5110,5220,95705
2024-01-31,5220,5270,5170,5200,143383
2024-02-01,5200,5230,5030,5140,118151
2024-02-02,5140,5220,5030,5080,110635
2024-02-05,5090,5090,5010,5070,69621
2024-02-06,5090,5110,4985,5030,88019
2024-02-07,5050,5050,4985,5030,42889
2024-02-08,5060,5100,4995,5020,61826
2024-02-13,5020,5080,5000,5070,63143
2024-02-14,5040,5170,5000,5140,70765
2024-02-15,5190,5190,5070,5100,58055
2024-02-16,5100,5140,5070,5090,50505
2024-02-19,5110,5130,5040,5090,46350
2024-02-20,5090,5210,5070,5120,64877
2024-02-21,5110,5130,5030,5100,54389
2024-02-22,5100,5220,5050,5200,102996
2024-02-23,5200,5240,5150,5210,90976
2024-02-26,5210,5240,5120,5140,51059
2024-02-27,5130,5140,4990,5000,142478
2024-02-28,5000,5050,5000,5030,41716
2024-02-29,5000,5020,4930,4970,95752
2024-03-04,4970,5030,4940,5030,42387
2024-03-05,4980,5030,4980,5000,36175
2024-03-06,5000,5050,4945,4965,52093
2024-03-07,5020,5040,4945,5010,62125
2024-03-08,5010,5040,4990,5010,30878
2024-03-11,5010,5120,4945,5000,78838
2024-03-12,4985,5050,4970,4990,60943
2024-03-13,4995,4995,4745,4870,282638
2024-03-14,4855,4870,4805,4860,70573
2024-03-15,4880,4880,4805,4810,68672
2024-03-18,4810,4850,4790,4845,62146
2024-03-19,4845,4850,4800,4850,42068
2024-03-20,4835,4875,4805,4850,47881
2024-03-21,4900,5020,4885,4985,144719
2024-03-22,5020,5020,4925,4965,81319
2024-03-25,4915,4965,4910,4930,53085
2024-03-26,4975,4975,4900,4930,67308
2024-03-27,4905,4930,4865,4900,71099
2024-03-28,4900,4925,4875,4905,34903
2024-03-29,4925,5010,4885,5000,111471
2024-04-01,4990,5080,4950,5040,106102
2024-04-02,5010,5980,4975,5480,6905700
2024-04-03,5460,5720,5380,5570,2238109
2024-04-04,6030,6380,5650,5870,3685730
2024-04-05,5710,6080,5600,5880,1140308
2024-04-08,6020,6180,5800,5880,870955
2024-04-09,5900,6150,5780,5890,550038
2024-04-11,5790,5800,5660,5750,1716919
2024-04-12,5910,6070,5750,5800,1150256
2024-04-15,5730,5800,5530,5740,364737
2024-04-16,5640,5750,5450,5500,368634
2024-04-17,5590,5810,5560,5700,345562
2024-04-18,5690,5790,5620,5780,218476
2024-04-19,5770,5780,5360,5430,362689
2024-04-22,5390,5450,5330,5440,178057
2024-04-23,5440,5510,5370,5420,205292
