Date,Open,High,Low,Close,Volume
2024-02-21,1334,1334,1279,1307,384820
2024-02-22,1296,1357,1289,1355,595035
2024-02-23,1347,1385,1304,1355,819824
2024-02-26,1355,1367,1302,1335,331057
2024-02-27,1355,1436,1312,1411,993387
2024-02-28,1388,1443,1388,1411,561172
2024-02-29,1407,1448,1364,1385,576227
2024-03-04,1385,1431,1306,1350,796301
2024-03-05,1324,1354,1268,1271,555143
2024-03-06,1268,1352,1258,1347,513882
2024-03-07,1379,1494,1367,1451,1930500
2024-03-08,1448,1654,1436,1634,2425918
2024-03-11,1664,1872,1608,1804,4743886
2024-03-12,1674,1684,1352,1352,9839172
2024-03-13,1347,1464,1317,1439,3177088
2024-03-14,1431,1479,1365,1449,1314940
2024-03-15,1431,1474,1385,1449,788631
2024-03-18,1448,1522,1431,1497,1294811
2024-03-19,1497,1535,1472,1500,835909
2024-03-20,1487,1553,1487,1553,888138
2024-03-21,1573,1857,1547,1799,4088556
2024-03-22,1801,1938,1753,1918,2821168
2024-03-25,1903,1923,1855,1873,1085138
2024-03-26,1873,1878,1756,1802,1124608
2024-03-27,1791,1799,1675,1726,1104187
2024-03-28,1732,1801,1705,1771,562372
2024-03-29,1771,1804,1700,1703,489839
2024-04-01,1733,1768,1695,1728,360678
2024-04-02,1764,1764,1614,1655,564722
2024-04-03,1624,1776,1583,1670,379887
2024-04-04,1674,1710,1649,1700,364935
2024-04-05,1715,1725,1585,1624,628190
2024-04-08,1631,1674,1527,1601,565244
2024-04-09,1530,1626,1522,1596,575331
2024-04-11,1595,1648,1572,1616,173297
2024-04-12,1639,1715,1586,1642,523183
2024-04-15,1641,1641,1496,1535,592584
2024-04-16,1527,1725,1502,1662,1366816
2024-04-17,1649,1710,1525,1693,968375
2024-04-18,1700,1783,1689,1761,547392
2024-04-19,1801,1905,1755,1847,2060269
2024-04-22,1850,1906,1802,1896,990001
2024-04-23,1905,1933,1816,1837,1159552
2024-04-24,1842,1862,1774,1774,686669
2024-04-25,1796,1844,1781,1784,483273
2024-04-26,1804,1839,1781,1799,316502
2024-04-29,1789,1852,1781,1825,480082
2024-04-30,1829,1852,1748,1771,465539
2024-05-02,1771,1776,1664,1675,696289
2024-05-03,1660,1713,1616,1660,552113
2024-05-07,1659,1700,1621,1698,396110
2024-05-08,1695,1807,1649,1802,598281
2024-05-09,1852,1862,1769,1802,761782
2024-05-10,1784,1822,1751,1817,391604
2024-05-13,1827,1837,1715,1746,613686
2024-05-14,1755,1837,1748,1827,402871
2024-05-16,1865,1888,1784,1820,732600
2024-05-17,1834,1834,1776,1822,405626
2024-05-20,1822,1850,1766,1825,505014
2024-05-21,1827,1845,1792,1792,127629
2024-05-22,1816,1816,1710,1723,495110
2024-05-23,1677,1758,1677,1723,262808
2024-05-24,1735,1735,1659,1733,281129
2024-05-27,1733,1736,1675,1726,277045
2024-05-28,1726,1741,1687,1726,188068
2024-05-29,1725,1735,1680,1680,239917
2024-05-30,1695,1705,1644,1670,293922
2024-05-31,1697,1718,1659,1680,161695
2024-06-03,1682,1725,1665,1693,317223
2024-06-04,1692,1725,1609,1609,486466
2024-06-05,1605,1608,1499,1545,545185
2024-06-07,1517,1548,1378,1378,1349994
2024-06-10,1365,1548,1363,1457,851214
2024-06-11,1456,1489,1441,1459,137721
2024-06-12,1458,1496,1392,1418,259441
2024-06-13,1423,1436,1355,1406,494895
2024-06-14,1405,1515,1398,1444,225766
2024-06-17,1456,1577,1440,1550,488275
2024-06-18,1573,1573,1472,1505,249382
2024-06-19,1482,1492,1421,1434,267702
2024-06-20,1433,1476,1413,1449,190456
2024-06-21,1464,1467,1413,1424,103305
2024-06-24,1403,1489,1383,1477,141130
2024-06-25,1469,1507,1436,1495,182714
2024-06-26,1484,1611,1484,1533,527934
2024-06-27,1608,1611,1481,1487,368801
2024-06-28,1533,1561,1500,1523,94996
2024-07-01,1522,1550,1497,1520,118009
2024-07-02,1520,1550,1497,1523,97206
2024-07-03,1522,1563,1512,1538,158764
2024-07-04,1535,1608,1535,1568,176011
2024-07-05,1599,1654,1568,1589,314227
2024-07-08,1588,1671,1580,1639,286553
2024-07-09,1662,1877,1631,1845,2793613
2024-07-10,1849,1864,1745,1776,1124965
2024-07-11,1776,1802,1703,1726,464606
2024-07-12,1725,1776,1682,1728,290004
2024-07-15,1741,1797,1715,1787,315176
2024-07-16,1842,1852,1750,1794,465975
2024-07-17,1796,1837,1788,1832,482095
2024-07-18,1850,1850,1756,1774,417012
2024-07-19,1773,1773,1707,1751,388222
2024-07-22,1699,1717,1535,1601,874426
2024-07-23,1581,1665,1573,1594,299250
2024-07-24,1578,1619,1571,1571,175759
2024-07-25,1540,1651,1540,1601,248720
2024-07-26,1611,1631,1560,1566,231642
2024-07-29,1586,1609,1472,1523,256788
2024-07-30,1527,1553,1502,1510,125021
2024-07-31,1497,1570,1489,1530,117038
2024-08-01,1515,1550,1515,1543,83855
2024-08-02,1533,1621,1517,1589,434236
2024-08-05,1588,1588,1405,1444,553157
2024-08-06,1451,1553,1451,1472,295346
2024-08-07,1495,1672,1484,1594,465835
2024-08-08,1596,1596,1502,1571,266517
2024-08-09,1572,1610,1555,1583,265601
2024-08-12,1571,1604,1512,1533,369735
2024-08-13,1548,1563,1517,1543,180747
2024-08-14,1539,1583,1529,1578,198894
2024-08-16,1578,1656,1578,1629,356610
2024-08-19,1628,1633,1552,1568,169068
2024-08-20,1567,1608,1532,1550,185600
2024-08-21,1555,1568,1492,1533,260444
2024-08-22,1535,1545,1461,1467,374490
2024-08-23,1456,1481,1443,1464,144457
2024-08-26,1464,1479,1443,1459,125534
2024-08-27,1473,1473,1349,1418,182561
2024-08-28,1433,1664,1433,1629,1183550
2024-08-29,1624,1624,1510,1533,574606
2024-08-30,1527,1560,1522,1553,70654
2024-09-02,1570,1621,1504,1616,350112
2024-09-03,1618,1623,1570,1573,152126
2024-09-04,1565,1623,1542,1573,243996
2024-09-05,1573,1614,1532,1543,188823
2024-09-06,1558,1570,1517,1520,143937
2024-09-09,1512,1560,1494,1558,93353
2024-09-10,1573,1588,1525,1553,57413
2024-09-11,1553,1565,1520,1548,44036
2024-09-12,1547,1560,1509,1515,109387
2024-09-13,1515,1558,1500,1523,57905
2024-09-19,1522,1593,1522,1543,155904
2024-09-20,1550,1588,1519,1573,162961
2024-09-23,1573,1573,1527,1538,62004
2024-09-24,1538,1573,1522,1528,51943
2024-09-25,1522,1547,1504,1507,170642
2024-09-26,1507,1596,1482,1543,286159
2024-09-27,1545,1581,1530,1538,136046
2024-09-30,1578,1586,1525,1566,152724
2024-10-02,1572,1572,1512,1512,174946
2024-10-04,1538,1538,1510,1533,46835
2024-10-07,1522,1538,1505,1528,80593
2024-10-08,1533,1548,1512,1528,62904
2024-10-10,1517,1557,1494,1497,149957
2024-10-11,1512,1573,1491,1568,169300
2024-10-14,1568,1687,1568,1660,730260
2024-10-15,1753,1872,1641,1812,1544351
2024-10-16,1842,1842,1728,1779,436357
2024-10-17,1807,1830,1743,1759,549885
2024-10-18,1766,1920,1733,1888,1443027
2024-10-21,1893,1946,1830,1929,732301
2024-10-22,1905,1982,1850,1977,705829
2024-10-23,1956,2014,1923,1984,447701
2024-10-24,1984,1999,1933,1959,326548
2024-10-25,1959,1989,1827,1929,376950
2024-10-28,1877,1905,1781,1812,382235
2024-10-29,1842,1867,1811,1842,179340
2024-10-30,1842,1862,1793,1804,154239
2024-10-31,1819,1819,1748,1807,227434
2024-11-01,1751,1807,1741,1769,275816
2024-11-04,1771,1835,1754,1820,254663
2024-11-05,1844,1844,1763,1789,266391
2024-11-06,1791,1796,1720,1746,211775
2024-11-07,1746,1791,1725,1746,168036
2024-11-08,1748,1806,1748,1799,209525
2024-11-11,1778,1829,1763,1799,261460
2024-11-12,1778,1793,1687,1700,366782
2024-11-13,1684,1725,1654,1705,275465
2024-11-14,1684,1735,1674,1682,167616
2024-11-15,1682,1723,1657,1670,156790
2024-11-18,1621,1700,1598,1680,355624
2024-11-19,1679,1682,1598,1624,248964
2024-11-20,1608,1623,1570,1606,217623
2024-11-21,1575,1626,1537,1573,208146
2024-11-22,1624,1786,1573,1784,525673
2024-11-25,1791,1819,1738,1766,445180
2024-11-26,1756,1842,1756,1820,577673
2024-11-27,1910,1930,1715,1720,368320
2024-11-28,1712,1723,1651,1651,112008
2024-11-29,1683,1683,1550,1599,88284
2024-12-02,1614,1634,1542,1557,104049
2024-12-03,1551,1585,1531,1585,74288
2024-12-04,1540,1564,1483,1510,109690
2024-12-05,1510,1515,1470,1470,91736
2024-12-06,1477,1581,1389,1580,107022
2024-12-09,1578,1583,1524,1524,50778
2024-12-10,1503,1598,1433,1586,94302
2024-12-11,1585,1623,1578,1593,71177
2024-12-12,1593,1625,1551,1599,25584
2024-12-13,1599,1599,1557,1568,50717
2024-12-16,1551,1565,1499,1532,128440
