날짜,Open,High,Low,Close,Volume
2025-12-10,45000,47000,26700,27100,16294211
2025-12-11,25650,26650,21900,22300,3089832
2025-12-12,22500,26800,21900,24950,5003595
2025-12-15,24950,25750,22300,22300,998226
2025-12-16,23350,26750,23150,24000,4599164
2025-12-17,24350,28000,24100,24700,4423906
2025-12-18,23800,25350,21400,21800,1058842
2025-12-19,22100,22700,20050,20350,666649
2025-12-22,20150,20500,19030,19030,417811
2025-12-23,19050,22500,19050,20600,1900296
