날짜,Open,High,Low,Close,Volume
2023-12-26,25500,26200,25200,25900,53137
2023-12-27,26200,27450,26150,27100,137977
2023-12-28,27100,27200,26350,26800,68670
2024-01-02,27200,28900,27000,28900,199277
2024-01-03,28100,31700,27700,31100,502957
2024-01-04,30750,33100,30750,31550,459026
2024-01-05,31950,32200,29900,30700,271402
2024-01-08,30600,31050,30050,30500,103130
2024-01-09,30950,33150,30850,32150,351613
2024-01-10,31850,32150,29900,30550,202414
2024-01-11,30300,30750,29850,30250,108663
2024-01-12,30200,30700,29600,29700,94736
2024-01-15,29450,30050,28400,28900,135830
2024-01-16,29100,29200,28050,28400,77004
2024-01-17,28800,29250,28150,28500,133811
2024-01-18,28350,30600,28350,29900,138681
2024-01-19,30700,31950,30000,31650,247586
2024-01-22,32700,33950,31850,32500,292861
2024-01-23,32400,32800,31000,31550,112965
2024-01-24,31600,33000,31250,31600,158074
2024-01-25,32050,33400,31300,31700,242057
2024-01-26,31500,32000,30600,31450,89239
2024-01-29,31100,31500,29600,30050,96201
2024-01-30,29900,30200,29200,29650,69910
2024-01-31,29100,29800,28450,28700,65829
2024-02-01,28500,29000,27100,27600,158919
2024-02-02,28000,28550,27150,27900,87193
2024-02-05,27600,28850,27300,28100,94669
2024-02-06,28200,33050,28050,31600,460643
2024-02-07,31600,31750,30200,30700,110928
2024-02-08,30650,32550,30450,31350,176789
2024-02-13,31400,34400,30500,33200,337440
2024-02-14,32950,36200,32500,35300,387090
2024-02-15,35300,36000,34500,35300,215516
2024-02-16,35300,37700,33750,34200,244697
2024-02-19,34150,34900,32850,34250,101237
2024-02-20,33850,34350,33500,33750,368049
2024-02-21,33500,35200,33300,33400,95241
2024-02-22,34600,34600,32300,32650,179179
2024-02-23,33100,33750,31950,32550,178708
2024-02-26,32550,36100,32300,36100,605352
2024-02-27,38050,44700,34500,39200,2215249
2024-02-28,39000,44400,38600,39300,1171452
2024-02-29,39150,40500,37450,37550,307551
2024-03-04,38100,42900,38100,40400,585147
2024-03-05,39950,40550,38150,38850,230511
2024-03-06,38250,49800,38250,47600,1602406
2024-03-07,47500,49000,44100,46750,729797
2024-03-08,46850,54100,46850,50500,1513524
2024-03-11,49200,49200,45500,46400,629276
2024-03-12,46000,46600,43250,44300,600225
2024-03-13,44900,45700,40950,42200,640728
2024-03-14,41800,42200,40000,40750,411252
2024-03-15,40100,42950,39900,41450,524123
2024-03-18,41450,42300,40400,41800,298420
2024-03-19,41500,41550,39100,39700,320786
2024-03-20,40500,40700,38550,39750,238333
2024-03-21,41100,44500,41100,44100,1188616
2024-03-22,43950,44250,41550,41650,326996
2024-03-25,42100,43600,40400,40750,363656
2024-03-26,41000,42450,40450,41200,280661
2024-03-27,41000,41500,39550,41150,247929
2024-03-28,41100,44850,40800,42400,661829
2024-03-29,42650,46200,41650,45350,647500
2024-04-01,45100,46550,41800,42150,406243
2024-04-02,42100,43600,41300,41800,262927
2024-04-03,41450,41700,40300,40600,141740
2024-04-04,41800,43150,41500,42600,209341
2024-04-05,41050,41450,39650,40000,258010
2024-04-08,40500,40600,38550,38700,128719
2024-04-09,38250,39150,37450,37500,167995
2024-04-11,36800,38350,36000,38100,189507
2024-04-12,38600,40350,37900,39550,261786
2024-04-15,38700,42100,38500,41500,300413
2024-04-16,40800,41250,38600,39400,210703
2024-04-17,39750,40600,39000,39600,130455
2024-04-18,38850,39600,38200,39100,249877
2024-04-19,38800,39050,35350,36800,215394
2024-04-22,35950,36400,33750,35500,308882
2024-04-23,35800,36100,34100,34100,161983
2024-04-24,34950,35850,34600,34700,203789
2024-04-25,34400,35350,34150,34400,109759
2024-04-26,34950,37750,34950,37200,353374
2024-04-29,37950,38100,36500,37050,133952
2024-04-30,36700,37850,36300,36850,148413
2024-05-02,36300,37850,36150,37450,87046
2024-05-03,37900,37900,36250,36400,140557
2024-05-07,37550,37900,36450,36800,131256
2024-05-08,36700,36700,35400,36250,219196
2024-05-09,36200,36250,34500,34900,152233
2024-05-10,34850,35100,33550,33950,230341
2024-05-13,33700,34350,32800,33350,182293
2024-05-14,33300,33550,32350,33350,214661
2024-05-16,34750,35000,33250,33650,256068
2024-05-17,34000,34000,32600,33050,133191
2024-05-20,33350,35650,33150,35600,323624
2024-05-21,35900,37700,34900,37200,349387
2024-05-22,37000,38850,35600,37800,340227
2024-05-23,39250,39700,37050,38150,302019
2024-05-24,38000,38050,37100,37150,127584
2024-05-27,37600,38750,36650,37650,122602
2024-05-28,38200,38650,36550,37950,151350
2024-05-29,38400,38400,37100,37600,84653
2024-05-30,37100,39200,37000,38000,182681
2024-05-31,37500,38150,36500,37450,143314
2024-06-03,38100,40150,37700,38900,236488
2024-06-04,38900,39600,37900,38450,104183
2024-06-05,39300,42000,38850,41150,435194
2024-06-07,41800,44400,41150,43800,438394
2024-06-10,44000,44800,42550,42850,265320
2024-06-11,43300,43400,40500,41500,295191
2024-06-12,41800,41800,39850,40600,218418
2024-06-13,41400,43100,41100,42800,272820
2024-06-14,43400,45000,42150,43600,259623
2024-06-17,43800,44450,43150,43300,150474
2024-06-18,43750,45500,43650,45100,301349
2024-06-19,46100,48000,44650,45400,401579
2024-06-20,46300,50000,46300,48150,744173
2024-06-21,46800,46800,43700,44800,400132
2024-06-24,44200,44500,41500,42650,368580
2024-06-25,42250,44200,41350,43700,206886
2024-06-26,44300,45200,43350,44900,150344
2024-06-27,44800,46000,43650,45800,141759
2024-06-28,46500,47400,44700,45350,143216
2024-07-01,45000,45600,42300,42450,255196
2024-07-02,42150,43250,41750,42800,138724
2024-07-03,43400,44900,42800,44700,152501
2024-07-04,45350,46550,44150,45600,148237
2024-07-05,46400,46850,44500,45700,114716
2024-07-08,45750,47700,44500,47000,152571
2024-07-09,47550,53500,46400,52400,604568
2024-07-10,51900,53800,51100,52800,260674
2024-07-11,52000,59000,51900,56500,612449
2024-07-12,55600,57300,51500,52700,451146
2024-07-15,52500,55800,51500,52000,204158
2024-07-16,52100,54300,50700,53400,195230
2024-07-17,52800,53400,46500,46550,721405
2024-07-18,44750,45400,43350,44150,365027
2024-07-19,44100,44100,42800,43100,148309
2024-07-22,42800,42900,40150,41000,273722
2024-07-23,42000,42050,39900,40400,278093
2024-07-24,40100,42000,39250,41200,164459
2024-07-25,39800,40550,38700,40100,198013
2024-07-26,40850,41800,40250,40700,180469
2024-07-29,41500,41500,40100,40750,75410
2024-07-30,40500,40800,38300,40800,129180
2024-07-31,40850,43500,40250,43400,194855
2024-08-01,44850,45050,41200,41200,285095
2024-08-02,39500,40000,37500,38100,249730
2024-08-05,36500,37800,31000,33150,232519
2024-08-06,34000,35700,33500,34750,171218
2024-08-07,34750,38700,33900,37550,178885
2024-08-08,36500,38900,35650,38700,109081
2024-08-09,39950,40200,37350,37650,131546
2024-08-12,37650,39100,37600,38900,71958
2024-08-13,38900,39250,36300,36750,145669
2024-08-14,37850,38150,35850,36350,190650
2024-08-16,37150,39650,37150,39450,336340
2024-08-19,39300,41050,38500,39000,184786
2024-08-20,39650,41200,39600,40550,130009
2024-08-21,39800,40650,38500,40250,116342
2024-08-22,40500,40700,38250,39100,100127
2024-08-23,37850,39500,37850,38650,64612
2024-08-26,38950,39400,37300,37800,79213
2024-08-27,37150,37750,36550,36900,72385
2024-08-28,37000,37600,36300,37200,93155
2024-08-29,35900,35900,33300,33750,195153
2024-08-30,34000,35450,33450,35450,241526
2024-09-02,34900,35100,33900,34050,91901
2024-09-03,34300,34550,33500,33800,142040
2024-09-04,32050,33150,31650,32650,142617
2024-09-05,32650,32950,30550,30900,94279
2024-09-06,30350,31000,29550,30450,161041
2024-09-09,29500,31100,29450,30600,107059
2024-09-10,30650,32200,30300,31700,105899
2024-09-11,31750,32800,31550,31800,46830
2024-09-12,33000,34700,32800,33700,245187
2024-09-13,33700,33900,32200,32350,53822
2024-09-19,32400,32400,30300,32050,81306
2024-09-20,32750,33050,31400,31400,51852
2024-09-23,31900,32650,31400,32400,48264
2024-09-24,32350,33500,32300,33100,46221
2024-09-25,33700,33750,32700,32750,26613
2024-09-26,33800,35550,33750,35500,116349
2024-09-27,36250,36650,35350,35750,97409
2024-09-30,35500,36200,34400,35650,62848
2024-10-02,35100,35700,34500,34750,17429
2024-10-04,34800,35650,34200,34250,22992
2024-10-07,34600,35450,34100,35300,21783
2024-10-08,34850,36100,34650,34850,64709
2024-10-10,35250,38800,35000,37700,189905
2024-10-11,37200,38850,37200,38250,88139
2024-10-14,38100,39450,37350,38250,54162
2024-10-15,40300,40300,38600,38950,75636
2024-10-16,37400,38800,37200,38450,63639
2024-10-17,38250,38750,36750,38200,51972
2024-10-18,38200,38200,36100,36200,64623
2024-10-21,36250,36700,35900,35900,27396
2024-10-22,36000,36200,34500,34900,35047
2024-10-23,34350,36450,34100,35800,42877
2024-10-24,35100,35750,34700,34750,34587
2024-10-25,34750,35200,34500,35150,27123
2024-10-28,35450,35500,34450,34850,26383
2024-10-29,35200,35200,32900,33850,74242
2024-10-30,34000,34900,33750,33900,37669
2024-10-31,33500,36750,33100,36200,122132
2024-11-01,35700,36950,35450,36400,54995
2024-11-04,36400,37500,36050,36300,43374
2024-11-05,36400,37300,35950,36050,37875
2024-11-06,36500,36850,35000,35200,51571
2024-11-07,35250,35400,34150,34700,48320
2024-11-08,35850,36300,34800,35300,26874
2024-11-11,35300,35300,31800,32050,112977
2024-11-12,32150,32200,29500,30850,75612
2024-11-13,30200,31650,30000,30350,42840
2024-11-14,30550,30850,28850,29500,60493
2024-11-15,28850,32300,27700,31850,77294
2024-11-18,31850,32350,30250,30850,64078
2024-11-19,30300,31100,30300,31050,37779
2024-11-20,31150,31700,29800,30950,78559
2024-11-21,30250,31850,30200,31150,68778
2024-11-22,31400,32300,30950,31000,77661
2024-11-25,31200,32500,30800,32050,71112
2024-11-26,32100,33450,31550,33250,44978
2024-11-27,33250,33400,31700,32700,62582
2024-11-28,32700,33500,31700,33200,27973
2024-11-29,33700,33700,31000,31000,44359
2024-12-02,31300,31300,27050,27400,114768
2024-12-03,27400,27750,25900,26350,127867
2024-12-04,25350,26750,25350,26400,80497
2024-12-05,26600,27950,26500,27500,73887
2024-12-06,27500,27500,25500,26500,59453
2024-12-09,25600,27150,25600,26300,67548
2024-12-10,26000,26950,26000,26450,24850
2024-12-11,26150,27150,26150,26800,41801
2024-12-12,27200,28300,25750,27300,65254
2024-12-13,27250,27950,26550,27500,53504
2024-12-16,28050,28500,27650,27950,33695
2024-12-17,28400,28400,27550,27650,48330
2024-12-18,27650,27900,26900,27150,61147
2024-12-19,26500,27050,26050,26250,59005
2024-12-20,26150,26300,25150,25350,56225
