Date,Open,High,Low,Close,Volume
2024-01-22,20600,20600,19990,20200,69355
2024-01-23,20200,20400,20050,20250,55452
2024-01-24,20250,20250,19980,20100,67847
2024-01-25,20300,20700,19990,20600,114632
2024-01-26,20600,21650,20500,21100,182043
2024-01-29,21100,22450,21050,22000,267648
2024-01-30,22200,22400,21800,21800,120205
2024-01-31,21400,22200,21350,21950,113580
2024-02-01,21850,23200,21850,22900,267642
2024-02-02,23050,23050,22400,22750,162782
2024-02-05,22950,23400,22650,22900,132368
2024-02-06,22950,23300,22450,22900,164030
2024-02-07,23000,24250,22600,24050,213372
2024-02-08,23950,25300,23500,24900,350136
2024-02-13,24950,25250,24650,24900,206652
2024-02-14,24900,25650,24650,24950,274137
2024-02-15,24950,25150,24450,24800,108533
2024-02-16,24600,25400,24400,25050,162473
2024-02-19,25050,25500,24650,24900,140939
2024-02-20,25000,25150,24600,25100,126078
2024-02-21,25300,25800,24100,24600,254701
2024-02-22,24600,24600,23900,24450,159693
2024-02-23,24450,26450,24400,26300,576030
2024-02-26,26000,27350,25950,26200,320393
2024-02-27,26200,27000,25500,26000,211634
2024-02-28,26000,26550,25750,26050,232303
2024-02-29,25900,26200,25600,25800,170903
2024-03-04,25650,25800,23400,24150,347148
2024-03-05,24000,24350,23700,23850,141120
2024-03-06,24100,25200,23800,24200,454462
2024-03-07,24550,24700,22550,22950,476470
2024-03-08,23300,23750,23050,23500,226930
2024-03-11,23500,23500,22650,22950,187733
2024-03-12,23200,24050,22950,23850,140924
2024-03-13,24100,24100,23400,23650,105725
2024-03-14,23550,24000,23250,23300,107440
2024-03-15,23300,23450,22900,22900,86851
2024-03-18,22700,23500,22700,23050,101728
2024-03-19,23050,24100,22950,23400,167868
2024-03-20,23650,24200,23550,24000,127831
2024-03-21,24200,24200,23550,23900,94615
2024-03-22,23700,23700,23200,23250,99698
2024-03-25,23100,23250,22850,23100,70677
2024-03-26,23300,23800,23100,23350,132015
2024-03-27,23300,23400,22500,22900,135260
2024-03-28,23000,23000,22500,22650,153984
2024-03-29,22900,23100,22750,22800,66410
2024-04-01,22850,23650,22500,23200,128725
2024-04-02,23050,23100,22500,22550,120940
2024-04-03,22550,22550,22000,22200,96279
2024-04-04,22350,22350,21900,22150,97306
2024-04-05,21900,22050,21150,21800,157218
2024-04-08,21650,21750,21400,21400,76230
2024-04-09,21700,22450,21400,22300,124282
2024-04-11,21850,22250,21750,21900,69389
2024-04-12,21750,22000,21750,21800,49707
2024-04-15,21600,21800,21350,21500,40120
