날짜,Open,High,Low,Close,Volume
2025-11-24,23250,30200,23250,30200,686460
2025-11-25,39250,39250,39250,39250,30460
2025-11-26,51000,51000,44300,51000,2755294
2025-11-27,49000,55700,48000,51300,3079820
2025-11-28,52500,66600,51500,66600,1503038
2025-12-01,76000,83500,67400,72300,4309637
2025-12-02,70600,75100,67000,72300,813629
2025-12-03,74000,76200,69000,70500,472871
2025-12-04,70000,70100,63100,63800,587957
2025-12-05,62900,67300,60800,64000,600034
2025-12-08,63100,64800,57700,58300,327058
2025-12-09,57900,62600,55300,59300,375408
2025-12-10,59800,63000,58300,62200,225006
2025-12-11,62700,68900,60400,65400,364723
2025-12-12,65900,74500,64400,70300,556691
2025-12-15,69400,74300,67300,74300,303565
2025-12-16,74200,75500,67600,69300,295115
2025-12-17,69000,73300,61300,62300,430230
2025-12-18,60700,64400,60000,60100,171323
2025-12-19,61900,66100,60500,64100,269089
2025-12-22,66600,66700,62300,63300,122208
2025-12-23,63300,63300,59800,60000,178217
2025-12-24,60500,60500,58200,58700,96129
2025-12-26,58700,59800,55100,59400,120775
2025-12-29,59400,59500,53800,54000,238050
