Date,Open,High,Low,Close,Volume
2024-03-27,10340,11370,10250,11080,258275
2024-03-28,10920,11100,10650,10760,61976
2024-03-29,10660,12000,10600,10930,819442
2024-04-01,10860,11080,10730,11080,52275
2024-04-02,10970,11020,10720,10720,65400
2024-04-03,10680,10690,10450,10450,55490
2024-04-04,10450,10770,10450,10730,32100
2024-04-05,10690,11280,10690,11030,100685
2024-04-08,10920,11030,10550,10600,38327
2024-04-09,10600,10790,10430,10640,17532
2024-04-11,10640,10830,10360,10800,20688
2024-04-12,10800,10890,10710,10750,16825
2024-04-15,10600,10600,10300,10400,33225
2024-04-16,10320,10400,10200,10200,24455
2024-04-17,10220,10370,10140,10290,21578
2024-04-18,10290,10490,10210,10380,24613
2024-04-19,10400,10400,10050,10230,28176
2024-04-22,10230,10270,10130,10250,13052
2024-04-23,10160,10500,10090,10100,48431
2024-04-24,10190,10200,10120,10160,10297
2024-04-25,10160,10250,10070,10080,17603
2024-04-26,10080,10220,9880,10200,40610
2024-04-29,10140,10350,10140,10250,13533
2024-04-30,10270,10390,10170,10320,10222
2024-05-02,10390,10390,10190,10310,8475
2024-05-03,10400,10590,10250,10310,17256
2024-05-07,10310,10390,10240,10300,36480
2024-05-08,10300,10350,10240,10350,14667
2024-05-09,10310,10380,10190,10290,20145
2024-05-10,10290,11500,10190,10500,511251
2024-05-13,10550,10590,10020,10170,105004
2024-05-14,10110,10610,10110,10420,44499
2024-05-16,10470,10810,10450,10570,56984
2024-05-17,10640,10640,10140,10310,40971
2024-05-20,10320,10400,10070,10120,37750
2024-05-21,10090,10250,9980,10010,42924
2024-05-22,10330,12280,10300,10950,2710038
2024-05-23,11230,11930,10950,11500,1081099
2024-05-24,11210,11500,11060,11460,196010
2024-05-27,11660,11810,11300,11350,297020
2024-05-28,11350,11450,11110,11360,123260
2024-05-29,11380,11530,11120,11330,114968
2024-05-30,11340,11400,11000,11000,111896
2024-05-31,10990,11520,10950,11450,116261
2024-06-03,11500,11650,11260,11450,83300
2024-06-04,11450,11520,11260,11300,66447
2024-06-05,11470,11630,11310,11500,120000
2024-06-07,11540,11820,11460,11670,142243
2024-06-10,11700,11800,11420,11640,106593
2024-06-11,11750,12150,11500,11920,167149
2024-06-12,12000,12000,11620,11770,88977
2024-06-13,11770,11880,11290,11820,150050
2024-06-14,11830,11880,11500,11510,48553
2024-06-17,11600,11600,11310,11400,44141
2024-06-18,11380,11430,11060,11110,59968
2024-06-19,11110,11130,10810,10820,51513
2024-06-20,10810,11040,10810,11000,30888
2024-06-21,11030,11080,10350,10450,74954
2024-06-24,10440,10630,10240,10600,29493
2024-06-25,10630,10700,10430,10430,15338
2024-06-26,10490,10580,10360,10400,10838
2024-06-27,10350,10450,10300,10340,14192
2024-06-28,10300,10400,10270,10380,9836
2024-07-01,10400,10460,10330,10340,13486
2024-07-02,10400,10540,10010,10280,60167
2024-07-03,10340,10370,10050,10200,17887
2024-07-04,10230,10290,10150,10220,11500
2024-07-05,10220,10300,10160,10210,16863
2024-07-08,10300,10300,10120,10210,11767
2024-07-09,10300,10300,10150,10200,11453
2024-07-10,10250,10350,10100,10240,16121
2024-07-11,10240,10290,10150,10220,19271
2024-07-12,10250,10260,10120,10180,13921
2024-07-15,10150,10200,10000,10060,17441
2024-07-16,10050,10070,9990,10010,24468
2024-07-17,10030,10050,9920,9970,21175
2024-07-18,9970,9970,9620,9690,47029
2024-07-19,9840,9840,9650,9720,9136
2024-07-22,9590,9730,9240,9300,39621
2024-07-23,9230,9550,9230,9330,12706
