Date,Open,High,Low,Close,Volume
2024-02-13,6770,6830,6390,6410,4165336
2024-02-14,6250,6940,6120,6860,6331773
2024-02-15,6830,6870,6570,6750,3774911
2024-02-16,6760,7090,6620,6990,5911092
2024-02-19,7020,7380,6910,6910,6383531
2024-02-20,6910,6990,6650,6700,2215884
2024-02-21,6640,6670,6370,6400,2091252
2024-02-22,6580,7280,6520,7060,12840263
2024-02-23,7180,7400,6900,7250,9702134
2024-02-26,7250,7260,6700,6750,3381173
2024-02-27,6790,7040,6550,6690,2795018
2024-02-28,6820,6940,6500,6520,2154953
2024-02-29,6950,8230,6830,7940,39113326
2024-03-04,8350,8660,7860,8000,21699656
2024-03-05,7800,8060,7640,7640,6255385
2024-03-06,8160,8960,7860,7970,24613916
2024-03-07,7860,8260,7620,7800,9305658
2024-03-08,7840,7970,7460,7530,3817937
2024-03-11,7400,7630,7310,7430,1706180
2024-03-12,7470,7540,7260,7270,2065994
2024-03-13,7580,7930,7390,7550,6517684
2024-03-14,7620,7630,7190,7330,2047212
2024-03-15,7260,7530,7050,7210,2278275
2024-03-18,7100,7420,7010,7390,1742720
2024-03-19,7650,7870,7270,7280,3723196
2024-03-20,7330,7540,7120,7340,2629028
2024-03-21,7510,7520,7210,7240,1370355
2024-03-22,7200,7270,7100,7160,930902
2024-03-25,7180,7220,7000,7000,979503
2024-03-26,7060,7140,6930,7020,955390
2024-03-27,7020,7040,6820,6880,999473
2024-03-28,7070,7430,7010,7080,6228982
2024-03-29,7100,7230,6730,6770,1776819
2024-04-01,6860,6950,6770,6790,834144
2024-04-02,6770,6820,6340,6420,1759483
2024-04-03,6350,6380,6100,6200,1203944
2024-04-04,6250,6280,6100,6180,918164
2024-04-05,6050,6520,6040,6360,1611874
2024-04-08,6330,6350,6020,6040,941722
2024-04-09,6000,6100,5950,5960,646459
2024-04-11,5840,6090,5720,6060,676484
2024-04-12,6110,7180,6010,6630,13689225
2024-04-15,6430,6900,6220,6630,5007697
2024-04-16,6500,6610,6210,6230,1581366
2024-04-17,6250,6420,6180,6280,1012750
2024-04-18,6230,6530,6230,6430,994705
2024-04-19,6380,6400,5940,6100,1194508
2024-04-22,6060,6220,5940,6090,993767
2024-04-23,6210,6510,6190,6260,2251432
2024-04-24,6320,6900,6310,6620,9374498
2024-04-25,6520,6720,6390,6390,2298608
2024-04-26,6500,6600,6370,6500,1229906
2024-04-29,6570,6620,6400,6500,1583435
2024-04-30,6610,6710,6420,6430,1402411
2024-05-02,6420,6550,6230,6450,1035155
2024-05-03,6560,6930,6520,6600,6860231
2024-05-07,6720,7390,6670,7070,11910335
2024-05-08,6930,8240,6900,7870,45269649
2024-05-09,7890,10130,7400,9660,63973964
2024-05-10,9450,9710,8920,9200,24323375
2024-05-13,9100,9550,8730,9340,24304098
2024-05-14,9270,10550,8990,9030,51791776
2024-05-16,9310,9680,9060,9240,14095388
2024-05-17,9700,10110,9300,9440,32397000
2024-05-20,9550,10480,9300,10120,38201051
2024-05-21,10190,10320,9610,9680,12656868
2024-05-22,9760,9880,9150,9430,8242088
2024-05-23,9440,9500,8510,8910,11275902
2024-05-24,8630,9130,8570,8690,6428587
2024-05-27,8650,8830,8440,8540,3868017
2024-05-28,8820,9400,8720,8850,15795571
2024-05-29,8850,8990,8230,8230,3192717
2024-05-30,8290,8490,7950,8060,3060730
2024-05-31,8060,8310,7970,8070,2313260
2024-06-03,8040,8250,7830,8070,2152729
2024-06-04,8130,8850,7860,8220,9755028
2024-06-05,8100,8440,7950,8010,3330045
2024-06-07,8150,8280,8050,8190,1552992
2024-06-10,8170,8260,8000,8010,1584636
2024-06-11,8010,8030,7620,7650,2382102
2024-06-12,7820,8490,7770,7790,8876886
2024-06-13,7950,8050,7770,7770,1298010
2024-06-14,7830,7940,7560,7860,1818162
2024-06-17,7910,7950,7700,7700,1014119
2024-06-18,7710,7750,7560,7600,948858
2024-06-19,7610,7660,7500,7590,1046182
2024-06-20,7590,7590,7410,7440,944049
2024-06-21,7450,7670,7360,7370,977460
2024-06-24,7250,7370,7200,7210,770560
2024-06-25,7200,7260,7080,7160,890954
2024-06-26,7230,7400,7210,7350,905761
2024-06-27,7470,7880,7320,7350,4084047
2024-06-28,7340,7690,7310,7440,1199851
2024-07-01,7470,7940,7450,7940,3641352
2024-07-02,8500,8570,7630,7660,6239866
2024-07-03,7700,8150,7700,7890,2337199
2024-07-04,7860,7870,7350,7370,1732612
2024-07-05,7370,7720,7350,7370,1247361
2024-07-08,7390,7610,7340,7500,739931
2024-07-09,7550,7670,7370,7500,745209
2024-07-10,7490,7940,7460,7820,1714294
2024-07-11,7820,7910,7560,7560,1023851
2024-07-12,7490,7600,7340,7350,726895
2024-07-15,7350,7420,7130,7240,779486
2024-07-16,7200,7900,7170,7440,4370802
2024-07-17,7440,7740,7420,7470,1710179
2024-07-18,7170,7350,7050,7190,840251
2024-07-19,7210,7290,7110,7140,480945
2024-07-22,7110,7190,6720,6870,1007075
2024-07-23,6800,6980,6680,6680,734762
2024-07-24,6560,6760,6520,6530,748218
2024-07-25,6390,6500,6300,6350,656086
2024-07-26,6410,6610,6290,6300,642004
2024-07-29,6300,6400,6250,6350,417262
2024-07-30,6370,6400,6140,6160,521938
2024-07-31,6160,6290,6000,6230,626134
2024-08-01,6410,6780,6380,6660,1716364
2024-08-02,6420,6470,6120,6170,1038096
2024-08-05,5950,5960,4500,4790,2576039
2024-08-06,4800,5480,4800,5300,2509979
2024-08-07,5280,5380,5160,5160,1205634
2024-08-08,4995,5140,4920,5060,793388
2024-08-09,5290,5490,5250,5340,1029400
2024-08-12,5340,5430,5300,5340,553455
2024-08-13,5420,5490,5140,5220,558177
2024-08-14,5400,5460,5340,5400,706242
2024-08-16,5960,5960,5540,5600,1506084
