Date,Open,High,Low,Close,Volume
2024-01-15,27950,28200,27750,27950,29262
2024-01-16,28100,28200,27600,27750,37986
2024-01-17,28000,28000,26600,26650,71794
2024-01-18,26400,26950,26400,26700,50710
2024-01-19,27300,27550,26900,27150,50689
2024-01-22,27800,28200,27300,27500,58129
2024-01-23,27700,27800,27000,27150,53086
2024-01-24,27300,27300,26600,26700,54103
2024-01-25,26500,26650,25700,25700,100355
2024-01-26,25750,27000,25500,26900,84962
2024-01-29,27300,28000,26500,26850,116450
2024-01-30,27000,27050,26250,26550,71063
2024-01-31,26150,26600,25350,25600,99584
2024-02-01,25150,25500,24900,25000,124365
2024-02-02,25350,25800,25000,25250,178024
2024-02-05,25350,25950,25200,25650,74768
2024-02-06,25350,25750,25100,25650,53124
2024-02-07,25650,25900,25400,25700,33453
2024-02-08,25950,25950,25450,25700,52807
2024-02-13,25700,26050,25700,26000,65580
2024-02-14,25900,26200,25400,26200,64573
2024-02-15,26450,26550,25850,26000,46658
2024-02-16,26200,26200,25650,25750,39016
2024-02-19,25850,25850,25550,25700,52674
2024-02-20,25700,25700,25100,25150,87322
2024-02-21,25050,25500,25050,25300,29615
2024-02-22,25400,25700,25150,25500,51493
2024-02-23,25700,25700,25150,25550,51291
2024-02-26,25450,25550,25000,25050,49348
2024-02-27,25200,25650,24800,25100,106793
2024-02-28,25000,26300,24900,26100,127226
2024-02-29,26100,26100,25250,25400,87853
2024-03-04,25550,25600,25250,25450,43130
2024-03-05,25200,25500,25050,25100,38092
2024-03-06,25100,25250,24700,24850,59976
2024-03-07,24850,24950,24200,24350,109082
2024-03-08,24350,24600,24250,24400,60386
2024-03-11,24300,24450,24150,24250,37762
2024-03-12,24200,24450,24150,24400,36717
2024-03-13,24400,24550,24200,24350,47896
2024-03-14,24450,25150,24350,24950,82778
2024-03-15,24800,25200,24800,25100,51501
2024-03-18,25250,25300,24700,25100,63548
2024-03-19,25100,25400,24800,25100,50077
2024-03-20,25150,25400,25100,25300,47554
2024-03-21,25400,25500,24850,25050,102662
2024-03-22,25100,25100,24700,24800,51134
2024-03-25,24950,25000,24650,24800,51289
2024-03-26,24650,24950,24650,24800,40007
2024-03-27,24750,25500,24700,25350,83399
2024-03-28,25600,25600,25100,25350,39633
2024-03-29,25350,25400,24950,25400,50500
