날짜,Open,High,Low,Close,Volume
2023-12-26,12580,12680,12540,12680,19114
2023-12-27,12380,12470,12210,12400,27941
2023-12-28,12400,12420,12310,12390,4237
2024-01-02,12390,12390,12310,12390,7402
2024-01-03,12370,12460,12260,12460,10815
2024-01-04,12420,12420,12280,12380,9862
2024-01-05,12300,12390,12240,12280,7844
2024-01-08,12310,12310,12170,12200,11383
2024-01-09,12290,12300,12080,12210,13107
2024-01-10,12290,12290,12170,12220,4782
2024-01-11,12270,12270,12200,12260,2459
2024-01-12,12280,12300,12120,12260,6890
2024-01-15,12280,12280,12140,12250,7598
2024-01-16,12260,12260,12130,12240,6701
2024-01-17,12240,12280,12090,12160,19323
2024-01-18,12200,12270,12200,12250,8159
2024-01-19,12290,12340,12200,12270,8393
2024-01-22,12330,12460,12270,12430,20246
2024-01-23,12390,12580,12390,12530,21677
2024-01-24,12500,12550,12420,12510,15161
2024-01-25,12510,12530,12400,12530,8272
2024-01-26,12600,12680,12490,12530,32802
2024-01-29,12600,12760,12600,12710,20737
2024-01-30,12710,12830,12710,12820,7223
2024-01-31,12850,12960,12730,12900,25659
2024-02-01,12880,12980,12720,12930,19867
2024-02-02,12920,13360,12860,13340,54955
2024-02-05,13490,13650,13330,13650,67742
2024-02-06,13600,13790,13600,13730,42508
2024-02-07,13550,13810,13550,13730,14545
2024-02-08,13750,13880,13730,13870,22237
2024-02-13,13900,14040,13850,13960,18109
2024-02-14,13910,14030,13500,14020,14882
2024-02-15,13880,14020,13560,13580,19226
2024-02-16,13600,13930,13350,13650,21272
2024-02-19,13650,14000,13630,13880,14031
2024-02-20,13920,13970,13380,13450,29116
2024-02-21,13450,13810,13450,13810,21142
2024-02-22,13710,13890,13650,13850,13372
2024-02-23,13850,13850,13700,13810,11258
2024-02-26,13810,13860,13630,13790,25501
2024-02-27,13890,13890,13700,13800,18931
2024-02-28,13760,13900,13650,13800,10954
2024-02-29,13900,13980,13700,13930,22939
2024-03-04,13890,14490,13880,14400,55057
2024-03-05,14400,14850,14180,14800,54363
2024-03-06,14650,14950,14000,14830,56162
2024-03-07,14750,14890,14600,14830,27672
2024-03-08,14780,14880,14670,14760,24319
2024-03-11,14740,14740,14360,14420,30024
2024-03-12,14550,14550,13710,14170,57704
2024-03-13,14000,14260,14000,14260,19945
2024-03-14,14180,14200,13950,13960,16315
2024-03-15,14000,14080,13720,13720,20813
2024-03-18,13720,13900,13660,13840,9196
2024-03-19,13950,14100,13650,13860,17726
2024-03-20,13860,13960,13700,13890,11194
2024-03-21,13850,13900,13550,13780,30567
2024-03-22,13780,13880,13670,13820,8703
2024-03-25,13740,13980,13560,13800,11597
2024-03-26,13850,13900,13620,13900,14001
2024-03-27,13900,13970,13620,13660,13391
2024-03-28,13600,13620,13140,13240,41837
2024-03-29,13120,13200,12950,12950,21074
2024-04-01,12950,13120,12940,13050,29774
2024-04-02,13050,13050,12850,12900,21858
2024-04-03,12910,12930,12760,12860,15843
2024-04-04,12890,13240,12810,13030,30347
2024-04-05,13060,13240,12980,13080,42415
2024-04-08,13080,13130,12950,13030,12167
2024-04-09,13240,13240,12960,12990,12926
2024-04-11,13020,13020,12770,12900,25463
2024-04-12,12970,13000,12810,12950,9263
2024-04-15,12960,12960,12780,12950,8239
2024-04-16,12950,12950,12680,12710,11823
2024-04-17,12830,12900,12670,12890,12132
2024-04-18,12740,12920,12740,12790,11326
2024-04-19,12880,12880,12660,12730,8176
2024-04-22,12730,12850,12710,12740,8129
2024-04-23,12760,12900,12720,12800,7062
2024-04-24,12800,13030,12800,12970,9089
2024-04-25,12850,12920,12790,12900,9159
2024-04-26,12800,12970,12800,12950,11597
2024-04-29,13030,13160,12910,13140,10393
2024-04-30,13110,13350,13110,13280,17747
2024-05-02,13250,13340,13140,13240,13167
2024-05-03,13280,13280,13130,13190,7590
2024-05-07,13200,13250,13080,13170,20821
2024-05-08,13220,13240,13100,13220,2745
2024-05-09,13350,13350,13220,13290,649326
2024-05-10,13400,13400,13270,13360,7455
2024-05-13,13360,13450,13260,13410,8045
2024-05-14,13400,13950,13400,13700,32201
2024-05-16,13710,14080,13710,14080,24437
2024-05-17,13940,14100,13710,13820,16651
2024-05-20,13820,13950,13730,13820,14806
2024-05-21,13870,13870,13620,13680,8133
2024-05-22,13730,13730,13300,13490,18880
2024-05-23,13490,13590,13330,13590,8472
2024-05-24,13590,13600,13310,13310,4990
2024-05-27,13310,13500,13300,13460,16337
2024-05-28,13500,13500,13290,13390,6842
2024-05-29,13390,13390,13210,13310,6036
2024-05-30,13310,13370,13220,13340,5018
2024-05-31,13400,13400,13180,13180,17870
2024-06-03,13250,13500,13200,13500,7144
2024-06-04,13750,13750,13310,13570,9013
2024-06-05,13570,13570,13370,13400,4477
2024-06-07,13480,13480,13260,13260,3832
2024-06-10,13350,13540,13240,13520,10069
2024-06-11,13590,13590,13370,13380,4325
