symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
042660,KOSPI,한화오션,"[35.89, 48.42, 60.51]","[-4140.2431, -3600.9188, -2140.1841]","[-2185.0065, -2468.189, -2402.588]","[234668807.0, 230017837.0, 228547909.0]","[230859250.0, 231004412.0, 231968214.0]","[235207510.0, 235510247.0, 236171730.0, 236763104.0]",412739.0,228899079430.0,626485659000.0,0.015178736659244704,26.97,4994.0,2026-05-26,2,1,Industrials,하락(-8.22%) KODEX 산업재,"[125335.0, 125320.0, 125960.0]","[126128.0, 126168.0, 126396.0]","[122809.0, 122623.5, 122462.5]",0,"[134700, 122200, 113600]",134700.0
347850,KOSDAQ,디앤디파마텍,"[32.23, 48.67, 56.6]","[-4153.4357, -3577.3727, -2582.7094]","[-2759.6092, -2923.1619, -2855.0714]","[150797347.0, 149913417.0, 149325591.0]","[149943313.0, 149960760.0, 150018648.0]","[150665651.0, 150707047.0, 150771884.0, 150888790.0]",33291.0,32532015530.0,67178680000.0,0.020179231624162686,0.0,-547.0,2026-05-26,1,0,Health Care,하락(-6.36%) TIGER 헬스케어,"[70925.0, 71110.0, 71555.0]","[74234.0, 74314.0, 74524.0]","[70015.74, 69807.79, 69644.35]",0,"[76000, 69700, 60700]",76000.0
420770,KOSDAQ,기가비스,"[67.15, 60.69, 71.93]","[9669.3006, 9161.7208, 10446.5319]","[9142.5721, 9146.4019, 9406.4279]","[7927813.0, 7631275.0, 7824058.0]","[7693804.0, 7649642.0, 7608655.0]","[7399224.0, 7333360.0, 7294407.0, 7254832.0]",18025.0,16761297000.0,42167703600.0,0.023394010319001388,116.65,1219.0,2026-05-26,3,0,Information Technology,상승(+43.57%) TIGER 200 IT,"[114380.0, 111850.0, 110535.0]","[94434.0, 93120.0, 92272.0]","[52857.75, 52270.25, 51794.25]",1,"[142200, 119800, 125600]",142200.0
195870,KOSPI,해성디에스,"[56.28, 58.8, 72.73]","[5062.0153, 4814.5474, 6073.488]","[6195.4511, 5919.2703, 5950.1139]","[10503275.0, 9758543.0, 9565014.0]","[9861176.0, 9782914.0, 9826621.0]","[9945633.0, 9921927.0, 9888674.0, 9843240.0]",17408.0,30464595060.0,76260556800.0,0.04380776470588235,73.09,1401.0,2026-05-26,0,0,Information Technology,상승(+43.57%) TIGER 200 IT,"[83345.0, 82030.0, 81280.0]","[67293.0, 66331.0, 65749.0]","[50430.25, 50040.0, 49742.75]",1,"[102400, 83500, 81200]",102400.0
012030,KOSPI,DB,"[50.96, 54.97, 66.44]","[47.2046, 47.3816, 71.7097]","[75.5967, 69.9537, 70.3049]","[266249270.0, 257820432.0, 256464196.0]","[259851515.0, 259339532.0, 258126432.0]","[251364431.0, 250197392.0, 249308002.0, 248607634.0]",4828.0,7244313440.7,20229211200.0,0.04189977464788732,8.39,286.0,2026-05-26,2,0,Information Technology,상승(+43.57%) TIGER 200 IT,"[2089.7, 2068.95, 2059.9]","[1882.24, 1870.72, 1864.82]","[1628.7, 1623.38, 1619.78]",1,"[2400, 2090, 2010]",2400.0
003720,KOSPI,삼영,"[45.77, 49.79, 65.41]","[422.2648, 351.5565, 495.5708]","[860.2327, 758.4975, 705.9121]","[136647658.0, 128425747.0, 127312186.0]","[130442068.0, 130235795.0, 131084166.0]","[131655878.0, 131176144.0, 130910576.0, 130821769.0]",4505.0,21391566461.0,108940320750.0,0.24182091176470588,27.78,477.0,2026-05-26,1,2,Materials,하락(-1.27%) KODEX 소재산업,"[11812.5, 11681.0, 11636.5]","[9402.4, 9290.6, 9230.6]","[6691.98, 6646.6, 6612.68]",0,"[13250, 10700, 10250]",13250.0
005680,KOSPI,삼영전자,"[33.74, 47.07, 65.38]","[-479.5386, -431.2524, -168.3358]","[-195.5772, -242.7123, -227.837]","[3125785.0, 1499860.0, 1444441.0]","[1716282.0, 1556340.0, 1591257.0]","[1814408.0, 1750162.0, 1772068.0, 1794888.0]",3340.0,2608833299.0,27152947500.0,0.08129625,83.08,201.0,2026-05-26,1,1,Utilities,상승(+15.27%) TIGER KRX 기후변화솔루션,"[14560.0, 14475.5, 14531.5]","[14841.0, 14750.4, 14715.6]","[11831.05, 11802.0, 11787.7]",1,"[16700, 13940, 12810]",16700.0
053700,KOSDAQ,삼보모터스,"[39.57, 43.15, 65.41]","[-223.7361, -210.3844, -101.0019]","[-177.6903, -184.2291, -167.5837]","[78430616.0, 74983014.0, 74828517.0]","[75558979.0, 75249472.0, 75384737.0]","[76138835.0, 76059872.0, 76167585.0, 76269002.0]",1695.0,2940041840.5,22961029320.0,0.13546329982300884,7.52,886.0,2026-05-26,3,1,Consumer Discretionary,상승(+17.37%) TIGER 200 경기소비재,"[5731.0, 5701.0, 5733.5]","[5928.4, 5934.2, 5966.0]","[5356.08, 5344.7, 5339.38]",1,"[6660, 5450, 5330]",6660.0
263860,KOSDAQ,지니언스,"[48.69, 58.15, 65.99]","[68.0059, 131.7989, 278.3969]","[160.7875, 154.9898, 179.6712]","[10262281.0, 9389011.0, 9242885.0]","[9507856.0, 9448669.0, 9495435.0]","[9758520.0, 9753834.0, 9799338.0, 9856335.0]",1591.0,2314823993.0,15299690400.0,0.09616398742928975,18.38,953.0,2026-05-26,1,2,Information Technology,상승(+43.57%) TIGER 200 IT,"[15738.0, 15642.5, 15626.5]","[14816.6, 14769.4, 14733.0]","[18489.55, 18516.2, 18550.75]",1,"[17520, 16290, 15230]",17520.0
382840,KOSDAQ,원준,"[34.36, 47.08, 53.86]","[-440.8666, -391.4228, -302.754]","[-188.4389, -229.0357, -243.7794]","[44248543.0, 43683384.0, 42612750.0]","[43943180.0, 44010346.0, 44156349.0]","[44620869.0, 44674754.0, 44767908.0, 44894692.0]",1410.0,2501890855.5,5216417570.0,0.036995869290780144,0.0,-861.0,2026-05-26,0,1,Utilities,상승(+15.27%) TIGER KRX 기후변화솔루션,"[9150.5, 9194.5, 9292.5]","[9018.2, 9011.6, 9016.2]","[8930.5, 8931.8, 8935.5]",0,"[9230, 8660, 7850]",9230.0
