symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,rsi_d_2ago,rsi_d_1ago,rsi_d_latest,obv_latest,obv_1ago,signal_obv_latest,signal_obv_1ago,close
KIM,US,Kimco Realty Corporation,"[45.12, 45.94, 47.62]","[-0.0664, -0.0728, -0.0706]","[-0.1073, -0.1004, -0.0945]","[-63838200.0, -71319700.0, -76518700.0]","[-66642489.0, -67541867.0, -68087589.0]",13618372799.046448,93806306.99235916,150452969.56634519,0.011047793432184485,24.23,0.83,2025-12-24,2,2,Real Estate,하락(-0.49%) XLRE,45.12,45.94,47.62,-63838200.0,-71319700.0,-66642489.0,-67541867.0,20.110000610351562
