symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
108490,KOSDAQ,로보티즈,"[34.79, 42.37, 50.16]","[-22738.3228, -21785.2863, -18261.5649]","[-21535.3221, -21585.3149, -20920.5649]","[121028798.0, 120439757.0, 120153149.0]","[120703213.0, 120662441.0, 120666606.0]","[120700892.0, 120700997.0, 120722530.0, 120765049.0]",31595.0,42930638395.0,126938335500.0,0.0401767164108245,0.0,-444.0,2026-08-03,2,2,Industrials,하락(-14.64%) KODEX 산업재,"[199955.0, 200555.0, 202715.0]","[256612.0, 257472.0, 259276.0]","[258974.5, 258681.0, 258582.0]",0,"[215500, 183800, 158400]",215500.0
030530,KOSDAQ,원익홀딩스,"[34.19, 41.21, 54.06]","[-2104.6143, -2016.5066, -1559.1401]","[-2066.8833, -2056.8079, -1957.2744]","[792190911.0, 788156331.0, 787276920.0]","[788868383.0, 788314996.0, 788145647.0]","[788047029.0, 787868052.0, 787856136.0, 787930571.0]",15339.0,14241150231.5,80126758800.0,0.05223727674555056,79.44,250.0,2026-08-03,2,2,Information Technology,하락(-32.40%) TIGER 200 IT,"[16850.5, 16808.5, 16971.5]","[21768.4, 21865.2, 22067.6]","[29633.45, 29607.5, 29604.55]",1,"[19860, 15280, 13400]",19860.0
323280,KOSDAQ,태성,"[30.47, 43.02, 51.53]","[-5135.1882, -4761.6257, -3896.1664]","[-4809.7919, -4800.1586, -4619.3602]","[99709883.0, 98857351.0, 98329458.0]","[99128599.0, 99098010.0, 99133000.0]","[99499534.0, 99526475.0, 99609263.0, 99731149.0]",11528.0,10688090915.0,32183083000.0,0.02791731696738376,0.0,-57.0,2026-08-03,1,3,Information Technology,하락(-32.40%) TIGER 200 IT,"[33755.0, 33737.5, 34070.0]","[44404.0, 44891.0, 45644.0]","[51408.5, 51344.0, 51308.25]",0,"[37750, 31250, 24050]",37750.0
466100,KOSDAQ,클로봇,"[35.5, 43.13, 48.62]","[-2495.3727, -2355.6149, -2031.8091]","[-2630.0189, -2575.1381, -2466.4723]","[647891737.0, 647309848.0, 646963321.0]","[647706237.0, 647597348.0, 647528975.0]","[647245414.0, 647206589.0, 647187952.0, 647193515.0]",6505.0,6695955922.5,14867263950.0,0.022855132897770945,0.0,-56.0,2026-08-03,1,2,Industrials,하락(-14.64%) KODEX 산업재,"[24337.5, 24450.0, 24658.65]","[30691.32, 30921.96, 31228.96]","[45309.49, 45315.06, 45329.76]",0,"[25550, 23200, 20400]",25550.0
090360,KOSDAQ,로보스타,"[34.79, 43.84, 46.93]","[-8453.7797, -7824.6806, -6931.5155]","[-8116.3529, -8058.0184, -7832.7179]","[88078321.0, 87775465.0, 87567992.0]","[87881522.0, 87805620.0, 87749377.0]","[87617566.0, 87597200.0, 87600147.0, 87620105.0]",6367.0,9080111415.0,19776496800.0,0.031060934191927125,0.0,-211.0,2026-08-03,1,2,Industrials,하락(-14.64%) KODEX 산업재,"[63835.0, 64510.0, 65435.0]","[86646.0, 86746.0, 87036.0]","[76419.0, 76306.25, 76224.0]",0,"[65300, 61400, 51400]",65300.0
455900,KOSDAQ,엔젤로보틱스,"[51.0, 53.89, 59.8]","[-853.57, -599.0773, -189.4425]","[-1452.607, -1281.9011, -1063.4093]","[31907700.0, 31035482.0, 30521713.0]","[31301714.0, 31227030.0, 31245456.0]","[31269623.0, 31237773.0, 31254281.0, 31298619.0]",3494.0,2977988941.5,19799348600.0,0.056666710360618204,0.0,-645.0,2026-08-03,1,3,Health Care,하락(-12.30%) TIGER 헬스케어,"[17563.0, 17350.0, 17297.5]","[21211.8, 21261.8, 21394.8]","[28135.7, 28141.7, 28162.95]",1,"[22700, 20150, 19050]",22700.0
126560,KOSPI,현대퓨처넷,"[42.94, 49.2, 63.14]","[-25.1411, -21.9965, -0.1367]","[-17.9131, -18.7298, -15.0111]","[-28695223.0, -29110586.0, -29148961.0]","[-28985994.0, -28999697.0, -28962657.0]","[-28818362.0, -28810663.0, -28779583.0, -28740006.0]",3478.0,270035749.25,1322931155.0,0.003803712349051179,36.19,88.0,2026-08-03,1,1,Consumer Discretionary,하락(-9.57%) TIGER 200 경기소비재,"[2958.75, 2947.25, 2950.0]","[2968.3, 2964.1, 2965.9]","[3179.25, 3179.68, 3181.2]",1,"[3185, 2945, 2870]",3185.0
125490,KOSDAQ,한라캐스트,"[33.19, 42.96, 47.9]","[-995.559, -923.185, -801.7161]","[-1035.6901, -1013.1891, -970.8945]","[595924446.0, 594778674.0, 594151810.0]","[595263802.0, 594932309.0, 594654816.0]","[593912026.0, 593794666.0, 593717441.0, 593688503.0]",2909.0,4410376846.5,9131802840.0,0.03139155324853902,69.3,115.0,2026-08-03,1,3,Consumer Discretionary,하락(-9.57%) TIGER 200 경기소비재,"[7577.5, 7614.0, 7679.5]","[10138.4, 10248.0, 10380.0]","[14349.15, 14347.8, 14352.5]",0,"[7970, 7290, 6160]",7970.0
100120,KOSDAQ,뷰웍스,"[34.05, 44.86, 55.31]","[-931.0892, -867.9764, -629.1504]","[-780.4993, -797.9947, -764.2259]","[1686704.0, 1609890.0, 1581171.0]","[1650862.0, 1652677.0, 1660936.0]","[1700616.0, 1704825.0, 1711717.0, 1720767.0]",2171.0,726747512.5,1858898800.0,0.008562408106863196,7.96,3042.0,2026-08-03,2,2,Health Care,하락(-12.30%) TIGER 헬스케어,"[22642.5, 22615.0, 22682.5]","[24344.0, 24446.0, 24622.0]","[23727.05, 23706.55, 23696.25]",1,"[24200, 21950, 20250]",24200.0
064550,KOSDAQ,바이오니아,"[34.9, 45.88, 51.33]","[-353.3928, -316.7866, -258.9693]","[-402.1836, -385.1042, -359.8772]","[-4981998.0, -5134614.0, -5186608.0]","[-5020300.0, -5015991.0, -4987393.0]","[-4872712.0, -4856043.0, -4831742.0, -4799410.0]",1711.0,476275731.0,1011844080.0,0.005913758503798948,0.0,-226.0,2026-08-03,1,1,Health Care,하락(-12.30%) TIGER 헬스케어,"[6254.0, 6251.5, 6265.0]","[7210.2, 7278.6, 7350.6]","[11154.35, 11190.45, 11228.55]",1,"[6630, 6310, 5790]",6630.0
052260,KOSDAQ,현대바이오랜드,"[34.94, 34.94, 54.8]","[-92.4721, -93.6025, -71.883]","[-87.9991, -89.1198, -85.6724]","[12745780.0, 12622210.0, 12622210.0]","[12658192.0, 12647784.0, 12651107.0]","[12694782.0, 12691322.0, 12690106.0, 12691876.0]",1050.0,177825218.0,432495000.0,0.004119,8.41,416.0,2026-08-03,2,1,Consumer Discretionary,하락(-9.57%) TIGER 200 경기소비재,"[3389.5, 3391.5, 3402.5]","[3551.0, 3560.9, 3578.0]","[4122.8, 4129.25, 4137.05]",0,"[3500, 3230, 3230]",3500.0
228850,KOSDAQ,레이언스,"[44.67, 48.58, 49.13]","[-93.2509, -82.9152, -72.2771]","[-88.0308, -87.0077, -84.0616]","[2826200.0, 2699276.0, 2692551.0]","[2723198.0, 2711202.0, 2713031.0]","[2737098.0, 2735609.0, 2739881.0, 2744979.0]",997.0,111125590.0,762813240.0,0.007651085656970913,261.3,23.0,2026-08-03,1,1,Health Care,하락(-12.30%) TIGER 헬스케어,"[5986.5, 5995.0, 6000.5]","[6264.4, 6277.2, 6290.2]","[5775.88, 5775.02, 5774.68]",0,"[6010, 5990, 5850]",6010.0
002230,KOSDAQ,피에스텍,"[37.78, 43.2, 51.5]","[-299.5737, -279.8267, -227.6623]","[-342.7059, -330.13, -309.6365]","[11232056.0, 11015501.0, 10938548.0]","[11060141.0, 11034160.0, 11027503.0]","[11079474.0, 11085729.0, 11098772.0, 11119500.0]",916.0,413924486.75,1077361125.0,0.011761584334061135,6.31,788.0,2026-08-03,2,2,Utilities,하락(-21.63%) TIGER KRX 기후변화솔루션,"[4639.0, 4636.25, 4641.25]","[5367.0, 5422.9, 5488.0]","[7852.58, 7848.6, 7846.72]",1,"[4975, 4555, 4325]",4975.0
