symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
000520,KR,삼일제약,"[45.94, 45.94, 53.57]","[-121.0781, -123.8619, -83.9477]","[-34.922, -52.71, -58.9575]","[35398160.0, 34533391.0, 34533391.0]","[34698030.0, 34820431.0, 34899584.0]","[34985886.0, 34978545.0, 35021353.0, 35070780.0]",224510243850.0,3678596868.0,8950359150.0,0.03986615041040142,0.0,-1248.0,2026-01-06,1,1,Health Care,상승(+4.82%) TIGER 헬스케어,"[10147.0, 10151.5, 10190.5]","[10090.4, 10070.8, 10065.2]","[10693.9, 10702.15, 10713.15]",0,"[10350, 9840, 9840]",10350.0
078020,KR,LS증권,"[40.57, 45.16, 56.11]","[-44.7619, -42.548, -28.3628]","[-53.5064, -51.3147, -46.7243]","[28201476.0, 28072960.0, 28013548.0]","[28151863.0, 28158124.0, 28171640.0]","[28231276.0, 28243389.0, 28264390.0, 28286078.0]",275741514300.0,277482490.75,638724520.0,0.002316388671547961,12.36,402.0,2026-01-06,1,0,Financials,하락(-0.69%) TIGER 200 금융,"[4841.75, 4835.5, 4837.5]","[5024.8, 5031.8, 5043.8]","[4781.5, 4775.52, 4771.05]",1,"[4970, 4820, 4770]",4970.0
078340,KR,컴투스,"[45.32, 39.69, 56.59]","[-660.5162, -627.1444, -466.2161]","[-790.1191, -757.5241, -699.2625]","[-1227676.0, -1334034.0, -1292379.0]","[-1300462.0, -1308155.0, -1309934.0]","[-1239430.0, -1233038.0, -1218935.0, -1205704.0]",394870405000.0,1379004930.0,3297098000.0,0.0083498230261141,0.0,-9512.0,2026-01-06,1,1,Communication Services,상승(+8.99%) TIGER 미디어컨텐츠,"[29770.0, 29747.5, 29840.0]","[31477.0, 31558.0, 31678.0]","[37558.0, 37618.5, 37680.25]",1,"[31000, 29400, 29950]",31000.0
009470,KR,삼화전기,"[51.12, 50.78, 56.96]","[-375.5121, -305.0825, -166.6537]","[-602.3248, -542.8763, -467.6318]","[33238578.0, 33161442.0, 33217627.0]","[33207454.0, 33201150.0, 33201796.0]","[33229088.0, 33231695.0, 33239750.0, 33244192.0]",206681875000.0,900423090.0,2410500000.0,0.01166285142323196,23.39,1336.0,2026-01-06,2,3,Utilities,상승(+2.19%) TIGER KRX 기후변화솔루션,"[29722.5, 29650.0, 29667.5]","[31360.0, 31411.0, 31491.0]","[30414.0, 30433.5, 30456.25]",1,"[31250, 30250, 30300]",31250.0
RBA,US,"RB Global, Inc.","[50.28, 52.0, 57.37]","[1.2425, 1.0861, 1.0645]","[1.238, 1.2076, 1.179]","[23184600.0, 19480100.0, 18961400.0]","[20237189.0, 19805156.0, 19941633.0]","[20092225.0, 19831245.0, 19781060.0, 19724080.0]",19443809359.413895,111771397.80815125,387898191.60842896,0.01994970144163775,49.86,2.1,2026-01-06,1,2,Industrials,상승(+4.01%) XLI,"[103.64, 103.31, 103.05]","[100.88, 100.78, 100.72]","[105.12, 105.09, 105.06]",0,"[104.71, 103.29, 102.87]",104.70999908447266
060250,KR,NHN KCP,"[49.03, 47.7, 57.37]","[-223.2783, -204.0476, -112.4675]","[-256.956, -246.3743, -219.5929]","[163467935.0, 162782196.0, 163016881.0]","[163034208.0, 162997377.0, 163001989.0]","[163149617.0, 163166266.0, 163230257.0, 163268082.0]",649397079870.0,4164882044.0,11088399630.0,0.017074914522590308,14.13,1144.0,2026-01-06,3,2,Information Technology,상승(+15.69%) TIGER 200 IT,"[15281.0, 15264.0, 15307.0]","[15783.2, 15777.8, 15803.2]","[12826.05, 12784.9, 12748.75]",1,"[16170, 15240, 15360]",16170.0
095660,KR,네오위즈,"[52.75, 48.85, 58.71]","[-77.7405, -76.7576, 32.5795]","[-42.016, -48.9643, -32.6556]","[-2718182.0, -2859876.0, -2800393.0]","[-2774814.0, -2775789.0, -2761021.0]","[-2767598.0, -2759491.0, -2744300.0, -2730188.0]",574834260800.0,1658724460.0,3726552200.0,0.006482828971978352,25.48,1032.0,2026-01-06,2,1,Communication Services,상승(+8.99%) TIGER 미디어컨텐츠,"[25085.0, 25097.5, 25177.5]","[25123.0, 25088.0, 25075.0]","[24415.25, 24388.0, 24369.0]",0,"[26300, 24950, 25400]",26300.0
003470,KR,유안타증권,"[41.83, 45.64, 62.05]","[-11.6925, -14.1049, 3.7099]","[-3.4436, -5.5759, -3.7187]","[19849295.0, 18467761.0, 18126813.0]","[18915585.0, 18826459.0, 18845847.0]","[19027064.0, 19032756.0, 19117635.0, 19200541.0]",785412526560.0,1533553847.75,5436336290.0,0.006921631761859482,11.37,346.0,2026-01-06,3,0,Financials,하락(-0.69%) TIGER 200 금융,"[3745.75, 3738.25, 3745.0]","[3771.8, 3768.6, 3771.3]","[3483.08, 3477.15, 3472.32]",1,"[3935, 3690, 3650]",3935.0
080580,KR,오킨스전자,"[56.4, 54.57, 63.76]","[323.3749, 308.0683, 385.1007]","[307.2802, 307.4378, 322.9704]","[73971577.0, 71976471.0, 72506377.0]","[72260191.0, 72040654.0, 72083131.0]","[72025010.0, 71814742.0, 71721369.0, 71550908.0]",229661782880.0,5913004956.5,22704306280.0,0.09885974930301386,270.95,42.0,2026-01-06,1,0,Information Technology,상승(+15.69%) TIGER 200 IT,"[10198.0, 10070.0, 10019.0]","[9389.0, 9356.4, 9348.2]","[7233.48, 7205.48, 7182.12]",1,"[11380, 10220, 10380]",11380.0
086280,KR,현대글로비스,"[58.27, 52.79, 64.38]","[2823.4997, 2508.1509, 2950.4486]","[3042.0589, 2935.2773, 2938.3116]","[12304577.0, 11789333.0, 12009231.0]","[11960385.0, 11910236.0, 11905722.0]","[11799309.0, 11735492.0, 11676879.0, 11602983.0]",14032500000000.0,30004198165.0,96402152400.0,0.00686992,10.1,18528.0,2026-01-06,1,1,Industrials,상승(+1.81%) KODEX 산업재,"[180395.0, 179865.0, 179455.0]","[172016.0, 171642.0, 171548.0]","[148869.0, 148541.0, 148267.0]",1,"[187100, 178100, 180900]",187100.0
GMED,US,"Globus Medical, Inc.","[55.3, 55.25, 64.78]","[1.6495, 1.4865, 1.5947]","[2.2821, 2.123, 2.0173]","[17848200.0, 14970700.0, 16144300.0]","[17701600.0, 17827056.0, 17994756.0]","[18512400.0, 18765710.0, 19097555.0, 19472890.0]",10079178608.427399,119557795.74718475,260327428.51257324,0.025828238453370435,29.28,3.09,2026-01-06,2,2,Health Care,상승(+0.40%) XLV,"[87.98, 87.89, 87.91]","[81.67, 81.11, 80.61]","[66.6, 66.52, 66.44]",0,"[90.47, 87.3, 87.31]",90.47000122070312
QXO,US,"QXO, Inc.","[40.72, 44.62, 65.17]","[0.4572, 0.328, 0.5086]","[0.7296, 0.6493, 0.6211]","[-123536285.0, -148731485.0, -155671485.0]","[-134513007.0, -135046318.0, -131760029.0]","[-127253965.0, -127788175.0, -127446555.0, -127246695.0]",15716949641.461315,161401567.77666092,587048140.7775879,0.03735127707153523,53.96,-0.47,2026-01-06,2,2,Industrials,상승(+4.01%) XLI,"[21.31, 21.17, 21.19]","[19.22, 19.12, 19.12]","[18.61, 18.56, 18.52]",1,"[23.3, 19.72, 19.29]",23.299999237060547
VLO,US,Valero Energy Corporation,"[38.46, 44.66, 66.6]","[-2.4886, -2.3114, -0.929]","[-2.1647, -2.1941, -1.9411]","[86024100.0, 76994900.0, 75056300.0]","[79031489.0, 77891856.0, 77029933.0]","[77218270.0, 77002150.0, 77400435.0, 78052580.0]",55075574691.186584,518719776.1974335,1630402710.131836,0.029603008580003788,37.62,4.8,2026-01-06,2,0,Energy,상승(+2.99%) XLE,"[167.68, 167.39, 167.98]","[171.73, 171.34, 171.16]","[146.15, 145.9, 145.72]",1,"[180.57, 165.31, 162.79]",180.57000732421875
039490,KR,키움증권,"[59.54, 57.56, 66.99]","[5014.0114, 5130.0273, 6757.9026]","[3915.8802, 4158.7096, 4678.5482]","[7260940.0, 7083547.0, 7208783.0]","[7251767.0, 7263434.0, 7266789.0]","[7239715.0, 7243380.0, 7259566.0, 7264047.0]",8525072116000.0,26833909775.0,56588367000.0,0.006637875460759328,8.74,36496.0,2026-01-06,3,1,Financials,하락(-0.69%) TIGER 200 금융,"[290950.0, 289100.0, 288475.0]","[287390.0, 286250.0, 285620.0]","[215778.0, 214789.5, 213889.5]",1,"[319000, 299000, 301500]",319000.0
