symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
007340,KOSPI,DN오토모티브,"[46.87, 43.39, 57.43]","[-1561.7916, -1485.3115, -1013.5928]","[-1533.3521, -1523.744, -1421.7138]","[6852274.0, 6372995.0, 6577791.0]","[6583338.0, 6575850.0, 6640100.0]","[6791794.0, 6835654.0, 6895263.0, 6936329.0]",24370.0,7772754765.0,19961970350.0,0.008191206544932293,8.35,4990.0,2026-07-15,1,0,Consumer Discretionary,하락(-18.42%) TIGER 200 경기소비재,"[38010.0, 38182.5, 38580.0]","[42259.0, 42387.0, 42509.0]","[31749.25, 31665.25, 31611.75]",0,"[41650, 36700, 37900]",41650.0
036540,KOSDAQ,SFA반도체,"[36.26, 39.18, 49.55]","[-637.1162, -604.0016, -511.3449]","[-621.4365, -617.9496, -596.6286]","[378840969.0, 368264184.0, 365377274.0]","[370994365.0, 370317761.0, 371049133.0]","[375787006.0, 376233714.0, 377098625.0, 378198968.0]",9950.0,14974496095.25,63989549250.0,0.06431110477386935,0.0,-73.0,2026-07-15,0,2,Information Technology,하락(-18.64%) TIGER 200 IT,"[5787.25, 5851.25, 5946.25]","[7186.3, 7231.3, 7297.7]","[6019.92, 6007.68, 5999.15]",0,"[6050, 5300, 5120]",6050.0
356860,KOSDAQ,티엘비,"[44.17, 42.97, 55.16]","[-6272.5846, -5941.3322, -4433.4697]","[-6141.3467, -6101.3438, -5767.769]","[42113947.0, 41714642.0, 41878158.0]","[41965254.0, 41951667.0, 42011017.0]","[42280729.0, 42342626.0, 42446364.0, 42551700.0]",8604.0,16732780595.0,34939187500.0,0.04060807473268247,35.34,2476.0,2026-07-15,3,1,Information Technology,하락(-18.64%) TIGER 200 IT,"[76950.0, 77175.0, 78325.0]","[91315.72, 91224.98, 91380.94]","[68473.66, 68231.47, 68063.05]",0,"[87500, 72700, 74300]",87500.0
101160,KOSDAQ,월덱스,"[52.48, 52.29, 63.19]","[205.2056, 224.0975, 539.4789]","[138.9164, 155.9526, 232.6578]","[3707445.0, 3348049.0, 3437601.0]","[3491503.0, 3475506.0, 3513859.0]","[3498110.0, 3478480.0, 3463062.0, 3446745.0]",5374.0,4494648937.5,11698339800.0,0.021768403051730556,11.5,2831.0,2026-07-15,2,0,Information Technology,하락(-18.64%) TIGER 200 IT,"[28582.5, 28430.0, 28312.5]","[28138.0, 28142.0, 28240.0]","[26579.75, 26540.75, 26519.5]",1,"[32550, 28750, 28800]",32550.0
024850,KOSDAQ,HLB이노베이션,"[31.04, 32.24, 47.35]","[-1538.3102, -1586.6573, -1386.2836]","[-1473.7339, -1496.3185, -1474.3116]","[10886049.0, 9919614.0, 9616546.0]","[10172365.0, 10112848.0, 10172187.0]","[10260189.0, 10244554.0, 10266366.0, 10324045.0]",3798.0,2802958425.5,11558562600.0,0.030433287519747235,0.0,-1178.0,2026-07-15,2,1,Information Technology,하락(-18.64%) TIGER 200 IT,"[11726.0, 11863.0, 12101.0]","[15542.2, 15765.0, 16043.0]","[14235.32, 14221.6, 14224.5]",0,"[11960, 9200, 9020]",11960.0
073490,KOSDAQ,LIG아큐버,"[35.81, 32.98, 48.82]","[-3619.0804, -3505.5984, -2985.8549]","[-3938.8181, -3852.1742, -3678.9103]","[9731256.0, 9465912.0, 9536562.0]","[9602198.0, 9593274.0, 9623340.0]","[9778728.0, 9816187.0, 9870133.0, 9915319.0]",2190.0,2654842145.0,7641907200.0,0.03489455342465753,75.2,383.0,2026-07-15,2,2,Information Technology,하락(-18.64%) TIGER 200 IT,"[26797.5, 27107.5, 27672.5]","[36454.0, 36930.0, 37472.0]","[31758.25, 31723.75, 31713.5]",0,"[28800, 23900, 25250]",28800.0
179290,KOSDAQ,엠아이텍,"[39.95, 36.45, 47.71]","[-189.5025, -189.7807, -165.1008]","[-233.5484, -224.7948, -212.856]","[-11015589.0, -11176138.0, -11023863.0]","[-11016112.0, -11014327.0, -10988520.0]","[-10920380.0, -10893380.0, -10856776.0, -10822837.0]",1456.0,330789302.0,722470500.0,0.004962022664835165,7.51,599.0,2026-07-15,2,0,Health Care,하락(-13.21%) TIGER 헬스케어,"[4388.0, 4407.0, 4440.5]","[4965.6, 5006.2, 5054.3]","[6329.2, 6344.1, 6360.62]",0,"[4500, 4215, 4340]",4500.0
248170,KOSPI,샘표식품,"[42.55, 40.92, 58.14]","[-398.3661, -390.6257, -260.4515]","[-583.3858, -544.8338, -487.9574]","[2171044.0, 2086538.0, 2099238.0]","[2106322.0, 2097227.0, 2096647.0]","[2101286.0, 2100511.0, 2104306.0, 2107773.0]",1064.0,295085045.0,1968989800.0,0.018505543233082705,3.85,6052.0,2026-07-15,0,1,Consumer Staples,하락(-4.23%) KODEX 필수소비재,"[21885.0, 21870.0, 21945.0]","[23500.0, 23579.0, 23691.0]","[27125.75, 27143.75, 27170.75]",1,"[23300, 21800, 21950]",23300.0
066590,KOSDAQ,스모트로닉,"[61.68, 56.94, 67.65]","[29.0031, 33.3198, 55.4675]","[-26.097, -14.2136, -0.2774]","[23592406.0, 23352322.0, 23511797.0]","[23479637.0, 23449947.0, 23462845.0]","[23494484.0, 23516423.0, 23547162.0, 23572191.0]",990.0,288749354.3,614615040.0,0.0062082327272727274,0.0,-141.0,2026-07-15,3,1,Consumer Discretionary,하락(-18.42%) TIGER 200 경기소비재,"[2162.7, 2147.45, 2139.7]","[2275.18, 2279.18, 2290.98]","[2681.6, 2683.82, 2687.67]",1,"[2560, 2320, 2380]",2560.0
005360,KOSPI,모나미,"[77.46, 85.64, 90.49]","[108.8086, 187.4974, 310.4302]","[5.6019, 41.981, 95.6708]","[31895286.0, 27758514.0, 23188793.0]","[29281182.0, 28755564.0, 28682977.0]","[28052623.0, 27814208.0, 27780574.0, 27978419.0]",651.0,4351653345.5,14251179540.0,0.21891212811059907,0.0,-580.0,2026-07-15,4,1,Other,N/A,"[1542.15, 1439.0, 1374.7]","[1494.82, 1460.48, 1442.34]","[1790.4, 1783.68, 1780.82]",1,"[3445, 2650, 2040]",3445.0
