symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
088350,KOSPI,한화생명,"[64.72, 61.81, 68.89]","[259.8114, 260.9625, 296.3832]","[189.1843, 203.54, 222.1086]","[205284405.0, 196412395.0, 200163623.0]","[198360994.0, 198774827.0, 198559129.0]","[189421366.0, 187759489.0, 186383622.0, 185020621.0]",51678.0,24301393197.25,52788459500.0,0.01021488051008166,6.98,852.0,2026-08-28,3,0,Financials,하락(-0.55%) TIGER 200 금융,"[5030.5, 4943.25, 4872.75]","[4729.8, 4724.8, 4726.2]","[4318.75, 4304.1, 4291.73]",1,"[5950, 5480, 5580]",5950.0
086450,KOSDAQ,동국제약,"[51.51, 48.2, 61.74]","[14.2947, -12.7144, 194.4176]","[55.7545, 42.0607, 72.5321]","[9094578.0, 7897382.0, 8230857.0]","[8043172.0, 7993388.0, 8152335.0]","[8144652.0, 8031709.0, 7965950.0, 7901222.0]",9725.0,7957623226.5,25739714000.0,0.026467572236503856,12.74,1687.0,2026-08-28,2,1,Health Care,상승(+10.37%) TIGER 헬스케어,"[19165.5, 18947.5, 18867.5]","[18838.4, 18802.4, 18819.6]","[19723.3, 19705.0, 19699.6]",0,"[21500, 18640, 19200]",21500.0
090435,KOSPI,아모레퍼시픽우,"[59.76, 53.59, 62.33]","[1187.6614, 1062.6066, 1143.9727]","[1287.9504, 1242.8817, 1223.0999]","[800943.0, 771715.0, 785800.0]","[781400.0, 778848.0, 778560.0]","[775342.0, 771103.0, 767019.0, 759915.0]",4941.0,643318722.5,1367870400.0,0.002768408014571949,11.3,4142.0,2026-08-28,2,1,Consumer Discretionary,하락(-2.66%) TIGER 200 경기소비재,"[44997.5, 44825.0, 44682.5]","[41141.0, 40921.0, 40751.0]","[44579.75, 44554.75, 44541.0]",1,"[46800, 44400, 45550]",46800.0
472850,KOSDAQ,폰드그룹,"[59.83, 59.15, 68.28]","[179.9365, 177.124, 210.3948]","[208.5605, 202.2732, 203.8975]","[18286678.0, 17881204.0, 17927316.0]","[17958533.0, 17938696.0, 17969905.0]","[17997055.0, 17960676.0, 17940290.0, 17917598.0]",3195.0,510298715.0,2250380700.0,0.007043445070422536,8.6,645.0,2026-08-28,2,0,Consumer Discretionary,하락(-2.66%) TIGER 200 경기소비재,"[5060.5, 4990.5, 4932.0]","[4427.5, 4413.1, 4407.0]","[5049.3, 5044.51, 5042.62]",1,"[5550, 5080, 5100]",5550.0
003920,KOSPI,남양유업,"[48.1, 47.08, 55.52]","[-60.3825, -83.6611, -1.2309]","[104.1048, 66.5516, 52.9951]","[446999.0, 438624.0, 440597.0]","[440904.0, 441705.0, 443214.0]","[441032.0, 440340.0, 439782.0, 438698.0]",2505.0,178843325.0,369756250.0,0.0014760728542914173,27.49,1606.0,2026-08-28,2,0,Consumer Staples,상승(+10.45%) KODEX 필수소비재,"[43670.0, 43647.5, 43627.5]","[42795.0, 42773.0, 42795.0]","[48305.5, 48340.25, 48380.75]",0,"[44150, 42900, 43050]",44150.0
065710,KOSDAQ,서호전기,"[55.17, 52.45, 60.03]","[199.6085, 196.184, 290.9804]","[185.4494, 187.5963, 208.2731]","[1221978.0, 1178091.0, 1182198.0]","[1190732.0, 1187008.0, 1187416.0]","[1185816.0, 1183518.0, 1182943.0, 1183266.0]",2336.0,339139062.5,1990275450.0,0.008520014768835616,10.43,4349.0,2026-08-28,1,1,Industrials,상승(+16.13%) KODEX 산업재,"[44060.0, 43877.5, 43705.0]","[43837.0, 43885.0, 43957.0]","[46632.0, 46608.25, 46591.5]",1,"[45350, 44100, 44450]",45350.0
001360,KOSPI,삼성제약,"[51.2, 46.57, 57.13]","[-9.4377, -9.8199, -3.5459]","[-11.4828, -11.1502, -9.6294]","[114258565.0, 113639231.0, 113844556.0]","[113761415.0, 113743542.0, 113770249.0]","[114071403.0, 114027492.0, 114031488.0, 114059599.0]",1269.0,396151676.3,834862232.0,0.006578898597320725,0.0,-1457.0,2026-08-28,2,1,Health Care,상승(+10.37%) TIGER 헬스케어,"[1290.6, 1282.2, 1278.1]","[1298.58, 1302.14, 1306.04]","[1597.3, 1598.17, 1599.32]",1,"[1348, 1267, 1299]",1348.0
011690,KOSPI,와이투솔루션,"[43.6, 46.51, 52.88]","[-50.3661, -50.6337, -34.7108]","[-33.34, -36.7987, -36.3811]","[131155121.0, 130819045.0, 130708896.0]","[130899347.0, 130936221.0, 130998132.0]","[130976347.0, 130935038.0, 130895390.0, 130884077.0]",1266.0,516717234.5,1159462200.0,0.009158469194312796,0.0,-157.0,2026-08-28,2,1,Information Technology,상승(+2.24%) TIGER 200 IT,"[3373.0, 3333.0, 3302.25]","[3336.1, 3357.4, 3384.1]","[4927.15, 4924.82, 4923.45]",0,"[3450, 3255, 3175]",3450.0
950190,KOSDAQ,고스트스튜디오,"[37.43, 37.68, 57.46]","[-244.1488, -256.0648, -174.7333]","[-161.5432, -180.4475, -179.3047]","[24078517.0, 23927320.0, 23923406.0]","[23951336.0, 23942076.0, 23940486.0]","[23972942.0, 23973213.0, 23985320.0, 24001873.0]",1237.0,354410634.5,1436371500.0,0.011611734033953113,14.73,645.0,2026-08-28,3,1,Communication Services,하락(-8.04%) TIGER 미디어컨텐츠,"[9008.0, 9030.5, 9115.0]","[9261.6, 9261.8, 9282.8]","[8553.9, 8546.55, 8544.5]",0,"[9500, 8400, 8390]",9500.0
307930,KOSDAQ,컴퍼니케이,"[48.37, 49.31, 53.61]","[10.4746, 6.7409, 18.8955]","[27.2551, 23.1522, 22.3009]","[35004964.0, 34586579.0, 34571723.0]","[34637754.0, 34620278.0, 34642516.0]","[34636997.0, 34604129.0, 34588734.0, 34578473.0]",1002.0,503815662.5,2686031700.0,0.02680670359281437,9.95,645.0,2026-08-28,2,1,Financials,하락(-0.55%) TIGER 200 금융,"[6336.0, 6284.5, 6235.5]","[6101.2, 6116.0, 6135.8]","[6980.35, 6975.45, 6971.55]",0,"[6420, 6230, 6190]",6420.0
