Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-18 00:00:00-04:00,232.63256023345,233.27236725698336,230.78952141745285,230.95187377929688,2001900,0.0,0.0
2024-03-19 00:00:00-04:00,231.63944859988862,233.31059104458495,230.41711386340143,233.129150390625,1864200,0.0,0.0
2024-03-20 00:00:00-04:00,233.9694681358118,236.70059272939804,233.1195734845492,236.55735778808594,2105100,0.0,0.0
2024-03-21 00:00:00-04:00,237.27358242896975,239.24075350846078,236.27089403830712,237.73194885253906,1858000,0.0,0.0
2024-03-22 00:00:00-04:00,239.9091888995284,239.9091888995284,235.83161210415682,236.4523162841797,1612600,0.0,0.0
2024-03-25 00:00:00-04:00,236.270887089676,236.58601855011383,233.05274893706766,233.19598388671875,1069600,0.0,0.0
2024-03-26 00:00:00-04:00,232.58481275129122,234.19866110620893,232.4320190981287,234.0267791748047,1072900,0.0,0.0
2024-03-27 00:00:00-04:00,235.8220575384104,238.19030091715928,235.7552194210386,237.13987731933594,1149200,0.0,0.0
2024-03-28 00:00:00-04:00,238.38129956719698,239.74685461168906,237.80833064556654,238.48634338378906,1302000,0.0,0.0
2024-04-01 00:00:00-04:00,239.09751148075438,239.31714326058253,233.97904042684493,234.25596618652344,1535500,0.0,0.0
2024-04-02 00:00:00-04:00,229.29027279259265,237.5218376039982,228.91784737834865,236.50006103515625,2297400,0.0,0.0
2024-04-03 00:00:00-04:00,236.65286278857158,237.21627299868396,233.71165050073745,234.08407592773438,2370100,0.0,0.0
2024-04-04 00:00:00-04:00,236.41412082970837,236.46185609560206,230.52213772646022,230.60809326171875,1690600,0.0,0.0
2024-04-05 00:00:00-04:00,231.04736579069072,234.83847277890655,230.3980146087197,233.8166961669922,1420100,0.0,0.0
2024-04-08 00:00:00-04:00,233.35831701518126,235.86980993762666,233.2628319077272,235.52603149414062,905600,0.0,0.0
2024-04-09 00:00:00-04:00,237.111219299328,238.83011141813256,235.47826814366263,238.74415588378906,1158700,0.0,0.0
2024-04-10 00:00:00-04:00,237.14943643102623,237.5791558650481,233.3201380843605,234.71434020996094,1263200,0.0,0.0
2024-04-11 00:00:00-04:00,235.42098771646337,235.65017820256173,232.0214089809658,233.40606689453125,1099200,0.0,0.0
2024-04-12 00:00:00-04:00,231.98319914232638,233.19597509808546,231.27655398907228,232.86175537109375,1226400,0.0,0.0
2024-04-15 00:00:00-04:00,235.9462213216925,236.17541182189018,232.16465821006366,233.08140563964844,1383600,0.0,0.0
2024-04-16 00:00:00-04:00,233.96949033521548,234.4660624642207,232.4606856683501,233.20555114746094,1457700,0.0,0.0
2024-04-17 00:00:00-04:00,234.03633286465254,234.03633286465254,231.1237674814049,231.95455932617188,1126100,0.0,0.0
2024-04-18 00:00:00-04:00,233.48247707918574,233.95994635746626,230.77999921557313,231.08558654785156,1454200,0.0,0.0
2024-04-19 00:00:00-04:00,232.8235538457358,233.27237610738092,231.52483690014245,232.34608459472656,1638700,0.0,0.0
2024-04-22 00:00:00-04:00,234.05542433721786,236.42366765794014,232.92858936794212,235.2108917236328,1329000,0.0,0.0
2024-04-23 00:00:00-04:00,235.64061367123455,236.91068359598043,234.8480129856621,235.71701049804688,1661800,0.0,0.0
2024-04-24 00:00:00-04:00,233.61616068301808,235.73612537884134,233.31058793137805,235.4973907470703,1455800,0.0,0.0
2024-04-25 00:00:00-04:00,238.3240405083875,239.02114162725292,233.39655368824887,235.2395782470703,1224500,0.0,0.0
2024-04-26 00:00:00-04:00,233.10049835081574,235.5928884686221,232.01186902184313,232.11691284179688,1555500,0.0,0.0
2024-04-29 00:00:00-04:00,233.05274455182092,233.9121833759667,232.22193814586117,232.95724487304688,1153500,0.0,0.0
