Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2024-01-09 00:00:00-05:00,47.12278366088867,0.0,48.1139038327766,46.91302146936195,47.41644571087758,1565860,0.0
2024-01-10 00:00:00-05:00,47.133270263671875,0.0,47.2329055992546,46.66130624212821,46.66130624212821,1085534,0.0
2024-01-11 00:00:00-05:00,46.996925354003906,0.0,47.08083238203842,46.39910973365787,47.038877075825255,1239967,0.0
2024-01-12 00:00:00-05:00,47.1122932434082,0.0,47.59474159874122,46.94448278216742,47.21717254143895,1110935,0.0
2024-01-16 00:00:00-05:00,47.31156921386719,0.0,48.03524362019519,46.4830154977502,46.76619321857246,2983732,0.0
2024-01-17 00:00:00-05:00,46.881553649902344,0.0,47.222414941599226,46.66654751167207,46.96545708554675,1137987,0.0
2024-01-18 00:00:00-05:00,46.82911682128906,0.0,46.94448405224413,46.593134809943834,46.90253233189683,958401,0.0
2024-01-19 00:00:00-05:00,47.332542419433594,0.0,47.36400621060448,46.72423528801282,46.933997480210536,3087877,0.0
2024-01-22 00:00:00-05:00,47.02838897705078,0.0,47.657671970902385,46.98119329017069,47.25912703063418,1425458,0.0
2024-01-23 00:00:00-05:00,46.60886764526367,0.0,47.007412580994085,46.27849425647277,46.965460859800544,765744,0.0
2024-01-24 00:00:00-05:00,45.979583740234375,0.0,47.007411642122804,45.979583740234375,46.99692371203389,697496,0.0
2024-01-25 00:00:00-05:00,46.23129653930664,0.0,46.60886559785463,45.911411094865876,46.105441381254515,1011233,0.0
2024-01-26 00:00:00-05:00,46.25227355957031,0.0,46.74520985870179,46.18410201391481,46.54593918678571,833091,0.0
2024-01-29 00:00:00-05:00,45.927146911621094,0.0,46.19983669507895,45.67543298962985,45.864219327221264,947685,0.0
2024-01-30 00:00:00-05:00,45.587562561035156,1.385865,46.45659578023082,45.48809639234505,46.18436695115072,871336,0.97
2024-01-31 00:00:00-05:00,45.71320724487305,0.0,46.184368426383315,45.61897574636851,45.933081971046164,1117864,0.0
2024-02-01 00:00:00-05:00,46.2053108215332,0.0,46.27860362660693,45.325808227611226,45.61897575891855,1129495,0.0
2024-02-02 00:00:00-05:00,45.55615234375,0.0,45.66085687809564,44.90699751116232,45.58756407295245,1243810,0.0
2024-02-05 00:00:00-05:00,44.174076080322266,0.0,45.04310931343958,44.15313738720469,44.63476790777165,1474555,0.0
2024-02-06 00:00:00-05:00,46.90681838989258,0.0,47.51409212815971,44.278780031904724,44.467243023440226,3176012,0.0
2024-02-07 00:00:00-05:00,45.566619873046875,0.0,46.351890937861825,44.64523623910031,46.32048289889968,2325112,0.0
2024-02-08 00:00:00-05:00,46.19483947753906,0.0,46.23148218950408,45.50379991055558,45.7969674291876,938960,0.0
2024-02-09 00:00:00-05:00,46.582237243652344,0.0,46.582237243652344,45.755085130264575,45.8074355492292,1081672,0.0
2024-02-12 00:00:00-05:00,45.88072967529297,0.0,46.299540417089744,45.77602514535006,46.226247615028456,1360873,0.0
2024-02-13 00:00:00-05:00,44.875587463378906,0.0,45.388629740628986,44.46724603540987,45.12687392843867,762718,0.0
2024-02-14 00:00:00-05:00,44.89652633666992,0.0,44.93840372191824,44.32066064368155,44.362541717917296,905681,0.0
2024-02-15 00:00:00-05:00,44.72900390625,0.0,44.980286673162986,44.51959483734529,44.83370475171478,914340,0.0
2024-02-16 00:00:00-05:00,45.08498764038086,0.0,45.4514479484875,44.802289477613606,44.91746334970208,884090,0.0
2024-02-20 00:00:00-05:00,44.81275939941406,0.0,44.91222925389991,44.57194599520915,44.81275939941406,950878,0.0
2024-02-21 00:00:00-05:00,44.886051177978516,0.0,44.906993558599396,44.25783509416088,44.4148900373621,1005024,0.0
2024-02-22 00:00:00-05:00,45.587562561035156,0.0,45.734144477472555,44.77087976278232,45.02216621009282,1027425,0.0
2024-02-23 00:00:00-05:00,45.88072967529297,0.0,46.027315279415554,45.430507205614575,45.60850084863135,1390936,0.0
2024-02-26 00:00:00-05:00,45.60850143432617,0.0,45.807437461481186,45.41480376937487,45.53521232031113,1077055,0.0
2024-02-27 00:00:00-05:00,45.535213470458984,0.0,45.577094546234335,45.27345398012234,45.45145131890827,568165,0.0
2024-02-28 00:00:00-05:00,45.231571197509766,0.0,45.38862614798769,45.02216582653501,45.2943946532959,1001043,0.0
2024-02-29 00:00:00-05:00,44.80229187011719,0.0,45.53521252546943,44.73423374002431,45.52474317898976,1051686,0.0
