Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2024-02-28 00:00:00-05:00,48.91231918334961,0.0,49.201664362067916,48.822299620417105,48.822299620417105,649848,0.0
2024-02-29 00:00:00-05:00,49.04810333251953,0.28,49.604146022516524,48.731287451090864,49.18388051037449,1189849,0.0
2024-03-01 00:00:00-05:00,48.783016204833984,0.0,49.1386229517513,48.34982037879236,49.02871002252642,567381,0.0
2024-03-04 00:00:00-05:00,48.98344039916992,0.0,49.794877302385025,48.80246830460074,48.94464956566845,569133,0.0
2024-03-05 00:00:00-05:00,48.808876037597656,0.0,49.35845173282986,48.65369789342325,48.69895941869098,629740,0.0
2024-03-06 00:00:00-05:00,48.440330505371094,0.0,48.95111161353346,48.11058438124278,48.95111161353346,568797,0.0
2024-03-07 00:00:00-05:00,48.75714874267578,0.0,48.85413137820108,48.440332880519165,48.69248995267519,537325,0.0
2024-03-08 00:00:00-05:00,48.63430404663086,0.0,49.23883804785557,48.57287874830504,48.82180603690074,775282,0.0
2024-03-11 00:00:00-04:00,48.01359558105469,0.0,48.37890272427104,47.60788086025447,48.239895773844495,635613,0.0
2024-03-12 00:00:00-04:00,48.02653121948242,0.0,48.4114909169582,47.59986536582043,48.18170564589229,604161,0.0
2024-03-13 00:00:00-04:00,48.472660064697266,0.0,48.64723176706301,48.09118911503143,48.09118911503143,678084,0.0
2024-03-14 00:00:00-04:00,47.55454635620117,0.0,48.388610380311675,47.05669547734666,48.388610380311675,712747,0.0
2024-03-15 00:00:00-04:00,47.8842887878418,0.0,48.071790764022644,47.11488361666515,47.22479652703308,2437515,0.0
2024-03-18 00:00:00-04:00,47.677391052246094,0.0,48.02006747123419,47.599805683631054,47.74204614270036,664672,0.0
2024-03-19 00:00:00-04:00,47.95541000366211,0.0,48.26252536774678,47.5816343419087,47.60626661307523,835986,0.0
2024-03-20 00:00:00-04:00,48.880001068115234,0.0,49.09983061953458,47.67739627579594,47.67739627579594,881400,0.0
2024-03-21 00:00:00-04:00,49.84337615966797,0.0,50.41881615630842,49.13215897610524,49.222678333937054,725002,0.0
2024-03-22 00:00:00-04:00,49.061031341552734,0.0,50.22484148305771,49.0416340742351,50.22484148305771,710562,0.0
2024-03-25 00:00:00-04:00,49.22913360595703,0.0,49.41017229213451,48.95906653574852,48.98343983170914,716130,0.0
2024-03-26 00:00:00-04:00,49.02870559692383,0.0,49.68496441673392,48.989911060863484,49.43603712660571,612789,0.0
2024-03-27 00:00:00-04:00,49.57181930541992,0.0,49.61061014284899,49.073964712081334,49.41017786735473,564001,0.0
2024-03-28 00:00:00-04:00,50.54165267944336,0.0,50.645102295811014,49.73991630276897,49.73991630276897,991804,0.0
2024-04-01 00:00:00-04:00,49.97267532348633,0.0,50.54165190443381,49.74314903419961,50.54165190443381,867919,0.0
2024-04-02 00:00:00-04:00,49.52008819580078,0.0,49.75608148368451,49.20003885504318,49.71405345724757,589483,0.0
2024-04-03 00:00:00-04:00,49.823970794677734,0.0,50.24423626660003,49.46836041085109,49.46836041085109,638793,0.0
2024-04-04 00:00:00-04:00,49.15802001953125,0.0,50.551360345930654,49.106295200211235,50.302433034355786,1328631,0.0
2024-04-05 00:00:00-04:00,49.791648864746094,0.0,49.94358981876267,49.2097456069738,49.30672825005229,507520,0.0
2024-04-08 00:00:00-04:00,50.26363754272461,0.0,50.47700009039126,49.930657893028204,50.09552912075473,442324,0.0
