Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-20 00:00:00-04:00,126.50131076591848,132.50330403469607,126.09075271486091,132.48374938964844,3017900,0.0,0.0
2024-03-21 00:00:00-04:00,133.71542320867934,134.35082238663745,131.7212819776938,132.73789978027344,2654800,0.0,0.0
2024-03-22 00:00:00-04:00,132.43488224251794,133.27555306590247,132.16117685032998,132.96275329589844,1563700,0.0,0.0
2024-03-25 00:00:00-04:00,133.74477899608505,135.20127953646715,132.89432336656918,133.20713806152344,2407000,0.0,0.0
2024-03-26 00:00:00-04:00,133.7252059951898,134.78093307202568,132.86498061795533,133.7936248779297,2073000,0.0,0.0
2024-03-27 00:00:00-04:00,133.62746458426375,138.43687859854722,132.46420918818347,136.57958984375,2821900,0.0,0.0
2024-03-28 00:00:00-04:00,136.53069761721355,137.12698751461502,133.90115716663692,135.88552856445312,2770000,0.0,0.0
2024-04-01 00:00:00-04:00,136.96079801492738,137.42023518554385,135.3869848150295,137.4006805419922,2214500,0.0,0.0
2024-04-02 00:00:00-04:00,134.99599489740734,134.99599489740734,132.28825075472687,134.360595703125,5241300,0.0,0.0
2024-04-03 00:00:00-04:00,134.11619906483398,136.17877390579105,133.84249372330794,135.37721252441406,1687300,0.0,0.0
2024-04-04 00:00:00-04:00,136.80438867033172,138.5150545180889,131.66262126334047,132.00474548339844,4200200,0.0,0.0
2024-04-05 00:00:00-04:00,133.92072216855632,134.07712951147093,131.53556239449674,132.96275329589844,1917100,0.0,0.0
2024-04-08 00:00:00-04:00,134.03801622512287,136.364526905244,133.45151108040162,135.1817169189453,1596200,0.0,0.0
2024-04-09 00:00:00-04:00,134.54633047442454,135.01553756589624,126.77502183295339,130.1865692138672,3915400,0.0,0.0
2024-04-10 00:00:00-04:00,128.69095201173286,130.56781010019378,127.21489702026815,127.95780944824219,2178600,0.0,0.0
2024-04-11 00:00:00-04:00,127.94802660793414,130.77306840278416,127.21488411879498,130.74374389648438,3514300,0.0,0.0
2024-04-12 00:00:00-04:00,128.42704139356061,128.4759056355927,123.49054476651145,124.80042266845703,3868000,0.0,0.0
2024-04-15 00:00:00-04:00,128.02626087909363,129.4338971813896,123.42212584123223,124.3116683959961,3353100,0.0,0.0
2024-04-16 00:00:00-04:00,122.82582650424538,125.43581985856044,122.24908377410179,123.75447082519531,3058200,0.0,0.0
2024-04-17 00:00:00-04:00,126.58929107144434,127.24423001527408,123.80335063597184,125.09368133544922,2296200,0.0,0.0
2024-04-18 00:00:00-04:00,125.54332457860242,127.68410323630644,124.24322410932811,124.77108764648438,1981200,0.0,0.0
2024-04-19 00:00:00-04:00,125.12300666504721,126.80434826037477,124.34098489022573,126.30581665039062,2965300,0.0,0.0
2024-04-22 00:00:00-04:00,127.05851395579299,130.93928385951403,126.62840118321537,129.02334594726562,3315200,0.0,0.0
2024-04-23 00:00:00-04:00,129.5805072617188,134.45835468893492,129.44365457417288,133.59812927246094,2649900,0.0,0.0
2024-04-24 00:00:00-04:00,133.63724432699954,135.0253259079215,133.18757695377064,133.6567840576172,3002600,0.0,0.0
2024-04-25 00:00:00-04:00,136.12014811692092,137.7721652274572,133.55904130602562,134.38015747070312,5711300,0.0,0.0
