symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
005930,KOSPI,삼성전자,"[69.78, 75.96, 77.72]","[22089.937, 25060.53, 28019.7066]","[20895.1531, 21728.2285, 22986.5241]","[1069333784.0, 1026231713.0, 981179225.0]","[965108724.0, 942220467.0, 927539948.0]","[900410146.0, 883313700.0, 869480456.0, 856881649.0]",21075834.0,10363770310325.0,15538296595500.0,0.007372565467871876,29.14,12372.0,2026-06-02,2,1,Information Technology,상승(+69.21%) TIGER 200 IT,"[290500.0, 283500.0, 277350.0]","[237640.0, 234440.0, 231630.0]","[147536.0, 146082.0, 144681.5]",1,"[360500, 349000, 317000]",360500.0
000660,KOSPI,SK하이닉스,"[81.36, 81.93, 81.66]","[252720.9976, 262275.3856, 266532.8077]","[219237.9188, 227845.4121, 235582.8913]","[189897268.0, 195435528.0, 189832631.0]","[175071629.0, 171127918.0, 167077273.0]","[165289772.0, 162698747.0, 159997926.0, 157727311.0]",16819776.0,11961797867250.0,13070293600000.0,0.007770789337503662,22.8,103521.0,2026-06-02,1,1,Information Technology,상승(+69.21%) TIGER 200 IT,"[1935950.0, 1882250.0, 1828750.0]","[1408540.0, 1381600.0, 1355460.0]","[790057.5, 779547.5, 769022.5]",0,"[2360000, 2363000, 2333000]",2360000.0
005935,KOSPI,삼성전자우,"[68.23, 76.91, 77.53]","[10411.8987, 12918.7579, 14935.0292]","[10594.3944, 11059.2671, 11834.4195]","[178044949.0, 169305568.0, 154448031.0]","[153999800.0, 151030058.0, 149496462.0]","[152557450.0, 150895806.0, 149897923.0, 149445165.0]",1857489.0,1313097701665.0,2023166701500.0,0.010891944455660304,18.71,12372.0,2026-06-02,1,1,Information Technology,상승(+69.21%) TIGER 200 IT,"[191160.0, 187500.0, 184225.0]","[160336.0, 158590.0, 156992.0]","[106060.5, 105187.5, 104322.0]",1,"[231500, 229000, 202500]",231500.0
402340,KOSPI,SK스퀘어,"[68.99, 70.26, 74.64]","[120405.9585, 119415.316, 124457.8005]","[121463.8821, 121054.1689, 121734.8952]","[32158596.0, 31132376.0, 30002060.0]","[31243201.0, 30922696.0, 30798865.0]","[31390211.0, 31200854.0, 31031652.0, 30876036.0]",1776160.0,1237762184100.0,1381292120000.0,0.007776845104044681,11.43,117759.0,2026-06-02,1,2,Industrials,하락(-17.68%) KODEX 산업재,"[1154200.0, 1128950.0, 1107650.0]","[835860.0, 821160.0, 808640.0]","[459256.0, 453227.0, 447648.5]",1,"[1346000, 1256000, 1233000]",1346000.0
009150,KOSPI,삼성전기,"[94.8, 85.37, 73.06]","[283292.0365, 307861.904, 308287.1631]","[186369.0726, 210667.6389, 230191.5438]","[45833383.0, 47788269.0, 49428008.0]","[43625581.0, 42503911.0, 41263063.0]","[39358478.0, 38832075.0, 38162616.0, 37438098.0]",1354197.0,2009958323900.0,3544208318000.0,0.026172029017934615,171.25,10587.0,2026-06-02,2,1,Information Technology,상승(+69.21%) TIGER 200 IT,"[1260050.0, 1211000.0, 1152100.0]","[854910.0, 828240.0, 797420.0]","[404267.0, 395953.5, 386645.0]",0,"[1813000, 2005000, 2127000]",1813000.0
373220,KOSPI,LG에너지솔루션,"[57.9, 57.01, 53.34]","[-4608.0879, -1710.0287, -417.1331]","[-4472.5616, -3920.055, -3219.4706]","[16079757.0, 17576487.0, 18354876.0]","[16394604.0, 16395870.0, 16272682.0]","[17136845.0, 17216732.0, 17246044.0, 17221097.0]",1035450.0,272957583425.0,662303025000.0,0.006396282051282051,0.0,-6851.0,2026-06-02,2,2,Utilities,상승(+24.57%) TIGER KRX 기후변화솔루션,"[434300.0, 435200.0, 436100.0]","[426190.0, 424760.0, 423330.0]","[406312.5, 405977.5, 405567.5]",0,"[442500, 455000, 458000]",442500.0
032830,KOSPI,삼성생명,"[77.39, 80.3, 86.44]","[29904.8709, 33232.5597, 41045.0502]","[25013.6045, 26657.3955, 29534.9265]","[18973584.0, 18201273.0, 17531860.0]","[16799973.0, 16408152.0, 16164663.0]","[15978872.0, 15690946.0, 15520296.0, 15383117.0]",960000.0,185261002525.0,370709280000.0,0.003861555,41.69,11514.0,2026-06-02,4,1,Financials,상승(+0.90%) TIGER 200 금융,"[334925.0, 323400.0, 315500.0]","[275980.0, 270990.0, 267490.0]","[193692.0, 191893.0, 190441.5]",1,"[480000, 410000, 388500]",480000.0
028260,KOSPI,삼성물산,"[62.75, 66.41, 70.62]","[24110.7469, 26276.5987, 30107.0911]","[25963.3474, 26025.9976, 26842.2163]","[18022952.0, 17159534.0, 16154316.0]","[16216607.0, 15986116.0, 15930157.0]","[16066310.0, 15762146.0, 15523902.0, 15352446.0]",787324.0,342397819550.0,419189439000.0,0.005324230418480829,32.56,14912.0,2026-06-02,1,2,Industrials,하락(-17.68%) KODEX 산업재,"[413025.0, 403675.0, 396350.0]","[339670.0, 335780.0, 332660.0]","[262316.0, 260697.0, 259230.5]",1,"[485500, 455000, 432500]",485500.0
012330,KOSPI,현대모비스,"[74.34, 73.1, 72.72]","[68780.5345, 73396.5333, 76017.0848]","[53793.55, 57714.1467, 61374.7343]","[14660410.0, 15872859.0, 17695117.0]","[15883809.0, 15778537.0, 15639511.0]","[14852255.0, 14685310.0, 14473606.0, 14182253.0]",688660.0,735497059950.0,920248791000.0,0.013362890119943079,19.82,38292.0,2026-06-02,1,1,Consumer Discretionary,상승(+30.03%) TIGER 200 경기소비재,"[605825.0, 589125.0, 573025.0]","[489000.0, 482080.0, 475460.0]","[388880.0, 386510.0, 384122.5]",0,"[759000, 761000, 768000]",759000.0
066570,KOSPI,LG전자,"[75.08, 82.61, 83.35]","[31243.6835, 41375.376, 49799.0624]","[25285.9584, 28503.8419, 32762.886]","[112205449.0, 101738746.0, 96562110.0]","[93277410.0, 90228210.0, 88863085.0]","[84311966.0, 81761932.0, 79505164.0, 77583191.0]",639322.0,1109994910505.0,4108180927500.0,0.06425840073546664,72.42,5420.0,2026-06-02,2,0,Information Technology,상승(+69.21%) TIGER 200 IT,"[220955.0, 208375.0, 196140.0]","[160170.0, 154644.0, 149434.0]","[109517.5, 107934.0, 106406.5]",1,"[392500, 380500, 293000]",392500.0
