symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
NVDA,US,NVIDIA Corporation,"[45.23, 48.75, 47.33]","[-1.0026, -0.9374, -0.9786]","[-0.6955, -0.7439, -0.7908]","[6869296587.0, 7047816800.0, 6830509400.0]","[6910171187.0, 6884237144.0, 6818719611.0]","[6749336579.0, 6720154005.0, 6673931575.0, 6646668915.0]",4420898822021.484,36065412283.88712,32478181043.56891,0.007346510823045268,37.2,4.89,2026-03-18,0,3,Information Technology,N/A,"[184.82, 184.97, 184.95]","[185.25, 185.39, 185.45]","[177.83, 177.61, 177.37]",0,"[181.93, 183.22, 180.25]",181.92999267578125
META,US,"Meta Platforms, Inc.","[35.82, 42.12, 40.68]","[-5.3654, -6.3508, -7.4326]","[-2.627, -3.3718, -4.184]","[80159032.0, 90427500.0, 75292600.0]","[87795681.0, 90004933.0, 89872122.0]","[76496817.0, 73513305.0, 70650105.0, 69160470.0]",1361868037831.9963,7828807858.487085,6393764009.1154785,0.004694848422534335,26.53,23.47,2026-03-18,0,3,Communication Services,상승(+0.64%) XLC,"[645.46, 646.27, 646.85]","[652.52, 653.06, 653.7]","[690.25, 690.36, 690.43]",0,"[622.66, 627.45, 613.18]",622.6599731445312
WMT,US,Walmart Inc.,"[53.72, 52.4, 50.13]","[0.4474, 0.455, 0.3832]","[0.872, 0.7886, 0.7075]","[1011248816.0, 1024105400.0, 1044568600.0]","[1011492468.0, 1009651689.0, 1008208411.0]","[1007373166.0, 1011176265.0, 1016236330.0, 1019066675.0]",996908498450.9316,2837448250.2292724,1608101550.2611082,0.0016130884155967095,45.82,2.73,2026-03-18,2,2,Consumer Staples,하락(-5.06%) XLP,"[125.55, 125.74, 126.13]","[123.11, 122.87, 122.58]","[107.54, 107.4, 107.25]",0,"[125.08, 125.99, 126.52]",125.08000183105469
LLY,US,Eli Lilly and Company,"[42.7, 43.77, 33.88]","[-13.7917, -13.773, -18.2897]","[-10.802, -11.3962, -12.7749]","[133241213.0, 138858000.0, 136568100.0]","[136712946.0, 137283289.0, 137447933.0]","[141097321.0, 141909185.0, 142589440.0, 143249255.0]",830795476145.4272,2927348442.2235045,5225577648.321412,0.0062898484625435016,40.49,22.98,2026-03-18,1,3,Health Care,하락(-4.08%) XLV,"[1007.55, 1012.84, 1015.38]","[1033.18, 1036.14, 1037.82]","[887.62, 886.56, 885.19]",0,"[930.35, 989.12, 985.08]",930.3499755859375
COST,US,Costco Wholesale Corporation,"[57.23, 54.35, 52.0]","[8.4778, 8.0344, 7.1503]","[10.1844, 9.7544, 9.2336]","[-16683032.0, -15608900.0, -14365500.0]","[-16393081.0, -16419589.0, -16364711.0]","[-16613077.0, -16452555.0, -16259130.0, -16260955.0]",441988210804.44336,1880741741.9574585,1070007304.2736816,0.0024208955762105243,51.8,19.23,2026-03-18,1,1,Consumer Staples,하락(-5.06%) XLP,"[997.42, 998.21, 999.05]","[975.38, 972.52, 969.71]","[948.35, 948.39, 948.42]",0,"[996.16, 1001.74, 1008.43]",996.1599731445312
CVX,US,Chevron Corporation,"[71.92, 71.94, 73.12]","[5.1747, 5.3197, 5.4628]","[4.9659, 5.0367, 5.1219]","[480777204.0, 466858400.0, 454174500.0]","[453179334.0, 447539067.0, 444673600.0]","[444102695.0, 440953025.0, 438991745.0, 437212925.0]",392221638614.3085,2349785872.522162,2755505644.8707275,0.007025378953098395,29.86,6.63,2026-03-18,3,0,Energy,상승(+8.39%) XLE,"[188.92, 188.05, 187.3]","[177.28, 176.41, 175.49]","[155.89, 155.56, 155.24]",1,"[197.97, 196.84, 196.82]",197.97000122070312
AMD,US,"Advanced Micro Devices, Inc.","[41.83, 44.2, 44.04]","[-5.1241, -5.0318, -4.9236]","[-5.5692, -5.4617, -5.3541]","[502977024.0, 525029000.0, 494743800.0]","[508606080.0, 511610222.0, 507618300.0]","[553482861.0, 561578440.0, 570257025.0, 579143675.0]",320065948608.8348,7061275830.127695,4329023354.722167,0.013525410539728602,75.21,2.61,2026-03-18,0,4,Information Technology,N/A,"[200.36, 200.69, 201.23]","[215.23, 215.77, 216.13]","[191.65, 191.24, 190.82]",0,"[196.31, 196.58, 193.39]",196.30999755859375
MCD,US,McDonald's Corporation,"[50.99, 51.28, 50.69]","[1.8723, 1.633, 1.399]","[3.3474, 3.0045, 2.6834]","[51569434.0, 53452000.0, 50867700.0]","[51712726.0, 51896356.0, 52143689.0]","[55175452.0, 55332505.0, 55227070.0, 55430245.0]",232375955711.7096,1034132373.2395446,614281262.819458,0.0026434803073238267,27.33,11.94,2026-03-18,1,2,Consumer Discretionary,하락(-2.54%) XLY,"[329.27, 329.24, 329.2]","[319.3, 318.8, 318.35]","[305.19, 305.08, 304.98]",0,"[326.3, 326.65, 326.46]",326.29998779296875
INTC,US,Intel Corporation,"[49.98, 49.96, 45.51]","[-0.0037, -0.0058, -0.143]","[-0.0531, -0.0437, -0.0635]","[1430406871.0, 1516791100.0, 1630990500.0]","[1526951830.0, 1523965744.0, 1500644956.0]","[1449093104.0, 1455327675.0, 1460533145.0, 1456541625.0]",220079706859.58862,3628188179.323556,3806089248.3706856,0.01729413993993994,44.45,-0.06,2026-03-18,0,3,Information Technology,N/A,"[45.33, 45.44, 45.49]","[46.28, 46.18, 46.01]","[33.81, 33.69, 33.56]",0,"[44.06, 45.76, 45.77]",44.060001373291016
PEP,US,"PepsiCo, Inc.","[48.32, 43.78, 41.41]","[0.6649, 0.3235, -0.0449]","[1.9087, 1.5917, 1.2644]","[9220585.0, 14530300.0, 19029000.0]","[19379321.0, 21132433.0, 23057289.0]","[28922344.0, 29360020.0, 29969700.0, 30818750.0]",213880576794.5,1032644705.5686646,830970397.5,0.003885207389815533,26.13,5.99,2026-03-18,1,4,Consumer Staples,하락(-5.06%) XLP,"[162.61, 162.81, 163.15]","[155.59, 155.28, 154.97]","[143.7, 143.55, 143.39]",0,"[156.5, 157.72, 159.88]",156.5
