symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
009150,KOSPI,삼성전기,"[68.78, 63.79, 71.2]","[288697.0862, 271193.8904, 278800.2881]","[252641.0785, 256351.6408, 260841.3703]","[47799307.0, 46148711.0, 47410664.0]","[47515954.0, 47039024.0, 46553404.0]","[42741621.0, 42177766.0, 41722608.0, 41169858.0]",1471466.0,2391541578900.0,3251674120000.0,0.02209819404593786,186.08,10587.0,2026-06-09,1,1,Information Technology,상승(+15.55%) TIGER 200 IT,"[1432350.0, 1379550.0, 1342200.0]","[961380.0, 931070.0, 906530.0]","[436668.5, 427619.0, 420075.5]",0,"[1970000, 1664000, 1757000]",1970000.0
329180,KOSPI,HD현대중공업,"[51.12, 44.59, 43.35]","[17506.5701, 11787.7569, 6454.9231]","[24962.7764, 22327.7725, 19153.2026]","[14838292.0, 15175164.0, 15576516.0]","[16070248.0, 16479087.0, 16769513.0]","[16832954.0, 16914043.0, 17009338.0, 17044080.0]",642363.0,362480113350.0,206165664000.0,0.0032094884668014815,30.24,20237.0,2026-06-09,0,3,Industrials,하락(-30.21%) KODEX 산업재,"[671550.0, 673850.0, 677450.0]","[599950.0, 598170.0, 596070.0]","[559327.5, 558600.0, 557870.0]",0,"[612000, 621000, 664000]",612000.0
012330,KOSPI,현대모비스,"[61.57, 50.08, 48.15]","[71630.6173, 60354.6248, 49476.2303]","[65818.1836, 64725.4719, 61675.6235]","[10653471.0, 11850429.0, 12623738.0]","[14274920.0, 14822102.0, 15139518.0]","[14556085.0, 14701159.0, 14707406.0, 14656186.0]",539859.0,795581127100.0,712190010000.0,0.013192148505443087,15.54,38292.0,2026-06-09,1,1,Consumer Discretionary,상승(+2.77%) TIGER 200 경기소비재,"[647700.0, 643400.0, 634875.0]","[510520.0, 506660.0, 502270.0]","[396325.0, 394830.0, 393245.0]",0,"[595000, 612000, 697000]",595000.0
042660,KOSPI,한화오션,"[39.19, 33.04, 32.49]","[-2451.3003, -3633.1952, -4589.5721]","[-1707.6584, -2092.7658, -2592.127]","[231347057.0, 232699040.0, 233959520.0]","[235819489.0, 236530589.0, 236574695.0]","[235431783.0, 235790712.0, 236145962.0, 236511480.0]",313154.0,230746348755.0,138172662600.0,0.0044122911602598085,20.46,4994.0,2026-06-09,0,4,Industrials,하락(-30.21%) KODEX 산업재,"[118850.0, 120045.0, 121385.0]","[124058.0, 124508.0, 124892.0]","[123064.5, 123142.0, 123211.5]",0,"[102200, 103100, 112200]",102200.0
000810,KOSPI,삼성화재,"[75.06, 68.55, 64.91]","[46701.4384, 47873.4589, 47049.5609]","[31792.223, 35008.4702, 37416.6883]","[839223.0, 1063743.0, 1245467.0]","[945908.0, 939677.0, 888304.0]","[660430.0, 620354.0, 559566.0, 470297.0]",292441.0,131989209700.0,147060600000.0,0.005028727162060039,16.09,40703.0,2026-06-09,1,1,Financials,하락(-6.68%) TIGER 200 금융,"[583250.0, 575450.0, 566450.0]","[512710.0, 509410.0, 505620.0]","[489017.5, 487910.0, 486775.0]",0,"[655000, 670000, 695000]",655000.0
000150,KOSPI,두산,"[52.45, 46.62, 46.21]","[102912.9554, 78668.6057, 57819.9716]","[100530.7743, 96158.3406, 88490.6668]","[3227815.0, 3381300.0, 3512403.0]","[3588033.0, 3639275.0, 3659401.0]","[3681427.0, 3720197.0, 3755138.0, 3780069.0]",253595.0,205731324350.0,240357510000.0,0.009478006664169246,365.38,4286.0,2026-06-09,1,0,Industrials,하락(-30.21%) KODEX 산업재,"[1704600.0, 1713050.0, 1725000.0]","[1501800.0, 1495480.0, 1486940.0]","[991505.0, 986635.0, 981775.0]",0,"[1566000, 1578000, 1740000]",1566000.0
010140,KOSPI,삼성중공업,"[42.33, 36.55, 35.76]","[-673.3129, -827.759, -959.2736]","[-416.5569, -498.7973, -590.8925]","[608142956.0, 613721367.0, 617813587.0]","[613279036.0, 615145132.0, 615763030.0]","[619525629.0, 620990567.0, 622568710.0, 623435915.0]",227480.0,211267741095.0,144201924350.0,0.006339103409090909,40.97,631.0,2026-06-09,0,4,Industrials,하락(-30.21%) KODEX 산업재,"[28967.5, 29272.5, 29652.5]","[29269.0, 29289.0, 29295.0]","[26341.75, 26309.1, 26276.55]",0,"[25850, 26100, 27750]",25850.0
267250,KOSPI,HD현대,"[46.88, 37.1, 34.77]","[724.4802, -1717.6994, -4169.9177]","[1956.5934, 1221.7349, 143.4044]","[15542261.0, 15724864.0, 15875468.0]","[15771874.0, 15812189.0, 15813865.0]","[15880245.0, 15914994.0, 15950893.0, 15970581.0]",190373.0,59798905625.0,44007323000.0,0.0023116367867292106,12.49,19302.0,2026-06-09,1,1,Industrials,하락(-30.21%) KODEX 산업재,"[275300.0, 277700.0, 279800.0]","[268830.0, 269310.0, 269450.0]","[220098.5, 219570.5, 219014.0]",0,"[241000, 248000, 271500]",241000.0
307950,KOSPI,현대오토에버,"[65.67, 56.75, 50.99]","[101634.3144, 92238.4667, 78640.7118]","[84668.6522, 86182.6151, 84674.2345]","[17438409.0, 17777266.0, 17938593.0]","[17824068.0, 17733765.0, 17592236.0]","[17010503.0, 16902889.0, 16721120.0, 16521620.0]",188403.0,311704381850.0,232794759000.0,0.012356212958392383,104.2,6593.0,2026-06-09,1,0,Information Technology,상승(+15.55%) TIGER 200 IT,"[713300.0, 708550.0, 693725.0]","[538150.0, 532520.0, 525590.0]","[345938.5, 343269.5, 340262.0]",0,"[687000, 752000, 836000]",687000.0
003550,KOSPI,LG,"[52.15, 48.34, 47.8]","[9358.5881, 7551.4698, 5945.876]","[8634.7014, 8418.0551, 7923.6192]","[16218049.0, 17277592.0, 18128646.0]","[16767227.0, 16260265.0, 15568808.0]","[13327322.0, 12965770.0, 12523015.0, 12015872.0]",173654.0,197337048810.0,119304541800.0,0.006870244382507745,35.93,3134.0,2026-06-09,2,0,Industrials,하락(-30.21%) KODEX 산업재,"[121045.0, 120860.0, 120395.0]","[104534.0, 104058.0, 103530.0]","[88378.0, 88200.0, 88015.5]",0,"[112600, 113900, 122900]",112600.0
030200,KOSPI,KT,"[38.03, 37.68, 37.32]","[-1832.967, -1761.7365, -1693.8295]","[-1737.8468, -1742.6247, -1732.8657]","[5523586.0, 5846990.0, 6191249.0]","[5831767.0, 5902198.0, 6027764.0]","[6986417.0, 7162013.0, 7334793.0, 7460892.0]",135588.0,29885470150.0,17399135200.0,0.0012832356255715845,8.79,6124.0,2026-06-09,1,2,Communication Services,하락(-25.55%) TIGER 미디어컨텐츠,"[55720.0, 55995.0, 56275.0]","[59024.0, 59150.0, 59258.0]","[55216.0, 55215.5, 55217.5]",0,"[53800, 53900, 54000]",53800.0
034220,KOSPI,LG디스플레이,"[54.84, 48.66, 48.41]","[780.8929, 634.8894, 509.2754]","[638.4546, 637.7416, 612.0483]","[277418043.0, 286957413.0, 295170738.0]","[279737380.0, 274940046.0, 267145418.0]","[238235248.0, 232540302.0, 226522338.0, 220297618.0]",69850.0,337581559932.5,133264998900.0,0.01907874,0.0,-163.0,2026-06-09,1,1,Information Technology,상승(+15.55%) TIGER 200 IT,"[14480.5, 14398.5, 14320.0]","[13292.6, 13248.2, 13196.8]","[12798.0, 12782.8, 12767.7]",0,"[13970, 14020, 15210]",13970.0
036570,KOSPI,NC,"[52.51, 48.02, 47.26]","[11391.0813, 9048.6254, 6910.8195]","[9689.3941, 9561.2404, 9031.1562]","[2556742.0, 2740296.0, 2878968.0]","[2585192.0, 2487984.0, 2382552.0]","[1973841.0, 1903844.0, 1819637.0, 1733675.0]",56984.0,60387761400.0,48550033000.0,0.00851994121156816,12.45,21244.0,2026-06-09,2,1,Communication Services,하락(-25.55%) TIGER 미디어컨텐츠,"[274825.0, 274375.0, 273675.0]","[257790.0, 257050.0, 256060.0]","[225667.5, 225355.0, 225037.5]",0,"[264500, 267000, 281500]",264500.0
010060,KOSPI,OCI홀딩스,"[46.36, 40.58, 39.53]","[8778.9898, 3061.8627, -2010.6655]","[15148.7665, 12731.3857, 9782.9755]","[9924895.0, 10391520.0, 10608328.0]","[10942793.0, 11053357.0, 11034752.0]","[10399391.0, 10359268.0, 10305990.0, 10258435.0]",47796.0,138650226075.0,119456000000.0,0.024992886434011215,0.0,-4664.0,2026-06-09,0,1,Materials,하락(-1.96%) KODEX 소재산업,"[319200.0, 322325.0, 325575.0]","[287224.0, 285760.0, 284052.0]","[158552.0, 157764.5, 156933.5]",0,"[256000, 263000, 298500]",256000.0
