symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
402340,KOSPI,SK스퀘어,"[80.45, 71.03, 68.95]","[191102.3806, 200394.2904, 202758.1026]","[137078.2243, 149741.4375, 160344.7705]","[33923067.0, 36072266.0, 38611256.0]","[34852887.0, 34422547.0, 33601482.0]","[31687712.0, 31409326.0, 31066037.0, 30556642.0]",2373931.0,1829111510700.0,3866409001000.0,0.01628694768719057,15.28,117759.0,2026-06-24,1,1,Information Technology,상승(+22.86%) TIGER 200 IT,"[1435700.0, 1404800.0, 1372450.0]","[1122760.0, 1097980.0, 1072900.0]","[560544.5, 552255.5, 543819.5]",0,"[1799000, 1832000, 1970000]",1799000.0
009150,KOSPI,삼성전기,"[69.93, 59.21, 58.16]","[272077.6073, 251635.1747, 230677.3125]","[259847.9842, 258205.4223, 252699.8004]","[47305869.0, 48361726.0, 49574120.0]","[47872611.0, 47842902.0, 47695875.0]","[47869261.0, 47706043.0, 47403592.0, 46972204.0]",1466984.0,2973781774550.0,2073703148000.0,0.014135826621149242,185.51,10587.0,2026-06-24,1,1,Information Technology,상승(+22.86%) TIGER 200 IT,"[1929300.0, 1909700.0, 1877200.0]","[1302600.0, 1273640.0, 1244120.0]","[538226.5, 529204.0, 520042.0]",0,"[1964000, 1990000, 2228000]",1964000.0
005380,KOSPI,현대차,"[41.69, 33.51, 33.31]","[-5346.175, -13951.9265, -20694.8723]","[6699.5257, 2569.2352, -2083.5863]","[39069918.0, 40308687.0, 42177504.0]","[42121689.0, 42426478.0, 42750591.0]","[44002624.0, 44442911.0, 44753021.0, 45019581.0]",1042217.0,1055133709600.0,630533421000.0,0.006049924545464141,15.69,32437.0,2026-06-24,0,3,Consumer Discretionary,하락(-15.31%) TIGER 200 경기소비재,"[638200.0, 647200.0, 654400.0]","[603710.0, 603320.0, 603260.0]","[417472.5, 416020.0, 414575.0]",0,"[509000, 511000, 581000]",509000.0
329180,KOSPI,HD현대중공업,"[45.65, 39.24, 39.12]","[6314.9935, -589.3654, -6071.8191]","[9864.9219, 7774.0644, 5004.8877]","[12523687.0, 12793371.0, 13144826.0]","[13613344.0, 13718114.0, 13732987.0]","[13612890.0, 13794345.0, 13925874.0, 14025019.0]",616122.0,291364237400.0,158304508000.0,0.0025693695079870545,29.01,20237.0,2026-06-24,0,3,Industrials,하락(-24.66%) KODEX 산업재,"[663350.0, 671250.0, 675850.0]","[639900.0, 637570.0, 635500.0]","[569682.5, 569087.5, 568580.0]",0,"[587000, 588000, 636000]",587000.0
105560,KOSPI,KB금융,"[48.4, 45.68, 44.14]","[1480.3378, 841.3058, 179.4852]","[1470.0193, 1344.2766, 1111.3183]","[15993241.0, 17415678.0, 19165498.0]","[21124069.0, 21646917.0, 22209093.0]","[20486033.0, 20540378.0, 20576046.0, 20468644.0]",538416.0,270881945045.0,215925936600.0,0.0040103922728893645,9.6,15817.0,2026-06-24,1,1,Financials,하락(-4.34%) TIGER 200 금융,"[158055.0, 158330.0, 158645.0]","[157846.0, 157894.0, 157940.0]","[137759.5, 137542.0, 137325.0]",0,"[151800, 153700, 157000]",151800.0
012330,KOSPI,현대모비스,"[44.61, 38.49, 38.39]","[8789.3946, -592.7706, -8016.4866]","[24242.1451, 19275.162, 13816.8323]","[8941730.0, 9463904.0, 10119090.0]","[9827599.0, 9770885.0, 9590502.0]","[10730687.0, 10959280.0, 11118217.0, 11293994.0]",461829.0,613025954850.0,265786566000.0,0.005755086103297974,13.29,38292.0,2026-06-24,0,4,Consumer Discretionary,하락(-15.31%) TIGER 200 경기소비재,"[640050.0, 647800.0, 654600.0]","[553120.0, 550970.0, 548910.0]","[412382.5, 411335.0, 410280.0]",0,"[509000, 510000, 569000]",509000.0
055550,KOSPI,신한지주,"[47.73, 48.04, 45.23]","[1207.8193, 907.6866, 502.6518]","[1248.2183, 1180.112, 1044.6199]","[47481524.0, 48948027.0, 47389432.0]","[47817029.0, 47409471.0, 47047864.0]","[45446821.0, 45145933.0, 44816547.0, 44511888.0]",454244.0,175534090650.0,140344337100.0,0.003089624455138648,9.13,10486.0,2026-06-24,0,3,Financials,하락(-4.34%) TIGER 200 금융,"[98950.0, 98965.0, 98990.0]","[98292.0, 98310.0, 98290.0]","[85175.5, 85022.0, 84867.0]",0,"[95700, 97700, 97500]",95700.0
267260,KOSPI,HD현대일렉트릭,"[45.23, 39.27, 38.49]","[-13110.4762, -21950.228, -29583.0794]","[-19978.5067, -20372.851, -22214.8967]","[10016653.0, 10229739.0, 10457071.0]","[10612443.0, 10632070.0, 10599649.0]","[10102839.0, 10089136.0, 10071747.0, 10036826.0]",337762.0,235157213500.0,199661582000.0,0.005911309798023461,42.94,21822.0,2026-06-24,0,3,Utilities,하락(-9.08%) TIGER KRX 기후변화솔루션,"[1035200.0, 1045750.0, 1056950.0]","[1126680.0, 1127540.0, 1128160.0]","[888772.5, 886592.5, 884347.5]",0,"[937000, 949000, 1033000]",937000.0
010120,KOSPI,LS ELECTRIC,"[49.97, 46.4, 44.22]","[598.163, -521.4665, -2030.9031]","[-66.9105, -157.8217, -532.438]","[132992948.0, 133927477.0, 135497236.0]","[134420135.0, 134680412.0, 134962908.0]","[135235308.0, 135547457.0, 135763272.0, 135849512.0]",336750.0,311019206175.0,209801760500.0,0.006230193333333333,99.87,2248.0,2026-06-24,0,3,Utilities,하락(-9.08%) TIGER KRX 기후변화솔루션,"[240650.0, 243675.0, 246100.0]","[244058.0, 242720.0, 241222.0]","[137666.5, 136830.0, 135954.0]",0,"[224500, 232500, 245000]",224500.0
086790,KOSPI,하나금융지주,"[48.18, 44.06, 42.84]","[1212.2491, 555.4782, -69.1199]","[788.6417, 742.009, 579.7832]","[31388004.0, 32185918.0, 32957254.0]","[33824599.0, 33946469.0, 34128681.0]","[33745872.0, 33975886.0, 34198645.0, 34349730.0]",313328.0,115301739720.0,91121778800.0,0.0029081913777255783,7.87,14513.0,2026-06-24,0,2,Financials,하락(-4.34%) TIGER 200 금융,"[119805.0, 120095.0, 120425.0]","[121408.0, 121466.0, 121498.0]","[104085.0, 103922.5, 103758.0]",0,"[114200, 115500, 119700]",114200.0
035420,KOSPI,NAVER,"[46.04, 39.96, 39.07]","[4120.6409, 1094.3313, -1536.4735]","[7555.4971, 6263.2639, 4703.3164]","[70792341.0, 72248314.0, 73931808.0]","[75676648.0, 75848269.0, 76104645.0]","[72654856.0, 71562171.0, 70425697.0, 69167467.0]",312834.0,1039545337255.0,290321016200.0,0.009280353676390674,17.31,11521.0,2026-06-24,0,4,Communication Services,하락(-18.75%) TIGER 미디어컨텐츠,"[238435.0, 238465.0, 238490.0]","[220416.0, 220458.0, 220438.0]","[237429.0, 237537.0, 237652.0]",0,"[199400, 202500, 222000]",199400.0
