symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
058470,KR,리노공업,"[54.83, 55.52, 58.89]","[873.8399, 850.2577, 901.8642]","[774.7622, 789.8613, 812.2619]","[25696160.0, 25190228.0, 24719995.0]","[25003622.0, 24801786.0, 24731458.0]","[24107120.0, 23965219.0, 23830750.0, 23734577.0]",5007118545000.0,32209482210.0,33239732400.0,0.006638495194644927,33.23,1977.0,2026-01-22,3,2,Information Technology,상승(+28.13%) TIGER 200 IT,"[63670.0, 63455.0, 63195.0]","[62300.0, 62124.0, 61928.0]","[50617.44, 50484.16, 50358.89]",0,"[65700, 64700, 64500]",65700.0
111770,KR,영원무역,"[46.37, 51.0, 52.48]","[-56.3979, -19.5149, 57.4677]","[296.1144, 232.9885, 197.8844]","[3792660.0, 3701279.0, 3635527.0]","[3695426.0, 3673158.0, 3651805.0]","[3591735.0, 3583123.0, 3581591.0, 3580239.0]",3784199367200.0,4948856975.0,7803937400.0,0.0020622426681959623,8.47,10080.0,2026-01-22,2,0,Consumer Discretionary,상승(+35.99%) TIGER 200 경기소비재,"[84060.0, 84215.0, 84425.0]","[84988.0, 84488.0, 83964.0]","[64096.25, 63914.5, 63737.5]",0,"[85400, 84800, 83000]",85400.0
009970,KR,영원무역홀딩스,"[46.79, 55.74, 56.1]","[311.8538, 732.1757, 1085.0527]","[1870.6829, 1642.9814, 1531.3957]","[915282.0, 897025.0, 850591.0]","[883915.0, 880568.0, 880492.0]","[884669.0, 885671.0, 886852.0, 889525.0]",2624251672800.0,3408806465.0,3549160800.0,0.0013524468086603709,8.14,23877.0,2026-01-22,1,2,Consumer Discretionary,상승(+35.99%) TIGER 200 경기소비재,"[189995.0, 191025.0, 191650.0]","[184992.0, 184152.0, 183208.0]","[139819.0, 139313.5, 138809.5]",0,"[194400, 194000, 185100]",194400.0
353200,KR,대덕전자,"[56.81, 57.05, 59.11]","[762.947, 845.9445, 969.1369]","[89.5096, 240.7966, 386.4647]","[69678223.0, 68682870.0, 68030275.0]","[66735845.0, 65881598.0, 65203845.0]","[65998709.0, 65932501.0, 65873337.0, 65918749.0]",2490613020000.0,47340703325.0,50165791200.0,0.020141945295058323,98.44,512.0,2026-01-22,2,1,Information Technology,상승(+28.13%) TIGER 200 IT,"[46957.5, 46842.5, 46690.0]","[48077.0, 48015.0, 47869.0]","[28389.8, 28221.65, 28061.4]",0,"[50400, 49550, 49450]",50400.0
007340,KR,DN오토모티브,"[53.34, 54.12, 56.84]","[-329.6831, -238.6545, -136.6958]","[-354.5751, -331.391, -292.4519]","[3938946.0, 3754945.0, 3617119.0]","[3646390.0, 3675572.0, 3705459.0]","[3897446.0, 3918059.0, 3952255.0, 3998854.0]",1489101514250.0,3223015885.0,4682825450.0,0.003144732179228593,6.02,4230.0,2026-01-22,4,0,Consumer Discretionary,상승(+35.99%) TIGER 200 경기소비재,"[24310.0, 24330.0, 24387.5]","[24893.0, 24864.0, 24828.0]","[24000.8, 23979.3, 23960.05]",0,"[25450, 25100, 25000]",25450.0
120110,KR,코오롱인더,"[49.5, 50.78, 58.09]","[105.3973, 106.3411, 309.2876]","[248.5226, 220.0863, 237.9265]","[4694514.0, 4260842.0, 4053565.0]","[4275446.0, 4148168.0, 4078663.0]","[4275127.0, 4285106.0, 4308936.0, 4353673.0]",1283765595150.0,11373097082.5,20230798800.0,0.01575895075894767,14.62,3191.0,2026-01-22,3,1,Materials,상승(+0.88%) KODEX 소재산업,"[44175.0, 44165.0, 44257.5]","[43698.0, 43488.0, 43295.0]","[37800.25, 37719.0, 37652.25]",0,"[46650, 44100, 43700]",46650.0
LLY,US,Eli Lilly and Company,"[46.02, 46.78, 55.48]","[7.2384, 4.9812, 6.1259]","[14.6131, 12.6867, 11.3746]","[188934000.0, 185253800.0, 182768900.0]","[184838622.0, 185020156.0, 185093622.0]","[184932685.0, 184541875.0, 184043620.0, 183477180.0]",965295647280.4751,2751092902.927246,3969169375.8789062,0.004111869132592938,52.92,20.38,2026-01-22,2,0,Health Care,상승(+2.58%) XLV,"[1070.07, 1069.72, 1070.5]","[1047.27, 1044.42, 1042.08]","[840.38, 838.91, 837.77]",0,"[1078.52, 1041.29, 1038.4]",1078.52001953125
036830,KR,솔브레인홀딩스,"[46.97, 48.31, 56.07]","[-563.8868, -495.1055, -331.8712]","[-656.7405, -624.4135, -565.9051]","[10325876.0, 10245859.0, 10170818.0]","[10153433.0, 10125371.0, 10109367.0]","[10137814.0, 10129970.0, 10125400.0, 10126066.0]",834369428800.0,1322955902.5,3184676600.0,0.0038168663544878912,10.28,3873.0,2026-01-22,4,1,Utilities,상승(+21.94%) TIGER KRX 기후변화솔루션,"[38315.0, 38270.0, 38230.0]","[39568.0, 39592.0, 39615.0]","[38779.25, 38728.75, 38690.75]",1,"[39800, 38500, 38300]",39800.0
211050,KR,인카금융서비스,"[41.88, 42.92, 55.88]","[-443.8601, -405.2886, -309.8234]","[-453.5414, -443.8909, -417.0774]","[8614818.0, 8321816.0, 8111647.0]","[7934625.0, 7834899.0, 7775721.0]","[7923682.0, 7906594.0, 7911304.0, 7917114.0]",650772908970.0,1679080087.5,3870556420.0,0.005947629913061469,9.9,1335.0,2026-01-22,3,0,Financials,상승(+6.09%) TIGER 200 금융,"[12530.5, 12529.0, 12596.5]","[13536.4, 13535.2, 13532.2]","[11784.95, 11754.25, 11727.2]",1,"[13210, 12450, 12400]",13210.0
079370,KR,제우스,"[53.59, 55.52, 56.78]","[214.2933, 222.886, 237.4486]","[171.0149, 181.3891, 192.601]","[11516032.0, 11075613.0, 10715188.0]","[10826647.0, 10740989.0, 10715498.0]","[10647607.0, 10567195.0, 10502923.0, 10452257.0]",473319267400.0,3884293446.0,6720793940.0,0.014199282393294772,36.86,414.0,2026-01-22,1,1,Information Technology,상승(+28.13%) TIGER 200 IT,"[14780.0, 14710.5, 14623.5]","[14239.6, 14227.2, 14209.8]","[13668.05, 13662.2, 13658.65]",0,"[15260, 15130, 14930]",15260.0
