symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
005380,KOSPI,현대차,"[50.88, 53.44, 59.81]","[8503.2837, 8323.2551, 10560.2896]","[4337.7551, 5134.8551, 6219.942]","[40734131.0, 38152614.0, 37222249.0]","[39261740.0, 38949883.0, 38828428.0]","[37915622.0, 37687159.0, 37651327.0, 37709126.0]",1136406.0,518096441775.0,1432741935000.0,0.012607659014471941,15.71,35331.0,2026-04-28,1,2,Consumer Discretionary,상승(+5.13%) TIGER 200 경기소비재,"[507075.0, 501600.0, 498875.0]","[517150.0, 516230.0, 515360.0]","[340030.0, 338327.5, 336775.0]",1,"[555000, 524000, 513000]",555000.0
012330,KOSPI,현대모비스,"[51.39, 54.23, 58.06]","[6814.8266, 6910.1394, 8062.7619]","[2085.0441, 3050.0632, 4052.6029]","[10812310.0, 10495598.0, 10169506.0]","[10594971.0, 10539636.0, 10487898.0]","[10209160.0, 10150095.0, 10123579.0, 10123302.0]",405575.0,111198834275.0,141570264000.0,0.003490606275041608,11.26,39682.0,2026-04-28,1,2,Consumer Discretionary,상승(+5.13%) TIGER 200 경기소비재,"[415525.0, 412075.0, 410350.0]","[422430.0, 422410.0, 422500.0]","[357045.0, 356307.5, 355630.0]",0,"[447000, 432500, 422500]",447000.0
000810,KOSPI,삼성화재,"[43.03, 45.49, 54.76]","[-3369.7278, -3654.7795, -2081.4749]","[-3708.8777, -3698.0581, -3374.7414]","[141248.0, -86503.0, -201086.0]","[-26322.0, -40328.0, -1969.0]","[-36755.0, -53153.0, -51083.0, -49686.0]",215647.0,62871710550.0,110003733000.0,0.005101101939744119,11.87,40703.0,2026-04-28,2,1,Financials,상승(+5.08%) TIGER 200 금융,"[466025.0, 463900.0, 463125.0]","[487850.0, 489170.0, 490630.0]","[475445.0, 475235.0, 475127.5]",0,"[483000, 461000, 456000]",483000.0
086280,KOSPI,현대글로비스,"[48.1, 52.43, 55.29]","[8.7081, 343.0362, 999.9253]","[-2089.4508, -1602.9534, -1082.3777]","[16093070.0, 15736762.0, 15347773.0]","[15692981.0, 15635232.0, 15600610.0]","[15601212.0, 15585579.0, 15599880.0, 15641489.0]",175875.0,40732900250.0,83554226000.0,0.004750773333333333,10.14,23117.0,2026-04-28,1,2,Industrials,상승(+36.75%) KODEX 산업재,"[221475.0, 220125.0, 219425.0]","[234090.0, 234510.0, 234790.0]","[194659.5, 194178.0, 193723.0]",0,"[234500, 229500, 222500]",234500.0
005387,KOSPI,현대차2우B,"[46.78, 50.05, 55.89]","[-1517.1638, -1262.3618, -250.6238]","[-3402.7666, -2974.6856, -2429.8733]","[2897985.0, 2603629.0, 2421016.0]","[2776886.0, 2750768.0, 2733573.0]","[2688107.0, 2673769.0, 2684799.0, 2710679.0]",90906.0,50715514675.0,76532560000.0,0.008418867841506611,7.36,35331.0,2026-04-28,2,2,Consumer Discretionary,상승(+5.13%) TIGER 200 경기소비재,"[245200.0, 243825.0, 243625.0]","[259510.0, 259650.0, 259760.0]","[213159.5, 212676.5, 212238.5]",1,"[260000, 250000, 245000]",260000.0
950160,KOSDAQ,코오롱티슈진,"[48.91, 50.94, 54.55]","[56.9106, 118.8051, 461.1007]","[465.6605, 396.2894, 409.2516]","[47134802.0, 46648274.0, 46340333.0]","[46428531.0, 46351269.0, 46260688.0]","[46226848.0, 46159899.0, 46152695.0, 46195128.0]",90413.0,41542456425.0,51912537600.0,0.0057417116565095724,0.0,-2344.0,2026-04-28,1,0,Health Care,하락(-6.07%) TIGER 헬스케어,"[102000.0, 102000.0, 102715.0]","[101656.0, 101392.0, 101202.0]","[68570.5, 68256.5, 67952.5]",0,"[106700, 103000, 101000]",106700.0
005385,KOSPI,현대차우,"[47.19, 50.99, 55.74]","[-876.6321, -588.4281, 362.0271]","[-2627.0502, -2219.3258, -1703.0552]","[2210502.0, 2054865.0, 1969444.0]","[2142910.0, 2135394.0, 2133372.0]","[2096257.0, 2085464.0, 2089526.0, 2103713.0]",61037.0,22526116725.0,40699075500.0,0.00666793510493635,7.4,35331.0,2026-04-28,2,1,Consumer Discretionary,상승(+5.13%) TIGER 200 경기소비재,"[246625.0, 245000.0, 244550.0]","[259520.0, 259540.0, 259530.0]","[210286.0, 209775.0, 209302.5]",1,"[261500, 252500, 246000]",261500.0
111770,KOSPI,영원무역,"[48.76, 49.57, 50.68]","[-68.1017, -68.0645, -35.3508]","[-463.6644, -384.5444, -314.7057]","[4163288.0, 4089236.0, 4039616.0]","[4116614.0, 4094600.0, 4088651.0]","[4041971.0, 4032030.0, 4029018.0, 4031580.0]",37266.0,5451394585.0,6227773200.0,0.00167116760586057,7.57,11109.0,2026-04-28,0,1,Consumer Discretionary,상승(+5.13%) TIGER 200 경기소비재,"[82990.0, 82710.0, 82545.0]","[85732.0, 85932.0, 86202.0]","[74569.0, 74456.0, 74352.0]",0,"[84100, 83700, 83400]",84100.0
140410,KOSDAQ,메지온,"[46.45, 47.5, 48.71]","[-3202.9348, -2847.631, -2465.0126]","[-4904.6986, -4493.2851, -4087.6306]","[4543652.0, 4386190.0, 4220344.0]","[4124132.0, 4073877.0, 4024079.0]","[3979014.0, 3943175.0, 3924895.0, 3937653.0]",28204.0,13043469385.0,14612473600.0,0.005180993334278826,0.0,-1160.0,2026-04-28,2,0,Consumer Staples,상승(+11.97%) KODEX 필수소비재,"[88985.0, 88675.0, 88525.0]","[105074.0, 106114.0, 107310.0]","[79281.75, 79011.75, 78741.25]",1,"[92800, 91900, 91100]",92800.0
001430,KOSPI,세아베스틸지주,"[53.44, 55.33, 56.16]","[914.364, 1063.6742, 1216.3968]","[530.0801, 636.7989, 752.7185]","[16559906.0, 16313654.0, 16120166.0]","[16186260.0, 16105544.0, 16027722.0]","[15712656.0, 15639113.0, 15596702.0, 15569249.0]",26215.0,15713697900.0,18001021200.0,0.0068666874690062945,46.65,1567.0,2026-04-28,3,0,Materials,상승(+1.62%) KODEX 소재산업,"[69030.0, 68595.0, 68320.0]","[68288.0, 68332.0, 68496.0]","[45615.0, 45408.25, 45201.25]",0,"[73100, 72500, 71100]",73100.0
011210,KOSPI,현대위아,"[50.92, 54.22, 57.04]","[555.6252, 680.9471, 922.9405]","[-249.8617, -63.7, 133.6281]","[9884631.0, 9532202.0, 9331047.0]","[9612680.0, 9519507.0, 9448894.0]","[9268480.0, 9227800.0, 9210676.0, 9207613.0]",23578.0,15178863900.0,30555594300.0,0.012959366485707014,23.81,3641.0,2026-04-28,0,0,Consumer Discretionary,상승(+5.13%) TIGER 200 경기소비재,"[80970.0, 80490.0, 80250.0]","[83862.0, 83858.0, 83828.0]","[66667.25, 66475.75, 66286.25]",1,"[86700, 84800, 82700]",86700.0
099320,KOSDAQ,쎄트렉아이,"[49.11, 54.61, 57.65]","[242.8444, 997.2802, 2151.3563]","[-696.8747, -358.0438, 143.8363]","[12135995.0, 11918823.0, 11720721.0]","[11824080.0, 11750628.0, 11689380.0]","[11736590.0, 11717018.0, 11714531.0, 11725872.0]",20972.0,29551281390.0,41588438000.0,0.019830458706847225,137.18,1396.0,2026-04-28,2,1,Industrials,상승(+36.75%) KODEX 산업재,"[172775.0, 171225.0, 170830.0]","[178498.0, 178286.0, 178340.0]","[99591.0, 98865.75, 98178.25]",1,"[191500, 184300, 172600]",191500.0
475830,KOSDAQ,오름테라퓨틱,"[41.76, 46.5, 50.01]","[-6234.387, -5515.6492, -4634.4084]","[-7318.9941, -6958.3251, -6493.5418]","[47948100.0, 47736110.0, 47539515.0]","[47556161.0, 47543415.0, 47533587.0]","[47457695.0, 47411852.0, 47399020.0, 47419313.0]",19685.0,17951604840.0,19397085000.0,0.009853738887477774,0.0,-2016.0,2026-04-28,3,1,Health Care,하락(-6.07%) TIGER 헬스케어,"[83640.0, 83365.0, 83695.0]","[104476.0, 105042.0, 105580.0]","[69679.35, 69319.0, 68971.35]",1,"[91500, 88300, 84300]",91500.0
073240,KOSPI,금호타이어,"[50.2, 51.18, 51.53]","[-38.5018, -29.4847, -21.2863]","[-37.7144, -36.0685, -33.112]","[12877737.0, 11201917.0, 10591599.0]","[10828165.0, 10639334.0, 10702164.0]","[11552350.0, 11536903.0, 11622407.0, 11755593.0]",17580.0,3097752418.5,10256018400.0,0.005833912627986348,5.06,1209.0,2026-04-28,2,2,Consumer Discretionary,상승(+5.13%) TIGER 200 경기소비재,"[6058.0, 6049.5, 6043.0]","[6222.4, 6250.6, 6275.6]","[5521.42, 5515.3, 5508.4]",0,"[6120, 6110, 6080]",6120.0
