symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
247540,KOSDAQ,에코프로비엠,"[46.16, 54.87, 56.33]","[-4761.0368, -3013.545, -1290.9968]","[-696.633, -1160.0154, -1186.2117]","[47606272.0, 46685853.0, 45544792.0]","[46380826.0, 46356067.0, 46543847.0]","[46864598.0, 46804645.0, 46825922.0, 46941459.0]",215227.0,148726470035.0,202492180000.0,0.009408307507887022,545.91,403.0,2026-05-26,2,3,Utilities,상승(+15.27%) TIGER KRX 기후변화솔루션,"[208455.0, 207730.0, 207830.0]","[203336.0, 202890.0, 202520.0]","[167480.0, 166953.5, 166446.5]",0,"[220000, 216000, 195000]",220000.0
003490,KOSPI,대한항공,"[55.27, 56.75, 59.42]","[313.774, 378.4953, 476.7414]","[306.6029, 320.9813, 352.1334]","[74669579.0, 72164343.0, 70160848.0]","[69912358.0, 68965270.0, 68540168.0]","[66251134.0, 65583079.0, 65117583.0, 64800625.0]",101077.0,54802319057.5,68768728200.0,0.006803598068799034,16.44,1670.0,2026-05-26,0,2,Industrials,하락(-8.22%) KODEX 산업재,"[25620.0, 25487.5, 25407.5]","[25014.0, 24950.0, 24906.0]","[23708.0, 23691.0, 23678.75]",1,"[27450, 26800, 26450]",27450.0
011780,KOSPI,금호석유화학,"[51.28, 52.14, 57.49]","[1578.724, 1557.9899, 2162.1669]","[2744.4021, 2507.1196, 2438.1291]","[-1034506.0, -1235120.0, -1310777.0]","[-1185690.0, -1186289.0, -1151230.0]","[-1053863.0, -1047698.0, -1026893.0, -1009614.0]",37661.0,22017802720.0,30031915800.0,0.007974274660789676,16.69,8970.0,2026-05-26,1,1,Materials,하락(-1.27%) KODEX 소재산업,"[141850.0, 141160.0, 141055.0]","[133790.0, 133196.0, 132868.0]","[124174.0, 124038.0, 123951.0]",0,"[149700, 141700, 140500]",149700.0
357780,KOSDAQ,솔브레인,"[48.35, 48.46, 53.29]","[-4627.6315, -4502.7252, -2558.6793]","[3462.8161, 1869.7078, 984.0304]","[1456007.0, 1400644.0, 1357034.0]","[1412032.0, 1405821.0, 1420825.0]","[1433864.0, 1430951.0, 1433418.0, 1434525.0]",35159.0,24483368825.0,25024076000.0,0.007117402656503314,44.47,10164.0,2026-05-26,1,2,Information Technology,상승(+43.57%) TIGER 200 IT,"[450400.0, 450800.0, 452525.0]","[428260.0, 427990.0, 428240.0]","[327762.5, 326665.0, 325522.5]",0,"[452000, 429500, 429000]",452000.0
347850,KOSDAQ,디앤디파마텍,"[32.23, 48.67, 56.6]","[-4153.4357, -3577.3727, -2582.7094]","[-2759.6092, -2923.1619, -2855.0714]","[150797347.0, 149913417.0, 149325591.0]","[149943313.0, 149960760.0, 150018648.0]","[150665651.0, 150707047.0, 150771884.0, 150888790.0]",33291.0,32532015530.0,67178680000.0,0.020179231624162686,0.0,-547.0,2026-05-26,1,0,Health Care,하락(-6.36%) TIGER 헬스케어,"[70925.0, 71110.0, 71555.0]","[74234.0, 74314.0, 74524.0]","[70015.74, 69807.79, 69644.35]",0,"[76000, 69700, 60700]",76000.0
082920,KOSDAQ,비츠로셀,"[48.19, 51.43, 58.51]","[2226.8502, 1925.6053, 2010.663]","[3899.7073, 3504.8869, 3206.0421]","[32144233.0, 31376022.0, 30794706.0]","[31199718.0, 31057109.0, 31075907.0]","[30700570.0, 30593450.0, 30584012.0, 30639723.0]",26297.0,38727809330.0,44556238000.0,0.016943468076206412,40.99,1415.0,2026-05-26,2,1,Utilities,상승(+15.27%) TIGER KRX 기후변화솔루션,"[56640.0, 56345.0, 56490.0]","[46734.0, 46044.0, 45412.0]","[24406.78, 24194.25, 24003.97]",0,"[58000, 53700, 52000]",58000.0
078600,KOSDAQ,대주전자재료,"[43.6, 55.85, 58.0]","[1953.3676, 2668.4841, 3621.1425]","[5515.7404, 4946.2892, 4681.2598]","[16655904.0, 16083812.0, 15275513.0]","[16120941.0, 16086589.0, 16058545.0]","[16382589.0, 16341371.0, 16340718.0, 16397931.0]",25251.0,78618282290.0,92736113200.0,0.03672571906063126,248.62,652.0,2026-05-26,1,2,Information Technology,상승(+43.57%) TIGER 200 IT,"[154620.0, 153565.0, 152990.0]","[136706.0, 135692.0, 134676.0]","[90296.0, 89869.0, 89468.5]",0,"[162100, 156800, 132500]",162100.0
347700,KOSDAQ,스피어,"[48.89, 49.13, 55.11]","[-11.7324, -54.7547, 227.262]","[-88.6819, -81.8965, -20.0648]","[147406866.0, 143173731.0, 142183359.0]","[143091339.0, 142544501.0, 142691192.0]","[141900015.0, 141521191.0, 141401248.0, 141273708.0]",23756.0,65368910720.0,197899061250.0,0.08330487508418925,9350.0,5.0,2026-05-26,0,1,Industrials,하락(-8.22%) KODEX 산업재,"[42900.0, 42677.5, 42762.5]","[44582.0, 44709.0, 44871.0]","[23803.25, 23623.0, 23460.45]",0,"[46750, 42800, 42650]",46750.0
290650,KOSDAQ,엘앤씨바이오,"[45.38, 53.69, 59.2]","[-2113.4361, -1578.358, -806.1075]","[-2386.8062, -2225.1166, -1941.3148]","[29037074.0, 28609177.0, 28261158.0]","[28240355.0, 28140646.0, 28040782.0]","[27750549.0, 27679382.0, 27611842.0, 27570435.0]",19553.0,21223668455.0,31022532500.0,0.015865868408939804,0.0,-5781.0,2026-05-26,2,1,Health Care,하락(-6.36%) TIGER 헬스케어,"[64995.0, 64870.0, 64820.0]","[68742.0, 68874.0, 69128.0]","[61200.0, 61017.5, 60848.5]",1,"[72500, 68300, 63200]",72500.0
048410,KOSDAQ,현대바이오,"[39.28, 53.48, 54.41]","[-815.7322, -634.5047, -470.9276]","[-540.2605, -559.1093, -541.473]","[127155807.0, 123136419.0, 113677279.0]","[116397054.0, 115472258.0, 114652613.0]","[118182828.0, 117653394.0, 117245967.0, 117242014.0]",13154.0,34146090342.0,54784258440.0,0.04164836433024175,0.0,-235.0,2026-05-26,1,1,Consumer Discretionary,상승(+17.37%) TIGER 200 경기소비재,"[12963.0, 12988.0, 13005.5]","[13704.0, 13764.4, 13796.0]","[8616.25, 8578.4, 8542.75]",0,"[13630, 13450, 11210]",13630.0
