symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
9160,KR,SIMPAC,"[45.1, 54.91, 58.05]","[-50.7584, -34.8955, -16.4856]","[-46.0334, -43.8058, -38.3418]","[10254165.0, 9975209.0, 9721518.0]","[9783267.0, 9692886.0, 9644890.0]","[9623285.0, 9575500.0, 9538695.0, 9520087.0]",3.3666E+11,731774931,1436623400,0.004267277,28.61,180,2026-02-06,2,2,Materials,하락(-0.49%) KODEX 소재산업,"[4973.5, 4961.25, 4949.5]","[5082.3, 5075.0, 5068.4]","[4771.1, 4764.3, 4757.3]",1,"[5150, 5080, 4900]",5150
AXP,US,American Express Company,"[38.71, 42.78, 43.72]","[-4.5526, -4.541, -4.4044]","[-3.2535, -3.511, -3.6897]","[83111000.0, 79040000.0, 75798100.0]","[79156733.0, 78742678.0, 79092267.0]","[79795410.0, 79960250.0, 80437570.0, 80949780.0]",2.43269E+11,1191990310,1443658000,0.005934402,23.04,15.39,2026-02-06,1,1,Financials,하락(-5.06%) XLF,"[359.96, 361.14, 362.64]","[367.53, 367.48, 367.27]","[328.27, 327.7, 327.18]",0,"[354.62, 353.67, 349.63]",354.6199951
53210,KR,스카이라이프,"[50.4, 52.46, 55.13]","[-54.7477, -43.1005, -30.2932]","[-80.4799, -73.004, -64.4618]","[-696305.0, -773033.0, -854950.0]","[-884064.0, -914545.0, -943211.0]","[-955968.0, -964039.0, -969395.0, -964918.0]",2.36902E+11,296785715.5,382489080,0.001614546,0,-2472,2026-02-06,2,1,Consumer Discretionary,상승(+25.40%) TIGER 200 경기소비재,"[4824.5, 4815.0, 4804.5]","[5082.4, 5088.3, 5096.8]","[4988.27, 4985.18, 4982.38]",1,"[4985, 4945, 4915]",4985
MKL,US,Markel Group Inc.,"[39.72, 45.16, 56.42]","[-24.1152, -21.656, -16.2159]","[-20.5506, -20.7717, -19.8605]","[2081500.0, 2011900.0, 1952600.0]","[1948244.0, 1927733.0, 1920544.0]","[2006390.0, 2008590.0, 2012640.0, 2021700.0]",26418852427,101279284.4,145814090,0.00551932,12.38,169.28,2026-02-06,1,1,Financials,하락(-5.06%) XLF,"[2064.05, 2066.57, 2070.51]","[2099.01, 2097.79, 2097.51]","[1982.17, 1980.28, 1978.86]",0,"[2095.03, 2054.08, 2038.65]",2095.030029
ON,US,ON Semiconductor Corporation,"[49.19, 55.45, 57.67]","[1.3124, 1.2873, 1.336]","[1.7666, 1.6708, 1.6038]","[5295200.0, -5370700.0, -20365300.0]","[-6925678.0, -8222211.0, -7596600.0]","[-3082215.0, -3125605.0, -3356660.0, -3665095.0]",25390077183,550194781.7,673018273.7,0.026507138,86.44,0.73,2026-02-06,3,1,Information Technology,하락(-6.22%) XLK,"[61.38, 61.32, 61.3]","[57.31, 56.98, 56.64]","[51.56, 51.42, 51.28]",0,"[63.1, 62.06, 59.43]",63.09999847
INCY,US,Incyte Corporation,"[46.43, 50.28, 50.65]","[-0.1485, -0.1174, -0.0789]","[0.3965, 0.2937, 0.2192]","[125834000.0, 123786700.0, 121871500.0]","[124227878.0, 124009911.0, 124281733.0]","[124632910.0, 124749630.0, 124799855.0, 124752945.0]",20174121380,185527236.7,210380552.4,0.010428239,17.42,5.9,2026-02-06,1,2,Health Care,하락(-0.13%) XLV,"[103.58, 103.97, 104.17]","[101.86, 101.84, 101.83]","[84.23, 84.0, 83.78]",0,"[102.76, 102.6, 100.92]",102.7600021
LNT,US,Alliant Energy Corporation,"[55.99, 57.52, 58.1]","[0.179, 0.2266, 0.2676]","[0.2084, 0.212, 0.2231]","[115471400.0, 112238600.0, 108532100.0]","[107089033.0, 105441889.0, 104420100.0]","[103099980.0, 101973675.0, 101138845.0, 100409580.0]",17178898507,169568995.8,216048029.9,0.012576361,21.02,3.18,2026-02-06,2,3,Utilities,상승(+0.94%) XLU,"[66.07, 65.94, 65.84]","[65.63, 65.65, 65.65]","[63.71, 63.67, 63.63]",0,"[66.83, 66.75, 66.53]",66.83000183
JLL,US,Jones Lang LaSalle Incorporated,"[37.88, 40.62, 41.51]","[3.0909, 1.5338, 0.3753]","[5.2743, 4.5262, 3.696]","[9187900.0, 8715700.0, 7911400.0]","[8847956.0, 8798067.0, 8828456.0]","[8562980.0, 8510975.0, 8458255.0, 8409225.0]",15807369487,139448877,158158669.2,0.010005376,25.65,13.06,2026-02-06,2,2,Real Estate,상승(+1.98%) XLRE,"[349.55, 350.44, 351.27]","[340.52, 340.12, 339.47]","[289.29, 288.63, 288.02]",0,"[334.94, 333.95, 330.83]",334.9400024
JKHY,US,"Jack Henry & Associates, Inc.","[26.33, 39.99, 44.61]","[-2.0741, -2.4125, -2.3965]","[0.1348, -0.3747, -0.779]","[6953500.0, 5614600.0, 3839700.0]","[5847133.0, 5850233.0, 6077789.0]","[6783045.0, 6770210.0, 6799145.0, 6886160.0]",12807857765,154926676.7,236931753,0.018498937,25.39,6.97,2026-02-06,2,3,Financials,하락(-5.06%) XLF,"[183.66, 184.11, 184.7]","[182.54, 182.41, 182.27]","[170.54, 170.49, 170.48]",0,"[176.96, 173.78, 166.16]",176.9600067
LAMR,US,Lamar Advertising Company,"[41.48, 50.2, 58.53]","[-0.0471, -0.037, 0.1963]","[0.4133, 0.3233, 0.2979]","[11786700.0, 11157200.0, 10682200.0]","[11172167.0, 11150244.0, 11232211.0]","[11400455.0, 11307955.0, 11271590.0, 11232135.0]",11390410786,54886437.71,82546338.07,0.007247003,30.85,4.25,2026-02-06,2,1,Real Estate,상승(+1.98%) XLRE,"[129.32, 129.13, 129.08]","[128.47, 128.43, 128.39]","[121.04, 120.9, 120.78]",0,"[131.13, 128.31, 126.06]",131.1300049
PB,US,"Prosperity Bancshares, Inc.","[49.78, 56.4, 56.68]","[-0.1954, 0.0023, 0.1651]","[0.2, 0.1605, 0.1614]","[8611700.0, 6694600.0, 4903200.0]","[2670322.0, 1680989.0, 982656.0]","[1881360.0, 1499215.0, 1254175.0, 1066795.0]",7126484693,98273324.35,140063321.3,0.019653915,12.77,5.72,2026-02-06,2,0,Financials,하락(-5.06%) XLF,"[71.72, 71.57, 71.47]","[70.86, 70.75, 70.6]","[68.02, 67.97, 67.93]",0,"[73.06, 72.96, 70.78]",73.05999756
