symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
000150,KOSPI,두산,"[40.67, 41.97, 47.99]","[-39193.3142, -42305.1067, -37959.0169]","[-37390.5175, -38373.4353, -38290.5517]","[4646048.0, 4572996.0, 4489761.0]","[4566763.0, 4556043.0, 4547493.0]","[4517439.0, 4508599.0, 4510411.0, 4514664.0]",191087.0,79670529300.0,86201360000.0,0.004511105412717768,68.04,17343.0,2026-08-26,2,1,Industrials,상승(+7.59%) KODEX 산업재,"[1174350.0, 1167650.0, 1172450.0]","[1297260.0, 1307840.0, 1323740.0]","[1180340.0, 1179185.0, 1178430.0]",0,"[1180000, 1101000, 1085000]",1180000.0
028050,KOSPI,삼성E&A,"[44.83, 47.82, 53.96]","[398.4641, 268.5381, 355.137]","[670.7499, 590.3075, 543.2734]","[75668057.0, 73436212.0, 72311484.0]","[74601921.0, 74662700.0, 74815067.0]","[71895200.0, 71287350.0, 70891685.0, 70458985.0]",94570.0,83040712330.0,107686521250.0,0.011386964285714285,14.26,3383.0,2026-08-26,2,2,Industrials,상승(+7.59%) KODEX 산업재,"[46885.0, 46680.0, 46770.0]","[46213.0, 46290.0, 46325.0]","[38590.5, 38479.0, 38386.75]",0,"[48250, 45850, 44800]",48250.0
023530,KOSPI,롯데쇼핑,"[30.28, 33.99, 41.65]","[-12068.1932, -11447.0329, -10335.3314]","[-12857.8272, -12575.6683, -12127.6009]","[2803247.0, 2530396.0, 2409909.0]","[2509561.0, 2420071.0, 2383937.0]","[2594932.0, 2615061.0, 2651394.0, 2690436.0]",29731.0,19335383315.0,28676640100.0,0.009645366822508493,16.42,6401.0,2026-08-26,3,1,Consumer Discretionary,상승(+0.77%) TIGER 200 경기소비재,"[105285.0, 106165.0, 107680.0]","[138320.0, 139944.0, 141878.0]","[112285.5, 112085.5, 111918.5]",0,"[105100, 98900, 96200]",105100.0
375500,KOSPI,DL이앤씨,"[50.98, 54.03, 58.89]","[1650.2741, 1568.411, 1725.7158]","[1640.7265, 1626.2634, 1646.1539]","[24167475.0, 23676167.0, 23429679.0]","[23619980.0, 23590107.0, 23590766.0]","[23131400.0, 23003712.0, 22914466.0, 22822601.0]",28362.0,21640790855.0,36012876400.0,0.012697580001410337,5.06,14481.0,2026-08-26,3,2,Industrials,상승(+7.59%) KODEX 산업재,"[68405.0, 67615.0, 67295.0]","[66478.0, 66592.0, 66664.0]","[60720.0, 60567.0, 60429.0]",0,"[73300, 70300, 68600]",73300.0
001820,KOSPI,삼화콘덴서,"[50.8, 58.04, 59.53]","[-64.1128, 1050.2028, 2142.613]","[-2666.348, -1923.0379, -1109.9077]","[21644093.0, 20646232.0, 19587198.0]","[20152855.0, 19681323.0, 19188425.0]","[16511483.0, 16047269.0, 15662431.0, 15319141.0]",11206.0,77695524880.0,107569415800.0,0.0959926965911119,58.59,1840.0,2026-08-26,1,1,Utilities,상승(+2.57%) TIGER KRX 기후변화솔루션,"[86155.0, 84170.0, 83050.0]","[104878.0, 105534.0, 106000.0]","[65291.75, 64921.75, 64560.5]",1,"[107800, 104900, 92400]",107800.0
327260,KOSDAQ,RF머트리얼즈,"[54.58, 55.02, 58.16]","[2172.9505, 2079.4129, 2153.9413]","[2097.55, 2093.9225, 2105.9263]","[54502476.0, 53740657.0, 53395263.0]","[53370552.0, 53240381.0, 53160035.0]","[52644446.0, 52464471.0, 52333672.0, 52189180.0]",6602.0,14977780173.0,27958757300.0,0.04234892047864284,53.03,692.0,2026-08-26,4,1,Industrials,상승(+7.59%) KODEX 산업재,"[32238.5, 31448.5, 30906.0]","[28492.74, 28434.02, 28410.28]","[26470.19, 26328.24, 26199.88]",0,"[36700, 34550, 34250]",36700.0
340570,KOSDAQ,티앤엘,"[53.91, 58.77, 59.59]","[686.757, 762.9828, 833.952]","[972.4857, 930.5851, 911.2585]","[-960386.0, -1084130.0, -1183282.0]","[-1111897.0, -1123081.0, -1113348.0]","[-1274909.0, -1313021.0, -1339542.0, -1374770.0]",2670.0,3642312030.95,4064990400.0,0.015224683146067416,13.65,2406.0,2026-08-26,3,1,Health Care,상승(+11.35%) TIGER 헬스케어,"[31261.95, 31066.85, 30962.7]","[28884.82, 28805.78, 28742.86]","[26872.86, 26825.01, 26781.96]",0,"[32850, 32600, 31200]",32850.0
011560,KOSDAQ,세보엠이씨,"[48.05, 53.05, 57.27]","[117.5579, 152.7158, 258.2929]","[22.3032, 48.3857, 90.3671]","[2579515.0, 2495275.0, 2464955.0]","[2478173.0, 2459482.0, 2452966.0]","[2404582.0, 2395775.0, 2393006.0, 2390537.0]",2395.0,1006720195.5,2000700000.0,0.00835365344467641,5.46,4348.0,2026-08-26,1,1,Industrials,상승(+7.59%) KODEX 산업재,"[21684.0, 21501.5, 21464.0]","[22419.6, 22404.6, 22427.6]","[18741.5, 18689.65, 18640.7]",0,"[23750, 22750, 21700]",23750.0
086670,KOSDAQ,비엠티,"[44.39, 50.26, 58.35]","[54.9919, 48.6285, 131.6357]","[213.3259, 180.3865, 170.6363]","[5586078.0, 5428208.0, 5407871.0]","[5449631.0, 5452823.0, 5485772.0]","[5427954.0, 5411333.0, 5404202.0, 5398950.0]",1674.0,1430264241.5,2663266900.0,0.01590959916367981,7.22,2338.0,2026-08-26,3,1,Industrials,상승(+7.59%) KODEX 산업재,"[15917.0, 15795.0, 15758.0]","[15671.4, 15691.0, 15709.2]","[14259.8, 14232.9, 14211.7]",0,"[16870, 15760, 15110]",16870.0
058730,KOSPI,다스코,"[41.31, 43.79, 49.62]","[-103.0666, -112.6803, -96.5922]","[-85.1892, -90.6874, -91.8684]","[117878689.0, 109619930.0, 109174846.0]","[109223434.0, 108230378.0, 107086849.0]","[97582472.0, 95603401.0, 94107922.0, 92751563.0]",703.0,10041413461.25,28657893730.0,0.40765140440967285,0.0,-543.0,2026-08-26,1,3,Industrials,상승(+7.59%) KODEX 산업재,"[3325.0, 3313.0, 3331.0]","[3681.1, 3667.3, 3656.3]","[3403.02, 3399.25, 3397.05]",0,"[3470, 3190, 3080]",3470.0
