symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,rsi_d_2ago,rsi_d_1ago,rsi_d_latest,obv_latest,obv_1ago,signal_obv_latest,signal_obv_1ago,close
281820,KR,케이씨텍,"[42.77, 44.13, 44.37]","[-872.267, -854.4323, -826.7335]","[-472.0978, -548.5647, -604.1984]","[12605665.0, 12523165.0, 12456593.0]","[12600893.0, 12628204.0, 12670755.0]",7.67611E+11,3329457323,3060750000,0.003987371,14.19,2615,2025-12-19,3,1,Information Technology,42.77,44.13,44.37,12605665,12523165,12600893,12628204,37100
64820,KR,케이프,"[38.74, 40.58, 47.85]","[-408.91, -393.8141, -343.197]","[-464.5119, -450.3723, -428.9373]","[51183668.0, 50965458.0, 50847049.0]","[51094120.0, 51080813.0, 51074810.0]",3.32194E+11,1937588149,2345757500,0.007061417,19.09,563,2025-12-19,3,2,Industrials,38.74,40.58,47.85,51183668,50965458,51094120,51080813,10750
