symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
079550,KOSPI,LIG디펜스앤에어로스페이스,"[47.23, 50.66, 57.0]","[-10504.2743, -8163.0296, 305.6155]","[-20486.6266, -18021.9072, -14356.4027]","[8419238.0, 8235164.0, 8102817.0]","[8316717.0, 8297116.0, 8281634.0]","[8248201.0, 8258624.0, 8271985.0, 8302737.0]",181060.0,112734345050.0,151492902000.0,0.008367,58.23,14133.0,2026-08-10,3,1,Industrials,상승(+1.94%) KODEX 산업재,"[717250.0, 713550.0, 711200.0]","[758900.0, 759560.0, 762240.0]","[643210.0, 641320.0, 639900.0]",1,"[823000, 741000, 702000]",823000.0
222800,KOSDAQ,심텍,"[52.8, 54.56, 57.11]","[-5946.1764, -4224.5352, -2356.8729]","[-8039.0612, -7276.156, -6292.2994]","[90324686.0, 89383063.0, 88332063.0]","[86375763.0, 85786442.0, 85390434.0]","[86042195.0, 85878588.0, 85728121.0, 85579742.0]",43421.0,70429006370.0,109134105700.0,0.02513394571750996,0.0,-3307.0,2026-08-10,4,1,Information Technology,하락(-24.73%) TIGER 200 IT,"[96625.0, 96965.0, 97360.0]","[111628.0, 111634.0, 111874.0]","[75085.75, 74759.75, 74465.25]",0,"[115900, 110000, 106000]",115900.0
080220,KOSDAQ,제주반도체,"[48.51, 49.21, 56.37]","[-5862.1454, -5035.181, -3348.6969]","[-6964.5504, -6578.6765, -5932.6806]","[498958411.0, 494119872.0, 492825634.0]","[492138333.0, 491367368.0, 491305918.0]","[492630465.0, 492431872.0, 492349399.0, 492247693.0]",30206.0,152787804280.0,424339870300.0,0.1404819805005628,26.67,3288.0,2026-08-10,3,0,Information Technology,하락(-24.73%) TIGER 200 IT,"[72960.0, 73030.0, 73145.0]","[89196.0, 89636.0, 90230.0]","[51008.65, 50681.15, 50416.9]",0,"[87700, 75400, 74300]",87700.0
007810,KOSPI,코리아써키트,"[41.99, 42.09, 45.53]","[-10351.8916, -9437.6886, -8342.6555]","[-11611.2555, -11176.5421, -10609.7648]","[50001824.0, 49634627.0, 49344933.0]","[48678808.0, 48523564.0, 48438309.0]","[48955332.0, 48941777.0, 48919727.0, 48890186.0]",14174.0,17822315042.5,21701342700.0,0.015310669324114576,22.71,2602.0,2026-08-10,1,0,Information Technology,하락(-24.73%) TIGER 200 IT,"[57692.5, 58427.5, 59147.5]","[86213.0, 87271.0, 88361.0]","[64341.65, 64138.95, 63952.25]",0,"[59100, 55700, 55600]",59100.0
083450,KOSDAQ,GST,"[51.34, 54.97, 56.19]","[-1331.0637, -840.9653, -375.6065]","[-2300.6667, -2008.7264, -1682.1024]","[49717834.0, 49563792.0, 49250544.0]","[49182024.0, 49100634.0, 49054907.0]","[49112648.0, 49080309.0, 49045389.0, 49019217.0]",9123.0,6634632030.0,7625079000.0,0.008358082867477804,16.6,2982.0,2026-08-10,0,0,Information Technology,하락(-24.73%) TIGER 200 IT,"[43790.0, 43742.5, 43477.5]","[49063.0, 49171.0, 49403.0]","[36777.25, 36660.5, 36547.5]",1,"[49500, 48600, 46000]",49500.0
037460,KOSDAQ,삼지전자,"[52.59, 53.54, 58.2]","[-642.0089, -426.3615, -89.0154]","[-1112.0574, -974.9182, -797.7377]","[11518078.0, 11394063.0, 11331940.0]","[11249641.0, 11215831.0, 11205405.0]","[11227985.0, 11213740.0, 11200903.0, 11186555.0]",6209.0,3163440252.5,4718770750.0,0.0075998884683523915,3.2,11908.0,2026-08-10,5,0,Information Technology,하락(-24.73%) TIGER 200 IT,"[34115.0, 34020.0, 33905.0]","[36959.0, 37108.0, 37338.0]","[25876.45, 25750.55, 25634.4]",1,"[38050, 36000, 35600]",38050.0
045100,KOSDAQ,한양이엔지,"[47.66, 49.43, 57.41]","[-570.2357, -499.1023, -150.5038]","[-507.644, -505.9357, -434.8493]","[6430965.0, 6205755.0, 6168367.0]","[6158098.0, 6124328.0, 6123261.0]","[6217776.0, 6201175.0, 6190199.0, 6184751.0]",5880.0,3548463802.5,7567056000.0,0.012869142857142857,10.31,3259.0,2026-08-10,1,1,Information Technology,하락(-24.73%) TIGER 200 IT,"[30460.0, 30347.5, 30290.0]","[30753.0, 30714.0, 30795.0]","[27747.2, 27679.2, 27630.95]",0,"[33600, 30000, 29300]",33600.0
033790,KOSDAQ,피노,"[42.32, 44.46, 58.16]","[-564.6848, -507.1594, -364.5721]","[-732.9097, -687.7596, -623.1221]","[140801000.0, 138870797.0, 137143938.0]","[137529330.0, 137159551.0, 137064197.0]","[137957204.0, 137919953.0, 137956405.0, 138061101.0]",5624.0,3095651723.5,13028870250.0,0.023166554498577525,71.05,95.0,2026-08-10,2,1,Utilities,하락(-9.59%) TIGER KRX 기후변화솔루션,"[5518.25, 5483.25, 5477.25]","[7094.3, 7177.1, 7280.1]","[7087.5, 7073.9, 7065.42]",1,"[6750, 5600, 5460]",6750.0
005950,KOSPI,이수화학,"[53.89, 56.66, 59.12]","[-9.7972, 97.6663, 225.4207]","[-61.995, -30.0627, 21.034]","[76971834.0, 76288439.0, 75688384.0]","[75433613.0, 75215507.0, 75119987.0]","[75262917.0, 75093345.0, 74931652.0, 74742961.0]",3907.0,7593385066.0,10155249700.0,0.025992448681853086,0.0,-94.0,2026-08-10,1,1,Materials,상승(+1.58%) KODEX 소재산업,"[13209.5, 13144.0, 13054.5]","[13153.0, 13166.8, 13199.8]","[10325.5, 10278.85, 10234.2]",1,"[14860, 14300, 13700]",14860.0
092790,KOSPI,넥스틸,"[53.35, 55.26, 59.67]","[-356.4861, -251.1996, -120.3774]","[-616.7594, -543.6475, -458.9935]","[226252474.0, 224839602.0, 220631668.0]","[221675989.0, 221087574.0, 220690766.0]","[221289414.0, 221026280.0, 220823670.0, 220818750.0]",3346.0,6027445455.5,18183662640.0,0.05434447890017932,17.83,722.0,2026-08-10,2,1,Materials,상승(+1.58%) KODEX 소재산업,"[11251.0, 11157.5, 11075.0]","[12583.2, 12645.8, 12721.0]","[12579.55, 12575.3, 12572.2]",1,"[12870, 12300, 12070]",12870.0
