티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금,날짜
108670,LX하우시스,17036,11033,-6003,499795800,324020475,-175775325,20251219
094800,맵스리얼티,30204,24188,-6016,156880470,125392980,-31487490,20251219
194480,데브시스터즈,19977,13958,-6019,593206675,414862775,-178343900,20251219
293940,신한알파리츠,77343,71308,-6035,425846400,392315595,-33530805,20251219
001340,PKC,24429,18262,-6167,139613710,104186865,-35426845,20251219
057050,현대홈쇼핑,9971,3717,-6254,551559650,205646800,-345912850,20251219
131970,두산테스나,33425,27050,-6375,1435772700,1160265100,-275507600,20251219
285130,SK케미칼,23682,17236,-6446,1648377800,1200617300,-447760500,20251219
003690,코리안리,133064,126581,-6483,1543651275,1468009420,-75641855,20251219
114810,한솔아이원스,41465,34925,-6540,501679570,423187490,-78492080,20251219
062040,산일전기,61165,54451,-6714,8201978050,7287904750,-914073300,20251219
300720,한일시멘트,40924,34036,-6888,796096990,661159490,-134937500,20251219
033500,동성화인텍,131112,124196,-6916,3652221600,3453470675,-198750925,20251219
082270,젬백스,125513,118549,-6964,3476584125,3286663650,-189920475,20251219
214430,아이쓰리시스템,24873,17907,-6966,1782901850,1270538900,-512362950,20251219
041960,코미팜,59087,52054,-7033,401292580,352977350,-48315230,20251219
248070,솔루엠,44420,37249,-7171,742357515,622450180,-119907335,20251219
003620,KG모빌리티,184021,176655,-7366,664160635,637630949,-26529686,20251219
025620,차AI헬스케어,45828,38436,-7392,508052865,423082480,-84970385,20251219
207940,삼성바이오로직스,28413,20989,-7424,49080251500,36238764000,-12841487500,20251219
484810,티엑스알로보틱스,68356,60874,-7482,1019244895,906348110,-112896785,20251219
259960,크래프톤,43386,35860,-7526,10722346250,8856900000,-1865446250,20251219
114840,아이패밀리에스씨,29467,21867,-7600,410435690,304314480,-106121210,20251219
064760,티씨케이,37796,30180,-7616,5322357050,4248212450,-1074144600,20251219
215000,골프존,18763,11078,-7685,1129420650,667763100,-461657550,20251219
378340,필에너지,18689,10971,-7718,233228810,137514200,-95714610,20251219
265520,AP시스템,35398,27613,-7785,679146600,531277020,-147869580,20251219
006340,대원전선,472674,464873,-7801,1774803293,1744802671,-30000622,20251219
000680,LS네트웍스,42792,34898,-7894,141447170,116359330,-25087840,20251219
214450,파마리서치,53979,45984,-7995,20614358750,17541444250,-3072914500,20251219
052690,한전기술,209934,201763,-8171,18859423350,18122672600,-736750750,20251219
002320,한진,20679,12403,-8276,421858750,253913600,-167945150,20251219
005850,에스엘,81763,73373,-8390,3497757225,3131011425,-366745800,20251219
093050,LF,22553,14095,-8458,428783655,267683495,-161100160,20251219
489790,한화비전,183462,174752,-8710,6792222675,6441584750,-350637925,20251219
389500,에스비비테크,286029,277270,-8759,11424157750,11212331350,-211826400,20251219
036810,에프에스티,101600,92806,-8794,3063500100,2803219125,-260280975,20251219
017890,한국알콜,13810,4903,-8907,151475360,53541480,-97933880,20251219
093520,매커스,17505,8563,-8942,378214650,184911650,-193303000,20251219
111770,영원무역,51964,42948,-9016,4607411900,3807383450,-800028450,20251219
000810,삼성화재,45079,35974,-9105,21988448250,17551362250,-4437086000,20251219
069960,현대백화점,36585,27265,-9320,3342562400,2492306600,-850255800,20251219
010120,LS ELECTRIC,66000,56431,-9569,30939245250,26473821000,-4465424250,20251219
399720,가온칩스,22932,13169,-9763,1046955200,599245475,-447709725,20251219
357780,솔브레인,12705,2870,-9835,3256984750,734478000,-2522506750,20251219
036540,SFA반도체,90536,80555,-9981,358905345,319549745,-39355600,20251219
096530,씨젠,58686,48482,-10204,1439597950,1190237750,-249360200,20251219
101490,에스앤에스텍,39231,28980,-10251,1804398000,1331304075,-473093925,20251219
293490,카카오게임즈,57778,47393,-10385,891018925,731812125,-159206800,20251219
031980,피에스케이홀딩스,27565,17132,-10433,1166125325,725707650,-440417675,20251219
001040,CJ,55477,44859,-10618,9548916500,7735176300,-1813740200,20251219
365340,성일하이텍,17881,7194,-10687,723063100,290884100,-432179000,20251219
064960,SNT모티브,40102,29381,-10721,1383417825,1016328500,-367089325,20251219
454910,두산로보틱스,78519,67657,-10862,6152792900,5316160600,-836632300,20251219
069260,TKG휴켐스,39950,28994,-10956,785213545,569683555,-215529990,20251219
008770,호텔신라,53549,42568,-10981,2394978400,1907701800,-487276600,20251219
383310,에코프로에이치엔,28947,17938,-11009,742624950,458772600,-283852350,20251219
065350,신성델타테크,34448,23302,-11146,1945057800,1308598850,-636458950,20251219
039030,이오테크닉스,31274,20060,-11214,7858219500,5030002750,-2828216750,20251219
131290,티에스이,22396,11049,-11347,1193940650,588180600,-605760050,20251219
031430,신세계인터내셔날,20322,8778,-11544,233704650,101155820,-132548830,20251219
078350,한양디지텍,32689,20876,-11813,639049075,408453820,-230595255,20251219
180640,한진칼,50751,38761,-11990,5771274900,4407531850,-1363743050,20251219
081660,미스토홀딩스,128940,116877,-12063,5731669450,5194628350,-537041100,20251219
230360,에코마케팅,27701,15536,-12165,312289100,175425620,-136863480,20251219
214150,클래시스,278155,265958,-12197,16026024800,15336075150,-689949650,20251219
108320,LX세미콘,33129,20822,-12307,1655752175,1043759300,-611992875,20251219
033640,네패스,37417,25004,-12413,606626760,403930810,-202695950,20251219
079940,가비아,40374,27781,-12593,1325283425,911632950,-413650475,20251219
074600,원익QnC,60001,47230,-12771,1214046005,958203270,-255842735,20251219
137400,피엔티,55605,42789,-12816,2100635850,1604807725,-495828125,20251219
257720,실리콘투,70850,57573,-13277,2872742275,2336853375,-535888900,20251219
003545,대신증권우,25095,11189,-13906,521399025,233364025,-288035000,20251219
000500,가온전선,25356,11410,-13946,2132138050,963140200,-1168997850,20251219
394280,오픈엣지테크놀로지,36712,22612,-14100,406402305,249485060,-156917245,20251219
302440,SK바이오사이언스,120138,105895,-14243,6119713900,5395232000,-724481900,20251219
079370,제우스,41730,27439,-14291,555939200,363110630,-192828570,20251219
243840,신흥에스이씨,50741,36230,-14511,261869910,186445000,-75424910,20251219
338840,와이바이오로직스,156193,141679,-14514,3939180100,3624095125,-315084975,20251219
060720,KH바텍,53044,38522,-14522,605342200,440291385,-165050815,20251219
388210,씨엠티엑스,92489,77742,-14747,8825788900,7337444250,-1488344650,20251219
034830,한국토지신탁,77633,62630,-15003,102269219,82526426,-19742793,20251219
178920,PI첨단소재,41999,26953,-15046,667186205,428005070,-239181135,20251219
029780,삼성카드,123699,108297,-15402,6769309400,5922700200,-846609200,20251219
317330,덕산테코피아,28474,13007,-15467,492405870,223792200,-268613670,20251219
476040,오가노이드사이언스,151490,135605,-15885,6709839775,6009186875,-700652900,20251219
035810,이지홀딩스,21996,5914,-16082,100667745,26990555,-73677190,20251219
026960,동서,35170,18969,-16201,1018263450,549090850,-469172600,20251219
045100,한양이엔지,23187,6972,-16215,490798900,149576150,-341222750,20251219
388720,유일로보틱스,51120,34877,-16243,4390173250,2991294450,-1398878800,20251219
011790,SKC,58523,42275,-16248,6081897700,4384800050,-1697097650,20251219
119850,지엔씨에너지,60485,43576,-16909,1870093300,1340213950,-529879350,20251219
008060,대덕,30576,13626,-16950,333583420,148389390,-185194030,20251219
046890,서울반도체,118099,101119,-16980,739932780,633385230,-106547550,20251219
089890,코세스,166641,149487,-17154,3543693610,3168016260,-375677350,20251219
025320,시노펙스,87201,69316,-17885,580566440,462122100,-118444340,20251219
318060,그래피,76811,58825,-17986,1622985400,1234219350,-388766050,20251219
033240,자화전자,59558,41367,-18191,1341241225,925224650,-416016575,20251219
012630,HDC,94226,75695,-18531,1649186280,1329549180,-319637100,20251219
108490,로보티즈,186623,168071,-18552,51452499000,46420202250,-5032296750,20251219
009520,포스코엠텍,80615,61847,-18768,1216629320,933690885,-282938435,20251219
069080,웹젠,23589,4619,-18970,322274680,63035990,-259238690,20251219
234080,JW생명과학,30426,11048,-19378,437003565,159494770,-277508795,20251219
229640,LS에코에너지,60930,41139,-19791,2131179525,1441759875,-689419650,20251219
021240,코웨이,202733,182254,-20479,18080703600,16261890700,-1818812900,20251219
009290,광동제약,63726,43157,-20569,384133430,260970340,-123163090,20251219
089590,제주항공,64121,43378,-20743,339732470,230333040,-109399430,20251219
241590,화승엔터프라이즈,35692,14909,-20783,186866845,77867450,-108999395,20251219
356860,티엘비,74097,53097,-21000,4416722550,3143792000,-1272930550,20251219
458870,씨어스테크놀로지,60300,39216,-21084,7101846250,4602722650,-2499123600,20251219
403870,HPSP,93247,71963,-21284,2687349950,2071908700,-615441250,20251219
260970,에스앤디,50319,28998,-21321,3862695450,2262697700,-1599997750,20251219
307950,현대오토에버,281819,260098,-21721,82257275500,76370886250,-5886389250,20251219
001530,DI동일,35901,13943,-21958,713115035,277574510,-435540525,20251219
361610,SK아이이테크놀로지,101239,79158,-22081,2727202725,2136538650,-590664075,20251219
376300,디어유,213115,191025,-22090,7939154932,7151455182,-787699750,20251219
007810,코리아써키트,124304,101926,-22378,4386677425,3575495975,-811181450,20251219
225570,넥슨게임즈,60399,37992,-22407,734965640,461389175,-273576465,20251219
481070,에이유브랜즈,35017,12526,-22491,760442725,266975000,-493467725,20251219
064400,LG씨엔에스,294146,271540,-22606,18890310900,17430152600,-1460158300,20251219
183300,코미코,30922,8244,-22678,2601084550,690177600,-1910906950,20251219
073240,금호타이어,251669,228642,-23027,1565445030,1421354975,-144090055,20251219
241560,두산밥캣,82891,59815,-23076,4935886400,3563102000,-1372784400,20251219
090460,비에이치,69050,45951,-23099,1211973130,806252305,-405720825,20251219
005830,DB손해보험,103692,80575,-23117,12798585850,9948712800,-2849873050,20251219
020000,한섬,56863,33568,-23295,925301290,545730770,-379570520,20251219
015750,성우하이텍,222370,199010,-23360,1491441010,1334565060,-156875950,20251219
166090,하나머티리얼즈,49809,26361,-23448,2033385075,1073626875,-959758200,20251219
161000,애경케미칼,54887,31379,-23508,550239385,315796685,-234442700,20251219
450080,에코프로머티,92186,68532,-23654,5076907950,3761759850,-1315148100,20251219
053800,안랩,113151,89263,-23888,7099967750,5598408050,-1501559700,20251219
244920,에이플러스에셋,70324,46403,-23921,659786230,433505490,-226280740,20251219
424870,이뮨온시아,550780,526732,-24048,7369010350,6957723485,-411286865,20251219
459510,나우로보틱스,125101,100574,-24527,2670616075,2135319925,-535296150,20251219
200710,에이디테크놀로지,62209,37470,-24739,1664405000,1001713800,-662691200,20251219
222800,심텍,202899,177965,-24934,10588641250,9285554600,-1303086650,20251219
005380,현대차,634074,608644,-25430,181128836750,174054708000,-7074128750,20251219
178320,서진시스템,94030,68275,-25755,2435855125,1763747800,-672107325,20251219
099320,쎄트렉아이,57058,31082,-25976,3387535750,1847224450,-1540311300,20251219
263750,펄어비스,195668,169152,-26516,7115582775,6151631350,-963951425,20251219
044490,태웅,39384,12841,-26543,1090262750,355076025,-735186725,20251219
267270,HD현대건설기계,99731,72961,-26770,9823052450,7174863300,-2648189150,20251219
010950,S-Oil,95175,67771,-27404,7732610450,5503582800,-2229027650,20251219
338220,뷰노,47867,20221,-27646,1082701450,459384875,-623316575,20251219
077970,STX엔진,120201,92481,-27720,4495408225,3452986825,-1042421400,20251219
002710,TCC스틸,81642,53641,-28001,1221526600,804465285,-417061315,20251219
010780,아이에스동서,58875,30777,-28098,1421621700,737824975,-683796725,20251219
464490,쿼드메디슨,402803,374535,-28268,8613371860,7921750720,-691621140,20251219
009150,삼성전기,270969,242485,-28484,68818703750,61600931500,-7217772250,20251219
000240,한국앤컴퍼니,79943,51412,-28531,2148618875,1382455125,-766163750,20251219
425420,티에프이,45310,16380,-28930,1610701525,581265300,-1029436225,20251219
469610,이노테크,56396,26482,-29914,1604371150,757472375,-846898775,20251219
087010,펩트론,106900,76907,-29993,26068301000,18656277750,-7412023250,20251219
290690,소룩스,651108,621045,-30063,2806227131,2675908532,-130318599,20251219
334890,이지스밸류플러스리츠,50522,20419,-30103,211613616,85659802,-125953814,20251219
475400,씨메스,87334,56742,-30592,2992295975,1920359375,-1071936600,20251219
003570,SNT다이내믹스,45030,14181,-30849,2173021850,681106450,-1491915400,20251219
102710,이엔에프테크놀로지,59337,28223,-31114,2719036000,1289148400,-1429887600,20251219
088350,한화생명,762877,731560,-31317,2438146808,2342899190,-95247618,20251219
199430,케이엔알시스템,56800,24738,-32062,1441471675,620331675,-821140000,20251219
122640,예스티,45741,13114,-32627,777970180,222826330,-555143850,20251219
00088K,한화3우B,50829,18083,-32746,1812751050,643277350,-1169473700,20251219
138040,메리츠금융지주,129657,96534,-33123,14175060900,10565809900,-3609251000,20251219
101360,에코앤드림,54140,19974,-34166,1019142620,375880025,-643262595,20251219
078600,대주전자재료,52185,17546,-34639,3438633200,1150776550,-2287856650,20251219
272290,이녹스첨단소재,49640,14480,-35160,1142784825,333312650,-809472175,20251219
0007C0,아크릴,208562,172361,-36201,10131335825,8263870550,-1867465275,20251219
196170,알테오젠,186067,149783,-36284,83073690000,66971241500,-16102448500,20251219
416180,신성에스티,75856,39445,-36411,2461787575,1281453125,-1180334450,20251219
281740,레이크머티리얼즈,127341,90773,-36568,1762426075,1255619840,-506806235,20251219
139480,이마트,127725,91115,-36610,11002635300,7839399000,-3163236300,20251219
003550,LG,137844,100644,-37200,11234236300,8217211000,-3017025300,20251219
0126Z0,삼성에피스홀딩스,90153,52893,-37260,61394559000,35877545000,-25517014000,20251219
000120,CJ대한통운,63034,25630,-37404,6069997950,2471504900,-3598493050,20251219
083450,GST,74157,36718,-37439,1768609225,873849250,-894759975,20251219
011170,롯데케미칼,83155,45195,-37960,5956479850,3229471200,-2727008650,20251219
060370,LS마린솔루션,136226,98144,-38082,4261697675,3058194350,-1203503325,20251219
256840,한국비엔씨,310966,272554,-38412,1525202141,1337970581,-187231560,20251219
047050,포스코인터내셔널,180604,141844,-38760,9067861950,7121304750,-1946557200,20251219
141080,리가켐바이오,157447,118595,-38852,27303923800,20526658350,-6777265450,20251219
394800,쓰리빌리언,255635,216714,-38921,4656743800,3935708020,-721035780,20251219
393890,더블유씨피,69006,29960,-39046,461820900,202669095,-259151805,20251219
032190,다우데이타,79645,40490,-39155,1576020640,800382790,-775637850,20251219
006360,GS건설,258502,218813,-39689,5183907190,4387027200,-796879990,20251219
003670,포스코퓨처엠,223284,183070,-40214,42207153100,34531085150,-7676067950,20251219
080220,제주반도체,111103,70384,-40719,2054048910,1309920785,-744128125,20251219
094170,동운아나텍,60853,20121,-40732,1693564250,561353100,-1132211150,20251219
033790,피노,159261,118198,-41063,882414645,644431865,-237982780,20251219
047040,대우건설,521755,479877,-41878,1949106335,1794865498,-154240837,20251219
375500,DL이앤씨,134978,93067,-41911,5645178475,3889929700,-1755248775,20251219
048870,시너지이노베이션,134183,91593,-42590,327401975,222950935,-104451040,20251219
376900,로킷헬스케어,234747,192058,-42689,16164164250,13084120300,-3080043950,20251219
112610,씨에스윈드,140773,98006,-42767,6358796800,4447063825,-1911732975,20251219
383800,LX홀딩스,105709,62773,-42936,853583875,507352370,-346231505,20251219
016360,삼성증권,146618,102382,-44236,11556823150,8074951850,-3481871300,20251219
484120,도우인시스,119563,74386,-45177,3235743500,2007646525,-1228096975,20251219
036930,주성엔지니어링,129188,83998,-45190,3497436250,2274824000,-1222612250,20251219
950250,테라뷰,199736,153222,-46514,2164572250,1642628770,-521943480,20251219
103590,일진전기,121830,75172,-46658,6643754300,4107090200,-2536664100,20251219
380550,뉴로핏,159342,112180,-47162,4125376750,2917669450,-1207707300,20251219
000990,DB하이텍,192847,145610,-47237,12575346250,9489120150,-3086226100,20251219
365550,ESR켄달스퀘어리츠,215107,167285,-47822,895161697,696472560,-198689137,20251219
473980,노머스,140888,92264,-48624,3403581975,2242477500,-1161104475,20251219
179900,유티아이,93619,44867,-48752,1944679635,929978400,-1014701235,20251219
022100,포스코DX,164989,115901,-49088,4210733575,2946656875,-1264076700,20251219
105630,한세실업,84713,33776,-50937,1260784585,502517060,-758267525,20251219
097230,HJ중공업,202519,150880,-51639,4415315225,3291621000,-1123694225,20251219
294870,HDC현대산업개발,141409,89455,-51954,3012625350,1906533075,-1106092275,20251219
183190,아세아시멘트,82741,30689,-52052,1045773585,387819230,-657954355,20251219
214320,이노션,126569,74356,-52213,2410070050,1413274320,-996795730,20251219
041510,에스엠,101522,48725,-52797,12100830600,5830177100,-6270653500,20251219
013890,지누스,70613,17521,-53092,878274190,215438650,-662835540,20251219
011210,현대위아,118090,63807,-54283,8386726500,4515914250,-3870812250,20251219
437730,삼현,417263,362939,-54324,19595320075,17070133175,-2525186900,20251219
005290,동진쎄미켐,121891,67503,-54388,4520969350,2499637775,-2021331575,20251219
232140,와이씨,205400,150535,-54865,2817954620,2057837715,-760116905,20251219
024850,HLB이노베이션,176996,119690,-57306,337735351,228522622,-109212729,20251219
278470,에이피알,152423,94931,-57492,37082262500,23092284500,-13989978000,20251219
161580,필옵틱스,104646,47060,-57586,4522397050,2027761450,-2494635600,20251219
234030,싸이닉솔루션,138408,78373,-60035,1164267100,659154370,-505112730,20251219
319660,피에스케이,137102,76243,-60859,4373978825,2424304600,-1949674225,20251219
005490,POSCO홀딩스,151819,89876,-61943,45592588500,27051032000,-18541556500,20251219
042370,비츠로테크,278239,216178,-62061,2534825650,1948916480,-585909170,20251219
247540,에코프로비엠,254526,189923,-64603,39162341350,29117395200,-10044946150,20251219
402340,SK스퀘어,259212,193865,-65347,76086577500,56835516000,-19251061500,20251219
042700,한미반도체,175253,109066,-66187,20400367250,12724631950,-7675735300,20251219
475960,토모큐브,133392,65180,-68212,6700951400,3276602525,-3424348875,20251219
462350,이노스페이스,361356,292768,-68588,4840305100,3877592620,-962712480,20251219
018000,유니슨,685344,615803,-69541,857556078,776653283,-80902795,20251219
085660,차바이오텍,145766,75999,-69767,2148564505,1118768805,-1029795700,20251219
053030,바이넥스,108366,37552,-70814,1734060260,600086100,-1133974160,20251219
095340,ISC,106604,35322,-71282,10842248300,3588820950,-7253427350,20251219
138610,나이벡,126097,52237,-73860,5153547350,2126978050,-3026569300,20251219
175330,JB금융지주,325759,251409,-74350,8077744525,6237409025,-1840335500,20251219
105840,우진,295168,219199,-75969,5550859660,4133672335,-1417187325,20251219
122870,와이지엔터테인먼트,158454,81520,-76934,10189446000,5247782200,-4941663800,20251219
028300,HLB,234917,157262,-77655,10829115525,7248478000,-3580637525,20251219
012330,현대모비스,325446,247774,-77672,118275949000,89997662500,-28278286500,20251219
323280,태성,204557,126025,-78532,9928630425,6072650300,-3855980125,20251219
089970,브이엠,135789,55334,-80455,4004576000,1629039100,-2375536900,20251219
001430,세아베스틸지주,295768,214373,-81395,13206592500,9543056325,-3663536175,20251219
001780,알루코,1900982,1819053,-81929,4119696873,3899488490,-220208383,20251219
105560,KB금융,553737,471231,-82506,69086827800,58855915000,-10230912800,20251219
176750,듀켐바이오,296775,214039,-82736,3080530445,2202808105,-877722340,20251219
124500,아이티센글로벌,244843,158765,-86078,5620150250,3598103225,-2022047025,20251219
486990,노타,208396,120780,-87616,8457482025,4918756625,-3538725400,20251219
000720,현대건설,412789,325058,-87731,28705798200,22625067700,-6080730500,20251219
017800,현대엘리베이터,327730,239652,-88078,29056684950,21250761650,-7805923300,20251219
222080,씨아이에스,185256,96400,-88856,1272393215,660968660,-611424555,20251219
060280,큐렉소,204829,113484,-91345,2561447745,1417236655,-1144211090,20251219
032640,LG유플러스,581507,486695,-94812,8798030130,7364466985,-1433563145,20251219
000390,삼화페인트,2392806,2292068,-100738,22818188550,21657992545,-1160196005,20251219
114090,GKL,140508,34948,-105560,2095130345,521249220,-1573881125,20251219
457190,이수스페셜티케미컬,262612,156956,-105656,14395884250,8540646350,-5855237900,20251219
091700,파트론,201157,95194,-105963,1444366590,684179985,-760186605,20251219
030530,원익홀딩스,1436915,1329486,-107429,47539701550,44246866875,-3292834675,20251219
092200,디아이씨,399195,279297,-119898,4685762730,3190543675,-1495219055,20251219
195870,해성디에스,229674,105544,-124130,12786807450,5880675700,-6906131750,20251219
330590,롯데리츠,211372,86983,-124389,838192100,344525930,-493666170,20251219
056080,유진로봇,411943,287465,-124478,5856180895,4037760950,-1818419945,20251219
125490,한라캐스트,1077851,953116,-124735,18209333855,16096358970,-2112974885,20251219
049630,재영솔루텍,2111311,1981475,-129836,5862551013,5403953776,-458597237,20251219
006730,서부T&D,627519,497146,-130373,8095948510,6435283945,-1660664565,20251219
058470,리노공업,175886,44160,-131726,10553564850,2650514550,-7903050300,20251219
092460,한라IMS,761580,627418,-134162,14400130175,11740752165,-2659378010,20251219
036460,한국가스공사,206614,64054,-142560,8394931050,2602483625,-5792447425,20251219
090710,휴림로봇,953348,802278,-151070,5261641615,4420396495,-841245120,20251219
083650,비에이치아이,323657,172446,-151211,17803567850,9440243650,-8363324200,20251219
336570,원텍,340048,181268,-158780,2508378065,1340181990,-1168196075,20251219
204320,HL만도,600028,410176,-189852,32196540500,22033901200,-10162639300,20251219
047810,한국항공우주,512650,297087,-215563,55670529150,32306143200,-23364385950,20251219
067310,하나마이크론,476902,253011,-223891,11325093275,5982446275,-5342647000,20251219
078160,메디포스트,304564,72867,-231697,5828144690,1416185285,-4411959405,20251219
249420,일동제약,1054674,796831,-257843,39021986875,29445365275,-9576621600,20251219
138930,BNK금융지주,565936,306499,-259437,8986838265,4884312265,-4102526000,20251219
353200,대덕전자,666409,403669,-262740,31294947775,18781650300,-12513297475,20251219
001520,동양,6997008,6724970,-272038,6534853136,6229866649,-304986487,20251219
018880,한온시스템,1903262,1574789,-328473,5748814333,4779809325,-969005008,20251219
0009K0,에임드바이오,788534,451291,-337243,56650418450,32457917000,-24192501450,20251219
441270,파인엠텍,472451,127008,-345443,4716320330,1263337120,-3452983210,20251219
098460,고영,1522723,1155874,-366849,36265006300,27332720900,-8932285400,20251219
086520,에코프로,1414830,1029428,-385402,135908188950,97962321850,-37945867100,20251219
000660,SK하이닉스,1771516,1334891,-436625,985270567000,748429368500,-236841198500,20251219
007460,에이프로젠,805239,362457,-442782,610457878,274075160,-336382718,20251219
319400,현대무벡스,4155188,3588141,-567047,56906227010,48901612985,-8004614025,20251219
005930,삼성전자,16805506,10035135,-6770371,1797944149643,1074070331593,-723873818050,20251219
006800,미래에셋증권,2152989,3495452,1342463,46630813235,75399340170,28768526935,20251218
319400,현대무벡스,7869212,8554365,685153,103022346810,112401953825,9379607015,20251218
00680K,미래에셋증권2우B,153327,766647,613320,1536986450,7771856755,6234870305,20251218
441270,파인엠텍,297276,619518,322242,3012702980,6270834750,3258131770,20251218
025980,아난티,121819,418575,296756,911161725,3112999315,2201837590,20251218
000660,SK하이닉스,1048340,1332132,283792,581483994500,739169699000,157685704500,20251218
010140,삼성중공업,652256,921414,269158,15573123125,21984063775,6410940650,20251218
112610,씨에스윈드,50335,293042,242707,2220847900,12523594755,10302746855,20251218
003720,삼영,159887,372483,212596,1005020460,2326331320,1321310860,20251218
005690,파미셀,233345,441586,208241,3612864875,6808815050,3195950175,20251218
093370,후성,139306,345214,205908,1033386620,2556808250,1523421630,20251218
098460,고영,709539,911988,202449,17197629975,21835622000,4637992025,20251218
138930,BNK금융지주,777930,970973,193043,12389878745,15467618955,3077740210,20251218
440110,파두,101821,291062,189241,2214478050,6278648600,4064170550,20251218
007460,에이프로젠,730437,918949,188512,547018569,683085252,136066683,20251218
298830,슈어소프트테크,247314,423330,176016,1729164000,2960112555,1230948555,20251218
397030,에이프릴바이오,470060,646052,175992,22253316575,30580085625,8326769050,20251218
488280,에스투더블유,155054,329860,174806,4706211100,9970865525,5264654425,20251218
125490,한라캐스트,1511978,1683798,171820,25196230735,27810599745,2614369010,20251218
486990,노타,549466,721109,171643,22193828600,28889024350,6695195750,20251218
018000,유니슨,281848,450980,169132,348208544,557323578,209115034,20251218
032820,우리기술,438937,605073,166136,1605379064,2210957812,605578748,20251218
011200,HMM,238502,404477,165975,4878568700,8266685075,3388116375,20251218
010170,대한광통신,727957,865621,137664,1672344617,1979892449,307547832,20251218
000520,삼일제약,67325,202780,135455,691714310,2104374405,1412660095,20251218
006340,대원전선,770758,903809,133051,2927839995,3446129207,518289212,20251218
456010,아이씨티케이,78874,211610,132736,1173968810,3151486730,1977517920,20251218
041190,우리기술투자,129259,260660,131401,955025505,1915355045,960329540,20251218
000270,기아,321955,440963,119008,38696120739,52983636189,14287515450,20251218
330590,롯데리츠,131871,248494,116623,514316810,968852964,454536154,20251218
415640,KB발해인프라,14276,127676,113400,140186935,1250811975,1110625040,20251218
003380,하림지주,276207,388425,112218,2821731345,3956883680,1135152335,20251218
084370,유진테크,61832,170228,108396,4488497200,12231659000,7743161800,20251218
241520,DSC인베스트먼트,126342,230367,104025,917825615,1656055835,738230220,20251218
006730,서부T&D,158797,260029,101232,1952740490,3186640235,1233899745,20251218
010580,에스엠벡셀,51887,150656,98769,99383528,288297235,188913707,20251218
314130,지놈앤컴퍼니,276409,373523,97114,1593843445,2154320325,560476880,20251218
003530,한화투자증권,247650,342341,94691,1134056852,1565691650,431634798,20251218
009420,한올바이오파마,82648,176215,93567,3486782350,7424272650,3937490300,20251218
099440,스맥,90183,181362,91179,596441495,1180512920,584071425,20251218
476040,오가노이드사이언스,393771,484259,90488,17404302225,21389971775,3985669550,20251218
119850,지엔씨에너지,41567,126656,85089,1299575125,3926539275,2626964150,20251218
089970,브이엠,143245,227616,84371,4187299475,6661265900,2473966425,20251218
001390,KG케미칼,85075,165042,79967,489036270,949304195,460267925,20251218
067390,아스트,124581,203158,78577,72735136,118375437,45640301,20251218
014940,오리엔탈정공,31140,109683,78543,244962370,862436805,617474435,20251218
041020,폴라리스오피스,28292,103243,74951,124098170,453221474,329123304,20251218
403850,더핑크퐁컴퍼니,90956,165699,74743,2282886375,4162271200,1879384825,20251218
115180,큐리언트,43084,116109,73025,1224636800,3283847150,2059210350,20251218
389500,에스비비테크,136310,208432,72122,5505450375,8393689900,2888239525,20251218
468530,프로티나,146295,216674,70379,13752648750,20397790550,6645141800,20251218
298380,에이비엘바이오,146149,216442,70293,27083079600,40103110900,13020031300,20251218
353200,대덕전자,328629,398249,69620,15614780300,18922757975,3307977675,20251218
174900,앱클론,56621,121587,64966,2129770050,4526301300,2396531250,20251218
055550,신한지주,555787,619982,64195,42411009400,47310874650,4899865250,20251218
232140,와이씨,90418,152733,62315,1217872215,2049635330,831763115,20251218
001200,유진투자증권,69818,131859,62041,236076895,447547396,211470501,20251218
128820,대성산업,17792,78035,60243,208519430,913795790,705276360,20251218
377300,카카오페이,106795,166820,60025,4701415625,7334652600,2633236975,20251218
002900,TYM,41041,100697,59656,259775665,643281970,383506305,20251218
220100,퓨쳐켐,168913,228493,59580,5204183300,7061122050,1856938750,20251218
136480,하림,68266,127768,59502,205945665,385932860,179987195,20251218
035420,NAVER,260753,320186,59433,60167603228,73903509228,13735906000,20251218
030000,제일기획,112009,170703,58694,2582488950,3929840600,1347351650,20251218
464490,쿼드메디슨,989903,1048346,58443,24444399675,25708916125,1264516450,20251218
012510,더존비즈온,101902,159065,57163,8661664600,13291813650,4630149050,20251218
036810,에프에스티,141407,198409,57002,4105030900,5786282750,1681251850,20251218
047810,한국항공우주,137503,193904,56401,14994560250,21194616500,6200056250,20251218
003490,대한항공,402963,459297,56334,8848203950,10101347350,1253143400,20251218
058820,CMG제약,53142,109263,56121,102701152,211166158,108465006,20251218
035810,이지홀딩스,10326,64977,54651,47479765,299126238,251646473,20251218
001510,SK증권,180310,234549,54239,115703683,151237466,35533783,20251218
287840,인투셀,68180,121917,53737,4049630100,7232377900,3182747800,20251218
007660,이수페타시스,463263,516949,53686,56736808900,63318717850,6581908950,20251218
075580,세진중공업,64576,118021,53445,1099569620,2007731820,908162200,20251218
014280,금강공업,123356,176763,53407,836488220,1192974415,356486195,20251218
141080,리가켐바이오,43188,96576,53388,7169996850,16038199900,8868203050,20251218
123410,코리아에프티,88944,142054,53110,744208840,1189112685,444903845,20251218
