티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금,날짜
171090,선익시스템,11682,12239,557,614045100,641210850,27165750,20251218
051500,CJ프레시웨이,2128,2681,553,58023650,72894700,14871050,20251218
039490,키움증권,52338,52880,542,14508241163,14647596413,139355250,20251218
006110,삼아알미늄,8322,8864,542,203705050,217130650,13425600,20251218
003120,일성아이에스,1861,2393,532,41354100,53345650,11991550,20251218
317450,명인제약,8335,8834,499,618491450,654911350,36419900,20251218
003555,LG우,1137,1615,478,76436500,108605200,32168700,20251218
018310,삼목에스폼,1783,2251,468,35619880,45107570,9487690,20251218
036560,KZ정밀,5797,6189,392,88639290,94743880,6104590,20251218
285490,노바텍,4710,5086,376,97925425,106112100,8186675,20251218
001460,BYC,1427,1782,355,62099800,77219350,15119550,20251218
214430,아이쓰리시스템,6033,6318,285,409257600,429313700,20056100,20251218
005710,대원산업,9638,9897,259,138922370,142236460,3314090,20251218
034950,한국기업평가,405,647,242,40261400,64316300,24054900,20251218
003300,한일홀딩스,4892,5128,236,86620570,90495620,3875050,20251218
003547,대신증권2우B,2442,2665,223,49108750,53555950,4447200,20251218
067280,멀티캠퍼스,197,408,211,6468450,13408475,6940025,20251218
206650,유바이오로직스,47566,47758,192,577217620,582394390,5176770,20251218
057050,현대홈쇼핑,782,968,186,43650200,54009900,10359700,20251218
000140,하이트진로홀딩스,5311,5495,184,53739690,55541010,1801320,20251218
001130,대한제분,1054,1212,158,160753500,184766800,24013300,20251218
280360,롯데웰푸드,2997,3155,158,359979900,378677900,18698000,20251218
003960,사조대림,3047,3187,140,114940350,119595950,4655600,20251218
179290,엠아이텍,6248,6283,35,38799580,39045680,246100,20251218
006405,삼성SDI우,2566,2569,3,444089400,444326600,237200,20251218
003545,대신증권우,4137,4134,-3,86215875,85918200,-297675,20251218
092230,KPX홀딩스,412,373,-39,31034400,28013500,-3020900,20251218
001940,KISCO홀딩스,480,368,-112,12719500,9712200,-3007300,20251218
000157,두산2우B,536,424,-112,225178000,177188000,-47990000,20251218
042420,네오위즈홀딩스,2371,2255,-116,62926400,59903750,-3022650,20251218
226320,잇츠한불,2956,2822,-134,34384205,32799210,-1584995,20251218
450950,아스테라시스,50008,49862,-146,610088040,606746120,-3341920,20251218
286940,롯데이노베이트,2789,2638,-151,55628190,52636730,-2991460,20251218
058650,세아홀딩스,203,33,-170,25331600,4116400,-21215200,20251218
003070,코오롱글로벌,3421,3172,-249,31986100,29578580,-2407520,20251218
016800,퍼시스,698,449,-249,34557650,22202700,-12354950,20251218
272550,삼양패키징,1957,1623,-334,27687495,22970910,-4716585,20251218
453340,현대그린푸드,5000,4657,-343,81396280,75626280,-5770000,20251218
002960,한국쉘석유,430,78,-352,197740500,35912500,-161828000,20251218
271980,제일약품,5158,4799,-359,81867650,76321480,-5546170,20251218
058430,포스코스틸리온,3766,3383,-383,150721700,135840500,-14881200,20251218
020560,아시아나항공,17477,17090,-387,142028810,138880820,-3147990,20251218
060720,KH바텍,26364,25953,-411,298233740,294462125,-3771615,20251218
487570,HS효성,2084,1659,-425,130993550,104621100,-26372450,20251218
115310,인포바인,2177,1748,-429,146596550,117483650,-29112900,20251218
002350,넥센타이어,64475,64045,-430,515905295,511220650,-4684645,20251218
210980,SK디앤디,1750,1299,-451,22205580,16493330,-5712250,20251218
268280,미원에스씨,1026,559,-467,144826800,78452900,-66373900,20251218
051600,한전KPS,36993,36505,-488,1928203600,1897802100,-30401500,20251218
039570,HDC랩스,1340,848,-492,11436910,7197750,-4239160,20251218
036030,케이티알파,7893,7305,-588,45359390,42058550,-3300840,20251218
003650,미창석유,1159,566,-593,138753000,67548800,-71204200,20251218
002840,미원상사,754,161,-593,115919900,24600600,-91319300,20251218
00104K,CJ4우(전환),1707,1111,-596,263290800,171499400,-91791400,20251218
065660,안트로젠,4017,3419,-598,159840600,136412400,-23428200,20251218
001630,종근당홀딩스,1109,502,-607,54306150,24545000,-29761150,20251218
403550,쏘카,656,33,-623,7658540,385090,-7273450,20251218
005610,SPC삼립,2970,2322,-648,158521500,123661500,-34860000,20251218
003240,태광산업,726,63,-663,572504000,49763000,-522741000,20251218
009450,경동나비엔,13968,13173,-795,791836100,748169050,-43667050,20251218
025620,차AI헬스케어,9201,8354,-847,110055140,100291460,-9763680,20251218
004700,조광피혁,1005,140,-865,69495300,9719300,-59776000,20251218
102260,동성케미컬,20289,19342,-947,90862449,85942745,-4919704,20251218
086390,유니테스트,25182,24211,-971,345364690,332495140,-12869550,20251218
000320,노루홀딩스,10068,9074,-994,228062675,205701400,-22361275,20251218
306200,세아제강,1442,423,-1019,169923600,49929100,-119994500,20251218
377190,디앤디플랫폼리츠,90277,89208,-1069,303970296,298636795,-5333501,20251218
002030,아세아,1464,387,-1077,507340500,134257500,-373083000,20251218
267980,매일유업,3631,2507,-1124,129639300,89547650,-40091650,20251218
200130,콜마비앤에이치,13313,12083,-1230,174172160,158401730,-15770430,20251218
028260,삼성물산,112004,110737,-1267,26945439750,26627813250,-317626500,20251218
007160,사조산업,3643,2363,-1280,216725250,139940800,-76784450,20251218
241770,메카로,4848,3553,-1295,99445050,72776700,-26668350,20251218
236200,슈프리마,5621,4316,-1305,207028100,158932700,-48095400,20251218
176750,듀켐바이오,5833,4495,-1338,49368120,37857830,-11510290,20251218
230360,에코마케팅,21115,19750,-1365,237600445,222520520,-15079925,20251218
278280,천보,22379,20935,-1444,1119419875,1048708325,-70711550,20251218
001750,한양증권,6348,4873,-1475,120647130,93004740,-27642390,20251218
006120,SK디스커버리,3689,2211,-1478,219978800,131666600,-88312200,20251218
008770,호텔신라,30420,28922,-1498,1359576425,1294314550,-65261875,20251218
372170,윤성에프앤씨,3792,2264,-1528,118352700,71099100,-47253600,20251218
377450,리파인,3046,1505,-1541,39490970,19541990,-19948980,20251218
180640,한진칼,47043,45480,-1563,5307768950,5135557900,-172211050,20251218
071055,한국금융지주우,13052,11486,-1566,1585226450,1395732800,-189493650,20251218
123860,아나패스,6895,5322,-1573,118451780,91495660,-26956120,20251218
015860,일진홀딩스,33537,31948,-1589,240798980,228748000,-12050980,20251218
003800,에이스침대,2567,967,-1600,80504150,30376600,-50127550,20251218
001045,CJ우,2764,1132,-1632,240749350,98735200,-142014150,20251218
101530,해태제과식품,3784,2149,-1635,25924430,14667800,-11256630,20251218
131290,티에스이,11423,9775,-1648,604624450,515805600,-88818850,20251218
478340,나라스페이스테크놀로지,527004,525340,-1664,16703765750,16575214700,-128551050,20251218
029460,케이씨,9466,7794,-1672,231106175,190361200,-40744975,20251218
084010,대한제강,4916,3222,-1694,89577900,58608990,-30968910,20251218
004000,롯데정밀화학,16758,15060,-1698,775882525,696959100,-78923425,20251218
043150,바텍,3910,2203,-1707,76188580,42947210,-33241370,20251218
007310,오뚜기,2560,665,-1895,993346000,258028500,-735317500,20251218
035150,백산,9981,8073,-1908,131373010,106233100,-25139910,20251218
090435,아모레퍼시픽우,7925,6014,-1911,342132550,258560150,-83572400,20251218
267260,HD현대일렉트릭,40477,38525,-1952,32148656000,30633338000,-1515318000,20251218
145990,삼양사,4168,2124,-2044,209714950,106947800,-102767150,20251218
017390,서울가스,2305,257,-2048,151151700,16876800,-134274900,20251218
126700,하이비젼시스템,16443,14379,-2064,259874340,227387670,-32486670,20251218
025860,남해화학,8179,6094,-2085,54924530,41034420,-13890110,20251218
002320,한진,5863,3777,-2086,120622900,77733300,-42889600,20251218
295310,에이치브이엠,475581,473459,-2122,19456217475,19266697375,-189520100,20251218
014830,유니드,8648,6518,-2130,599718350,451576100,-148142250,20251218
029530,신도리코,4210,2024,-2186,217355700,104556900,-112798800,20251218
389020,자람테크놀로지,6883,4694,-2189,234215650,159900050,-74315600,20251218
475560,더본코리아,4576,2377,-2199,112503650,58090700,-54412950,20251218
036540,SFA반도체,93054,90687,-2367,369848656,360365847,-9482809,20251218
001120,LX인터내셔널,36816,34422,-2394,1226640725,1144484575,-82156150,20251218
002810,삼영무역,7390,4900,-2490,122698360,81412130,-41286230,20251218
001820,삼화콘덴서,20838,18326,-2512,659080050,580973125,-78106925,20251218
015360,INVENI,6310,3776,-2534,426513500,255446300,-171067200,20251218
037710,광주신세계,3967,1430,-2537,127040000,45884775,-81155225,20251218
214450,파마리서치,22277,19724,-2553,8316384000,7360888500,-955495500,20251218
009290,광동제약,16050,13495,-2555,97917070,82429310,-15487760,20251218
200710,에이디테크놀로지,42228,39617,-2611,1120062475,1050568650,-69493825,20251218
348370,엔켐,33157,30523,-2634,2067984100,1902788850,-165195250,20251218
033640,네패스,20649,18002,-2647,329115020,286924430,-42190590,20251218
052400,코나아이,22611,19953,-2658,1078260250,951899250,-126361000,20251218
376270,HEM파마,10826,8051,-2775,512019450,380654375,-131365075,20251218
009240,한샘,11368,8584,-2784,518518900,391715175,-126803725,20251218
357780,솔브레인,8222,5437,-2785,2098044500,1383162000,-714882500,20251218
036530,SNT홀딩스,8201,5410,-2791,498166750,329286050,-168880700,20251218
053610,프로텍,9584,6697,-2887,312023700,217081500,-94942200,20251218
365340,성일하이텍,11357,8381,-2976,460809925,340854300,-119955625,20251218
271940,일진하이솔루스,8835,5810,-3025,122304310,80194070,-42110240,20251218
079960,동양이엔피,5859,2829,-3030,148793300,71771550,-77021750,20251218
018670,SK가스,4984,1952,-3032,1169437000,457808500,-711628500,20251218
004690,삼천리,4419,1382,-3037,572239500,178995300,-393244200,20251218
457550,우진엔텍,15182,12144,-3038,313933000,250894325,-63038675,20251218
352480,씨앤씨인터내셔널,5773,2711,-3062,180703450,84888750,-95814700,20251218
003030,세아제강지주,3897,707,-3190,519101450,94229050,-424872400,20251218
372320,큐로셀,37039,33816,-3223,1660346700,1501307750,-159038950,20251218
069080,웹젠,16498,13214,-3284,221967320,177678840,-44288480,20251218
092130,이크레더블,4760,1473,-3287,85471830,26399380,-59072450,20251218
051905,LG생활건강우,3507,207,-3300,396616300,23455600,-373160700,20251218
005500,삼진제약,6942,3636,-3306,140531125,73341650,-67189475,20251218
02826K,삼성물산우B,6501,3159,-3342,959492700,466439000,-493053700,20251218
002380,KCC,7513,4088,-3425,3126831000,1697913250,-1428917750,20251218
005810,풍산홀딩스,7471,4034,-3437,276043375,148793250,-127250125,20251218
215000,골프존,5712,2245,-3467,343369000,135083500,-208285500,20251218
016590,신대양제지,8944,5410,-3534,117018110,70781825,-46236285,20251218
067080,대화제약,76867,73310,-3557,1389420650,1325445365,-63975285,20251218
000490,대동,25308,21746,-3562,245337680,210797880,-34539800,20251218
111770,영원무역,33796,30186,-3610,2993591600,2668996500,-324595100,20251218
005389,현대차3우B,5438,1806,-3632,1078929550,358994850,-719934700,20251218
089590,제주항공,9574,5834,-3740,51205970,31170820,-20035150,20251218
009155,삼성전기우,7314,3507,-3807,871626100,417873000,-453753100,20251218
096760,JW홀딩스,29657,25810,-3847,111468387,97094150,-14374237,20251218
071320,지역난방공사,11813,7962,-3851,1232517050,826831300,-405685750,20251218
389260,대명에너지,10792,6929,-3863,204913060,131840590,-73072470,20251218
399720,가온칩스,9701,5815,-3886,443245225,265880250,-177364975,20251218
192820,코스맥스,24445,20537,-3908,4113229650,3457892200,-655337450,20251218
034810,해성산업,19885,15932,-3953,167149790,134113025,-33036765,20251218
030200,KT,43970,39994,-3976,2399966665,2188833465,-211133200,20251218
058970,엠로,20662,16632,-4030,732134350,587192050,-144942300,20251218
144510,지씨셀,20534,16473,-4061,512099300,413484350,-98614950,20251218
002150,도화엔지니어링,5320,1245,-4075,34050450,7947740,-26102710,20251218
104700,한국철강,6244,2156,-4088,62449460,21570970,-40878490,20251218
047920,HLB제약,19359,15270,-4089,283446930,223912310,-59534620,20251218
000810,삼성화재,47989,43900,-4089,23318217500,21356012250,-1962205250,20251218
004800,효성,37018,32871,-4147,4408771950,3913334800,-495437150,20251218
215200,메가스터디교육,6531,2328,-4203,289236375,103108850,-186127525,20251218
079550,LIG넥스원,33652,29339,-4313,12918116000,11273751250,-1644364750,20251218
039840,디오,5770,1453,-4317,96139400,24268130,-71871270,20251218
053210,스카이라이프,8103,3725,-4378,43693980,20069220,-23624760,20251218
285130,SK케미칼,15351,10930,-4421,1074335250,765290900,-309044350,20251218
093050,LF,16488,12009,-4479,324029270,235547810,-88481460,20251218
030210,다올투자증권,9455,4940,-4515,33141790,17366850,-15774940,20251218
069260,TKG휴켐스,36311,31796,-4515,715278320,623048810,-92229510,20251218
001680,대상,35048,30525,-4523,742877975,647243050,-95634925,20251218
013120,동원개발,12815,8267,-4548,36903097,23748200,-13154897,20251218
065680,우주일렉트로,9141,4523,-4618,327636900,161907900,-165729000,20251218
200670,휴메딕스,39225,34556,-4669,1656324125,1461955800,-194368325,20251218
00088K,한화3우B,17128,12413,-4715,614162350,445974475,-168187875,20251218
481070,에이유브랜즈,17698,12917,-4781,379901800,276728700,-103173100,20251218
199430,케이엔알시스템,17879,13063,-4816,456616450,331652625,-124963825,20251218
445090,에이직랜드,8810,3991,-4819,230006925,104235500,-125771425,20251218
017940,E1,7644,2817,-4827,686195700,252935400,-433260300,20251218
030190,NICE평가정보,65045,60208,-4837,1159553690,1071449740,-88103950,20251218
126560,현대퓨처넷,8790,3944,-4846,28083015,12607240,-15475775,20251218
060370,LS마린솔루션,140937,135994,-4943,4466328575,4307749800,-158578775,20251218
140860,파크시스템스,25046,20095,-4951,5234459500,4197596750,-1036862750,20251218
005180,빙그레,11644,6664,-4980,886576400,506781500,-379794900,20251218
007340,DN오토모티브,71283,66270,-5013,1871357975,1745616300,-125741675,20251218
381970,케이카,21292,16228,-5064,353559110,269349260,-84209850,20251218
001530,DI동일,29523,24370,-5153,588713925,487612650,-101101275,20251218
121440,골프존홀딩스,13678,8486,-5192,72457095,45193840,-27263255,20251218
207940,삼성바이오로직스,19850,14533,-5317,34737727000,25486170500,-9251556500,20251218
017890,한국알콜,6945,1561,-5384,77528470,17394670,-60133800,20251218
256940,킵스파마,12701,7281,-5420,144683550,82377120,-62306430,20251218
199820,제일일렉트릭,22462,17022,-5440,195407755,148031070,-47376685,20251218
053690,한미글로벌,10306,4800,-5506,183009020,85279360,-97729660,20251218
014820,동원시스템즈,7252,1710,-5542,190779300,44860000,-145919300,20251218
028100,동아지질,27417,21840,-5577,468586830,373310045,-95276785,20251218
102710,이엔에프테크놀로지,19921,14166,-5755,869066675,617369000,-251697675,20251218
298020,효성티앤씨,10559,4801,-5758,2471649500,1133269500,-1338380000,20251218
950210,프레스티지바이오파마,25558,19747,-5811,332506300,255609670,-76896630,20251218
098070,한텍,25837,20012,-5825,838677875,648552525,-190125350,20251218
007690,국도화학,7081,1246,-5835,231149100,40585900,-190563200,20251218
005720,넥센,14082,8213,-5869,88475865,51333190,-37142675,20251218
032190,다우데이타,53061,47170,-5891,1055592810,933354570,-122238240,20251218
011210,현대위아,123493,117588,-5905,9018928650,8573583400,-445345250,20251218
298050,HS효성첨단소재,8984,2983,-6001,1667501800,553811100,-1113690700,20251218
126720,수산인더스트리,11572,5508,-6064,247800550,117991350,-129809200,20251218
006040,동원산업,38256,32179,-6077,1753461750,1476022325,-277439425,20251218
016580,환인제약,6854,743,-6111,79115360,8579550,-70535810,20251218
000120,CJ대한통운,63397,57265,-6132,6326467450,5730226300,-596241150,20251218
322310,오로스테크놀로지,14151,7917,-6234,320817575,177869850,-142947725,20251218
108670,LX하우시스,8166,1927,-6239,241685275,56947300,-184737975,20251218
064400,LG씨엔에스,112864,106551,-6313,7159366700,6746326700,-413040000,20251218
037460,삼지전자,11551,5179,-6372,163736100,73361960,-90374140,20251218
119610,인터로조,10564,3918,-6646,182948440,67981660,-114966780,20251218
051915,LG화학우,28478,21814,-6664,4926618700,3777550150,-1149068550,20251218
182360,큐브엔터,14255,7337,-6918,191870170,99144755,-92725415,20251218
036830,솔브레인홀딩스,14476,7544,-6932,547660800,285007725,-262653075,20251218
089860,롯데렌탈,14163,7194,-6969,454506050,230825350,-223680700,20251218
375500,DL이앤씨,50402,43421,-6981,2131834575,1835946275,-295888300,20251218
237880,클리오,14768,7772,-6996,200014300,105277710,-94736590,20251218
018290,브이티,76312,69311,-7001,1362497510,1241284245,-121213265,20251218
001500,현대차증권,19057,12012,-7045,152428840,96353990,-56074850,20251218
005680,삼영전자,10068,3001,-7067,107301170,31923090,-75378080,20251218
009680,모토닉,10598,3397,-7201,119196210,38187770,-81008440,20251218
420770,기가비스,10565,3345,-7220,318875750,100878750,-217997000,20251218
357120,코람코라이프인프라리츠,25038,17724,-7314,106533730,75301215,-31232515,20251218
100120,뷰웍스,7974,541,-7433,157955250,10708860,-147246390,20251218
078350,한양디지텍,36323,28878,-7445,700524975,558756775,-141768200,20251218
005090,SGC에너지,7998,424,-7574,189619050,10034050,-179585000,20251218
044450,KSS해운,14258,6672,-7586,135966940,63691680,-72275260,20251218
008730,율촌화학,21014,13223,-7791,589210100,370568150,-218641950,20251218
000480,CR홀딩스,10510,2668,-7842,52732155,13360340,-39371815,20251218
032350,롯데관광개발,301403,293517,-7886,6682863475,6466533325,-216330150,20251218
383310,에코프로에이치엔,15581,7690,-7891,406343425,199733600,-206609825,20251218
049070,인탑스,19505,11600,-7905,296430180,176434920,-119995260,20251218
031210,서울보증보험,27453,19503,-7950,1370438325,973535800,-396902525,20251218
089980,상아프론테크,16697,8729,-7968,273738500,143064000,-130674500,20251218
002020,코오롱,18400,10206,-8194,943907550,522523750,-421383800,20251218
110990,디아이티,23663,15433,-8230,323761385,211507140,-112254245,20251218
003540,대신증권,28111,19881,-8230,762635425,538584225,-224051200,20251218
095660,네오위즈,30300,21895,-8405,761142050,549988150,-211153900,20251218
229640,LS에코에너지,39100,30678,-8422,1377114950,1079636500,-297478450,20251218
259960,크래프톤,36330,27905,-8425,8817254000,6776562500,-2040691500,20251218
215600,신라젠,202823,194374,-8449,706040577,675325368,-30715209,20251218
060150,인선이엔티,21629,13070,-8559,95691080,57875141,-37815939,20251218
454910,두산로보틱스,51720,43118,-8602,4062931900,3382964250,-679967650,20251218
388720,유일로보틱스,59683,51074,-8609,5186919500,4408070800,-778848700,20251218
083650,비에이치아이,251915,243299,-8616,13920984850,13386797400,-534187450,20251218
004980,성신양회,37172,28272,-8900,381197730,287638055,-93559675,20251218
000250,삼천당제약,22811,13830,-8981,5104657500,3100339000,-2004318500,20251218
078340,컴투스,18198,9205,-8993,530108950,268601200,-261507750,20251218
371950,풍원정밀,15837,6683,-9154,145350340,60913730,-84436610,20251218
004430,송원산업,12262,3092,-9170,111480105,28126320,-83353785,20251218
000430,대원강업,15951,6611,-9340,61066925,25251425,-35815500,20251218
151860,KG에코솔루션,26488,17068,-9420,157369245,101370410,-55998835,20251218
039130,하나투어,23972,14496,-9476,1152400500,697149950,-455250550,20251218
138610,나이벡,117860,108320,-9540,5066335400,4619182350,-447153050,20251218
344820,KCC글라스,11805,2086,-9719,313676625,55463950,-258212675,20251218
095570,AJ네트웍스,25138,15257,-9881,115808162,70261000,-45547162,20251218
0120G0,삼양바이오팜,35587,25459,-10128,2218430750,1577674650,-640756100,20251218
137310,에스디바이오센서,31209,21059,-10150,281994750,190366510,-91628240,20251218
003220,대원제약,12484,2268,-10216,152469030,27628460,-124840570,20251218
241710,코스메카코리아,37329,27100,-10229,2695788000,1956594900,-739193100,20251218
064960,SNT모티브,30190,19917,-10273,1026519600,677575950,-348943650,20251218
348210,넥스틴,27551,17197,-10354,1815131700,1131320900,-683810800,20251218
474650,링크솔루션,97854,87374,-10480,5070405900,4438623325,-631782575,20251218
016380,KG스틸,54131,43548,-10583,294628740,237144860,-57483880,20251218
000500,가온전선,23072,12432,-10640,1878153700,1009506800,-868646900,20251218
020000,한섬,56449,45808,-10641,933805460,757496180,-176309280,20251218
067310,하나마이크론,426460,415716,-10744,10519396875,10205930125,-313466750,20251218
462870,시프트업,14722,3844,-10878,530853825,138675650,-392178175,20251218
027410,BGF,26560,15658,-10902,107588825,63456809,-44132016,20251218
336370,솔루스첨단소재,54380,43406,-10974,407340475,324876100,-82464375,20251218
083450,GST,72641,61629,-11012,1718275650,1451710825,-266564825,20251218
011500,한농화성,22467,11369,-11098,336265780,170344540,-165921240,20251218
023530,롯데쇼핑,35492,24379,-11113,2698836200,1852409850,-846426350,20251218
079370,제우스,44176,33012,-11164,584321420,436880320,-147441100,20251218
084850,아이티엠반도체,15295,4074,-11221,155541990,41494640,-114047350,20251218
017670,SK텔레콤,222917,211647,-11270,11794673600,11204538000,-590135600,20251218
395400,SK리츠,162355,151051,-11304,941653480,875691880,-65961600,20251218
028300,HLB,86580,75224,-11356,3976696850,3454874675,-521822175,20251218
404990,신한서부티엔디리츠,28841,17327,-11514,102117045,61140830,-40976215,20251218
011760,현대코퍼레이션,16251,4394,-11857,361369025,97594350,-263774675,20251218
036890,진성티이씨,45060,33029,-12031,602405610,441565540,-160840070,20251218
001040,CJ,27536,15474,-12062,4797977500,2695825100,-2102152400,20251218
189300,인텔리안테크,32459,20322,-12137,1593708150,997343750,-596364400,20251218
096530,씨젠,36462,24214,-12248,886393425,589218000,-297175425,20251218
196170,알테오젠,111609,99306,-12303,47800218500,42470743500,-5329475000,20251218
243070,휴온스,19237,6876,-12361,557230050,198710750,-358519300,20251218
003850,보령,69346,56796,-12550,634160110,519189330,-114970780,20251218
066575,LG전자우,20454,7879,-12575,1020194625,393831050,-626363575,20251218
298040,효성중공업,31483,18764,-12719,57423813000,34186189000,-23237624000,20251218
456040,OCI,16469,3708,-12761,978399350,220457100,-757942250,20251218
005850,에스엘,62554,49724,-12830,2645745825,2099846575,-545899250,20251218
425420,티에프이,63306,50285,-13021,2261412150,1782137650,-479274500,20251218
004490,세방전지,23209,10095,-13114,1507998700,653827000,-854171700,20251218
267270,HD현대건설기계,82214,68972,-13242,8215674450,6905866700,-1309807750,20251218
358570,지아이이노베이션,117328,104028,-13300,2003491295,1776465685,-227025610,20251218
192650,드림텍,30198,16577,-13621,206970095,113877050,-93093045,20251218
032830,삼성생명,123416,109762,-13654,18729540400,16660996300,-2068544100,20251218
000670,영풍,30956,17226,-13730,1741425400,964094300,-777331100,20251218
005440,현대지에프홀딩스,45357,31235,-14122,393011485,270661485,-122350000,20251218
101730,위메이드맥스,18399,4177,-14222,115411690,26290340,-89121350,20251218
005880,대한해운,334158,319880,-14278,613459426,587973026,-25486400,20251218
006260,LS,62462,48091,-14371,11401105600,8781447800,-2619657800,20251218
003550,LG,62139,47675,-14464,5074328650,3891107450,-1183221200,20251218
085660,차바이오텍,105399,90613,-14786,1524938170,1308699255,-216238915,20251218
130660,한전산업,22099,7236,-14863,237674875,77884190,-159790685,20251218
095700,제넥신,38737,23779,-14958,183401370,112923105,-70478265,20251218
033790,피노,167470,152499,-14971,903306125,809324830,-93981295,20251218
183190,아세아시멘트,49494,34475,-15019,619707935,429132200,-190575735,20251218
086890,이수앱지스,39791,24732,-15059,224023565,138586710,-85436855,20251218
006650,대한유화,37799,22734,-15065,5468488750,3288455550,-2180033200,20251218
417200,LS머트리얼즈,125398,109939,-15459,1574781570,1379223385,-195558185,20251218
322000,HD현대에너지솔루션,48815,33279,-15536,2829889800,1937187900,-892701900,20251218
081660,미스토홀딩스,58756,43178,-15578,2657152400,1951557550,-705594850,20251218
475150,SK이터닉스,108663,93015,-15648,2337262150,1982172925,-355089225,20251218
030610,교보증권,43640,27913,-15727,419562685,268445670,-151117015,20251218
137400,피엔티,33260,17497,-15763,1285761725,676551175,-609210550,20251218
293940,신한알파리츠,47245,31405,-15840,258226855,171296560,-86930295,20251218
000210,DL,24917,8983,-15934,964703500,348364000,-616339500,20251218
299030,하나기술,30943,14967,-15976,965121350,469092100,-496029250,20251218
206640,바디텍메드,23164,7110,-16054,301070680,92665460,-208405220,20251218
025320,시노펙스,67272,51183,-16089,444757920,337382360,-107375560,20251218
204270,제이앤티씨,43864,27695,-16169,873961815,551729390,-322232425,20251218
012450,한화에어로스페이스,53519,37315,-16204,45769680500,31872317500,-13897363000,20251218
008930,한미사이언스,48302,31955,-16347,1801461100,1191214450,-610246650,20251218
007390,네이처셀,60405,44043,-16362,1328207725,971093650,-357114075,20251218
025900,동화기업,29066,12537,-16529,257870920,110916950,-146953970,20251218
272450,진에어,26757,10035,-16722,184707500,69432530,-115274970,20251218
018250,애경산업,23914,7037,-16877,328663495,95741660,-232921835,20251218
293490,카카오게임즈,44827,27768,-17059,687311995,425978660,-261333335,20251218
251270,넷마블,130901,113841,-17060,6333659525,5510201125,-823458400,20251218
317330,덕산테코피아,32625,15337,-17288,572866610,269993630,-302872980,20251218
029780,삼성카드,32600,15267,-17333,1794332050,839495300,-954836750,20251218
183300,코미코,29516,12153,-17363,2419394650,996602300,-1422792350,20251218
003610,방림,20777,3274,-17503,123068690,19381860,-103686830,20251218
015750,성우하이텍,162685,145174,-17511,1092769110,971348940,-121420170,20251218
241560,두산밥캣,58966,41302,-17664,3495145000,2448200150,-1046944850,20251218
046890,서울반도체,24563,6682,-17881,154398270,41947755,-112450515,20251218
099320,쎄트렉아이,37672,19753,-17919,2187074900,1140883450,-1046191450,20251218
216080,제테마,29620,11629,-17991,165946185,65588990,-100357195,20251218
000390,삼화페인트,1043284,1025281,-18003,7595562890,7452715215,-142847675,20251218
338220,뷰노,28709,10410,-18299,631938725,228742925,-403195800,20251218
161890,한국콜마,42861,24388,-18473,2687877950,1531046800,-1156831150,20251218
300080,플리토,50301,31750,-18551,810182935,509798210,-300384725,20251218
138490,코오롱ENP,24203,5569,-18634,203289450,46666490,-156622960,20251218
252990,샘씨엔에스,85379,66744,-18635,567464860,444614530,-122850330,20251218
068270,셀트리온,81234,62547,-18687,14829422700,11425238450,-3404184250,20251218
035510,신세계 I&C,71335,52606,-18729,1242436330,908805260,-333631070,20251218
377740,바이오노트,21463,2715,-18748,119870440,15178480,-104691960,20251218
062040,산일전기,78900,59984,-18916,10669288700,8108509050,-2560779650,20251218
378340,필에너지,22904,3851,-19053,288503210,48608085,-239895125,20251218
033780,KT&G,107489,88299,-19190,15504099458,12727879358,-2776220100,20251218
308430,셀비온,55779,36509,-19270,1324269000,867914800,-456354200,20251218
459510,나우로보틱스,66150,46765,-19385,1468369525,1037869525,-430500000,20251218
013890,지누스,27031,7641,-19390,329068470,92533820,-236534650,20251218
117580,대성에너지,27038,7482,-19556,220772385,60658780,-160113605,20251218
077970,STX엔진,83399,63837,-19562,3112650700,2365075900,-747574800,20251218
309710,아이티켐,55626,35899,-19727,2035633650,1311097450,-724536200,20251218
450080,에코프로머티,58919,39060,-19859,3361825450,2217066450,-1144759000,20251218
000240,한국앤컴퍼니,84779,64901,-19878,2237096650,1712824275,-524272375,20251218
090430,아모레퍼시픽,45436,25437,-19999,5441739600,3045111900,-2396627700,20251218
140410,메지온,108536,88424,-20112,9763708300,7909422500,-1854285800,20251218
424870,이뮨온시아,498297,478155,-20142,6697732950,6320989350,-376743600,20251218
042000,카페24,53520,33260,-20260,1633455325,1014472600,-618982725,20251218
194480,데브시스터즈,38603,17829,-20774,1112945400,514842525,-598102875,20251218
000050,경방,142768,121701,-21067,1422920420,1214505700,-208414720,20251218
122640,예스티,26302,5063,-21239,448008010,86397220,-361610790,20251218
086520,에코프로,552014,530597,-21417,55139246000,52943345500,-2195900500,20251218
144960,뉴파워프라즈마,35564,13803,-21761,170535878,66230185,-104305693,20251218
145020,휴젤,82219,60347,-21872,19573538250,14362863750,-5210674500,20251218
290690,소룩스,431765,409784,-21981,1776359441,1703985008,-72374433,20251218
079160,CJ CGV,133165,111152,-22013,793114585,659443700,-133670885,20251218
123890,한국자산신탁,35231,13057,-22174,88352620,32721665,-55630955,20251218
005387,현대차2우B,32184,9972,-22212,6519179500,2024819750,-4494359750,20251218
108860,셀바스AI,52999,30771,-22228,625495800,362373370,-263122430,20251218
