티커,종목명,날짜,외국인순매수,기관순매수
130660,한전산업,20260511,-17410,-1952
376270,HEM파마,20260511,-2633,-1144
168360,펨트론,20260511,148357,920
099190,아이센스,20260511,37949,-31305
009410,태영건설,20260511,-159149,-1008
014830,유니드,20260511,1731,-13559
039440,에스티아이,20260511,2573,-6478
042000,카페24,20260511,-85009,-24115
452260,한화갤러리아,20260511,-154752,-716
122640,예스티,20260511,61670,-87165
092190,서울바이오시스,20260511,-42758,14
001530,DI동일,20260511,20752,-12463
107640,한중엔시에스,20260511,-18356,-6236
284740,쿠쿠홈시스,20260511,15,7550
064260,다날,20260511,-100748,-3368
010690,화신,20260511,-43654,102893
019210,와이지-원,20260511,25517,60070
234340,헥토파이낸셜,20260511,291346,140708
041190,우리기술투자,20260511,-37544,-87485
047920,HLB제약,20260511,6910,656
080580,오킨스전자,20260511,-3388,49180
488900,비츠로넥스텍,20260511,4086,2971
094800,맵스리얼티,20260511,-9642,35881
036620,감성코퍼레이션,20260511,499986,-785870
328130,루닛,20260511,-3184,-81477
006405,삼성SDI우,20260511,4900,-100
254490,미래반도체,20260511,-42981,204396
004690,삼천리,20260511,5014,-1111
101160,월덱스,20260511,14559,-4009
025900,동화기업,20260511,-20762,-15082
005945,NH투자증권우,20260511,-4176,617
330860,네패스아크,20260511,-41004,143358
287840,인투셀,20260511,30580,-3541
448730,삼성FN리츠,20260511,-7581,-6280
187660,페니트리움바이오,20260511,256737,4216
354320,알멕,20260511,-14896,43391
031430,신세계인터내셔날,20260511,3688,-12073
000157,두산2우B,20260511,174,0
377740,바이오노트,20260511,-44992,-10960
251970,펌텍코리아,20260511,-6475,4948
230360,에코마케팅,20260511,25290,0
036170,에이치엠넥스,20260511,-713473,-467
356680,엑스게이트,20260511,-37440,1
425040,티이엠씨,20260511,158943,-991
211050,인카금융서비스,20260511,-8708,-2822
078130,국일제지,20260511,0,0
034310,NICE,20260511,-16453,3796
105840,우진,20260511,-29259,-843
381970,케이카,20260511,4263,-5838
394280,오픈엣지테크놀로지,20260511,-246,2558
000070,삼양홀딩스,20260511,-2889,-2858
025320,시노펙스,20260511,-77689,-120437
034950,한국기업평가,20260511,869,-280
079370,제우스,20260511,-29287,-32702
230240,에치에프알,20260511,-52553,-10037
215200,메가스터디교육,20260511,3940,1829
090435,아모레퍼시픽우,20260511,-1337,10
030520,한글과컴퓨터,20260511,-23037,-24784
482630,삼양엔씨켐,20260511,213882,-23848
013030,하이록코리아,20260511,31107,-57431
067630,HLB생명과학,20260511,-7385,26
950210,프레스티지바이오파마,20260511,28788,491
002030,아세아,20260511,-211,-32
114810,한솔아이원스,20260511,100648,-67295
004710,한솔테크닉스,20260511,-622686,480747
110990,디아이티,20260511,-16438,-10834
016590,신대양제지,20260511,-7675,-2259
015360,INVENI,20260511,-23336,9426
145990,삼양사,20260511,-2030,-191
027410,BGF,20260511,-28920,18515
215600,신라젠,20260511,94592,-8
002710,TCC스틸,20260511,29819,-63
484590,삼양컴텍,20260511,-78856,20165
029530,신도리코,20260511,-5915,5213
012030,DB,20260511,741158,138113
117730,티로보틱스,20260511,12231,-5291
092790,넥스틸,20260511,7787,-2785
389650,넥스트바이오메디컬,20260511,27304,-639
025860,남해화학,20260511,-117108,51070
340570,티앤엘,20260511,10152,-2059
092870,엑시콘,20260511,16372,19168
078350,한양디지텍,20260511,-94467,74242
126720,수산인더스트리,20260511,13775,-7554
306200,세아제강,20260511,754,-416
206650,유바이오로직스,20260511,12708,81
042370,비츠로테크,20260511,6249,-25620
006220,제주은행,20260511,-40633,3275
012860,모베이스전자,20260511,-293039,214
355150,코스텍시스,20260511,28297,-8388
003720,삼영,20260511,76222,-28501
095660,네오위즈,20260511,14838,-18915
192650,드림텍,20260511,34209,-23987
079940,가비아,20260511,4293,-793
145720,덴티움,20260511,1473,-534
403550,쏘카,20260511,4814,-1598
072710,농심홀딩스,20260511,2816,-596
058430,포스코스틸리온,20260511,-66686,-2959
170920,엘티씨,20260511,9454,-17683
455900,엔젤로보틱스,20260511,-1054,-1621
064820,케이프,20260511,-743,-499
098070,한텍,20260511,-20764,-15621
357120,코람코라이프인프라리츠,20260511,-6711,-6783
424870,이뮨온시아,20260511,139219,-299757
105630,한세실업,20260511,-44729,-30001
344820,KCC글라스,20260511,-6953,-1996
078020,LS증권,20260511,-63984,1959
243070,휴온스,20260511,12635,-29482
441270,파인엠텍,20260511,-90427,9331
078150,HB테크놀러지,20260511,-1509404,2505
029460,케이씨,20260511,-2210,-2309
009160,SIMPAC,20260511,20995,1298
265520,AP시스템,20260511,-51444,-3473
017810,풀무원,20260511,-7037,-2249
298830,슈어소프트테크,20260511,-347879,1531
494120,큐리오시스,20260511,-22982,-1092
004700,조광피혁,20260511,-1030,408
170900,동아에스티,20260511,-15038,8202
046970,우리로,20260511,393554,0
089590,제주항공,20260511,-277322,-25852
183190,아세아시멘트,20260511,-17979,-3469
101730,위메이드맥스,20260511,6822,-27313
417310,코람코더원리츠,20260511,-68399,48951
241520,DSC인베스트먼트,20260511,-27911,-5651
085910,네오티스,20260511,-6115,-30804
036890,진성티이씨,20260511,-122533,27472
060980,HL홀딩스,20260511,10050,5613
025770,한국정보통신,20260511,16775,-1404
450950,아스테라시스,20260511,-5710,-26
005610,삼립,20260511,-3131,-63
179900,유티아이,20260511,26875,-4066
073490,LIG아큐버,20260511,-4047,-18333
204620,글로벌텍스프리,20260511,-75551,-158952
065680,우주일렉트로,20260511,5100,-2
304360,에스바이오메딕스,20260511,4070,-305
194370,제이에스코퍼레이션,20260511,-5764,31856
091700,파트론,20260511,-39067,-5509
002810,삼영무역,20260511,8001,-1106
069080,웹젠,20260511,-13987,-27304
009290,광동제약,20260511,57715,-604
086390,유니테스트,20260511,64098,-39685
097520,엠씨넥스,20260511,-1484,-172
160980,싸이맥스,20260511,-4064,22226
084010,대한제강,20260511,-23850,-4746
220100,퓨쳐켐,20260511,-12506,-11742
089980,상아프론테크,20260511,37334,-1505
378340,필에너지,20260511,31211,1
094360,칩스앤미디어,20260511,3904,141
180400,DXVX,20260511,40904,135
144510,지씨셀,20260511,-31263,-99
241770,메카로,20260511,504,-1503
200880,서연이화,20260511,-71665,-4785
001390,KG케미칼,20260511,65820,841
228760,지노믹트리,20260511,77892,4978
200670,휴메딕스,20260511,-3921,-291
144960,뉴파워프라즈마,20260511,4954,10312
200470,에이팩트,20260511,-86352,27302
475400,씨메스로보틱스,20260511,-32370,24150
034830,한국토지신탁,20260511,-173033,-41501
002900,TYM,20260511,-134620,85614
003800,에이스침대,20260511,-317,-14
011760,현대코퍼레이션,20260511,-22350,3687
084850,아이티엠반도체,20260511,6231,-1364
091810,트리니티항공,20260511,-964068,23012
092220,KEC,20260511,0,0
017860,DS단석,20260511,23163,-4465
389260,대명에너지,20260511,-10529,-338
092230,KPX홀딩스,20260511,-57,267
049070,인탑스,20260511,39622,1
199820,제일일렉트릭,20260511,6734,-1588
203650,드림시큐리티,20260511,-61489,-3211
005720,넥센,20260511,-31,3067
064290,인텍플러스,20260511,-27749,-1606
419530,SAMG엔터,20260511,-13040,-9381
001230,동국홀딩스,20260511,0,0
036200,유니셈,20260511,-86940,6745
308430,셀비온,20260511,-4097,-571
093520,매커스,20260511,9508,20
016800,퍼시스,20260511,-173,-1351
078520,에이블씨엔씨,20260511,22857,-4396
078340,컴투스,20260511,-8616,-10300
394800,쓰리빌리언,20260511,-20563,-3926
024720,콜마홀딩스,20260511,-46505,-1012
104700,한국철강,20260511,-4397,7
058970,엠로,20260511,12034,-6725
026890,스틱인베스트먼트,20260511,39268,-3776
084990,헬릭스미스,20260511,-21235,-818
007690,국도화학,20260511,-6212,-10542
459510,나우로보틱스,20260511,17903,-5112
200130,콜마비앤에이치,20260511,723,-25458
018250,애경산업,20260511,2652,-174
219130,타이거일렉,20260511,-917,-7935
114190,강원에너지,20260511,-1619,-1610
243840,신흥에스이씨,20260511,88265,-9304
478340,나라스페이스테크놀로지,20260511,-38144,48
092460,한라IMS,20260511,1090,60165
108670,LX하우시스,20260511,16628,-781
046120,오르비텍,20260511,-22579,-4023
041920,메디아나,20260511,1688,647
099430,바이오플러스,20260511,-31346,669
001940,KISCO홀딩스,20260511,1425,-2037
452430,사피엔반도체,20260511,4637,1091
452280,한선엔지니어링,20260511,20588,-15182
001250,GS글로벌,20260511,284904,-18734
126560,현대퓨처넷,20260511,-23508,116
321550,티움바이오,20260511,20594,-23980
064850,에프앤가이드,20260511,-4533,-6120
352480,씨앤씨인터내셔널,20260511,-2261,-5531
092200,디아이씨,20260511,-17784,-158
418550,제이오,20260511,26600,767
001750,한양증권,20260511,-8013,-2338
900140,엘브이엠씨홀딩스,20260511,210276,-2534
042520,한스바이오메드,20260511,32790,-18217
314930,바이오다인,20260511,3043,887
053030,바이넥스,20260511,31811,-4403
236200,슈프리마,20260511,5212,-983
217730,강스템바이오텍,20260511,192391,146
389020,자람테크놀로지,20260511,-237,-9814
451760,컨텍,20260511,155024,-47908
462350,이노스페이스,20260511,-28429,21745
035810,이지홀딩스,20260511,-53040,-19612
084690,대상홀딩스,20260511,-44639,-166
365270,큐라클,20260511,-151416,8172
088800,에이스테크,20260511,-155929,-31959
011500,한농화성,20260511,34878,-57
136480,하림,20260511,-112477,168
043150,바텍,20260511,-33795,-1053
002310,아세아제지,20260511,-55643,-758
286940,롯데이노베이트,20260511,21,-21
091580,상신이디피,20260511,53252,2182
024840,KBI메탈,20260511,1275,-313648
432720,퀄리타스반도체,20260511,15318,-9666
014940,오리엔탈정공,20260511,-14789,-1
272450,진에어,20260511,-111738,3165
108860,셀바스AI,20260511,-13912,-45840
061970,LB세미콘,20260511,-108585,-32383
060720,KH바텍,20260511,-13171,1881
445090,에이직랜드,20260511,17501,-7011
394420,리센스메디컬,20260511,-124005,38577
448280,에코아이,20260511,-15764,-61
474650,링크솔루션,20260511,-10945,-935
402490,그린리소스,20260511,-17980,0
065660,안트로젠,20260511,9129,-233
092730,네오팜,20260511,-3657,-17769
098120,마이크로컨텍솔,20260511,21777,-10007
338840,와이바이오로직스,20260511,36587,26273
033270,유나이티드제약,20260511,-175,-206
006805,미래에셋증권우,20260511,-60678,-33
318060,그래피,20260511,47269,-46293
215000,골프존,20260511,176,-5044
416180,신성에스티,20260511,-10441,-1068
005010,휴스틸,20260511,339561,-413673
017390,서울가스,20260511,-1752,-33
049630,재영솔루텍,20260511,-27707,-682
112290,와이씨켐,20260511,103168,32
012210,삼미금속,20260511,-20910,4
151860,KG에코솔루션,20260511,-74119,930
357550,석경에이티,20260511,-1473,-84
000490,대동,20260511,12967,-1127
004430,송원산업,20260511,47332,25312
307180,아이엘,20260511,-253576,-2817
051500,CJ프레시웨이,20260511,-11736,-16302
094480,갤럭시아머니트리,20260511,31737,-387
003920,남양유업,20260511,-4147,3205
322310,오로스테크놀로지,20260511,-89961,21654
095500,미래나노텍,20260511,-12774,254
472850,폰드그룹,20260511,-16184,0
012200,계양전기,20260511,-210860,63309
272110,케이엔제이,20260511,-39838,-14088
000680,LS네트웍스,20260511,97615,5209
101360,에코앤드림,20260511,-12874,-19427
417840,저스템,20260511,-77538,11133
052710,아모텍,20260511,346956,-357785
054210,이랜텍,20260511,12583,6628
251370,와이엠티,20260511,83410,-64189
096760,JW홀딩스,20260511,-36046,181
115450,HLB테라퓨틱스,20260511,-29725,-19040
019010,베뉴지,20260511,-105216,-9742
100120,뷰웍스,20260511,36709,-723
045390,대아티아이,20260511,-708454,11499
464080,에스오에스랩,20260511,-101779,-6981
067390,아스트,20260511,-325898,7260
036710,심텍홀딩스,20260511,-178692,-550
004360,세방,20260511,-18363,13490
094820,일진파워,20260511,-9543,-2482
456010,아이씨티케이,20260511,78913,-24453
274090,켄코아에어로스페이스,20260511,-96408,8008
035600,KG이니시스,20260511,-9772,-404
123890,한국자산신탁,20260511,-115581,-6386
037270,YG PLUS,20260511,16620,-8886
418420,라온텍,20260511,141066,111625
294570,쿠콘,20260511,10062,-279
128820,대성산업,20260511,-3706,3470
472920,HK 종합채권(AA-이상)액티브,20260511,0,-11
475560,더본코리아,20260511,-12993,-64
011690,와이투솔루션,20260511,-509680,-45
023760,한국캐피탈,20260511,-136123,-53147
001460,BYC,20260511,-1337,212
382800,지앤비에스 에코,20260511,247408,-220699
134380,미원화학,20260511,-260,-15
001340,PKC,20260511,-154483,7371
023410,유진기업,20260511,-55552,-13661
382900,범한퓨얼셀,20260511,21153,-343
054950,제이브이엠,20260511,-6970,-6895
051370,인터플렉스,20260511,-82870,-16170
439090,마녀공장,20260511,15932,12275
003520,영진약품,20260511,-93768,1330
061090,세나테크놀로지,20260511,-19233,-823
002320,한진,20260511,-21529,294
099440,스맥,20260511,18557,-525
051360,토비스,20260511,4462,-1527
474590,WON 반도체밸류체인액티브,20260511,-6339,-60439
003200,일신방직,20260511,-1664,-394
221800,지구홀딩스,20260511,-1974,6
900290,GRT,20260511,101216,2714
088260,이리츠코크렙,20260511,-9547,410
005680,삼영전자,20260511,-14296,-661
034120,SBS,20260511,-6,-1580
003120,일성아이에스,20260511,-1024,-182
053690,한미글로벌,20260511,81742,-28067
037710,광주신세계,20260511,-1958,-914
018000,유니슨,20260511,-286492,-25080
334890,이지스밸류플러스리츠,20260511,-18684,-26537
036800,나이스정보통신,20260511,4986,883
484810,티엑스알로보틱스,20260511,11834,-3006
092070,디엔에프,20260511,-10969,17988
003960,사조대림,20260511,-2817,-298
000320,노루홀딩스,20260511,11,-49
083310,엘오티베큠,20260511,99933,39732
067080,대화제약,20260511,-3639,-355
001780,알루코,20260511,-480694,-263
017890,한국알콜,20260511,8981,-3624
108380,대양전기공업,20260511,-2964,-11616
199430,케이엔알시스템,20260511,-15272,50
309710,아이티켐,20260511,0,0
035510,신세계 I&C,20260511,-3001,-1750
241590,화승엔터프라이즈,20260511,52650,-8914
043370,피에이치에이,20260511,15103,12206
079960,동양이엔피,20260511,17628,1178
009470,삼화전기,20260511,25114,-15782
226320,잇츠한불,20260511,-3768,-960
138360,앤로보틱스,20260511,-162,0
267980,매일유업,20260511,-1264,1497
182400,엔케이젠바이오텍코리아,20260511,0,0
488280,에스투더블유,20260511,13030,-8678
044450,KSS해운,20260511,8949,429
001130,대한제분,20260511,0,0
226590,엠디바이스,20260511,-11984,9
005710,대원산업,20260511,663,226
361390,제노코,20260511,-22024,4358
007610,선도전기,20260511,-35973,12831
194700,노바렉스,20260511,-91182,-4476
018310,삼목에스폼,20260511,-5626,-265
388050,지투파워,20260511,-68376,-10663
304100,솔트룩스,20260511,15078,-18326
190510,나무가,20260511,806,6
007160,사조산업,20260511,-284,-25
138610,나이벡,20260511,16488,-2536
176750,듀켐바이오,20260511,-24580,60
054450,텔레칩스,20260511,5385,-81
255220,SG,20260511,16037,0
121800,비덴트,20260511,0,0
053300,한국정보인증,20260511,41082,10508
003070,코오롱글로벌,20260511,-26881,-5191
078070,유비쿼스홀딩스,20260511,2288,0
126700,하이비젼시스템,20260511,12280,-12707
000540,흥국화재,20260511,-33176,-422
030210,다올투자증권,20260511,-51800,-36410
084680,이월드,20260511,41602,-170
004980,성신양회,20260511,37635,94
000050,경방,20260511,-26558,-795
086820,바이오솔루션,20260511,-15435,195
474170,루미르,20260511,-113644,47496
377460,큐에이드,20260511,0,0
214180,헥토이노베이션,20260511,52679,-1731
000430,대원강업,20260511,143,11507
432320,KB스타리츠,20260511,-182981,26562
314130,지놈앤컴퍼니,20260511,-8766,-7508
004310,현대약품,20260511,53259,5061
008350,남선알미늄,20260511,-358347,-533
000650,천일고속,20260511,312,-1
013890,지누스,20260511,-6572,-1158
264850,이랜시스,20260511,142693,2100
122900,아이마켓코리아,20260511,-36722,-5648
950170,JTC,20260511,16000,7623
377190,디앤디플랫폼리츠,20260511,6405,-34570
404990,신한서부티엔디리츠,20260511,40104,-102112
036030,케이티알파,20260511,28443,51601
005950,이수화학,20260511,38786,-82
064550,바이오니아,20260511,-38540,-609
211270,AP위성,20260511,-34208,8783
206640,바디텍메드,20260511,-9862,-6297
209640,와이제이링크,20260511,-75025,0
484120,도우인시스,20260511,10593,-275
033920,무학,20260511,-9236,-162
256840,한국비엔씨,20260511,-141658,-39
042600,새로닉스,20260511,7450,-5394
481070,에이유브랜즈,20260511,3482,-9531
004560,현대비앤지스틸,20260511,-16481,-852
001790,대한제당,20260511,-122090,-2789
136490,선진,20260511,-60736,-5359
372170,윤성에프앤씨,20260511,846,240
244920,에이플러스에셋,20260511,36666,12314
125020,티씨머티리얼즈,20260511,160097,3014
308080,바이젠셀,20260511,-19555,-1
457550,우진엔텍,20260511,2385,-639
034810,해성산업,20260511,-16016,0
462860,더즌,20260511,85229,0
126600,BGF에코머티리얼즈,20260511,32530,-8282
353810,이지바이오,20260511,-26739,-54851
013120,동원개발,20260511,-96646,-6622
452450,피아이이,20260511,2512,0
005500,삼진제약,20260511,-2257,-3408
059120,아진엑스텍,20260511,16751,0
293580,나우IB,20260511,10419,-209
004380,삼익THK,20260511,37531,-1307
068930,디지털대성,20260511,46804,36443
095700,제넥신,20260511,-64403,21612
405100,큐알티,20260511,14887,-327
950140,잉글우드랩,20260511,-4912,40
289930,웨이비스,20260511,-12260,-7270
402030,코난테크놀로지,20260511,-3721,-2912
166480,코아스템켐온,20260511,-54455,206
013580,계룡건설,20260511,3199,-3297
024060,흥구석유,20260511,-4554,-5
461300,아이스크림미디어,20260511,-3245,48
051905,LG생활건강우,20260511,-1132,-417
487570,HS효성,20260511,2308,41
348950,제이알글로벌리츠,20260511,0,0
001630,종근당홀딩스,20260511,-2677,-70
010580,에스엠벡셀,20260511,-21491,-298
210980,SK디앤디,20260511,1118,6491
102120,어보브반도체,20260511,-20050,-1
147830,제룡산업,20260511,-72103,-3047
237880,클리오,20260511,-9887,-1366
009680,모토닉,20260511,-8644,6579
025000,KPX케미칼,20260511,-372,751
065710,서호전기,20260511,-2467,-68
037030,파워넷,20260511,-459559,0
117580,대성에너지,20260511,-19021,-1708
101170,우림피티에스,20260511,-70665,11759
125210,아모그린텍,20260511,168815,-63838
010955,S-Oil우,20260511,-14861,-6404
000480,CR홀딩스,20260511,-1148,5747
119610,인터로조,20260511,163,56
194480,데브시스터즈,20260511,-2277,-9875
118990,모트렉스,20260511,-7478,0
216080,제테마,20260511,101756,8534
058820,CMG제약,20260511,-163989,347
000390,SP삼화,20260511,41560,-225
270660,에브리봇,20260511,18825,-4126
163730,핑거,20260511,2193,13034
003555,LG우,20260511,-3581,-45
232680,라온로보틱스,20260511,-25983,-300
285490,노바텍,20260511,31386,-11011
035150,백산,20260511,-1284,-5026
264450,유비쿼스,20260511,-8400,-12252
298690,에어부산,20260511,-108561,-1248
039860,나노엔텍,20260511,-2913,2
371950,풍원정밀,20260511,-16517,-58259
396270,넥스트칩,20260511,-34822,-32940
011560,세보엠이씨,20260511,15649,-4741
052330,코텍,20260511,3987,-1111
012610,경인양행,20260511,473803,-1052
417010,나노팀,20260511,128,0
003220,대원제약,20260511,-23666,-238
380550,뉴로핏,20260511,10841,-2942
036190,금화피에스시,20260511,-817,-1312
403850,더핑크퐁컴퍼니,20260511,-22060,-2328
003350,한국화장품제조,20260511,8113,-45
146320,비씨엔씨,20260511,3649,-56
008490,서흥,20260511,-37568,-436
001080,만호제강,20260511,3527,200
017510,세명전기,20260511,-148430,1
002150,도화엔지니어링,20260511,-53930,-367
053210,스카이라이프,20260511,-29484,-2733
028100,동아지질,20260511,-25253,20068
073010,케이에스피,20260511,110752,-3778
264660,씨앤지하이테크,20260511,-48064,-304
033530,SJG세종,20260511,-60462,-1235
039840,디오,20260511,-8867,9995
003547,대신증권2우B,20260511,944,1
041020,폴라리스오피스,20260511,63042,-8943
140670,알에스오토메이션,20260511,-125416,-2872
083930,아바코,20260511,-4880,-304
016580,환인제약,20260511,-7988,642
036560,KZ정밀,20260511,-2044,1519
123860,아나패스,20260511,5759,-72
494220,UNICORN SK하이닉스밸류체인액티브,20260511,-5520,-18728
039560,다산네트웍스,20260511,-129211,-2212
102260,동성케미컬,20260511,-53764,-747
496020,WON 전단채플러스액티브,20260511,0,2022
095570,AJ네트웍스,20260511,-45257,-32207
289080,SV인베스트먼트,20260511,6682,-135
102460,이연제약,20260511,1225,-1033
003650,미창석유,20260511,896,-6
007860,서연,20260511,73532,70
339770,교촌에프앤비,20260511,-20456,-22
040160,누리플렉스,20260511,-24964,1
357880,SKAI,20260511,218269,-103430
121440,골프존홀딩스,20260511,11981,1089
357580,아모센스,20260511,22185,1006
039570,HDC랩스,20260511,-7341,-867
380540,옵티코어,20260511,0,0
104480,티케이케미칼,20260511,34762,-12251
115500,케이씨에스,20260511,-15415,2
299030,하나기술,20260511,-19968,-1429
016880,웅진,20260511,-145695,-8234
489500,엘케이켐,20260511,-95,0
000140,하이트진로홀딩스,20260511,-6264,-115
293780,압타바이오,20260511,-21972,616
031440,신세계푸드,20260511,-2253,1749
179290,엠아이텍,20260511,-7042,7
403790,MIDAS 코스피액티브,20260511,-464,373
950250,테라뷰,20260511,-28589,-81
032620,GC메디아이,20260511,-102220,680
025820,이구산업,20260511,9258,-12364
122990,와이솔,20260511,9297,7954
203400,에이비온,20260511,76591,-408
054920,한컴위드,20260511,-8904,200
159010,아스플로,20260511,-51996,133394
000860,강남제비스코,20260511,-5332,779
003460,유화증권,20260511,-14239,15435
458650,성우,20260511,22164,6217
234080,JW생명과학,20260511,-6586,-73
080160,모두투어,20260511,-42613,2067
051980,중앙첨단소재,20260511,-110874,677
018470,조일알미늄,20260511,-133319,-895
005430,한국공항,20260511,-2009,20
115310,인포바인,20260511,-984,0
271980,제일약품,20260511,-1913,-6
001045,CJ우,20260511,-1842,1
003610,방림,20260511,-37989,-33125
044820,코스맥스비티아이,20260511,47489,1380
060150,인선이엔티,20260511,-30036,525
002100,경농,20260511,-53956,6505
005960,동부건설,20260511,-3702,-48675
452190,한빛레이저,20260511,34484,0
017550,수산세보틱스,20260511,-546024,-6215
101970,우양에이치씨,20260511,-14224,-551
100250,진양홀딩스,20260511,-37537,-11505
297090,씨에스베어링,20260511,-64532,-5077
267320,나인테크,20260511,-650712,4592
377450,리파인,20260511,-3709,-624
007570,일양약품,20260511,-35042,-131
000520,삼일제약,20260511,-10925,-222
053080,케이엔솔,20260511,-197625,-123
307750,국전,20260511,-195343,78
187790,나노,20260511,229875,-272699
234690,녹십자웰빙,20260511,17704,-6707
016790,현대사료,20260511,0,0
259630,엠플러스,20260511,34537,-91
282880,코윈테크,20260511,-10770,0
158430,아톤,20260511,-57056,28
004090,한국석유,20260511,-17831,-56
123410,코리아에프티,20260511,-7616,-4076
015230,대창단조,20260511,20899,27560
445180,퓨릿,20260511,-7734,18447
322180,LS티라유텍,20260511,11862,-1856
039830,오로라,20260511,19059,-14776
081000,일진다이아,20260511,-588,429
143160,아이디스,20260511,273,15
475230,엔알비,20260511,24738,13488
149950,아바텍,20260511,41614,1
469610,이노테크,20260511,-12974,-25356
460850,동국씨엠,20260511,-62735,-2270
062970,한국첨단소재,20260511,-280554,5000
006060,화승인더,20260511,-51416,131191
115440,우리넷,20260511,-16685,-409
047310,파워로직스,20260511,38367,-241
078890,가온그룹,20260511,-68469,16868
086980,쇼박스,20260511,42190,3524
290740,액트로,20260511,-59217,-22990
101530,해태제과식품,20260511,-3480,20647
123330,제닉,20260511,50134,-72847
066620,국보디자인,20260511,-397,-2450
037070,파세코,20260511,2383,3
002170,SYTS,20260511,-1541,1042
213500,한솔제지,20260511,-24445,-25002
323350,다원넥스뷰,20260511,19379,-73909
008830,대동기어,20260511,888,2
002780,진흥기업,20260511,-684594,-4374
300080,플리토,20260511,8578,168
038390,레드캡투어,20260511,-6547,-17625
011785,금호석유화학우,20260511,114,5558
297890,HB솔루션,20260511,-182511,470
024800,유성티엔에스,20260511,38263,100264
119830,아이텍,20260511,-6805,6022
473980,노머스,20260511,-10811,2967
068790,DMS,20260511,-3649,-1611
453450,그리드위즈,20260511,20175,0
093640,케이알엠,20260511,-11970,0
046440,KG파이낸셜,20260511,-14797,-1772
071200,인피니트헬스케어,20260511,30213,135
005160,동국산업,20260511,47834,0
003100,선광,20260511,1650,230
097955,CJ제일제당 우,20260511,-117,-306
016450,한세예스24홀딩스,20260511,-784,-160
056090,시지메드텍,20260511,145713,55800
220260,켐트로스,20260511,34668,1
037350,성도이엔지,20260511,-52351,-4518
032940,원익,20260511,-33592,51
088130,동아엘텍,20260511,-24512,629
000300,DH오토넥스,20260511,0,0
092130,이크레더블,20260511,-7387,-12
446540,메가터치,20260511,-16035,-2481
007330,푸른저축은행,20260511,8127,7004
204610,티쓰리,20260511,-40445,-45288
143240,사람인,20260511,-1486,1619
082800,비보존 제약,20260511,4105,-20000
321370,센서뷰,20260511,9465,148
333430,일승,20260511,-39417,-166
001520,동양,20260511,-249340,-901
214420,토니모리,20260511,-9073,-2208
106190,하이텍팜,20260511,6977,-61
048870,시너지이노베이션,20260511,-118889,1257
008970,KBI동양철관,20260511,-115175,-88
474610,RF시스템즈,20260511,147118,2609
001360,삼성제약,20260511,-357486,-138
172670,에이엘티,20260511,-14385,52
002990,금호건설,20260511,-27725,-47521
462520,조선내화,20260511,-778,-362
003480,한진중공업홀딩스,20260511,33354,-214
086890,이수앱지스,20260511,-18718,15709
049080,기가레인,20260511,506664,0
365330,에스와이스틸텍,20260511,-165769,310
400760,NH올원리츠,20260511,-65720,-71157
192440,슈피겐코리아,20260511,361,1
023910,대한약품,20260511,-10448,12355
002230,피에스텍,20260511,-9690,-1504
338220,뷰노,20260511,1128,207
223250,드림씨아이에스,20260511,105154,60650
100590,머큐리,20260511,294393,52427
126730,코칩,20260511,-44486,-6373
049430,코메론,20260511,3883,-240
388790,라이콤,20260511,89044,400
011040,경동제약,20260511,-9303,-206
217820,원익피앤이,20260511,-32532,-6705
317400,자이에스앤디,20260511,-52050,5903
293480,하나제약,20260511,-9339,-139
037560,LG헬로비전,20260511,-83719,-208
013990,아가방컴퍼니,20260511,231165,44810
105330,케이엔더블유,20260511,10943,-398
381620,제닉스로보틱스,20260511,3462,25505
114840,아이패밀리에스씨,20260511,-22281,-1620
000020,동화약품,20260511,-28865,59
071840,롯데하이마트,20260511,-3959,3565
009580,무림P&P,20260511,-3445,679
038290,마크로젠,20260511,-26945,0
021080,에이티넘인베스트,20260511,27946,70
340450,지씨지놈,20260511,-21249,-2642
041440,현대에버다임,20260511,-152376,6
090350,노루페인트,20260511,-29239,-1437
093190,빅솔론,20260511,10031,-6140
083500,에프엔에스테크,20260511,-54811,453
042420,네오위즈홀딩스,20260511,-1655,-566
069510,에스텍,20260511,-328,-1244
054800,아이디스홀딩스,20260511,1595,-2643
217270,넵튠,20260511,-16136,16
004960,한신공영,20260511,-49474,301
334970,프레스티지바이오로직스,20260511,14608,-258
396300,세아메카닉스,20260511,-402129,-35570
417500,제이아이테크,20260511,99478,-766
013520,화승코퍼레이션,20260511,48097,-442
129920,대성하이텍,20260511,33008,-36470
066410,버킷스튜디오,20260511,0,0
089470,HDC현대EP,20260511,-14577,13837
003830,대한화섬,20260511,-8,-2
235980,메드팩토,20260511,18145,2869
046070,코다코,20260511,0,0
009070,KCTC,20260511,-22844,-264
210540,디와이파워,20260511,-9381,-5540
049960,쎌바이오텍,20260511,-4640,42
012800,대창,20260511,-703458,9301
142210,유니트론텍,20260511,346894,-2496
272550,삼양패키징,20260511,-10805,-462
242040,나무기술,20260511,-51492,0
010100,한국무브넥스,20260511,-89665,-14298
077500,유니퀘스트,20260511,-4029,-2291
004150,한솔홀딩스,20260511,-91346,-71841
067280,멀티캠퍼스,20260511,-15801,-6
000970,한국주철관,20260511,-13341,-204
282720,금양그린파워,20260511,-36091,-1247
192410,오늘이엔엠,20260511,-29209,175
262260,에이프로,20260511,6081,2577
054540,삼영엠텍,20260511,-20718,-193
