symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d
005930,KOSPI,삼성전자,"[77.64, 62.38, 65.39]","[22941.7367, 21878.5823, 21633.9048]","[17379.4692, 18279.2918, 18950.2144]","[874704424.0, 841201455.0, 879276942.0]","[836039298.0, 821180507.0, 806386400.0]","[768420806.0, 760974906.0, 754129165.0, 744175005.0]",16428043.0,7443795074775.0,9414334289000.0,0.005730648677386588,42.81,6564.0,2026-05-18,3,1,Information Technology,상승(+50.13%) TIGER 200 IT,"[246925.0, 243750.0, 240775.0]","[214182.0, 212394.0, 210428.0]","[135598.0, 134532.0, 133515.0]",0,"[281000, 270500, 296000]"
000660,KOSPI,SK하이닉스,"[85.98, 71.86, 72.54]","[231632.348, 227173.8758, 222767.1084]","[171331.1822, 182499.7209, 190553.1984]","[167933105.0, 161894527.0, 169379760.0]","[168446469.0, 166814993.0, 165212621.0]","[157092989.0, 155858490.0, 154780853.0, 153124269.0]",13113724.0,8098649448750.0,11110983520000.0,0.008472790429324271,31.21,58955.0,2026-05-18,1,2,Information Technology,상승(+50.13%) TIGER 200 IT,"[1503350.0, 1469100.0, 1434950.0]","[1178440.0, 1160460.0, 1141060.0]","[698255.0, 690417.5, 682667.5]",0,"[1840000, 1819000, 1970000]"
005935,KOSPI,삼성전자우,"[70.64, 58.9, 61.64]","[14208.0236, 13183.3791, 12685.0579]","[11888.6557, 12147.6004, 12255.0919]","[150431111.0, 145461197.0, 150442806.0]","[146684996.0, 146002951.0, 145383867.0]","[142882299.0, 142221550.0, 141651890.0, 140670663.0]",1485189.0,902182946000.0,919931081400.0,0.006194033765399555,28.2,6564.0,2026-05-18,2,1,Information Technology,상승(+50.13%) TIGER 200 IT,"[170135.0, 168330.0, 166590.0]","[148264.0, 147134.0, 145842.0]","[99037.5, 98392.5, 97770.0]",0,"[185100, 179400, 193700]"
005380,KOSPI,현대차,"[78.61, 74.99, 65.05]","[44221.7228, 47657.4615, 46854.6077]","[26254.0087, 30534.6992, 33798.6809]","[51776772.0, 53994914.0, 58327703.0]","[51064230.0, 49812784.0, 48219971.0]","[44363473.0, 43702223.0, 42853851.0, 41745444.0]",1357544.0,1278945040450.0,1470628146000.0,0.010833005383250929,18.77,35331.0,2026-05-18,1,1,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[585700.0, 579250.0, 569650.0]","[534450.0, 532150.0, 528170.0]","[364617.5, 362347.5, 359900.0]",0,"[663000, 700000, 712000]"
373220,KOSPI,LG에너지솔루션,"[48.97, 41.96, 39.75]","[9611.208, 5826.7701, 2077.404]","[15607.2576, 13651.1601, 11336.4089]","[15399569.0, 15772268.0, 16570510.0]","[16819142.0, 17000732.0, 17093659.0]","[16508055.0, 16426695.0, 16310848.0, 16141468.0]",954720.0,244130135000.0,152061192000.0,0.0015927307692307692,0.0,-4585.0,2026-05-18,0,3,Utilities,상승(+22.34%) TIGER KRX 기후변화솔루션,"[457400.0, 457800.0, 457350.0]","[417450.0, 416720.0, 415330.0]","[403980.0, 403595.0, 403122.5]",0,"[408000, 417000, 442000]"
402340,KOSPI,SK스퀘어,"[79.5, 69.39, 68.74]","[150930.5838, 144853.3917, 138042.4475]","[121755.8531, 126375.3608, 128708.7781]","[29727345.0, 30730535.0, 31773236.0]","[31653606.0, 31634275.0, 31339871.0]","[28584910.0, 28304794.0, 27951011.0, 27514788.0]",1442305.0,856614654650.0,1096486670000.0,0.007602321769667303,16.44,66468.0,2026-05-18,2,2,Industrials,하락(-8.37%) KODEX 산업재,"[934350.0, 914200.0, 892550.0]","[710200.0, 699660.0, 687840.0]","[407035.0, 402377.0, 397689.5]",0,"[1093000, 1098000, 1171000]"
012450,KOSPI,한화에어로스페이스,"[40.96, 33.68, 35.2]","[-30169.7277, -38681.8668, -44032.6097]","[-11639.4247, -17047.9131, -22444.8524]","[19128661.0, 18967698.0, 19176284.0]","[19053250.0, 19101349.0, 19117288.0]","[19176271.0, 19184289.0, 19194300.0, 19201554.0]",632683.0,294060612250.0,197501601000.0,0.003121651775059548,42.94,28573.0,2026-05-18,0,2,Industrials,하락(-8.37%) KODEX 산업재,"[1369250.0, 1383850.0, 1398500.0]","[1401160.0, 1404240.0, 1406380.0]","[1114410.0, 1112870.0, 1111270.0]",0,"[1227000, 1216000, 1306000]"
207940,KOSPI,삼성바이오로직스,"[38.71, 34.93, 31.31]","[-38300.7561, -39610.264, -42817.3114]","[-33130.3717, -34426.3501, -36104.5424]","[-93809.0, -39575.0, 42660.0]","[64125.0, 108150.0, 135982.0]","[261480.0, 297559.0, 329302.0, 353708.0]",641593.0,100107304350.0,75168324000.0,0.0011715889044924118,52.16,26572.0,2026-05-18,1,2,Health Care,하락(-10.05%) TIGER 헬스케어,"[1491150.0, 1502650.0, 1511800.0]","[1545280.0, 1550500.0, 1552440.0]","[1633388.32, 1634104.04, 1634743.05]",0,"[1386000, 1419000, 1449000]"
034020,KOSPI,두산에너빌리티,"[48.85, 42.51, 44.12]","[5077.7007, 3687.6268, 2660.217]","[6552.8412, 5979.7983, 5315.8821]","[632533360.0, 627863584.0, 633081348.0]","[642000334.0, 644216459.0, 646594275.0]","[641910935.0, 641491785.0, 640899924.0, 639773651.0]",718069.0,573095025615.0,523481889600.0,0.007290133533128432,849.24,132.0,2026-05-18,1,2,Industrials,하락(-8.37%) KODEX 산업재,"[122380.0, 122315.0, 121985.0]","[109456.0, 109024.0, 108420.0]","[85260.5, 85042.0, 84812.0]",0,"[112100, 110800, 117100]"
000270,KOSPI,기아,"[65.01, 55.06, 50.52]","[4447.4927, 4284.4918, 3669.2119]","[1645.0312, 2172.9233, 2472.181]","[24773376.0, 26140814.0, 28979998.0]","[27579267.0, 27290077.0, 26762285.0]","[24782201.0, 24687336.0, 24453831.0, 24023325.0]",634421.0,267384297980.0,222208675000.0,0.003502542869797816,8.5,19111.0,2026-05-18,1,1,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[161355.0, 161125.0, 160300.0]","[159062.0, 159140.0, 158914.0]","[131968.5, 131652.5, 131311.5]",0,"[162500, 168000, 178100]"
105560,KOSPI,KB금융,"[49.13, 48.48, 44.35]","[564.7091, 397.8863, 55.2429]","[1476.9627, 1261.1475, 1019.9665]","[18987790.0, 19974600.0, 21504897.0]","[21861275.0, 22070014.0, 22330529.0]","[22244552.0, 22497455.0, 22640214.0, 22621157.0]",570461.0,192888930675.0,150981930000.0,0.0026466652409191864,10.12,15116.0,2026-05-18,1,1,Financials,하락(-0.85%) TIGER 200 금융,"[158115.0, 158580.0, 158710.0]","[153698.0, 153618.0, 153260.0]","[132064.5, 131874.5, 131663.5]",0,"[153000, 155600, 156000]"
032830,KOSPI,삼성생명,"[79.62, 66.89, 67.86]","[20784.9161, 20872.8344, 20983.0514]","[15528.4561, 16597.3317, 17474.4757]","[15096714.0, 14701912.0, 15367779.0]","[14533593.0, 14300245.0, 14033579.0]","[13842430.0, 13752395.0, 13682101.0, 13557320.0]",627000.0,131662092625.0,123770427000.0,0.00197401,27.23,11514.0,2026-05-18,2,1,Financials,하락(-0.85%) TIGER 200 금융,"[276525.0, 273750.0, 271150.0]","[245890.0, 243900.0, 241650.0]","[181586.0, 180681.5, 179809.5]",0,"[313500, 310000, 330000]"
329180,KOSPI,HD현대중공업,"[57.39, 52.25, 48.47]","[43885.157, 38196.5312, 31310.0405]","[41205.4479, 40603.6645, 38744.9397]","[17626171.0, 18037750.0, 18638626.0]","[18116698.0, 18141179.0, 18167331.0]","[17640930.0, 17474318.0, 17268274.0, 17047953.0]",645512.0,415562634150.0,253121085000.0,0.003921245228593736,39.17,15702.0,2026-05-18,1,1,Industrials,하락(-8.37%) KODEX 산업재,"[650600.0, 644525.0, 636250.0]","[570950.0, 569830.0, 567250.0]","[544455.0, 543505.0, 542332.5]",0,"[615000, 640000, 671000]"
028260,KOSPI,삼성물산,"[74.89, 59.99, 60.55]","[38124.4348, 35771.5389, 33759.7653]","[25652.3303, 27676.172, 28892.8907]","[14705826.0, 14216453.0, 14928590.0]","[14366614.0, 13913516.0, 13443865.0]","[12361593.0, 12174880.0, 12029592.0, 11828511.0]",647859.0,252674148625.0,195504513500.0,0.0030177015909325948,28.2,14165.0,2026-05-18,3,1,Industrials,하락(-8.37%) KODEX 산업재,"[357150.0, 352475.0, 348025.0]","[312380.0, 310250.0, 307760.0]","[249823.5, 248697.0, 247586.5]",0,"[399500, 396500, 442000]"
055550,KOSPI,신한지주,"[48.37, 43.19, 38.03]","[252.6901, 37.0542, -291.8578]","[859.0636, 694.6617, 497.3578]","[33171751.0, 34316485.0, 35860760.0]","[36251650.0, 36984387.0, 37787251.0]","[38874170.0, 39277482.0, 39573004.0, 39733950.0]",441903.0,124545977810.0,106574735400.0,0.0024117223779879294,9.23,10085.0,2026-05-18,1,1,Financials,하락(-0.85%) TIGER 200 금융,"[98185.0, 98525.0, 98760.0]","[95282.0, 95278.0, 95152.0]","[81400.5, 81280.0, 81149.0]",0,"[93100, 95100, 96800]"
009150,KOSPI,삼성전기,"[84.22, 81.01, 82.11]","[117176.3256, 116721.124, 116709.543]","[108048.4504, 109782.9851, 111168.2967]","[36233727.0, 35104669.0, 36433823.0]","[35471924.0, 35423470.0, 35404169.0]","[34431995.0, 34142373.0, 33881371.0, 33518406.0]",770092.0,819570893850.0,1164058798000.0,0.015115840678776042,113.31,9099.0,2026-05-18,1,1,Information Technology,상승(+50.13%) TIGER 200 IT,"[870500.0, 850900.0, 831100.0]","[627100.0, 614510.0, 601560.0]","[333379.5, 328911.0, 324554.5]",1,"[1031000, 1010000, 1024000]"
068270,KOSPI,셀트리온,"[45.09, 40.13, 36.31]","[-2831.8685, -3286.0648, -4051.1922]","[-1899.0484, -2176.4517, -2551.3998]","[31769393.0, 32399954.0, 33169045.0]","[32683843.0, 32868284.0, 33051164.0]","[33564976.0, 33711649.0, 33798708.0, 33824086.0]",406591.0,120750264420.0,115518775200.0,0.0028411542606698132,41.2,4447.0,2026-05-18,1,2,Health Care,하락(-10.05%) TIGER 헬스케어,"[199305.0, 200595.0, 201255.0]","[200874.0, 201440.0, 201612.0]","[192075.5, 192065.5, 192023.0]",0,"[183200, 188800, 195100]"
006800,KOSPI,미래에셋증권,"[51.96, 48.57, 49.46]","[2485.1144, 2005.4677, 1654.6851]","[2487.9806, 2391.478, 2244.1194]","[300929682.0, 297510823.0, 301964802.0]","[309247808.0, 309203307.0, 308826330.0]","[303839910.0, 304073371.0, 304378150.0, 304693042.0]",394495.0,330555240510.0,241029559500.0,0.0061098254603987375,32.73,2154.0,2026-05-18,0,1,Financials,하락(-0.85%) TIGER 200 금융,"[71680.0, 71720.0, 71710.0]","[68538.8, 68427.16, 68154.28]","[37976.85, 37725.9, 37479.46]",0,"[70500, 69900, 72300]"
042660,KOSPI,한화오션,"[39.47, 37.11, 34.86]","[-1180.9872, -1785.4944, -2422.2394]","[214.7829, -185.2726, -632.666]","[227902109.0, 229095775.0, 231691342.0]","[233122134.0, 234281015.0, 235138530.0]","[236135926.0, 236698540.0, 237090355.0, 237315462.0]",354827.0,234649279050.0,138226522800.0,0.0038956032883630614,28.48,4066.0,2026-05-18,0,2,Industrials,하락(-8.37%) KODEX 산업재,"[128655.0, 129460.0, 129845.0]","[127172.0, 127298.0, 127106.0]","[122074.5, 121917.5, 121729.0]",0,"[115800, 118100, 120400]"
267260,KOSPI,HD현대일렉트릭,"[57.53, 48.49, 45.67]","[84635.5708, 69853.1992, 54922.8147]","[90512.3381, 86380.5103, 80088.9712]","[14448746.0, 14643927.0, 14828055.0]","[15105915.0, 15188817.0, 15228776.0]","[14990490.0, 14993316.0, 14980327.0, 14966894.0]",413461.0,244602204300.0,223872607000.0,0.0054146003371539275,56.44,20324.0,2026-05-18,2,2,Utilities,상승(+22.34%) TIGER KRX 기후변화솔루션,"[1240500.0, 1237400.0, 1230950.0]","[1063860.0, 1060600.0, 1054440.0]","[817925.0, 814665.0, 811182.5]",0,"[1147000, 1179000, 1267000]"
006400,KOSPI,삼성SDI,"[58.14, 52.96, 52.73]","[46543.0911, 40280.7539, 34835.5524]","[57777.2451, 54277.9469, 50389.468]","[23953998.0, 24508834.0, 25609128.0]","[24874964.0, 25156105.0, 25301824.0]","[24496793.0, 24242396.0, 23942384.0, 23555719.0]",493989.0,657569367000.0,340114468000.0,0.0068850615701969075,0.0,-8325.0,2026-05-18,2,2,Utilities,상승(+22.34%) TIGER KRX 기후변화솔루션,"[646650.0, 639925.0, 632775.0]","[513160.0, 508750.0, 503490.0]","[338448.5, 336312.5, 334155.0]",0,"[613000, 614000, 636000]"
012330,KOSPI,현대모비스,"[82.47, 76.49, 62.94]","[46808.7388, 51716.7078, 50345.8379]","[23742.7334, 29337.5283, 33539.1902]","[13354227.0, 14301238.0, 15311866.0]","[13048728.0, 12705513.0, 12233609.0]","[11560472.0, 11411240.0, 11201310.0, 10926630.0]",518083.0,347095272650.0,540743281000.0,0.010437387078904346,14.39,39682.0,2026-05-18,1,4,Consumer Discretionary,상승(+25.74%) TIGER 200 경기소비재,"[488675.0, 481475.0, 470800.0]","[438440.0, 435660.0, 431060.0]","[370135.0, 368775.0, 367145.0]",0,"[571000, 629000, 650000]"
010130,KOSPI,고려아연,"[42.16, 36.21, 35.82]","[-23452.1035, -33020.3738, -40619.2138]","[-6667.5786, -11938.1376, -17674.3529]","[4548568.0, 4566240.0, 4595581.0]","[4627372.0, 4648055.0, 4662932.0]","[4771373.0, 4792527.0, 4811573.0, 4827795.0]",296396.0,66071350100.0,25094240000.0,0.000846645703720698,36.87,38514.0,2026-05-18,1,2,Materials,상승(+1.52%) KODEX 소재산업,"[1593650.0, 1607350.0, 1619050.0]","[1585040.0, 1591820.0, 1595940.0]","[1305235.0, 1302305.0, 1299220.0]",0,"[1420000, 1426000, 1511000]"
086790,KOSPI,하나금융지주,"[58.44, 44.81, 38.6]","[2372.8877, 1727.7954, 819.7852]","[2873.7413, 2644.5521, 2279.5987]","[28235520.0, 29252012.0, 30299939.0]","[29733293.0, 30002666.0, 30239378.0]","[28814387.0, 28702417.0, 28516727.0, 28238780.0]",313328.0,108732098745.0,116083386400.0,0.003704851988970025,8.09,14110.0,2026-05-18,1,3,Financials,하락(-0.85%) TIGER 200 금융,"[123900.0, 124315.0, 124420.0]","[116978.0, 116918.0, 116648.0]","[99800.0, 99688.5, 99551.0]",0,"[114200, 119000, 126500]"
035420,KOSPI,NAVER,"[51.32, 43.87, 41.48]","[-1446.6895, -1851.4424, -2426.6597]","[-1215.4997, -1342.6882, -1559.4825]","[45714951.0, 46605713.0, 47603518.0]","[47188214.0, 47552045.0, 47914214.0]","[48495836.0, 48713644.0, 48849283.0, 48885418.0]",313748.0,184448762950.0,178152400000.0,0.005678200339125668,16.16,12376.0,2026-05-18,1,2,Communication Services,하락(-6.38%) TIGER 미디어컨텐츠,"[211400.0, 212325.0, 212700.0]","[211370.0, 211770.0, 211860.0]","[237167.5, 237367.5, 237560.0]",0,"[200000, 203500, 213000]"
005490,KOSPI,POSCO홀딩스,"[63.4, 56.87, 55.42]","[34320.1434, 30909.6902, 27526.4611]","[34096.75, 33459.338, 32272.7626]","[10103375.0, 10607160.0, 11320753.0]","[11817849.0, 12039934.0, 12086003.0]","[10672857.0, 10545629.0, 10382997.0, 10170874.0]",366888.0,331652120100.0,233252455000.0,0.006357592916639411,57.27,8085.0,2026-05-18,1,2,Materials,상승(+1.52%) KODEX 소재산업,"[460475.0, 455825.0, 450850.0]","[392670.0, 390340.0, 387420.0]","[335230.0, 334550.0, 333767.5]",0,"[463000, 467500, 486500]"
009540,KOSPI,HD한국조선해양,"[48.95, 43.13, 41.64]","[13496.6715, 9373.2159, 5557.1386]","[16509.3023, 15082.085, 13177.0957]","[11365781.0, 11651570.0, 11972782.0]","[12247538.0, 12396976.0, 12500914.0]","[12351345.0, 12375013.0, 12375953.0, 12351413.0]",290170.0,116673310250.0,117173490000.0,0.0040380980115104935,13.38,30639.0,2026-05-18,1,3,Industrials,하락(-8.37%) KODEX 산업재,"[452250.0, 452150.0, 451425.0]","[415250.0, 415190.0, 414450.0]","[413440.0, 413095.0, 412672.5]",0,"[410000, 416000, 437500]"
015760,KOSPI,한국전력,"[30.14, 27.93, 25.47]","[-1190.2392, -1433.2175, -1695.0014]","[-766.0256, -899.4639, -1058.5714]","[167568247.0, 169753973.0, 172856967.0]","[178939787.0, 181087804.0, 182731619.0]","[185672280.0, 186823553.0, 187730248.0, 188481794.0]",241699.0,108783202392.5,82292583900.0,0.003404754835559932,2.83,13311.0,2026-05-18,0,2,Utilities,상승(+22.34%) TIGER KRX 기후변화솔루션,"[43745.0, 44152.5, 44432.5]","[44556.0, 44767.0, 44903.0]","[46127.5, 46125.0, 46112.5]",0,"[37650, 38750, 39650]"
298040,KOSPI,효성중공업,"[60.85, 51.84, 51.4]","[370831.7701, 317588.3772, 271057.6463]","[377436.0288, 365466.4984, 346584.728]","[3196646.0, 3251591.0, 3322058.0]","[3399075.0, 3420537.0, 3428326.0]","[3270389.0, 3260488.0, 3246316.0, 3232374.0]",347806.0,247613443750.0,204944850000.0,0.005892504729648137,66.9,55755.0,2026-05-18,1,2,Utilities,상승(+22.34%) TIGER KRX 기후변화솔루션,"[3837900.0, 3800900.0, 3761900.0]","[3152800.0, 3127880.0, 3098920.0]","[2146290.0, 2132905.0, 2119470.0]",0,"[3730000, 3745000, 4025000]"
010120,KOSPI,LS ELECTRIC,"[66.33, 55.84, 53.45]","[32889.3725, 28910.238, 25024.4746]","[33105.1188, 32266.1426, 30817.809]","[148418564.0, 150153855.0, 151624937.0]","[153776848.0, 154449004.0, 154762789.0]","[149386234.0, 148964016.0, 148417771.0, 147746027.0]",380250.0,411198344610.0,439896268500.0,0.011568606666666667,132.65,1911.0,2026-05-18,2,2,Utilities,상승(+22.34%) TIGER KRX 기후변화솔루션,"[258630.0, 255385.0, 251775.0]","[199400.0, 197134.0, 194458.0]","[114406.5, 113423.5, 112415.0]",0,"[253500, 259000, 280000]"
042700,KOSPI,한미반도체,"[70.93, 56.36, 43.9]","[31410.9792, 28441.9306, 21643.4802]","[27228.7179, 27471.3605, 26305.7844]","[86659440.0, 89057820.0, 90100430.0]","[89239726.0, 89569789.0, 89515124.0]","[87047612.0, 86865873.0, 86587155.0, 86211382.0]",302140.0,497384598575.0,760286460000.0,0.025163383199841134,141.96,2233.0,2026-05-18,2,2,Information Technology,상승(+50.13%) TIGER 200 IT,"[352300.0, 351050.0, 347350.0]","[314510.0, 314470.0, 312270.0]","[179624.5, 178483.0, 177077.0]",0,"[317000, 369000, 409500]"
034730,KOSPI,SK,"[74.39, 62.08, 66.34]","[53181.423, 49214.0264, 47698.6697]","[42898.0782, 44161.2678, 44868.7482]","[20708315.0, 20386028.0, 20631825.0]","[20555124.0, 20417635.0, 20279605.0]","[19509001.0, 19377338.0, 19254828.0, 19111397.0]",384264.0,115942179450.0,170812110000.0,0.0044451759727687215,24.24,21863.0,2026-05-18,1,1,Energy,상승(+6.22%) KODEX 에너지화학,"[465450.0, 457500.0, 450825.0]","[389450.0, 386040.0, 382580.0]","[288285.5, 286698.0, 285290.5]",0,"[530000, 503000, 541000]"
316140,KOSPI,우리금융지주,"[39.41, 36.44, 33.47]","[-531.4031, -606.2021, -705.7602]","[-222.1792, -298.9838, -380.3391]","[101370697.0, 103528444.0, 105664762.0]","[106814694.0, 108309766.0, 109777016.0]","[114210300.0, 115199692.0, 116021162.0, 116641502.0]",224994.0,79054115392.5,66134945550.0,0.0029394092975812687,7.26,4221.0,2026-05-18,1,2,Financials,하락(-0.85%) TIGER 200 금융,"[33335.0, 33585.0, 33790.0]","[33147.0, 33209.0, 33220.0]","[29055.75, 29027.25, 28995.25]",0,"[30650, 31250, 31800]"
051910,KOSPI,LG화학,"[53.67, 47.13, 46.8]","[16190.625, 12919.2741, 10129.2496]","[19807.489, 18429.846, 16769.7267]","[8098307.0, 8346431.0, 8754125.0]","[9038985.0, 9223264.0, 9312204.0]","[9029312.0, 9031058.0, 9009479.0, 8951394.0]",263309.0,152571520250.0,92550252000.0,0.003514891325400955,0.0,-23242.0,2026-05-18,2,2,Materials,상승(+1.52%) KODEX 소재산업,"[395700.0, 394925.0, 393925.0]","[349630.0, 348660.0, 347320.0]","[336040.0, 335610.0, 335102.5]",0,"[373000, 374000, 392500]"
272210,KOSPI,한화시스템,"[42.99, 33.9, 36.12]","[-4303.4452, -5063.7595, -5458.1509]","[-3149.0242, -3531.9712, -3917.2072]","[363843567.0, 363020618.0, 364082059.0]","[363958013.0, 363988040.0, 364036518.0]","[364808345.0, 364874418.0, 364953093.0, 365015394.0]",200443.0,109714051670.0,87314888900.0,0.004356095693039916,82.76,1282.0,2026-05-18,2,2,Industrials,하락(-8.37%) KODEX 산업재,"[120290.0, 121575.0, 122935.0]","[129644.0, 130538.0, 130772.0]","[81571.75, 81324.25, 81081.25]",0,"[106100, 104300, 116100]"
010140,KOSPI,삼성중공업,"[47.07, 44.18, 45.25]","[765.8174, 515.1437, 332.8193]","[1112.1606, 992.7572, 860.7697]","[605136795.0, 598639348.0, 606896960.0]","[617121646.0, 619339882.0, 623185993.0]","[623061759.0, 622668973.0, 622395819.0, 621531654.0]",260040.0,286254342095.0,191999558850.0,0.0073834625,47.66,620.0,2026-05-18,1,3,Industrials,하락(-8.37%) KODEX 산업재,"[31765.0, 31722.5, 31662.5]","[29343.0, 29296.0, 29180.0]","[25712.1, 25661.35, 25608.8]",0,"[29550, 29300, 30150]"
064350,KOSPI,현대로템,"[42.77, 37.98, 37.77]","[2650.5582, 334.697, -1523.4245]","[7811.5792, 6316.2028, 4748.2773]","[127435017.0, 127972369.0, 128478132.0]","[129562271.0, 130266324.0, 130764887.0]","[130306861.0, 130396452.0, 130427352.0, 130470976.0]",219376.0,223790812450.0,108007752000.0,0.004923407847713514,28.49,7055.0,2026-05-18,0,1,Industrials,하락(-8.37%) KODEX 산업재,"[231175.0, 231875.0, 232300.0]","[211566.0, 212056.0, 212066.0]","[205506.5, 205500.5, 205464.5]",0,"[201000, 201500, 212500]"
000810,KOSPI,삼성화재,"[69.37, 72.53, 72.53]","[10412.7226, 14357.2968, 17284.1592]","[4092.369, 6145.3546, 8373.1155]","[678777.0, 678777.0, 424675.0]","[222896.0, 40501.0, -158218.0]","[-452189.0, -521975.0, -602453.0, -658050.0]",247347.0,96920765700.0,81675112000.0,0.0033020457899226594,13.61,40703.0,2026-05-18,1,1,Financials,하락(-0.85%) TIGER 200 금융,"[488500.0, 485300.0, 481900.0]","[477220.0, 475970.0, 474250.0]","[477367.5, 476905.0, 476467.5]",0,"[554000, 554000, 538000]"
000150,KOSPI,두산,"[66.87, 57.55, 55.58]","[128578.5007, 115841.5005, 102867.0245]","[131900.3917, 128688.6135, 123524.2957]","[4705129.0, 4814061.0, 4936131.0]","[4884141.0, 4899692.0, 4893765.0]","[4680587.0, 4654799.0, 4627375.0, 4597690.0]",257968.0,134191187700.0,173528676000.0,0.006726752000248093,449.24,3546.0,2026-05-18,2,1,Industrials,하락(-8.37%) KODEX 산업재,"[1596750.0, 1583850.0, 1571050.0]","[1332020.0, 1321620.0, 1308600.0]","[911345.0, 906245.0, 901125.0]",0,"[1593000, 1614000, 1703000]"
035720,KOSPI,카카오,"[45.43, 39.53, 35.57]","[-1231.1181, -1286.174, -1438.2984]","[-973.3991, -1035.9541, -1116.4229]","[66782129.0, 68659087.0, 70894199.0]","[70845723.0, 72033709.0, 73182086.0]","[76185470.0, 77019152.0, 77694484.0, 78187362.0]",188101.0,89298589655.0,79676867100.0,0.0042358555829049285,38.24,1110.0,2026-05-18,1,2,Communication Services,하락(-6.38%) TIGER 미디어컨텐츠,"[46697.5, 47105.0, 47385.0]","[47948.0, 48123.0, 48184.0]","[57117.25, 57189.5, 57254.0]",0,"[42450, 44000, 45950]"
017670,KOSPI,SK텔레콤,"[62.87, 60.08, 58.48]","[3762.8829, 3669.2719, 3490.2972]","[3674.6156, 3673.5469, 3636.8969]","[18749874.0, 19965184.0, 20978220.0]","[19241333.0, 19242605.0, 19050739.0]","[19998542.0, 20134255.0, 20255888.0, 20255455.0]",215864.0,100176940075.0,122138655000.0,0.005658129887336471,52.87,1901.0,2026-05-18,1,1,Communication Services,하락(-6.38%) TIGER 미디어컨텐츠,"[98570.0, 98340.0, 98180.0]","[88528.0, 88076.0, 87456.0]","[65726.0, 65503.0, 65276.5]",0,"[100500, 101300, 102700]"
138040,KOSPI,메리츠금융지주,"[44.1, 37.65, 38.77]","[-1596.3304, -1924.3109, -2119.4602]","[-932.3016, -1130.7034, -1328.4548]","[-3759150.0, -4054380.0, -3623118.0]","[-3458893.0, -3331715.0, -3194167.0]","[-3009004.0, -2941079.0, -2867903.0, -2804518.0]",177890.0,29939015205.0,31382949000.0,0.0017641772443644948,8.37,12698.0,2026-05-18,2,2,Financials,하락(-0.85%) TIGER 200 금융,"[112615.0, 113245.0, 113820.0]","[112946.0, 113136.0, 113216.0]","[115206.0, 115270.5, 115322.5]",0,"[106300, 105800, 110100]"
096770,KOSPI,SK이노베이션,"[45.36, 42.19, 41.99]","[2420.8356, 1459.5598, 673.8359]","[4377.3408, 3793.7846, 3169.7948]","[17644113.0, 18139547.0, 19280273.0]","[19996552.0, 20402621.0, 20887302.0]","[20547973.0, 20644391.0, 20682665.0, 20663902.0]",208442.0,123613925250.0,61087012200.0,0.00293064795962426,0.0,-21056.0,2026-05-18,0,1,Energy,상승(+6.22%) KODEX 에너지화학,"[134025.0, 134185.0, 134090.0]","[123634.0, 123698.0, 123408.0]","[114863.0, 114821.0, 114771.0]",0,"[123300, 123500, 126700]"
267250,KOSPI,HD현대,"[50.4, 46.37, 46.16]","[8307.5927, 6303.1404, 4620.9838]","[8937.1725, 8410.366, 7652.4896]","[16210110.0, 16361088.0, 16586031.0]","[16610986.0, 16689903.0, 16780336.0]","[16613847.0, 16610232.0, 16587783.0, 16547004.0]",212491.0,61899876225.0,40613082000.0,0.001911284807356547,22.07,12187.0,2026-05-18,2,2,Industrials,하락(-8.37%) KODEX 산업재,"[282200.0, 281700.0, 280975.0]","[267080.0, 267200.0, 267040.0]","[210674.0, 210015.0, 209341.5]",0,"[269000, 269500, 279000]"
000720,KOSPI,현대건설,"[53.4, 43.69, 38.38]","[85.829, -733.0091, -2171.8934]","[1384.6643, 961.1296, 334.525]","[70804973.0, 72043359.0, 73192555.0]","[71332691.0, 71100246.0, 70851177.0]","[71680508.0, 71903331.0, 72020219.0, 71988413.0]",161354.0,215627394505.0,179442131400.0,0.011121021567485156,43.64,3320.0,2026-05-18,2,1,Industrials,하락(-8.37%) KODEX 산업재,"[165925.0, 167655.0, 168860.0]","[163038.0, 163020.0, 162458.0]","[98221.5, 97851.0, 97430.5]",0,"[144900, 155000, 169300]"
066570,KOSPI,LG전자,"[86.67, 89.27, 73.76]","[18476.6978, 23112.133, 24605.8543]","[11260.1569, 13630.5521, 15825.6125]","[94096757.0, 98046146.0, 92189879.0]","[82339464.0, 79369400.0, 75791928.0]","[70647018.0, 68881345.0, 66875101.0, 65113153.0]",353460.0,485844065490.0,857017413000.0,0.02424651765404855,40.78,5321.0,2026-05-18,1,2,Information Technology,상승(+50.13%) TIGER 200 IT,"[156030.0, 151480.0, 145565.0]","[131100.0, 129068.0, 126438.0]","[100329.5, 99627.5, 98806.0]",0,"[217000, 240500, 217000]"
