티커,종목명,PER,EPS,PBR,외국인보유율,날짜
432320,KB스타리츠,-,-,-,3.03,20260730
001250,GS글로벌,11.45,211.0,0.36,6.9,20260730
034120,SBS,194.55,55.0,0.21,0.0,20260730
002710,TCC스틸,-,-341.0,0.81,5.26,20260730
000320,노루홀딩스,6.04,2445.0,0.31,2.83,20260730
226320,잇츠한불,8.2,1090.0,0.4,0.96,20260730
039570,HDC랩스,11.85,632.0,0.65,4.42,20260730
000540,흥국화재,6.26,483.0,0.21,1.55,20260730
030210,다올투자증권,5.18,615.0,0.33,4.72,20260730
053210,스카이라이프,47.47,85.0,0.36,6.55,20260730
001630,종근당홀딩스,4.03,9457.0,0.28,3.31,20260730
035150,백산,6.06,1592.0,0.73,6.03,20260730
001340,PKC,32.83,129.0,0.85,1.19,20260730
088260,이리츠코크렙,-,-,-,4.12,20260730
005010,휴스틸,-,-301.0,0.17,4.07,20260730
095570,AJ네트웍스,5.99,699.0,0.41,6.42,20260730
001460,BYC,12.36,2460.0,0.44,4.95,20260730
037270,YG PLUS,8.31,357.0,0.98,5.67,20260730
475560,더본코리아,-,-1758.0,0.79,0.76,20260730
000140,하이트진로홀딩스,-,-202.0,0.31,7.32,20260730
013890,지누스,-,-2695.0,0.29,8.42,20260730
003555,LG우,19.81,3134.0,0.32,37.32,20260730
044820,코스맥스비티아이,4.37,4443.0,0.64,5.6,20260730
001130,대한제분,-,-1731.0,0.18,7.73,20260730
100250,진양홀딩스,4.67,623.0,0.47,2.09,20260730
016580,환인제약,11.66,857.0,0.44,12.62,20260730
017860,DS단석,-,-1133.0,0.68,2.78,20260730
241590,화승엔터프라이즈,-,-648.0,0.4,5.8,20260730
102460,이연제약,-,-2184.0,0.86,0.92,20260730
117580,대성에너지,6.53,1018.0,0.5,2.5,20260730
000650,천일고속,-,-3764.0,23.65,0.63,20260730
339770,교촌에프앤비,12.62,288.0,1.0,2.24,20260730
003720,삼영,11.11,477.0,1.94,8.57,20260730
128820,대성산업,-,-1337.0,0.23,2.99,20260730
014710,사조씨푸드,-,-1743.0,0.89,4.58,20260730
002100,경농,11.13,813.0,0.58,1.2,20260730
003547,대신증권2우B,6.5,2816.0,0.32,6.15,20260730
003350,한국화장품제조,5.92,1309.0,1.26,2.64,20260730
377190,디앤디플랫폼리츠,-,-,-,4.28,20260730
000300,DH오토넥스,42.42,99.0,4.82,2.09,20260730
002210,동성제약,-,-905.0,1.82,0.66,20260730
004980,성신양회,6.08,1166.0,0.3,3.9,20260730
234080,JW생명과학,5.93,1843.0,0.77,14.48,20260730
213500,한솔제지,288.4,25.0,0.25,4.78,20260730
102260,동성케미컬,4.81,704.0,0.36,4.12,20260730
000490,대동,-,-1241.0,0.32,4.43,20260730
016450,한세예스24홀딩스,-,-549.0,0.36,1.88,20260730
003610,방림,30.95,169.0,0.91,0.02,20260730
007860,서연,2.32,3079.0,0.17,6.69,20260730
003460,유화증권,11.89,246.0,0.33,1.92,20260730
002170,SYTS,6.94,7956.0,0.32,4.39,20260730
003220,대원제약,-,-195.0,0.6,13.61,20260730
462520,조선내화,25.94,535.0,0.7,0.68,20260730
400760,NH올원리츠,-,-,-,1.87,20260730
001080,만호제강,53.56,73.0,0.31,0.15,20260730
004310,현대약품,38.7,131.0,1.09,0.79,20260730
097955,CJ제일제당 우,-,-30721.0,0.26,34.74,20260730
101530,해태제과식품,7.16,772.0,0.48,1.38,20260730
011500,한농화성,39.01,263.0,0.91,4.28,20260730
002150,도화엔지니어링,143.79,33.0,0.65,1.09,20260730
035510,신세계 I&C,5.51,2075.0,0.34,5.82,20260730
053690,한미글로벌,10.72,1352.0,0.67,6.33,20260730
000700,유수홀딩스,15.6,391.0,0.47,21.94,20260730
000860,강남제비스코,-,-308.0,0.26,5.36,20260730
033530,SJG세종,1.85,3046.0,0.27,6.53,20260730
010580,에스엠벡셀,127.27,11.0,2.2,0.78,20260730
007570,일양약품,7.88,1032.0,0.59,6.08,20260730
013580,계룡건설,1.42,12183.0,0.16,8.67,20260730
004560,현대비앤지스틸,8.56,1195.0,0.3,4.53,20260730
460850,동국씨엠,-,-1619.0,0.15,21.36,20260730
293480,하나제약,10.39,818.0,0.47,0.02,20260730
000390,SP삼화,12.65,438.0,0.45,20.54,20260730
001045,CJ우,15.72,4236.0,0.42,13.5,20260730
092200,디아이씨,-,-324.0,1.04,1.42,20260730
487570,HS효성,5.38,7467.0,0.27,4.98,20260730
006805,미래에셋증권우,3.33,3187.0,0.44,10.4,20260730
015230,대창단조,5.11,1071.0,0.41,8.39,20260730
004380,삼익THK,-,-2027.0,0.97,37.65,20260730
031440,신세계푸드,1.94,19615.0,0.38,1.41,20260730
004970,신라교역,9.72,948.0,0.24,4.13,20260730
003830,대한화섬,11.48,9653.0,0.17,0.46,20260730
000970,한국주철관,9.29,693.0,0.39,2.61,20260730
016880,웅진,3.1,593.0,0.84,6.55,20260730
011785,금호석유화학우,5.38,8970.0,0.19,20.26,20260730
090350,노루페인트,7.46,975.0,0.36,5.26,20260730
071840,롯데하이마트,-,-383.0,0.16,2.85,20260730
001780,알루코,8.36,179.0,0.42,4.41,20260730
025560,미래산업,7.75,721.0,0.97,9.78,20260730
403790,MIDAS 코스피액티브,-,-,-,0.02,20260730
094280,효성ITX,10.03,1187.0,1.91,1.28,20260730
005960,동부건설,2.7,2212.0,0.24,7.62,20260730
271980,제일약품,6.64,1391.0,0.64,1.86,20260730
015890,태경산업,6.51,697.0,0.42,2.71,20260730
272550,삼양패키징,6.67,1317.0,0.35,2.43,20260730
006060,화승인더,8.1,295.0,0.34,5.65,20260730
004080,신흥,40.11,350.0,1.15,2.17,20260730
003480,한진중공업홀딩스,1.95,2235.0,0.24,2.8,20260730
000020,동화약품,6.86,668.0,0.33,2.93,20260730
018470,조일알미늄,13.48,75.0,0.58,2.54,20260730
004090,한국석유,17.39,578.0,0.63,4.09,20260730
000520,삼일제약,-,-1679.0,0.97,4.06,20260730
024090,디씨엠,13.19,835.0,0.36,5.26,20260730
007540,샘표,9.15,4682.0,0.39,4.79,20260730
107590,미원홀딩스,4.05,13083.0,0.4,0.35,20260730
008350,남선알미늄,-,-31.0,0.43,7.26,20260730
009470,삼화전기,12.45,1491.0,1.27,25.81,20260730
020120,키다리스튜디오,11.18,296.0,0.59,2.56,20260730
002390,한독,-,-219.0,0.43,2.28,20260730
004150,한솔홀딩스,24.14,122.0,0.21,5.51,20260730
005800,신영와코루,26.94,496.0,0.31,26.2,20260730
350520,이지스레지던스리츠,-,-,-,1.63,20260730
214390,경보제약,334.0,15.0,0.83,2.24,20260730
152870,파워 200,-,-,-,0.03,20260730
025820,이구산업,5.58,638.0,0.76,3.48,20260730
267290,경동도시가스,3.44,5840.0,0.24,8.81,20260730
494220,UNICORN SK하이닉스밸류체인액티브,-,-,-,1.67,20260730
013520,화승코퍼레이션,1.56,1510.0,0.37,7.34,20260730
037560,LG헬로비전,62.21,24.0,0.25,4.39,20260730
210540,디와이파워,4.41,2364.0,0.36,13.18,20260730
498180,파워 종합채권(AA-이상)액티브,-,-,-,0.0,20260730
089470,HDC현대EP,3.73,964.0,0.26,3.29,20260730
034590,인천도시가스,5.26,4942.0,0.45,2.25,20260730
009270,신원,246.0,4.0,0.38,3.58,20260730
078000,텔코웨어,8.97,1353.0,0.55,1.65,20260730
227840,현대코퍼레이션홀딩스,3.1,3959.0,0.33,4.54,20260730
081000,일진다이아,12.91,609.0,0.27,4.79,20260730
011280,태림포장,-,-147.0,0.36,1.0,20260730
214420,토니모리,8.83,524.0,0.92,2.63,20260730
001360,삼성제약,-,-180.0,0.86,2.87,20260730
002620,제일파마홀딩스,8.25,841.0,0.33,9.84,20260730
001520,동양,3.33,309.0,0.13,2.79,20260730
011810,STX,-,-6620.0,-,2.2,20260730
002780,진흥기업,-,-152.0,0.44,0.94,20260730
016710,대성홀딩스,6.69,1014.0,0.23,2.65,20260730
012610,경인양행,13.1,200.0,0.44,6.04,20260730
002460,HS화성,3.96,2710.0,0.24,2.15,20260730
014530,극동유화,38.94,80.0,0.54,4.76,20260730
014280,금강공업,-,-1027.0,0.29,2.67,20260730
448100,WON 200,-,-,-,0.13,20260730
079430,현대리바트,44.75,120.0,0.26,3.63,20260730
004960,한신공영,1.53,5925.0,0.12,3.76,20260730
009070,KCTC,4.24,837.0,0.33,7.37,20260730
035000,HS애드,7.0,921.0,0.53,25.27,20260730
008970,KBI동양철관,-,-2.0,0.73,2.71,20260730
083420,그린케미칼,9.13,470.0,0.79,2.14,20260730
014580,태경비케이,3.76,991.0,0.43,4.17,20260730
013570,디와이,11.57,337.0,0.25,3.92,20260730
465780,마이티 26-09 특수채(AAA)액티브,-,-,-,0.0,20260730
027970,한국제지,-,-442.0,0.28,0.59,20260730
248170,샘표식품,3.68,6052.0,0.37,7.87,20260730
120030,조선선재,9.56,8396.0,0.45,0.94,20260730
008040,사조동아원,-,-991.0,0.79,1.09,20260730
070960,모나용평,-,-669.0,0.27,2.28,20260730
004250,NPC,7.46,368.0,0.23,1.56,20260730
119650,KC코트렐,41.73,22.0,1.71,0.11,20260730
264900,크라운제과,9.91,809.0,0.45,3.13,20260730
009580,무림P&P,-,-569.0,0.17,2.7,20260730
023450,동남합성,12.75,2236.0,1.73,0.21,20260730
488720,WON 종합채권(AA-이상)액티브,-,-,-,0.02,20260730
078935,GS우,4.02,13909.0,0.35,18.6,20260730
267850,아시아나IDT,7.71,1152.0,0.57,0.88,20260730
002450,삼익악기,3.84,282.0,0.28,1.9,20260730
010100,한국무브넥스,6.09,526.0,0.24,2.72,20260730
011690,와이투솔루션,-,-301.0,0.98,4.81,20260730
021820,세원정공,2.32,4128.0,0.14,3.2,20260730
012320,경동인베스트,5.42,7359.0,0.17,3.83,20260730
019180,티에이치엔,1.16,4507.0,0.38,8.68,20260730
077500,유니퀘스트,4.01,1065.0,0.36,57.27,20260730
016740,두올,4.7,677.0,0.32,3.13,20260730
008700,아남전자,-,-10.0,0.67,1.59,20260730
067830,세이브존I&C,11.22,196.0,0.17,9.68,20260730
017550,수산세보틱스,5.77,250.0,0.44,1.88,20260730
058850,KTcs,3.53,612.0,0.37,6.72,20260730
012800,대창,7.12,138.0,0.27,4.38,20260730
012200,계양전기,-,-1277.0,4.17,0.68,20260730
123690,한국화장품,66.87,83.0,2.48,2.87,20260730
014440,영보화학,5.42,822.0,0.46,52.21,20260730
008260,NI스틸,4.7,661.0,0.32,0.55,20260730
007210,벽산,3.52,386.0,0.25,2.65,20260730
001275,부국증권우,9.85,3004.0,0.32,10.57,20260730
058860,KTis,2.35,1053.0,0.32,7.25,20260730
092220,KEC,-,-731.0,0.27,4.13,20260730
036580,팜스코,2.74,854.0,0.42,0.76,20260730
015590,DKME,-,-37.0,0.58,0.07,20260730
006840,AK홀딩스,-,-1125.0,0.17,5.63,20260730
444490,WON 미국S&P500,-,-,-,0.01,20260730
032560,황금에스티,4.1,1220.0,0.22,5.3,20260730
023000,삼원강재,7.55,282.0,0.33,0.67,20260730
014790,HL D&I,5.69,392.0,0.18,2.9,20260730
013700,까뮤이앤씨,3.27,428.0,0.7,1.65,20260730
004890,동일산업,-,-2047.0,0.18,4.28,20260730
004140,동방,6.09,277.0,0.46,4.95,20260730
002600,조흥,12.41,10825.0,0.55,0.06,20260730
004840,DRB동일,22.43,185.0,0.19,1.34,20260730
139990,아주스틸,-,-886.0,0.57,14.7,20260730
004100,태양금속,22.42,97.0,0.51,3.3,20260730
001470,삼부토건,-,-214.0,-,1.93,20260730
005740,크라운해태홀딩스,4.81,1102.0,0.22,3.13,20260730
210980,SK디앤디,-,-1108.0,0.14,1.62,20260730
363280,티와이홀딩스,-,-1829.0,0.09,1.06,20260730
023800,인지컨트롤스,7.8,634.0,0.33,3.94,20260730
006090,사조오양,5.17,1595.0,0.31,4.44,20260730
006660,삼성공조,8.53,1116.0,0.26,2.96,20260730
458030,WON 국공채머니마켓액티브,-,-,-,0.01,20260730
002200,한국수출포장,-,-225.0,0.28,2.08,20260730
069730,DSR제강,2.76,1914.0,0.4,9.86,20260730
009180,한솔로지스틱스,4.99,538.0,0.52,4.8,20260730
111380,동인기연,4.62,2656.0,0.46,1.65,20260730
007980,TP,1.95,822.0,0.24,7.84,20260730
163560,동일고무벨트,3.96,1362.0,0.31,3.72,20260730
096775,SK이노베이션우,-,-13182.0,0.43,14.28,20260730
007590,동방아그로,10.28,532.0,0.38,31.0,20260730
084680,이월드,-,-107.0,0.34,2.92,20260730
000105,유한양행우,23.39,2617.0,2.0,0.85,20260730
025620,차AI헬스케어,-,-83.0,1.01,0.3,20260730
019680,대교,-,-389.0,0.27,2.17,20260730
004720,팜젠사이언스,-,-5961.0,0.46,1.66,20260730
014160,대영포장,-,-5.0,0.36,3.45,20260730
005750,대림바스,4.81,890.0,0.41,2.18,20260730
000590,CS홀딩스,3.85,15954.0,0.19,4.76,20260730
338100,NH프라임리츠,-,-,-,0.94,20260730
000180,성창기업지주,-,-1473.0,0.1,0.96,20260730
013870,지엠비코리아,4.36,841.0,0.24,56.42,20260730
013360,일성건설,20.56,63.0,0.96,64.72,20260730
010960,삼호개발,4.6,630.0,0.28,6.57,20260730
002795,아모레퍼시픽홀딩스우,8.31,1312.0,0.28,47.11,20260730
002700,신일전자,17.41,58.0,0.85,3.23,20260730
063160,종근당바이오,-,-1060.0,0.56,1.33,20260730
109070,주성코퍼레이션,34.32,38.0,2.28,0.5,20260730
155660,DSR,3.35,1281.0,0.27,2.95,20260730
017370,우신시스템,6.2,601.0,0.32,1.05,20260730
002220,한일철강,-,-69.0,0.38,2.47,20260730
011150,CJ씨푸드,52.61,36.0,0.78,2.04,20260730
001260,남광토건,10.13,680.0,0.53,0.59,20260730
486240,DAISHIN343 AI반도체&인프라액티브,-,-,-,0.03,20260730
079980,휴비스,-,-52.0,0.25,1.69,20260730
000850,화천기공,4.56,6618.0,0.19,9.01,20260730
009770,삼정펄프,8.02,3297.0,0.25,16.87,20260730
001290,상상인증권,27.73,22.0,0.32,1.74,20260730
100220,비상교육,2.71,1876.0,0.28,5.53,20260730
000230,일동홀딩스,3.85,1482.0,0.39,3.07,20260730
095720,웅진씽크빅,-,-273.0,0.26,2.26,20260730
016090,대현,5.16,282.0,0.23,6.65,20260730
002720,국제약품,10.76,283.0,0.65,4.25,20260730
009190,대양금속,6.78,216.0,0.81,1.95,20260730
011700,한신기계,-,-68.0,0.75,6.64,20260730
396690,미래에셋글로벌리츠,-,-,-,1.53,20260730
001020,페이퍼코리아,-,-509.0,0.24,0.27,20260730
001560,제일연마,5.62,1494.0,0.52,6.44,20260730
120115,코오롱인더우,7.13,3177.0,0.17,9.33,20260730
018500,동원모빌리티,1.6,835.0,0.35,3.91,20260730
434960,DAISHIN343 K200,-,-,-,0.0,20260730
007610,선도전기,8.26,412.0,1.66,1.71,20260730
031820,아이티센씨티에스,0.8,6300.0,0.25,1.96,20260730
058730,다스코,-,-424.0,0.4,2.76,20260730
068290,삼성출판사,13.63,441.0,0.4,1.47,20260730
003925,남양유업우,19.76,1518.0,0.25,8.95,20260730
009200,무림페이퍼,-,-512.0,0.14,2.03,20260730
084670,동양고속,16.69,1234.0,0.99,2.95,20260730
111110,호전실업,5.11,1283.0,0.3,1.91,20260730
006890,태경케미컬,7.2,710.0,0.35,1.74,20260730
003580,HLB글로벌,-,-83.0,0.81,1.93,20260730
072130,유엔젤,12.99,354.0,0.87,4.52,20260730
010660,화천기계,12.57,210.0,0.41,4.3,20260730
004440,삼일씨엔에스,16.64,272.0,0.21,1.87,20260730
002760,보락,21.68,44.0,1.17,3.88,20260730
440910,WON 미국우주항공방산,-,-,-,0.14,20260730
085310,엔케이,-,-188.0,0.33,0.05,20260730
075180,새론오토모티브,45.15,65.0,0.22,65.98,20260730
010040,한국내화,-,-521.0,0.31,0.61,20260730
090080,평화산업,2.44,414.0,0.79,3.71,20260730
001210,금호전기,-,-6.0,1.99,13.78,20260730
000220,유유제약,7.61,461.0,0.49,2.93,20260730
004770,써니전자,16.19,96.0,0.65,5.09,20260730
010770,평화홀딩스,1.23,3069.0,0.39,16.59,20260730
129260,인터지스,7.91,234.0,0.18,6.18,20260730
024900,디와이덕양,31.36,53.0,0.44,1.86,20260730
005870,휴니드,-,-565.0,0.32,27.87,20260730
007110,일신석재,-,-3.0,0.92,5.27,20260730
002410,범양건영,-,-2886.0,-,1.14,20260730
006370,대구백화점,-,-2896.0,0.33,4.91,20260730
007280,한국특강,28.95,64.0,0.26,1.1,20260730
491700,HK 200,-,-,-,0.0,20260730
092440,기신정기,-,-27.0,0.21,62.95,20260730
071090,하이스틸,-,-146.0,0.36,2.29,20260730
004450,삼화왕관,10.39,2358.0,0.39,5.13,20260730
005305,롯데칠성우,10.59,6423.0,0.45,13.0,20260730
002140,고려산업,6.7,311.0,0.44,2.59,20260730
055490,테이팩스,10.06,1079.0,0.33,4.76,20260730
003010,혜인,3.6,1127.0,0.31,5.06,20260730
025530,SJM홀딩스,5.35,642.0,0.26,1.93,20260730
020760,일진디스플,-,-108.0,1.51,0.96,20260730
003465,유화증권우,11.83,246.0,0.33,0.0,20260730
002630,오리엔트바이오,-,-77.0,0.74,0.19,20260730
123700,SJM,3.63,888.0,0.21,7.62,20260730
003475,유안타증권우,5.39,727.0,0.42,5.9,20260730
378850,화승알앤에이,2.08,1268.0,0.28,3.19,20260730
004920,씨아이테크,2.29,417.0,0.63,0.28,20260730
214330,금호에이치티,-,-1937.0,0.15,0.28,20260730
007460,에이프로젠,-,-3403.0,0.02,0.0,20260730
003780,진양산업,7.26,523.0,0.76,3.76,20260730
012690,모나리자,24.44,55.0,0.57,1.96,20260730
006880,신송홀딩스,8.92,463.0,0.41,3.09,20260730
101140,인바이오젠,-,-1805.0,0.34,0.75,20260730
011000,진원생명과학,-,-2666.0,0.94,0.0,20260730
009320,아진전자부품,11.61,85.0,1.42,0.79,20260730
001550,조비,10.93,843.0,0.82,4.07,20260730
011230,삼화전자,-,-451.0,2.6,3.06,20260730
023810,인팩,5.66,831.0,0.36,0.31,20260730
006980,우성,5.31,2845.0,0.2,1.29,20260730
011300,우성머티리얼스,-,-566.0,1.43,0.0,20260730
069460,대호에이엘,-,-2449.0,0.6,1.51,20260730
001465,BYC우,8.7,2460.0,0.31,4.74,20260730
000725,현대건설우,11.58,3792.0,0.54,4.94,20260730
001620,케이비아이동국실업,1.08,1887.0,0.16,1.14,20260730
004830,덕성,13.43,216.0,0.45,4.08,20260730
002920,유성기업,-,-1156.0,0.17,9.05,20260730
004060,SG세계물산,12.35,181.0,0.17,0.18,20260730
000950,전방,-,-1446.0,0.13,1.08,20260730
005030,부산주공,44.18,11.0,1.88,3.68,20260730
006125,SK디스커버리우,2.89,12649.0,0.22,7.05,20260730
074610,이엔플러스,-,-929.0,2.41,2.29,20260730
357250,미래에셋맵스리츠,-,-,-,0.47,20260730
372910,한컴라이프케어,-,-259.0,0.36,3.39,20260730
021050,서원,39.96,23.0,0.27,6.35,20260730
003080,SB성보,1.27,1689.0,0.27,1.27,20260730
004910,조광페인트,-,-1253.0,0.17,1.68,20260730
481850,신한글로벌액티브리츠,-,-,-,0.23,20260730
041650,상신브레이크,-,-425.0,0.18,2.23,20260730
019490,엑시큐어하이트론,-,-327.0,3.84,0.64,20260730
004540,깨끗한나라,-,-1232.0,0.26,1.24,20260730
009835,한화솔루션우,-,-3400.0,0.32,4.49,20260730
023350,한국종합기술,2.91,1280.0,0.22,3.68,20260730
017040,광명전기,-,-1665.0,-,4.96,20260730
008420,문배철강,6.01,326.0,0.21,2.5,20260730
092780,DYP,4.0,752.0,0.25,2.94,20260730
000910,유니온,0.76,3321.0,0.29,5.63,20260730
012280,영화금속,3.13,252.0,0.47,2.14,20260730
442260,마이티 다이나믹퀀트액티브,-,-,-,0.05,20260730
084870,TBH글로벌,35.85,53.0,0.66,1.73,20260730
145270,케이탑리츠,-,-,-,11.83,20260730
140950,파워 코스피100,-,-,-,0.01,20260730
008870,금비,35.55,1069.0,0.42,0.37,20260730
134790,시디즈,-,-45.0,0.49,1.49,20260730
011390,부산산업,-,-3119.0,0.3,3.19,20260730
004410,서울식품,-,-33.0,1.41,2.43,20260730
009460,한창제지,-,-777.0,0.28,1.73,20260730
133820,화인베스틸,24.62,40.0,0.73,1.59,20260730
012160,영흥,-,-2679.0,0.23,1.53,20260730
003680,한성기업,37.44,156.0,0.48,7.59,20260730
017180,명문제약,11.88,89.0,0.36,2.13,20260730
000890,보해양조,9.27,140.0,0.39,3.63,20260730
026940,부국철강,17.88,100.0,0.26,5.24,20260730
480370,씨케이솔루션,-,-1352.0,0.57,1.59,20260730
047400,유니온머티리얼,13.58,62.0,1.89,3.68,20260730
011420,갤럭시아에스엠,10.58,121.0,0.52,5.41,20260730
442090,에셋플러스 코리아대장장이액티브,-,-,-,0.06,20260730
002880,디와이에이,25.83,29.0,0.7,2.86,20260730
002870,신풍,16.33,61.0,0.37,2.51,20260730
010400,우진아이엔에스,4.05,1116.0,0.39,2.51,20260730
000215,DL우,-,-2530.0,0.11,7.12,20260730
027740,마니커,177.5,6.0,0.88,1.84,20260730
023960,에쓰씨엔지니어링,-,-171.0,0.76,1.38,20260730
004365,세방우,3.66,2496.0,0.16,23.73,20260730
049800,우진플라임,12.94,130.0,0.32,3.07,20260730
013000,세우글로벌,8.07,145.0,0.6,1.86,20260730
143210,핸즈코퍼레이션,-,-5319.0,0.4,1.27,20260730
000760,이화산업,-,-535.0,0.25,0.33,20260730
011330,유니켐,-,-1093.0,0.26,0.06,20260730
472840,IBK 200,-,-,-,0.04,20260730
446070,유니드비티플러스,-,-558.0,0.17,2.07,20260730
009140,경인전자,5.74,3588.0,0.33,9.74,20260730
001070,대한방직,3030.0,2.0,0.14,2.37,20260730
002420,세기상사,-,-118.0,1.3,1.34,20260730
426150,WON 대한민국국고채액티브,-,-,-,0.05,20260730
007815,코리아써우,4.12,2602.0,0.6,7.12,20260730
308170,씨티알모빌리티,-,-470.0,0.37,1.51,20260730
407830,에셋플러스 글로벌플랫폼액티브,-,-,-,0.08,20260730
014910,성문전자,17.3,81.0,0.64,2.15,20260730
009810,플레이그램,-,-359.0,0.44,0.33,20260730
006570,대림통상,-,-1024.0,0.85,1.49,20260730
005820,원림,8.48,1552.0,0.21,1.68,20260730
023150,MH에탄올,-,-412.0,0.43,1.83,20260730
024070,WISCOM,24.56,77.0,0.33,2.13,20260730
025750,한솔홈데코,-,-1207.0,0.29,3.12,20260730
007120,미래아이앤지,-,-47.0,0.58,2.61,20260730
003060,에이프로젠바이오로직스,-,-9919.0,0.12,0.14,20260730
192720,파워 고배당저변동성,-,-,-,0.07,20260730
002690,동일제강,17.73,79.0,0.18,1.7,20260730
014130,한익스프레스,-,-1020.0,0.35,3.2,20260730
001380,SG글로벌,7.73,161.0,0.18,5.06,20260730
002820,SUN&L,-,-298.0,0.12,1.49,20260730
008250,이건산업,-,-1236.0,0.14,6.25,20260730
005360,모나미,-,-580.0,0.35,5.84,20260730
036420,콘텐트리중앙,-,-4374.0,0.24,1.34,20260730
088790,진도,3.97,546.0,0.24,4.41,20260730
489290,WON 미국빌리어네어,-,-,-,0.05,20260730
090370,메타랩스,-,-390.0,0.35,0.05,20260730
005110,한창,0.49,2564.0,2.2,14.74,20260730
014990,인디에프,18.77,93.0,0.69,1.09,20260730
006490,프리티,-,-827.0,1.35,0.03,20260730
118000,메타케어,21.22,54.0,0.16,0.73,20260730
030720,동원수산,2.74,1970.0,0.41,6.53,20260730
010640,진양폴리,14.02,107.0,0.57,3.17,20260730
025890,한국주강,-,-33.0,0.72,4.42,20260730
483570,KCGI 미국S&P500 TOP10,-,-,-,0.0,20260730
002355,넥센타이어1우B,2.23,1661.0,0.18,2.7,20260730
005320,온타이드,-,-423.0,0.26,1.46,20260730
433220,에셋플러스 글로벌대장장이액티브,-,-,-,0.05,20260730
009310,참엔지니어링,-,-1065.0,0.28,1.47,20260730
093240,형지엘리트,2.03,187.0,0.2,2.82,20260730
033250,체시스,3.8,952.0,0.49,2.3,20260730
003535,한화투자증권우,12.57,383.0,0.51,2.49,20260730
003495,대한항공우,12.46,1670.0,0.71,1.42,20260730
024890,대원화성,5.84,478.0,0.5,0.72,20260730
004270,남성,46.19,134.0,0.24,1.13,20260730
006345,대원전선우,53.77,159.0,5.15,2.19,20260730
069640,한세엠케이,-,-1388.0,1.46,0.86,20260730
004870,티웨이홀딩스,-,-3450.0,0.38,0.46,20260730
006740,블루산업개발,-,-906.0,0.26,1.27,20260730
019175,신풍제약우,56.26,190.0,1.94,0.65,20260730
002360,SH에너지화학,-,-790.0,0.3,32.9,20260730
465770,STX그린로지스,-,-5369.0,0.55,2.56,20260730
008775,호텔신라우,-,-4017.0,0.93,2.74,20260730
000040,KR모터스,0.95,1253.0,0.33,29.47,20260730
357430,마스턴프리미어리츠,-,-,-,0.26,20260730
051630,진양화학,9.12,104.0,0.51,1.78,20260730
015020,이스타코,-,-54.0,0.5,2.74,20260730
159800,마이티 코스피100,-,-,-,0.0,20260730
001685,대상우,-,-8346.0,0.46,3.67,20260730
002070,비비안,-,-12840.0,0.15,0.07,20260730
006200,한국전자홀딩스,-,-330.0,0.12,2.69,20260730
474920,에셋플러스 차이나일등기업포커스10액티브,-,-,-,0.01,20260730
001420,태원물산,-,-401.0,0.44,3.48,20260730
071950,코아스,-,-3824.0,0.49,0.52,20260730
011090,에넥스,-,-501.0,0.46,1.13,20260730
008600,윌비스,-,-5857.0,0.41,2.13,20260730
477490,에셋플러스 글로벌일등기업포커스10액티브,-,-,-,0.05,20260730
009440,KC그린홀딩스,-,-1697.0,0.16,0.86,20260730
108675,LX하우시스우,-,-1098.0,0.19,7.78,20260730
015260,에이엔피,-,-286.0,0.84,0.1,20260730
005725,넥센우,2.3,1861.0,0.15,10.39,20260730
491510,파워 K-주주가치액티브,-,-,-,0.0,20260730
391670,HK 베스트일레븐액티브,-,-,-,0.0,20260730
000087,하이트진로2우B,21.97,554.0,0.76,1.71,20260730
002025,코오롱우,-,-9331.0,0.09,18.39,20260730
488290,MIDAS 일본테크액티브,-,-,-,0.1,20260730
001795,대한제당우,-,-932.0,0.39,4.29,20260730
413930,WON AI ESG액티브,-,-,-,0.05,20260730
019685,대교우B,-,-389.0,0.2,3.02,20260730
012170,아센디오,-,-933.0,0.64,0.75,20260730
145995,삼양사우,-,-29632.0,0.19,3.89,20260730
005257,녹십자홀딩스2우,-,-1812.0,0.74,0.22,20260730
496130,TRUSTON 코리아밸류업액티브,-,-,-,0.05,20260730
472720,TRUSTON 주주가치액티브,-,-,-,0.18,20260730
451150,에셋플러스 글로벌영에이지액티브,-,-,-,0.0,20260730
004255,NPC우,4.96,368.0,0.15,1.5,20260730
407820,에셋플러스 코리아플랫폼액티브,-,-,-,0.04,20260730
145210,다이나믹디자인,-,-1688.0,0.2,0.0,20260730
044380,주연테크,-,-54.0,0.25,2.57,20260730
084695,대상홀딩스우,-,-2213.0,0.59,1.78,20260730
003075,코오롱글로벌우,-,-6608.0,0.45,0.4,20260730
001067,JW중외제약2우B,15.18,2872.0,2.76,0.17,20260730
480460,WON 한국부동산TOP3플러스,-,-,-,0.0,20260730
001755,한양증권우,4.7,4084.0,0.39,1.02,20260730
004105,태양금속우,27.94,97.0,0.64,3.38,20260730
215620,HK S&P코리아로우볼,-,-,-,0.0,20260730
462340,에셋플러스 글로벌다이나믹시니어액티브,-,-,-,0.0,20260730
000225,유유제약1우,8.05,461.0,0.52,1.72,20260730
001065,JW중외제약우,7.49,2872.0,1.36,0.45,20260730
001515,SK증권우,16.43,207.0,1.15,0.56,20260730
001770,SHD,5.14,1011.0,0.11,0.21,20260730
438740,MIDAS 중소형액티브,-,-,-,0.0,20260730
012205,계양전기우,-,-1277.0,6.75,0.42,20260730
