티커,종목명,날짜,외국인순매수,기관순매수
011210,현대위아,20260204,32436,-2661
047040,대우건설,20260204,-180221,2594211
192820,코스맥스,20260204,7551,-17651
290650,엘앤씨바이오,20260204,151583,-24832
440110,파두,20260204,97700,-344820
084370,유진테크,20260204,-62652,70047
323280,태성,20260204,42533,751
445680,큐리옥스바이오시스템즈,20260204,1669,463
097230,HJ중공업,20260204,-50244,1988
160190,하이젠알앤엠,20260204,-6987,-9624
282330,BGF리테일,20260204,11160,1793
023590,다우기술,20260204,-12525,5155
458870,씨어스테크놀로지,20260204,-25787,29797
018670,SK가스,20260204,6539,-3367
483650,달바글로벌,20260204,49713,13461
032350,롯데관광개발,20260204,-144493,225625
036930,주성엔지니어링,20260204,-32114,54173
361610,SK아이이테크놀로지,20260204,-36046,19982
222800,심텍,20260204,-94030,-190569
491000,리브스메드,20260204,184185,-14261
099320,쎄트렉아이,20260204,-62293,32113
038500,삼표시멘트,20260204,405610,-5051
006280,녹십자,20260204,80,1924
008770,호텔신라,20260204,45123,46021
462870,시프트업,20260204,16811,-8464
476830,알지노믹스,20260204,-10959,2957
039200,오스코텍,20260204,70416,-17041
178320,서진시스템,20260204,-402896,-645528
034230,파라다이스,20260204,-178283,839742
069620,대웅제약,20260204,9076,-2706
065350,신성델타테크,20260204,-13603,-9045
006040,동원산업,20260204,36737,-12822
437730,삼현,20260204,-17839,-994
101490,에스앤에스텍,20260204,-13201,-6966
003380,하림지주,20260204,-257391,-671060
000155,두산우,20260204,1431,-286
112610,씨에스윈드,20260204,395481,136028
140860,파크시스템스,20260204,4816,-13329
073240,금호타이어,20260204,242520,65065
017960,한국카본,20260204,-6163,12188
375500,DL이앤씨,20260204,34794,18531
082270,젬백스,20260204,-51683,-28963
007070,GS리테일,20260204,5773,9780
085660,차바이오텍,20260204,49621,81791
348370,엔켐,20260204,-4728,13848
466100,클로봇,20260204,-91325,4814
085620,미래에셋생명,20260204,48301,22309
395400,SK리츠,20260204,-20516,34719
281740,레이크머티리얼즈,20260204,403627,103833
298020,효성티앤씨,20260204,-6569,2036
006360,GS건설,20260204,322987,271268
089030,테크윙,20260204,-131131,-44924
003570,SNT다이내믹스,20260204,12938,-16105
005070,코스모신소재,20260204,74702,10127
161890,한국콜마,20260204,1095,-42798
001120,LX인터내셔널,20260204,20026,42423
120110,코오롱인더,20260204,-66687,-3385
090710,휴림로봇,20260204,-23999,37740
043260,성호전자,20260204,-34586,4389
020560,아시아나항공,20260204,38269,-24367
007340,DN오토모티브,20260204,46347,5225
007310,오뚜기,20260204,3902,1445
005440,현대지에프홀딩스,20260204,-2698,23581
032820,우리기술,20260204,-796525,-125004
319660,피에스케이,20260204,-22813,-72009
035760,CJ ENM,20260204,-2258,-4131
003540,대신증권,20260204,-9511,-25735
007390,네이처셀,20260204,51434,-18490
232140,와이씨,20260204,-185041,46533
195940,HK이노엔,20260204,49696,10595
060370,LS마린솔루션,20260204,85282,-21273
397030,에이프릴바이오,20260204,-9330,6758
031980,피에스케이홀딩스,20260204,57901,-121733
080220,제주반도체,20260204,274281,43289
388720,유일로보틱스,20260204,-22002,4444
003090,대웅,20260204,33648,20908
293490,카카오게임즈,20260204,-28165,-3199
001800,오리온홀딩스,20260204,-24079,107941
000500,가온전선,20260204,30755,-7113
096530,씨젠,20260204,-36544,3263
456160,지투지바이오,20260204,118893,54297
003530,한화투자증권,20260204,-1307668,3000
253450,스튜디오드래곤,20260204,578,-4260
294870,HDC현대산업개발,20260204,66087,-70870
347700,스피어,20260204,-278843,77302
030610,교보증권,20260204,-32078,36711
007810,코리아써키트,20260204,-5553,-129303
122870,와이지엔터테인먼트,20260204,-550,-24277
300720,한일시멘트,20260204,15977,28694
077970,STX엔진,20260204,-28103,-27369
229640,LS에코에너지,20260204,40767,66683
330590,롯데리츠,20260204,-4743,111532
071320,지역난방공사,20260204,20294,-4043
095610,테스,20260204,-5080,-52570
204270,제이앤티씨,20260204,8053,-5272
000080,하이트진로,20260204,31813,27968
004000,롯데정밀화학,20260204,21966,19668
005300,롯데칠성,20260204,3208,-11640
115180,큐리언트,20260204,24695,-10345
174900,앱클론,20260204,-28639,15589
328130,루닛,20260204,11944,34144
415640,KB발해인프라,20260204,-14130,11071
185750,종근당,20260204,19711,5169
218410,RFHIC,20260204,648,-66604
166090,하나머티리얼즈,20260204,-10372,-25432
100790,미래에셋벤처투자,20260204,-64245,-192543
137400,피엔티,20260204,71697,-665
348340,뉴로메카,20260204,-36201,21597
499790,GS피앤엘,20260204,-12841,11109
131970,두산테스나,20260204,-13818,-12237
089860,롯데렌탈,20260204,24588,22881
051915,LG화학우,20260204,-793,-1473
000815,삼성화재우,20260204,10266,-408
161580,필옵틱스,20260204,-9528,8184
388210,씨엠티엑스,20260204,-16783,7548
082640,동양생명,20260204,58147,-1294
012630,HDC,20260204,5246,-28161
249420,일동제약,20260204,40215,-2874
001740,SK네트웍스,20260204,-437419,57121
124500,아이티센글로벌,20260204,-13224,220
006730,서부T&D,20260204,-223488,-323212
078600,대주전자재료,20260204,10109,19068
183300,코미코,20260204,7722,-1721
036540,SFA반도체,20260204,-565403,-91981
484870,엠앤씨솔루션,20260204,-7348,-1598
285130,SK케미칼,20260204,25547,4906
280360,롯데웰푸드,20260204,4509,-457
298050,HS효성첨단소재,20260204,-2363,5786
056190,에스에프에이,20260204,27634,-7177
056080,유진로봇,20260204,-46916,3376
192080,더블유게임즈,20260204,1697,10470
100090,SK오션플랜트,20260204,159883,-156830
365550,ESR켄달스퀘어리츠,20260204,-5116,47659
036830,솔브레인홀딩스,20260204,7332,4236
137310,에스디바이오센서,20260204,26531,13715
009240,한샘,20260204,18271,-6712
241710,코스메카코리아,20260204,59795,-27040
075580,세진중공업,20260204,34096,2395
000670,영풍,20260204,6649,-2792
195870,해성디에스,20260204,-29953,-127115
181710,NHN,20260204,11432,-11090
376300,디어유,20260204,89443,-5320
189300,인텔리안테크,20260204,-5524,25785
417200,LS머트리얼즈,20260204,-44370,-147769
127120,제이에스링크,20260204,56069,171556
033100,제룡전기,20260204,19520,80191
003240,태광산업,20260204,-483,-94
222080,씨아이에스,20260204,296398,45840
006120,SK디스커버리,20260204,1615,224
112040,위메이드,20260204,1843,-4216
079160,CJ CGV,20260204,-324867,-54188
192400,쿠쿠홀딩스,20260204,4974,-6144
078160,메디포스트,20260204,-64816,1985
006650,대한유화,20260204,10566,-3470
030190,NICE평가정보,20260204,3260,-428
086900,메디톡스,20260204,6224,1535
131290,티에스이,20260204,4499,-12645
000210,DL,20260204,19771,4904
281820,케이씨텍,20260204,-18428,2777
213420,덕산네오룩스,20260204,23310,-43244
389470,인벤티지랩,20260204,14105,17898
036530,SNT홀딩스,20260204,38650,-47407
317450,명인제약,20260204,-2479,-9436
295310,에이치브이엠,20260204,-21530,22589
00088K,한화3우B,20260204,11469,-6146
322000,HD현대에너지솔루션,20260204,25499,52506
082920,비츠로셀,20260204,94060,-107800
048410,현대바이오,20260204,-587795,-42876
032190,다우데이타,20260204,12104,15821
490470,세미파이브,20260204,-154798,-12395
064960,SNT모티브,20260204,4734,-24094
108320,LX세미콘,20260204,-6058,21527
079900,전진건설로봇,20260204,19878,-185586
036810,에프에스티,20260204,-5638,1396
060250,NHN KCP,20260204,57604,1082
004490,세방전지,20260204,21164,-4400
358570,지아이이노베이션,20260204,15705,-21792
100840,SNT에너지,20260204,-20721,-5746
042000,카페24,20260204,-43353,-8869
003470,유안타증권,20260204,-64573,79450
102940,코오롱생명과학,20260204,6788,-15823
009450,경동나비엔,20260204,6611,-7044
093370,후성,20260204,152904,40587
003160,디아이,20260204,119266,-339775
002350,넥센타이어,20260204,16823,2669
002020,코오롱,20260204,-11208,-35295
014820,동원시스템즈,20260204,8350,25425
376900,로킷헬스케어,20260204,-30944,-1004
071055,한국금융지주우,20260204,-2750,624
033500,동성화인텍,20260204,8979,89088
468530,프로티나,20260204,15640,-52125
052400,코나아이,20260204,48057,-26544
066575,LG전자우,20260204,14137,-1721
348210,넥스틴,20260204,21367,-22761
014620,성광벤드,20260204,52990,-20924
121600,나노신소재,20260204,-6354,16456
451800,한화리츠,20260204,43275,21200
005690,파미셀,20260204,3803,-28878
486990,노타,20260204,-26234,-104563
225570,넥슨게임즈,20260204,-34675,-11770
069260,TKG휴켐스,20260204,74490,23405
010780,아이에스동서,20260204,19618,-9903
009520,포스코엠텍,20260204,51773,-5163
214430,아이쓰리시스템,20260204,4127,-4988
007700,F&F홀딩스,20260204,4922,394
086450,동국제약,20260204,34245,-16691
003850,보령,20260204,16081,-2025
114090,GKL,20260204,47427,89219
060280,큐렉소,20260204,118550,11462
033240,자화전자,20260204,-32892,21393
336570,원텍,20260204,-14300,-2613
067160,SOOP,20260204,-6473,-2906
003620,KG모빌리티,20260204,-851196,-27424
090360,로보스타,20260204,2969,2647
001060,JW중외제약,20260204,177,90007
214320,이노션,20260204,92310,-10547
001680,대상,20260204,36009,53031
102710,이엔에프테크놀로지,20260204,24487,-31583
248070,솔루엠,20260204,34571,-9482
0001A0,덕양에너젠,20260204,-45344,-576
365340,성일하이텍,20260204,85,-595
476060,온코닉테라퓨틱스,20260204,-80181,-7848
399720,가온칩스,20260204,5435,-13662
383310,에코프로에이치엔,20260204,-55193,-6279
171090,선익시스템,20260204,139447,56569
025980,아난티,20260204,11354,-8707
125490,한라캐스트,20260204,-162524,1197
039130,하나투어,20260204,38677,-76
420770,기가비스,20260204,-31271,50412
025540,한국단자,20260204,13354,-11917
032500,케이엠더블유,20260204,-24712,-6566
005180,빙그레,20260204,36095,-272
000370,한화손해보험,20260204,-288894,114938
381970,케이카,20260204,88461,-92209
424870,이뮨온시아,20260204,-21372,3344
0120G0,삼양바이오팜,20260204,-4170,-3747
074600,원익QnC,20260204,-64181,-26217
001270,부국증권,20260204,-4208,1718
253590,네오셈,20260204,-56195,-16460
00104K,CJ4우(전환),20260204,1476,-1962
023160,태광,20260204,13643,10568
251970,펌텍코리아,20260204,6335,-15294
126340,비나텍,20260204,-10829,7268
057050,현대홈쇼핑,20260204,8728,-3450
005250,녹십자홀딩스,20260204,8688,294
287840,인투셀,20260204,-3673,-4163
372320,큐로셀,20260204,-9627,4963
000640,동아쏘시오홀딩스,20260204,5163,-1521
053800,안랩,20260204,320,-2918
293940,신한알파리츠,20260204,25010,74347
058650,세아홀딩스,20260204,200,97
272290,이녹스첨단소재,20260204,-25823,-138933
017940,E1,20260204,5560,-2211
005880,대한해운,20260204,2735770,67206
475150,SK이터닉스,20260204,60663,-57026
019170,신풍제약,20260204,16904,-3123
456040,OCI,20260204,1319,11895
318060,그래피,20260204,23444,-20742
252990,샘씨엔에스,20260204,100024,-78833
018290,브이티,20260204,-44898,-12711
950210,프레스티지바이오파마,20260204,11429,-214
488900,비츠로넥스텍,20260204,-33700,-24186
376270,HEM파마,20260204,-15494,1904
008730,율촌화학,20260204,16892,5215
025320,시노펙스,20260204,144603,-4006
383800,LX홀딩스,20260204,61064,262
002840,미원상사,20260204,1113,163
268280,미원에스씨,20260204,578,270
041190,우리기술투자,20260204,-71448,-13880
089970,브이엠,20260204,1,-89728
064260,다날,20260204,-456733,-14099
475960,토모큐브,20260204,-29460,18199
211050,인카금융서비스,20260204,-19502,2422
093320,케이아이엔엑스,20260204,2833,-79
029530,신도리코,20260204,-3030,4392
119850,지엔씨에너지,20260204,103378,51512
084110,휴온스글로벌,20260204,-5594,-349
094170,동운아나텍,20260204,32001,-640
001570,금양,20260204,0,0
278280,천보,20260204,67204,-105934
042520,한스바이오메드,20260204,5528,17509
389650,넥스트바이오메디컬,20260204,-19470,-1232
005420,코스모화학,20260204,44320,13026
105630,한세실업,20260204,6633,8373
006380,카프로,20260204,0,0
095660,네오위즈,20260204,6958,-6320
015750,성우하이텍,20260204,162770,-12195
460930,현대힘스,20260204,-50221,1284
478340,나라스페이스테크놀로지,20260204,-90761,-82289
090460,비에이치,20260204,71053,-67176
006220,제주은행,20260204,-55334,27986
003545,대신증권우,20260204,28774,-1291
044490,태웅,20260204,27459,37669
002030,아세아,20260204,183,-23
036620,감성코퍼레이션,20260204,255467,-175944
004690,삼천리,20260204,2121,2950
003030,세아제강지주,20260204,8304,-10538
002240,고려제강,20260204,15515,203
001500,현대차증권,20260204,-990,26702
041960,코미팜,20260204,232612,-21793
079370,제우스,20260204,-30270,-1558
093050,LF,20260204,7452,-5714
377740,바이오노트,20260204,6429,735
228760,지노믹트리,20260204,23900,944
052020,에스티큐브,20260204,136551,0
030520,한글과컴퓨터,20260204,16950,-10506
005389,현대차3우B,20260204,-7938,19
130660,한전산업,20260204,92293,24114
002960,한국쉘석유,20260204,1393,-974
005810,풍산홀딩스,20260204,11305,696
059090,미코,20260204,119487,-22756
101730,위메이드맥스,20260204,4052,-5816
356860,티엘비,20260204,-45307,-12854
178920,PI첨단소재,20260204,269931,112735
027360,아주IB투자,20260204,-37617,4741
016380,KG스틸,20260204,187115,-16837
016610,DB증권,20260204,-1973,3605
336370,솔루스첨단소재,20260204,76433,-16226
089010,켐트로닉스,20260204,20880,287
284740,쿠쿠홈시스,20260204,8248,-2299
014830,유니드,20260204,8040,-1271
053610,프로텍,20260204,-3365,1985
000400,롯데손해보험,20260204,171309,2881
077360,덕산하이메탈,20260204,581313,1469676
192650,드림텍,20260204,-175422,-18370
455900,엔젤로보틱스,20260204,-26831,10350
145720,덴티움,20260204,7304,-2436
117730,티로보틱스,20260204,-116537,9854
170900,동아에스티,20260204,11467,1351
090435,아모레퍼시픽우,20260204,-1437,6222
047920,HLB제약,20260204,9773,102
220100,퓨쳐켐,20260204,-22746,-9921
104830,원익머트리얼즈,20260204,-29988,20372
094800,맵스리얼티,20260204,-6133,13216
099190,아이센스,20260204,51687,184
215600,신라젠,20260204,-158656,10485
450950,아스테라시스,20260204,8156,-2595
050890,쏠리드,20260204,122349,-15674
049630,재영솔루텍,20260204,-1197092,0
039440,에스티아이,20260204,35288,-50601
453340,현대그린푸드,20260204,39683,20406
097520,엠씨넥스,20260204,10960,1259
199800,툴젠,20260204,2269,-2121
083450,GST,20260204,7005,-82797
045100,한양이엔지,20260204,-9848,-3092
105840,우진,20260204,-35427,7822
069080,웹젠,20260204,307,-21055
034310,NICE,20260204,5532,5490
145990,삼양사,20260204,9434,1427
025900,동화기업,20260204,9454,-1354
271940,일진하이솔루스,20260204,29913,-11837
425420,티에프이,20260204,28108,20764
368770,파이버프로,20260204,-357317,34718
017810,풀무원,20260204,61080,-30191
161000,애경케미칼,20260204,85698,-5632
003300,한일홀딩스,20260204,17369,-4762
053030,바이넥스,20260204,20091,-6693
230360,에코마케팅,20260204,2847,3027
067630,HLB생명과학,20260204,-40463,32
200710,에이디테크놀로지,20260204,-25320,-4446
206650,유바이오로직스,20260204,115459,-668
016800,퍼시스,20260204,2313,88
009900,명신산업,20260204,112372,5444
016590,신대양제지,20260204,6922,-249
215200,메가스터디교육,20260204,3284,-5154
009410,태영건설,20260204,243831,-111472
183190,아세아시멘트,20260204,8500,22084
484590,삼양컴텍,20260204,-4104,-5368
107640,한중엔시에스,20260204,61987,52561
058970,엠로,20260204,13875,2924
000070,삼양홀딩스,20260204,10307,-3917
026890,스틱인베스트먼트,20260204,17564,538
475400,씨메스,20260204,-13303,7777
091810,티웨이항공,20260204,240376,-74071
004700,조광피혁,20260204,257,331
352480,씨앤씨인터내셔널,20260204,-883,-16042
041830,인바디,20260204,19613,-78
348950,제이알글로벌리츠,20260204,205037,-64728
089590,제주항공,20260204,95657,-53293
200670,휴메딕스,20260204,18088,-13804
031330,에스에이엠티,20260204,-67206,-95711
024850,HLB이노베이션,20260204,24959,-72357
448730,삼성FN리츠,20260204,3487,30262
037270,YG PLUS,20260204,44884,-8760
015360,INVENI,20260204,2215,-17913
031430,신세계인터내셔날,20260204,16859,-245
128820,대성산업,20260204,180132,-6018
034950,한국기업평가,20260204,1358,-742
122640,예스티,20260204,-12279,64280
357120,코람코라이프인프라리츠,20260204,10685,52327
394800,쓰리빌리언,20260204,-3194,-35256
041920,메디아나,20260204,-11797,3293
494120,큐리오시스,20260204,15367,-16998
079940,가비아,20260204,-3377,238
344820,KCC글라스,20260204,26918,-10781
033640,네패스,20260204,7463,-907
005610,SPC삼립,20260204,-3762,-1991
194480,데브시스터즈,20260204,-18048,-27388
000650,천일고속,20260204,656,-8
011930,신성이엔지,20260204,601697,40424
462350,이노스페이스,20260204,-75995,33253
0015G0,그린광학,20260204,78,-1575
314930,바이오다인,20260204,155702,30574
029460,케이씨,20260204,3995,-3854
020000,한섬,20260204,14231,82800
114190,강원에너지,20260204,-112749,0
084010,대한제강,20260204,32336,-17581
094480,갤럭시아머니트리,20260204,35409,-234
005945,NH투자증권우,20260204,-7244,-889
001510,SK증권,20260204,214137,370266
179900,유티아이,20260204,4863,830
006110,삼아알미늄,20260204,4858,13501
340570,티앤엘,20260204,5140,2503
078350,한양디지텍,20260204,-71529,13097
060980,HL홀딩스,20260204,14111,-1170
298830,슈어소프트테크,20260204,-172915,-23997
389500,에스비비테크,20260204,-23705,9373
033790,피노,20260204,-200080,436
072710,농심홀딩스,20260204,4128,-82
452260,한화갤러리아,20260204,58250,41917
101160,월덱스,20260204,-25482,26702
004310,현대약품,20260204,26298,-11
046890,서울반도체,20260204,46650,-16846
078340,컴투스,20260204,3226,-14523
089890,코세스,20260204,34975,-16186
200880,서연이화,20260204,-20639,-884
138490,코오롱ENP,20260204,-21824,232203
474650,링크솔루션,20260204,-23377,-11184
460860,동국제강,20260204,56294,-1148
002710,TCC스틸,20260204,65500,-3863
010170,대한광통신,20260204,130864,-67392
001530,DI동일,20260204,26371,-3902
200130,콜마비앤에이치,20260204,-3,-1390
482630,삼양엔씨켐,20260204,-46972,14682
309710,아이티켐,20260204,-21919,-13930
099440,스맥,20260204,-8611,-7691
094360,칩스앤미디어,20260204,60664,219
005090,SGC에너지,20260204,81974,25014
011500,한농화성,20260204,77110,-27
003280,흥아해운,20260204,919761,-1174
459510,나우로보틱스,20260204,10795,12906
194370,제이에스코퍼레이션,20260204,35894,98471
092200,디아이씨,20260204,20667,4275
001200,유진투자증권,20260204,97848,40909
144510,지씨셀,20260204,2692,201
065660,안트로젠,20260204,-303,-1126
060720,KH바텍,20260204,-41341,39956
304360,에스바이오메딕스,20260204,-6318,-2130
098070,한텍,20260204,8536,1424
078130,국일제지,20260204,392125,3
168360,펨트론,20260204,14255,-2339
003000,부광약품,20260204,188959,-15638
027410,BGF,20260204,64322,1896
403550,쏘카,20260204,1666,-513
001390,KG케미칼,20260204,87174,-1755
180400,DXVX,20260204,4312,0
091700,파트론,20260204,102460,76
013030,하이록코리아,20260204,-478,-1479
317330,덕산테코피아,20260204,872,-4664
394280,오픈엣지테크놀로지,20260204,22294,800
006910,보성파워텍,20260204,17730,-157
110990,디아이티,20260204,-16886,-5
441270,파인엠텍,20260204,-237880,91167
003800,에이스침대,20260204,4938,-1
051500,CJ프레시웨이,20260204,-6559,27033
101930,인화정공,20260204,1798,0
126560,현대퓨처넷,20260204,-4135,-7523
015860,일진홀딩스,20260204,58486,-8017
035890,서희건설,20260204,0,0
419530,SAMG엔터,20260204,4461,322
008060,대덕,20260204,4909,13093
234340,헥토파이낸셜,20260204,-54646,66180
138610,나이벡,20260204,9628,-500
126720,수산인더스트리,20260204,-1224,2402
003200,일신방직,20260204,8115,6005
000157,두산2우B,20260204,434,0
481070,에이유브랜즈,20260204,-1288,-1910
272450,진에어,20260204,84985,-3820
354320,알멕,20260204,-4087,-6871
101360,에코앤드림,20260204,-12375,-4310
217590,티엠씨,20260204,-10862,-4482
215000,골프존,20260204,-3615,-735
448900,한국피아이엠,20260204,-5993,-42655
014940,오리엔탈정공,20260204,23529,486
204620,글로벌텍스프리,20260204,-1528286,1686388
095500,미래나노텍,20260204,18517,-2917
338840,와이바이오로직스,20260204,1898,21640
199430,케이엔알시스템,20260204,-22826,0
417310,코람코더원리츠,20260204,22560,4663
092870,엑시콘,20260204,-93811,-6338
114810,한솔아이원스,20260204,-84161,-30705
950250,테라뷰,20260204,-549949,-60495
084690,대상홀딩스,20260204,63574,30
037460,삼지전자,20260204,-23020,25665
012030,DB,20260204,-26355,-407
475560,더본코리아,20260204,8311,-372
304100,솔트룩스,20260204,-8596,4565
007690,국도화학,20260204,3071,3891
432320,KB스타리츠,20260204,-1398,25301
018250,애경산업,20260204,18066,-611
378340,필에너지,20260204,41771,10161
035810,이지홀딩스,20260204,130296,-2388
001460,BYC,20260204,-177,-1290
005720,넥센,20260204,12926,1042
009155,삼성전기우,20260204,-17126,-517
464080,에스오에스랩,20260204,-124793,-771
306200,세아제강,20260204,10005,-792
462860,더즌,20260204,13289,57
025860,남해화학,20260204,75593,-2764
049070,인탑스,20260204,-1624,6
380550,뉴로핏,20260204,2475,-23992
086390,유니테스트,20260204,-298342,541603
009470,삼화전기,20260204,-5335,40213
003520,영진약품,20260204,78517,-10138
389260,대명에너지,20260204,-28827,5680
286940,롯데이노베이트,20260204,-8257,1174
241590,화승엔터프라이즈,20260204,41944,40223
024720,콜마홀딩스,20260204,-32224,243
416180,신성에스티,20260204,9974,1380
034120,SBS,20260204,4000,-15671
002310,아세아제지,20260204,60777,-13049
270660,에브리봇,20260204,-33759,-18030
007160,사조산업,20260204,-8408,-461
064820,케이프,20260204,-12353,218
003960,사조대림,20260204,7277,-230
294570,쿠콘,20260204,7871,-73
036890,진성티이씨,20260204,-56677,-21288
001940,KISCO홀딩스,20260204,-894,3246
216080,제테마,20260204,-57101,-28922
000490,대동,20260204,105980,6231
006405,삼성SDI우,20260204,4572,869
190510,나무가,20260204,-22798,10
064550,바이오니아,20260204,24428,824
445090,에이직랜드,20260204,14764,-10
017860,DS단석,20260204,40196,-57
236200,슈프리마,20260204,-27484,40899
012210,삼미금속,20260204,-12458,-2000
472850,폰드그룹,20260204,19986,10765
136480,하림,20260204,139435,2842
108860,셀바스AI,20260204,-29040,6791
092730,네오팜,20260204,20681,-6468
001820,삼화콘덴서,20260204,-25400,5797
009160,SIMPAC,20260204,28346,5898
000050,경방,20260204,-203973,-927
274090,켄코아에어로스페이스,20260204,-24288,-5661
017390,서울가스,20260204,2782,1204
203400,에이비온,20260204,195539,0
243070,휴온스,20260204,3717,325
308430,셀비온,20260204,21683,9405
104700,한국철강,20260204,-793,-2349
002810,삼영무역,20260204,3492,-157
327260,RF머트리얼즈,20260204,67505,-42017
256840,한국비엔씨,20260204,-58128,268
023410,유진기업,20260204,48650,-679
123890,한국자산신탁,20260204,39140,695
011760,현대코퍼레이션,20260204,5035,310
010690,화신,20260204,24677,-663
156100,엘앤케이바이오,20260204,13432,-2234
403850,더핑크퐁컴퍼니,20260204,4231,127
099430,바이오플러스,20260204,145386,575
140670,알에스오토메이션,20260204,40548,8281
474170,루미르,20260204,-214620,34597
000320,노루홀딩스,20260204,-3053,-2034
092230,KPX홀딩스,20260204,616,-13
265520,AP시스템,20260204,38776,41918
035600,KG이니시스,20260204,20508,3331
0007C0,아크릴,20260204,-28205,994
452430,사피엔반도체,20260204,8626,-13791
036200,유니셈,20260204,-5019,-58779
080160,모두투어,20260204,79446,24734
093520,매커스,20260204,-687,-2680
034830,한국토지신탁,20260204,205579,-18553
002320,한진,20260204,15822,-2653
033270,유나이티드제약,20260204,11917,-552
484810,티엑스알로보틱스,20260204,-19599,7626
136490,선진,20260204,-53776,6419
078020,LS증권,20260204,82937,-4269
003120,일성아이에스,20260204,-2026,-2058
255220,SG,20260204,-1248798,-169720
448280,에코아이,20260204,5321,0
018310,삼목에스폼,20260204,4681,377
009290,광동제약,20260204,47042,2808
054950,제이브이엠,20260204,3897,6775
0008Z0,에스엔시스,20260204,-2501,995
080580,오킨스전자,20260204,132017,336775
900290,GRT,20260204,74050,-345
357550,석경에이티,20260204,5692,-199
206640,바디텍메드,20260204,15689,-10033
096760,JW홀딩스,20260204,201104,-8773
001340,PKC,20260204,154379,-17264
151860,KG에코솔루션,20260204,42844,-3783
393890,더블유씨피,20260204,30444,-4188
025770,한국정보통신,20260204,11363,0
058820,CMG제약,20260204,398660,23124
043150,바텍,20260204,5994,1451
003920,남양유업,20260204,5030,75
285490,노바텍,20260204,-5338,-11341
200470,에이팩트,20260204,7431,19766
088260,이리츠코크렙,20260204,-6162,19415
002900,TYM,20260204,5134,-689
045390,대아티아이,20260204,85099,280
382900,범한퓨얼셀,20260204,33923,-579
176750,듀켐바이오,20260204,17061,3000
012860,모베이스전자,20260204,-284843,0
019210,와이지-원,20260204,-83843,14078
314130,지놈앤컴퍼니,20260204,-71146,-579
244920,에이플러스에셋,20260204,-4551,-4718
051370,인터플렉스,20260204,23426,2708
377190,디앤디플랫폼리츠,20260204,-9116,-32
332570,PS일렉트로닉스,20260204,-1103086,-2756
009680,모토닉,20260204,22660,-21991
334890,이지스밸류플러스리츠,20260204,-14034,12739
290740,액트로,20260204,60685,3063
067080,대화제약,20260204,10020,2144
211270,AP위성,20260204,-99993,32448
033530,SJG세종,20260204,187139,-95
004360,세방,20260204,9088,-4501
092790,넥스틸,20260204,30912,2511
089980,상아프론테크,20260204,23181,-64
065680,우주일렉트로,20260204,-2911,-1
418550,제이오,20260204,45618,-129
402030,코난테크놀로지,20260204,-2947,10754
006340,대원전선,20260204,645689,-41515
267980,매일유업,20260204,341,-20
451760,컨텍,20260204,-174138,-43575
900140,엘브이엠씨홀딩스,20260204,230071,-2194
013890,지누스,20260204,38146,-17595
006805,미래에셋증권우,20260204,-91242,102
338220,뷰노,20260204,942,-2747
950170,JTC,20260204,52368,-2487
489500,엘케이켐,20260204,54351,3010
053300,한국정보인증,20260204,-88573,11
034810,해성산업,20260204,22443,-3
084990,헬릭스미스,20260204,62058,-4806
330860,네패스아크,20260204,42205,-25965
194700,노바렉스,20260204,-34472,37182
035150,백산,20260204,8715,2904
170920,엘티씨,20260204,-33933,-1815
000680,LS네트웍스,20260204,67930,-309
02826K,삼성물산우B,20260204,2328,-109
013120,동원개발,20260204,179723,128950
005710,대원산업,20260204,15951,-1253
372170,윤성에프앤씨,20260204,2835,1576
0030R0,대신밸류리츠,20260204,28547,15681
108380,대양전기공업,20260204,19602,-19983
023760,한국캐피탈,20260204,69538,-25195
002230,피에스텍,20260204,-110378,-17252
122900,아이마켓코리아,20260204,1878,1353
078520,에이블씨엔씨,20260204,10755,984
000520,삼일제약,20260204,298636,-571
008490,서흥,20260204,1592,-1195
108670,LX하우시스,20260204,11713,6422
065710,서호전기,20260204,-4770,-702
144960,뉴파워프라즈마,20260204,75320,14386
061090,세나테크놀로지,20260204,5343,-1378
037710,광주신세계,20260204,1766,1206
126700,하이비젼시스템,20260204,11115,-62932
182400,엔케이맥스,20260204,0,0
054210,이랜텍,20260204,66157,1967
042370,비츠로테크,20260204,-2476,1682
473980,노머스,20260204,17009,-5515
214180,헥토이노베이션,20260204,2720,-3666
365270,큐라클,20260204,-137449,-47427
018000,유니슨,20260204,869399,-30832
033920,무학,20260204,11136,2365
114840,아이패밀리에스씨,20260204,-11589,-10279
092460,한라IMS,20260204,3224,-15598
484120,도우인시스,20260204,1210,-2600
051980,중앙첨단소재,20260204,-236376,-90
005500,삼진제약,20260204,4461,646
254490,미래반도체,20260204,-27207,0
001750,한양증권,20260204,-746,662
003220,대원제약,20260204,5611,-64
121800,비덴트,20260204,0,0
067390,아스트,20260204,62022,99365
043370,피에이치에이,20260204,25592,-1051
004560,현대비앤지스틸,20260204,55372,-199
010580,에스엠벡셀,20260204,-15725,-76
226320,잇츠한불,20260204,503,-2915
058430,포스코스틸리온,20260204,8312,-206
377460,위니아에이드,20260204,0,0
001130,대한제분,20260204,1143,10
300080,플리토,20260204,9578,-49697
126600,BGF에코머티리얼즈,20260204,68742,-75
000430,대원강업,20260204,33797,3604
001790,대한제당,20260204,239061,6976
