티커,종목명,PER,EPS,PBR,외국인보유율,날짜
090360,로보스타,-,-171.0,7.76,3.96,20260311
272290,이녹스첨단소재,8.74,3908.0,1.56,8.79,20260311
017940,E1,10.27,9488.0,0.32,5.91,20260311
058650,세아홀딩스,23.77,6500.0,0.27,1.97,20260311
005250,녹십자홀딩스,5.42,2595.0,0.63,11.13,20260311
002840,미원상사,14.9,9318.0,1.55,2.79,20260311
200710,에이디테크놀로지,-,-784.0,4.9,5.69,20260311
365340,성일하이텍,-,-10331.0,4.71,2.03,20260311
000400,롯데손해보험,12.18,172.0,1.1,1.49,20260311
039130,하나투어,9.68,4298.0,3.87,13.22,20260311
211050,인카금융서비스,9.78,1335.0,3.18,2.89,20260311
060280,큐렉소,-,-106.0,6.81,3.53,20260311
094800,맵스리얼티,-,-,-,2.72,20260311
460930,현대힘스,31.74,569.0,2.59,2.0,20260311
383800,LX홀딩스,4.38,1911.0,0.33,12.99,20260311
268280,미원에스씨,10.67,11942.0,1.42,0.56,20260311
001570,금양,-,-1208.0,1.35,5.11,20260311
336570,원텍,14.62,480.0,4.03,4.78,20260311
077360,덕산하이메탈,63.92,217.0,2.01,2.59,20260311
006380,카프로,-,-258.0,10.37,0.08,20260311
093050,LF,7.52,2806.0,0.35,13.45,20260311
041960,코미팜,-,-36.0,8.29,4.5,20260311
356860,티엘비,45.61,1366.0,5.02,14.54,20260311
042520,한스바이오메드,-,-2023.0,8.57,8.13,20260311
008730,율촌화학,-,-816.0,2.09,4.28,20260311
271940,일진하이솔루스,-,-66.0,1.92,3.04,20260311
094170,동운아나텍,104.73,275.0,8.74,2.01,20260311
016610,DB증권,7.57,1868.0,0.52,9.08,20260311
252990,샘씨엔에스,76.03,131.0,3.69,9.31,20260311
053610,프로텍,16.92,3209.0,1.49,4.08,20260311
002030,아세아,14.05,20504.0,0.4,6.83,20260311
090460,비에이치,89.85,196.0,0.79,23.68,20260311
424870,이뮨온시아,-,-79.0,15.6,3.3,20260311
950210,프레스티지바이오파마,43.03,228.0,1.48,63.44,20260311
119850,지엔씨에너지,14.62,2449.0,2.74,7.68,20260311
025320,시노펙스,21.27,300.0,3.33,1.86,20260311
099190,아이센스,828.0,25.0,1.78,26.51,20260311
389650,넥스트바이오메디컬,-,-15.0,12.51,3.58,20260311
003030,세아제강지주,10.67,13177.0,0.28,7.3,20260311
336370,솔루스첨단소재,-,-466.0,1.09,4.18,20260311
005389,현대차3우B,6.28,39785.0,0.57,9.36,20260311
019170,신풍제약,-,-77.0,2.13,7.07,20260311
178920,PI첨단소재,18.98,1035.0,1.62,10.44,20260311
900290,GRT,7.43,958.0,0.56,78.74,20260311
125490,한라캐스트,40.65,386.0,5.47,4.15,20260311
095660,네오위즈,25.39,1032.0,0.97,20.44,20260311
041190,우리기술투자,2.69,2523.0,0.65,2.62,20260311
251970,펌텍코리아,13.01,3537.0,1.96,17.04,20260311
016380,KG스틸,3.85,1482.0,0.27,7.34,20260311
046890,서울반도체,-,-529.0,0.89,8.91,20260311
278280,천보,30.4,1564.0,1.32,4.33,20260311
005420,코스모화학,-,-1647.0,2.7,5.23,20260311
006910,보성파워텍,27.15,425.0,5.34,12.53,20260311
064260,다날,-,-635.0,2.06,6.93,20260311
002240,고려제강,10.83,1934.0,0.31,6.21,20260311
327260,RF머트리얼즈,8312.5,8.0,12.18,8.53,20260311
104830,원익머트리얼즈,16.41,2711.0,1.1,12.39,20260311
145720,덴티움,14.38,3804.0,0.84,16.21,20260311
494120,큐리오시스,-,-1287.0,102.66,9.44,20260311
005810,풍산홀딩스,7.35,5262.0,0.47,14.23,20260311
000070,삼양홀딩스,15.18,4710.0,0.24,8.33,20260311
484590,삼양컴텍,26.08,515.0,6.57,4.37,20260311
004690,삼천리,5.55,24604.0,0.28,11.2,20260311
452260,한화갤러리아,-,-180.0,0.71,1.96,20260311
377740,바이오노트,4.69,1153.0,0.32,0.71,20260311
105840,우진,44.9,608.0,2.79,12.16,20260311
014830,유니드,7.8,10418.0,0.51,10.26,20260311
284740,쿠쿠홈시스,4.76,5104.0,0.54,8.82,20260311
065660,안트로젠,-,-193.0,6.05,5.3,20260311
368770,파이버프로,59.75,277.0,12.63,2.58,20260311
083450,GST,12.75,2309.0,1.83,9.32,20260311
016590,신대양제지,17.1,786.0,0.66,2.21,20260311
003300,한일홀딩스,12.01,1460.0,0.33,4.0,20260311
029530,신도리코,12.83,4325.0,0.45,13.5,20260311
045100,한양이엔지,10.46,2858.0,0.79,18.85,20260311
020000,한섬,15.21,1571.0,0.36,18.76,20260311
206650,유바이오로직스,10.84,1342.0,3.07,9.2,20260311
036620,감성코퍼레이션,17.74,332.0,4.59,16.3,20260311
079370,제우스,41.43,414.0,1.57,5.43,20260311
018290,브이티,6.3,2408.0,2.23,7.1,20260311
003000,부광약품,43.93,122.0,1.55,6.02,20260311
009410,태영건설,-,-224.0,1.0,1.32,20260311
039440,에스티아이,21.25,1598.0,1.88,3.14,20260311
003280,흥아해운,19.17,114.0,2.3,1.89,20260311
453340,현대그린푸드,6.32,2522.0,0.72,15.09,20260311
009900,명신산업,5.28,1888.0,0.71,7.66,20260311
006220,제주은행,35.9,385.0,0.8,1.54,20260311
093320,케이아이엔엑스,31.9,3354.0,2.62,43.17,20260311
107640,한중엔시에스,35.06,1640.0,5.76,8.23,20260311
318060,그래피,-,-4269.0,23.13,6.98,20260311
488900,비츠로넥스텍,-,-,-,1.42,20260311
001820,삼화콘덴서,33.8,1466.0,1.87,5.86,20260311
034310,NICE,8.93,1563.0,0.63,10.5,20260311
122640,예스티,88.56,271.0,3.86,3.11,20260311
234340,헥토파이낸셜,65.5,558.0,2.88,8.86,20260311
138490,코오롱ENP,11.64,1150.0,1.44,2.27,20260311
031330,에스에이엠티,10.08,504.0,1.11,9.06,20260311
105630,한세실업,15.22,828.0,0.69,7.34,20260311
376270,HEM파마,-,-1639.0,26.88,0.36,20260311
011930,신성이엔지,-,-59.0,1.93,10.82,20260311
475400,씨메스,-,-1402.0,7.82,3.14,20260311
101160,월덱스,16.63,1813.0,1.58,12.82,20260311
168360,펨트론,-,-303.0,23.18,4.18,20260311
161000,애경케미칼,45.9,222.0,0.68,0.8,20260311
230360,에코마케팅,17.74,899.0,2.01,0.84,20260311
478340,나라스페이스테크놀로지,-,-1193.0,19.5,2.66,20260311
047920,HLB제약,106.64,140.0,4.05,0.0,20260311
005945,NH투자증권우,10.56,2452.0,1.06,9.9,20260311
228760,지노믹트리,-,-360.0,4.12,1.62,20260311
448730,삼성FN리츠,-,-,-,0.31,20260311
030520,한글과컴퓨터,26.97,747.0,1.28,5.18,20260311
090435,아모레퍼시픽우,19.94,2289.0,0.59,46.38,20260311
215600,신라젠,-,-169.0,4.08,5.53,20260311
145990,삼양사,4.55,10237.0,0.24,5.15,20260311
192650,드림텍,-,-107.0,1.25,58.14,20260311
009155,삼성전기우,18.07,9099.0,1.3,25.46,20260311
025900,동화기업,-,-203.0,0.52,50.93,20260311
304360,에스바이오메딕스,-,-811.0,78.73,5.25,20260311
089010,켐트로닉스,33.55,866.0,2.09,6.43,20260311
001200,유진투자증권,7.4,660.0,0.4,10.4,20260311
059090,미코,15.38,919.0,3.86,16.85,20260311
194480,데브시스터즈,23.64,1631.0,2.39,6.25,20260311
117730,티로보틱스,-,-650.0,16.3,2.48,20260311
091700,파트론,14.77,572.0,0.85,22.95,20260311
034950,한국기업평가,18.36,5556.0,3.44,80.7,20260311
067630,HLB생명과학,-,-1470.0,1.67,6.25,20260311
017810,풀무원,17.08,709.0,1.53,1.42,20260311
016800,퍼시스,13.07,3065.0,0.61,20.15,20260311
024850,HLB이노베이션,-,-210.0,2.13,1.68,20260311
101930,인화정공,47.6,1043.0,1.38,0.82,20260311
009290,광동제약,16.52,557.0,0.67,16.71,20260311
220100,퓨쳐켐,-,-189.0,8.96,7.24,20260311
450950,아스테라시스,47.4,254.0,10.52,0.88,20260311
215200,메가스터디교육,10.05,4347.0,0.92,29.8,20260311
394800,쓰리빌리언,-,-230.0,18.58,15.0,20260311
006110,삼아알미늄,-,-1102.0,1.9,34.62,20260311
460860,동국제강,-,-106.0,0.26,24.38,20260311
101730,위메이드맥스,-,-408.0,0.94,9.18,20260311
199800,툴젠,51.14,969.0,8.08,0.89,20260311
183190,아세아시멘트,10.09,1194.0,0.39,6.17,20260311
001530,DI동일,-,-526.0,0.89,5.85,20260311
455900,엔젤로보틱스,-,-692.0,12.76,3.06,20260311
053030,바이넥스,-,-236.0,2.3,4.88,20260311
357120,코람코라이프인프라리츠,-,-,-,1.58,20260311
004700,조광피혁,34.55,1916.0,0.42,0.68,20260311
072710,농심홀딩스,4.14,22813.0,0.34,2.99,20260311
005610,SPC삼립,13.55,3741.0,0.86,2.6,20260311
010690,화신,6.64,1883.0,0.8,4.76,20260311
114810,한솔아이원스,14.93,1022.0,2.04,6.47,20260311
031430,신세계인터내셔날,192.19,64.0,0.51,4.99,20260311
015360,INVENI,6.16,12362.0,0.53,6.13,20260311
241520,DSC인베스트먼트,52.25,306.0,3.59,5.28,20260311
089590,제주항공,-,-1996.0,1.52,3.49,20260311
309710,아이티켐,28.94,1161.0,5.5,0.03,20260311
221800,유투바이오,-,-265.0,9.04,0.13,20260311
110990,디아이티,11.87,1908.0,1.82,6.96,20260311
078020,LS증권,19.18,402.0,0.49,2.53,20260311
013030,하이록코리아,9.59,3784.0,0.98,29.67,20260311
029460,케이씨,5.74,5610.0,0.41,9.63,20260311
006340,대원전선,38.24,142.0,3.57,8.01,20260311
180400,DXVX,-,-1035.0,-,5.74,20260311
089890,코세스,32.84,781.0,5.7,1.07,20260311
170900,동아에스티,-,-52.0,0.67,20.11,20260311
344820,KCC글라스,-,-4359.0,0.3,6.62,20260311
026890,스틱인베스트먼트,634.38,16.0,1.51,42.45,20260311
008060,대덕,38.37,325.0,0.71,10.08,20260311
086390,유니테스트,-,-1056.0,3.73,6.88,20260311
441270,파인엠텍,-,-363.0,2.76,7.22,20260311
098070,한텍,10.5,3590.0,2.66,2.64,20260311
340570,티앤엘,9.53,5384.0,2.07,13.12,20260311
069080,웹젠,14.32,841.0,0.52,27.03,20260311
000157,두산2우B,166.43,2797.0,4.86,3.03,20260311
200670,휴메딕스,7.5,4923.0,1.43,8.64,20260311
058970,엠로,72.51,462.0,4.39,2.56,20260311
019210,와이지-원,21.47,516.0,1.02,19.78,20260311
035810,이지홀딩스,12.82,496.0,0.57,6.23,20260311
051500,CJ프레시웨이,7.17,4814.0,0.91,15.71,20260311
394280,오픈엣지테크놀로지,-,-1308.0,10.2,4.91,20260311
097520,엠씨넥스,6.07,3861.0,1.02,18.18,20260311
041830,인바디,12.51,2419.0,1.32,40.03,20260311
060980,HL홀딩스,39.17,1127.0,0.39,12.16,20260311
144510,지씨셀,-,-6215.0,0.9,5.41,20260311
027410,BGF,6.98,603.0,0.23,3.1,20260311
354320,알멕,169.46,370.0,2.55,4.69,20260311
025860,남해화학,11.23,718.0,0.69,3.13,20260311
080580,오킨스전자,460.24,42.0,8.7,13.27,20260311
092870,엑시콘,-,-206.0,2.2,7.8,20260311
200880,서연이화,3.59,4051.0,0.34,6.73,20260311
033640,네패스,23.71,719.0,3.13,11.44,20260311
078340,컴투스,-,-9512.0,0.38,10.65,20260311
474650,링크솔루션,-,-844.0,9.87,3.3,20260311
012210,삼미금속,101.45,173.0,4.71,0.65,20260311
037460,삼지전자,5.57,4283.0,0.8,6.39,20260311
018250,애경산업,12.6,1167.0,0.92,1.71,20260311
037270,YG PLUS,17.86,341.0,2.08,3.16,20260311
084010,대한제강,13.71,822.0,0.4,5.73,20260311
179900,유티아이,-,-2547.0,7.37,9.96,20260311
033790,피노,-,-144.0,3.83,56.05,20260311
128820,대성산업,-,-196.0,0.54,1.99,20260311
078350,한양디지텍,22.64,1111.0,2.25,5.64,20260311
024060,흥구석유,1700.0,15.0,4.74,1.11,20260311
079940,가비아,26.97,1053.0,2.16,40.12,20260311
338840,와이바이오로직스,-,-585.0,27.25,5.17,20260311
015860,일진홀딩스,9.45,815.0,0.73,8.26,20260311
099440,스맥,68.64,81.0,2.09,3.0,20260311
290550,디케이티,18.2,1040.0,1.96,6.06,20260311
298830,슈어소프트테크,43.17,164.0,3.92,4.32,20260311
306200,세아제강,4.4,30351.0,0.34,4.26,20260311
462350,이노스페이스,-,-3802.0,11.68,3.54,20260311
049630,재영솔루텍,89.58,36.0,4.09,4.53,20260311
003800,에이스침대,5.9,5748.0,0.49,1.89,20260311
126720,수산인더스트리,10.28,2553.0,0.7,3.02,20260311
091810,티웨이항공,-,-1410.0,8.31,0.47,20260311
010820,퍼스텍,25.4,302.0,5.28,3.29,20260311
002310,아세아제지,18.93,488.0,0.42,4.97,20260311
035890,서희건설,3.18,510.0,0.29,4.91,20260311
041920,메디아나,57.54,345.0,2.77,3.48,20260311
093520,매커스,15.83,1646.0,1.87,26.15,20260311
005720,넥센,4.13,1664.0,0.26,2.53,20260311
006405,삼성SDI우,-,-8325.0,0.83,15.43,20260311
138080,오이솔루션,-,-2157.0,5.12,4.07,20260311
389020,자람테크놀로지,-,-751.0,9.62,6.15,20260311
403550,쏘카,-,-230.0,2.05,1.02,20260311
417310,코람코더원리츠,-,-,-,1.3,20260311
036890,진성티이씨,10.8,1529.0,1.17,10.17,20260311
092200,디아이씨,77.19,121.0,2.42,6.29,20260311
034830,한국토지신탁,-,-2.0,0.29,4.98,20260311
012030,DB,5.04,356.0,0.73,2.0,20260311
002710,TCC스틸,47.45,290.0,1.45,5.33,20260311
126560,현대퓨처넷,43.6,75.0,0.49,0.96,20260311
365270,큐라클,-,-1052.0,8.85,2.68,20260311
389500,에스비비테크,-,-1273.0,43.95,3.36,20260311
060720,KH바텍,15.7,963.0,1.22,8.57,20260311
094360,칩스앤미디어,41.05,408.0,4.3,1.19,20260311
011500,한농화성,61.79,369.0,2.07,4.5,20260311
317330,덕산테코피아,-,-2013.0,2.16,1.46,20260311
352480,씨앤씨인터내셔널,16.38,1587.0,1.25,2.38,20260311
002810,삼영무역,6.03,3175.0,0.57,18.28,20260311
194370,제이에스코퍼레이션,4.56,2669.0,0.73,4.97,20260311
006805,미래에셋증권우,14.37,1743.0,1.15,12.38,20260311
114190,강원에너지,-,-233.0,10.29,0.62,20260311
017390,서울가스,11.73,5995.0,0.25,2.88,20260311
200130,콜마비앤에이치,21.34,559.0,0.85,3.04,20260311
393890,더블유씨피,-,-4890.0,0.38,6.11,20260311
001390,KG케미칼,4.62,1125.0,0.35,12.7,20260311
089980,상아프론테크,28.38,770.0,1.71,4.43,20260311
314930,바이오다인,-,-3.0,8.08,4.03,20260311
014940,오리엔탈정공,14.4,530.0,2.84,1.81,20260311
084690,대상홀딩스,15.39,623.0,0.46,5.12,20260311
000650,천일고속,-,-2393.0,30.73,0.84,20260311
123890,한국자산신탁,5.91,480.0,0.32,3.61,20260311
043150,바텍,7.02,3325.0,0.71,23.75,20260311
073490,이노와이어리스,-,-460.0,2.2,6.58,20260311
056090,시지메드텍,88.16,38.0,3.86,5.81,20260311
419530,SAMG엔터,8.95,3861.0,3.94,6.5,20260311
001940,KISCO홀딩스,-,-208.0,0.27,7.36,20260311
094480,갤럭시아머니트리,75.86,116.0,2.9,3.09,20260311
017860,DS단석,-,-679.0,1.26,1.28,20260311
011760,현대코퍼레이션,4.52,5730.0,0.45,10.81,20260311
308430,셀비온,-,-593.0,13.79,3.41,20260311
217590,티엠씨,29.27,479.0,3.69,1.6,20260311
104700,한국철강,-,-82.0,0.4,5.97,20260311
138610,나이벡,105.14,282.0,7.39,4.77,20260311
236200,슈프리마,10.68,4515.0,1.3,23.62,20260311
078130,국일제지,-,-6.0,2.71,0.38,20260311
007690,국도화학,15.38,2354.0,0.36,19.47,20260311
023410,유진기업,16.8,258.0,0.29,6.13,20260311
265520,AP시스템,10.3,2161.0,0.96,18.64,20260311
003520,영진약품,-,-1.0,3.65,3.49,20260311
092230,KPX홀딩스,3.61,21856.0,0.29,28.21,20260311
009160,SIMPAC,28.22,180.0,0.45,2.0,20260311
272450,진에어,-,-120.0,1.4,1.72,20260311
371950,풍원정밀,-,-800.0,15.87,1.18,20260311
033270,유나이티드제약,7.88,2558.0,0.69,7.34,20260311
136480,하림,22.89,135.0,1.0,7.73,20260311
023760,한국캐피탈,3.52,295.0,0.45,0.97,20260311
286940,롯데이노베이트,30.71,705.0,0.78,1.36,20260311
200470,에이팩트,-,-932.0,5.91,1.57,20260311
101360,에코앤드림,21.44,854.0,1.45,1.15,20260311
475560,더본코리아,8.47,2591.0,1.33,0.53,20260311
067390,아스트,-,-7.0,1.05,2.35,20260311
216080,제테마,-,-122.0,5.05,5.3,20260311
064820,케이프,12.67,825.0,1.35,2.0,20260311
448280,에코아이,471.74,23.0,2.59,2.14,20260311
389260,대명에너지,78.0,230.0,2.09,0.55,20260311
049070,인탑스,42.12,443.0,0.46,6.28,20260311
045390,대아티아이,16.18,280.0,2.16,6.88,20260311
054950,제이브이엠,10.39,2541.0,1.39,17.31,20260311
416180,신성에스티,127.26,277.0,3.06,1.58,20260311
024720,콜마홀딩스,6.88,1349.0,0.5,21.37,20260311
064550,바이오니아,-,-348.0,1.5,9.24,20260311
117580,대성에너지,11.66,988.0,0.92,0.19,20260311
003960,사조대림,5.79,5970.0,0.4,1.79,20260311
001230,동국홀딩스,-,-502.0,0.18,12.05,20260311
243070,휴온스,8.85,2984.0,0.84,17.4,20260311
009680,모토닉,11.03,1021.0,0.51,8.53,20260311
206640,바디텍메드,11.52,1163.0,1.28,2.92,20260311
445090,에이직랜드,-,-2615.0,4.77,1.49,20260311
294570,쿠콘,10.79,2887.0,1.91,3.04,20260311
472850,폰드그룹,9.05,602.0,1.4,1.18,20260311
459510,나우로보틱스,-,-440.0,16.99,1.33,20260311
348950,제이알글로벌리츠,-,-,-,13.2,20260311
003120,일성아이에스,134.0,175.0,0.42,0.21,20260311
001750,한양증권,5.91,4139.0,0.57,12.07,20260311
274090,켄코아에어로스페이스,-,-898.0,1.73,8.86,20260311
215000,골프존,8.17,6067.0,0.64,19.31,20260311
000540,흥국화재,4.63,1042.0,0.36,2.12,20260311
378340,필에너지,-,-350.0,2.4,2.71,20260311
051370,인터플렉스,7.56,1753.0,1.06,9.16,20260311
034120,SBS,6.61,2512.0,0.3,0.0,20260311
036200,유니셈,23.35,430.0,1.27,13.86,20260311
000320,노루홀딩스,9.38,2468.0,0.5,3.1,20260311
204620,글로벌텍스프리,13.26,328.0,2.34,13.14,20260311
099430,바이오플러스,18.75,263.0,1.78,2.04,20260311
092790,넥스틸,7.35,1590.0,0.65,2.32,20260311
004310,현대약품,120.13,79.0,3.02,6.0,20260311
001340,PKC,49.56,136.0,1.36,4.33,20260311
003200,일신방직,12.17,1084.0,0.31,9.6,20260311
088260,이리츠코크렙,-,-,-,0.7,20260311
095500,미래나노텍,15.01,643.0,0.96,3.99,20260311
012860,모베이스전자,17.47,233.0,1.28,3.28,20260311
037710,광주신세계,7.24,5168.0,0.34,5.43,20260311
255220,SG,-,-101.0,2.45,2.95,20260311
226590,엠디바이스,45.15,619.0,7.3,5.05,20260311
092220,KEC,-,-97.0,0.88,3.86,20260311
025770,한국정보통신,8.64,917.0,0.85,63.05,20260311
241770,메카로,19.02,1527.0,1.41,2.31,20260311
002320,한진,-,-787.0,0.2,4.82,20260311
199430,케이엔알시스템,-,-755.0,13.76,1.41,20260311
357550,석경에이티,66.87,809.0,6.87,1.26,20260311
033160,엠케이전자,-,-527.0,0.68,11.2,20260311
241590,화승엔터프라이즈,-,-477.0,0.63,5.79,20260311
003920,남양유업,17.4,2802.0,0.63,6.89,20260311
035600,KG이니시스,5.73,1840.0,0.57,8.26,20260311
096760,JW홀딩스,6.72,584.0,1.09,3.41,20260311
151860,KG에코솔루션,3.86,1576.0,0.18,4.39,20260311
290740,액트로,128.57,224.0,3.85,7.69,20260311
108380,대양전기공업,10.53,2867.0,1.06,6.0,20260311
000490,대동,-,-192.0,0.48,4.4,20260311
267980,매일유업,5.87,6398.0,0.45,13.89,20260311
001460,BYC,20.0,2300.0,0.68,5.25,20260311
000390,삼화페인트,35.25,299.0,0.81,13.36,20260311
452430,사피엔반도체,-,-519.0,22.61,5.92,20260311
092730,네오팜,10.26,1734.0,1.48,23.32,20260311
474170,루미르,-,-75.0,4.68,5.39,20260311
334890,이지스밸류플러스리츠,-,-,-,2.15,20260311
464080,에스오에스랩,-,-941.0,9.21,4.38,20260311
004360,세방,5.79,2563.0,0.27,11.71,20260311
230240,에치에프알,-,-2.0,1.77,7.16,20260311
086820,바이오솔루션,-,-433.0,10.61,2.43,20260311
244920,에이플러스에셋,14.09,882.0,1.74,13.2,20260311
380550,뉴로핏,-,-1696.0,15.07,3.53,20260311
481070,에이유브랜즈,63.46,312.0,4.42,0.62,20260311
030210,다올투자증권,25.08,183.0,0.48,5.28,20260311
451760,컨텍,-,-1741.0,3.32,4.11,20260311
190510,나무가,10.1,1956.0,1.66,9.73,20260311
314130,지놈앤컴퍼니,-,-797.0,3.88,2.68,20260311
254490,미래반도체,27.46,700.0,2.92,1.94,20260311
002900,TYM,7.44,900.0,0.64,20.54,20260311
018310,삼목에스폼,9.08,2076.0,0.41,2.61,20260311
035150,백산,6.38,2132.0,1.1,5.53,20260311
272110,케이엔제이,16.22,2121.0,3.11,10.57,20260311
065680,우주일렉트로,12.01,2485.0,0.94,10.04,20260311
004560,현대비앤지스틸,20.14,906.0,0.53,3.71,20260311
042370,비츠로테크,41.51,252.0,1.16,7.9,20260311
256840,한국비엔씨,19.8,202.0,1.16,3.52,20260311
214180,헥토이노베이션,9.59,2196.0,1.2,13.73,20260311
084990,헬릭스미스,-,-114.0,1.96,3.6,20260311
092460,한라IMS,11.72,1361.0,1.41,3.05,20260311
036170,에이치엠넥스,46.74,95.0,2.04,1.22,20260311
377190,디앤디플랫폼리츠,-,-,-,1.01,20260311
176750,듀켐바이오,34.73,275.0,5.86,0.8,20260311
011690,와이투솔루션,-,-125.0,2.63,2.9,20260311
058430,포스코스틸리온,9.94,4548.0,0.7,2.15,20260311
078520,에이블씨엔씨,24.35,428.0,3.02,10.62,20260311
018000,유니슨,-,-109.0,2.57,3.19,20260311
007160,사조산업,41.56,1297.0,0.45,1.61,20260311
112290,와이씨켐,-,-510.0,5.99,8.43,20260311
462860,더즌,22.32,168.0,3.74,1.02,20260311
126700,하이비젼시스템,-,-115.0,0.9,18.17,20260311
361390,제노코,-,-236.0,4.89,20.82,20260311
094820,일진파워,27.45,650.0,1.9,5.47,20260311
061970,LB세미콘,-,-538.0,0.82,31.58,20260311
013120,동원개발,31.49,94.0,0.25,3.23,20260311
054210,이랜텍,9.9,1071.0,1.08,9.12,20260311
403850,더핑크퐁컴퍼니,37.52,496.0,2.21,2.02,20260311
304100,솔트룩스,-,-915.0,3.82,2.1,20260311
067080,대화제약,7165.0,2.0,3.65,0.67,20260311
484810,티엑스알로보틱스,-,-28.0,3.91,1.22,20260311
009470,삼화전기,30.16,1336.0,2.89,28.37,20260311
182400,엔케이맥스,-,-47.0,40.78,0.0,20260311
211270,AP위성,-,-15.0,2.45,3.34,20260311
382900,범한퓨얼셀,-,-33.0,1.57,6.51,20260311
000050,경방,6.05,1591.0,0.31,2.92,20260311
108860,셀바스AI,-,-285.0,2.22,1.72,20260311
003720,삼영,26.01,296.0,3.15,5.86,20260311
079960,동양이엔피,3.62,9202.0,0.59,7.58,20260311
013890,지누스,7.21,1632.0,0.39,9.08,20260311
432320,KB스타리츠,-,-,-,0.96,20260311
033920,무학,5.03,1814.0,0.4,2.51,20260311
108670,LX하우시스,-,-435.0,0.33,11.74,20260311
900140,엘브이엠씨홀딩스,15.11,89.0,0.52,10.41,20260311
404990,신한서부티엔디리츠,-,-,-,0.87,20260311
115450,HLB테라퓨틱스,-,-95.0,1.76,4.78,20260311
203400,에이비온,-,-467.0,19.3,3.98,20260311
005010,휴스틸,8.95,515.0,0.24,3.83,20260311
136490,선진,3.69,2937.0,0.48,7.26,20260311
004090,한국석유,31.35,646.0,1.25,1.92,20260311
121800,비덴트,2.84,1168.0,0.38,1.5,20260311
475230,엔알비,90.58,260.0,2.91,6.19,20260311
036800,나이스정보통신,5.65,4512.0,0.59,25.44,20260311
043370,피에이치에이,5.2,2334.0,0.29,15.06,20260311
053300,한국정보인증,15.31,392.0,1.19,2.77,20260311
322310,오로스테크놀로지,129.05,210.0,4.03,1.63,20260311
418550,제이오,-,-427.0,1.35,3.09,20260311
950170,JTC,3.73,1311.0,1.32,10.05,20260311
377460,위니아에이드,-,-1424.0,4.75,0.02,20260311
058820,CMG제약,-,-68.0,1.24,6.75,20260311
332570,PS일렉트로닉스,22.67,236.0,2.15,5.42,20260311
005710,대원산업,2.25,5602.0,0.44,13.67,20260311
122900,아이마켓코리아,10.05,752.0,0.64,5.26,20260311
144960,뉴파워프라즈마,10.69,540.0,0.82,6.63,20260311
003547,대신증권2우B,10.02,2515.0,0.5,6.92,20260311
950140,잉글우드랩,10.03,1264.0,1.63,12.32,20260311
125020,티씨머티리얼즈,210.88,34.0,3.27,3.95,20260311
085910,네오티스,67.16,268.0,4.59,10.2,20260311
115310,인포바인,37.79,2077.0,1.24,8.7,20260311
001130,대한제분,4.11,35909.0,0.22,7.61,20260311
140670,알에스오토메이션,-,-625.0,7.99,7.08,20260311
000430,대원강업,23.79,169.0,0.47,3.66,20260311
007570,일양약품,15.54,840.0,0.98,6.63,20260311
034810,해성산업,-,-82.0,0.31,2.41,20260311
017890,한국알콜,7.71,1512.0,0.45,11.63,20260311
457550,우진엔텍,48.09,551.0,4.97,0.88,20260311
003070,코오롱글로벌,2.45,3966.0,0.33,1.28,20260311
285490,노바텍,13.7,1704.0,1.42,5.65,20260311
372170,윤성에프앤씨,253.28,122.0,1.38,1.68,20260311
100120,뷰웍스,12.71,2069.0,0.99,30.22,20260311
000680,LS네트웍스,-,-278.0,0.45,1.23,20260311
194700,노바렉스,6.81,1925.0,0.96,12.18,20260311
001790,대한제당,4.57,600.0,0.42,4.69,20260311
001630,종근당홀딩스,7.08,6931.0,0.38,3.59,20260311
005680,삼영전자,21.37,571.0,0.43,38.25,20260311
098120,마이크로컨텍솔,15.5,1893.0,3.26,13.19,20260311
084850,아이티엠반도체,-,-518.0,1.36,2.52,20260311
068930,디지털대성,11.79,744.0,1.61,3.39,20260311
033530,SJG세종,3.63,2400.0,0.46,7.88,20260311
053210,스카이라이프,-,-2472.0,0.43,6.74,20260311
039840,디오,40.78,412.0,1.15,13.96,20260311
289930,웨이비스,-,-495.0,8.15,10.65,20260311
044450,KSS해운,4.4,2363.0,0.45,9.27,20260311
217730,강스템바이오텍,-,-269.0,3.7,4.58,20260311
065710,서호전기,12.05,3860.0,2.43,3.47,20260311
005500,삼진제약,11.32,1589.0,0.83,3.18,20260311
092070,디엔에프,-,-218.0,1.6,7.08,20260311
270660,에브리봇,-,-323.0,3.7,0.71,20260311
088800,에이스테크,-,-484.0,3.09,0.0,20260311
134380,미원화학,9.4,11526.0,1.25,0.42,20260311
170920,엘티씨,23.63,952.0,1.87,8.26,20260311
338220,뷰노,-,-439.0,8.57,2.41,20260311
039860,나노엔텍,74.94,83.0,2.73,4.57,20260311
007860,서연,2.34,4308.0,0.25,6.57,20260311
008490,서흥,5.99,3412.0,0.47,6.62,20260311
210980,SK디앤디,3.77,3366.0,0.4,1.45,20260311
950250,테라뷰,-,-285.0,-,0.19,20260311
004980,성신양회,12.83,745.0,0.41,5.44,20260311
357580,아모센스,86.05,233.0,5.36,1.55,20260311
003220,대원제약,-,-715.0,0.87,13.63,20260311
353810,이지바이오,10.67,655.0,2.44,7.88,20260311
402030,코난테크놀로지,-,-724.0,18.04,0.97,20260311
013580,계룡건설,3.03,8519.0,0.25,11.16,20260311
