Date,Open,High,Low,Close,Volume
2024-04-22,23300,23300,22900,23000,15
2024-04-23,22900,23200,22500,23150,149
2024-04-24,23250,23250,23150,23200,168
2024-04-25,23200,23250,23200,23250,110
2024-04-26,22850,23350,22850,23350,268
2024-04-29,23350,23350,23100,23200,203
2024-04-30,23450,23450,23150,23450,146
2024-05-02,23400,23450,23400,23450,196
2024-05-03,23750,23750,23700,23700,19
2024-05-07,23700,23700,23050,23700,194
2024-05-08,23700,23700,23550,23650,31
2024-05-09,23600,23600,23600,23600,1
2024-05-10,23450,23450,23450,23450,0
2024-05-13,24000,24000,23450,23450,101
2024-05-14,24500,24500,23500,23600,439
2024-05-16,23600,24000,23600,23900,55
2024-05-17,23500,23500,23500,23500,517
2024-05-20,23150,23500,23150,23500,92
2024-05-21,23700,23700,23450,23600,45
2024-05-22,23600,23600,23250,23300,31
2024-05-23,23300,23300,23250,23250,14
2024-05-24,23100,23500,23100,23400,24
2024-05-27,23200,23400,23200,23350,21
2024-05-28,23150,23700,23150,23350,80
2024-05-29,23300,23650,23300,23600,206
2024-05-30,23450,23550,23450,23550,6
2024-05-31,23500,23500,22200,22700,3001
2024-06-03,22700,22700,22600,22700,39
2024-06-04,22200,22700,22200,22550,1325
2024-06-05,22750,22750,22250,22500,318
2024-06-07,22450,22650,22200,22650,162
2024-06-10,22650,22650,22250,22550,29
2024-06-11,22600,22600,22400,22400,131
2024-06-12,22200,22350,22200,22200,182
2024-06-13,22450,22450,22250,22250,28
2024-06-14,22450,22450,22200,22200,86
2024-06-17,22500,22600,22500,22600,214
2024-06-18,22700,23550,22700,23550,834
2024-06-19,23700,30600,23700,24500,42444
2024-06-20,24500,24700,23000,23450,10817
2024-06-21,24100,24100,23000,23000,4565
2024-06-24,23000,23000,22600,23000,2355
2024-06-25,23150,23150,22550,22750,1493
2024-06-26,22750,23000,22200,22200,1141
2024-06-27,22400,23150,22200,23150,1317
2024-06-28,23050,23050,22800,23000,632
2024-07-01,23200,23200,22500,22600,930
2024-07-02,22600,22800,22550,22700,355
2024-07-03,22550,22700,22550,22700,470
2024-07-04,22700,22700,22600,22600,96
2024-07-05,22700,22700,22600,22600,393
2024-07-08,22600,22700,22600,22600,200
2024-07-09,22650,22650,22450,22450,352
2024-07-10,22600,22600,22400,22450,146
2024-07-11,22700,22700,22450,22500,375
2024-07-12,22500,22500,22200,22500,1195
2024-07-15,22500,22500,22200,22450,337
2024-07-16,22600,22600,22000,22500,666
2024-07-17,22500,22750,22500,22700,416
2024-07-18,22450,22450,22400,22450,294
2024-07-19,22450,22600,22450,22600,116
2024-07-22,22700,22700,22600,22600,213
2024-07-23,22800,22800,22400,22650,38
2024-07-24,22700,22700,22350,22700,149
2024-07-25,22250,22250,22050,22200,1074
2024-07-26,22200,22550,22200,22500,64
2024-07-29,22500,22750,22500,22750,217
2024-07-30,22750,22750,22300,22750,45
2024-07-31,22800,22800,22300,22750,114
2024-08-01,22950,22950,22450,22600,137
2024-08-02,22600,22700,22300,22350,51
2024-08-05,22100,22750,21550,22100,113
2024-08-06,21950,22200,21950,22200,145
2024-08-07,22150,22400,22150,22350,183
2024-08-08,22800,22800,22150,22500,272
2024-08-09,22500,22650,22300,22550,513
2024-08-12,22800,22800,22500,22650,196
2024-08-13,22650,22650,22300,22650,45
2024-08-14,22900,22900,22350,22700,23
2024-08-16,22700,22700,22700,22700,119
