Date,Open,High,Low,Close,Volume
2024-04-23,12230,12320,12030,12100,36702
2024-04-24,11850,12100,11600,12000,63936
2024-04-25,12110,12920,12110,12920,73684
2024-04-26,12710,13270,12710,12930,82504
2024-04-29,14080,15300,13510,13720,641500
2024-04-30,13520,14770,13250,14060,210719
2024-05-02,14110,14370,13650,13770,143370
2024-05-03,14000,14000,13320,13330,18626
2024-05-07,13350,13370,13050,13100,20409
2024-05-08,13380,13380,13200,13370,17891
2024-05-09,13370,13740,13010,13400,28425
2024-05-10,13400,13400,13250,13300,14422
2024-05-13,13270,13600,13270,13390,13810
2024-05-14,14400,14400,13670,13710,33245
2024-05-16,13710,13900,13710,13870,32153
2024-05-17,13710,13710,13500,13630,19639
2024-05-20,13760,13760,13470,13470,22656
2024-05-21,13470,13470,12990,13240,12108
2024-05-22,13450,13450,12970,12970,7316
2024-05-23,12570,13330,12570,12930,11795
2024-05-24,12710,12990,12710,12920,4494
2024-05-27,12980,13290,12960,12970,9422
2024-05-28,12850,12850,12600,12710,9964
2024-05-29,12480,12810,12480,12500,15297
2024-05-30,12500,12510,12410,12450,4897
2024-05-31,12400,12700,12260,12590,8950
2024-06-03,12500,12720,12500,12500,7559
2024-06-04,12500,12500,12210,12260,7474
2024-06-05,12220,12220,11960,12160,9112
2024-06-07,12040,12300,12040,12300,6949
2024-06-10,12120,12280,12120,12160,9384
2024-06-11,12120,12470,12120,12470,11017
2024-06-12,12410,12460,12210,12340,9579
2024-06-13,12630,14000,12630,13700,47439
2024-06-14,14200,14200,13220,13630,26744
2024-06-17,13710,13710,13020,13650,16531
2024-06-18,13400,13400,13000,13040,23187
2024-06-19,13120,13150,12710,13150,12221
2024-06-20,13230,13540,13200,13240,19162
2024-06-21,13260,13260,12800,12800,20474
2024-06-24,12800,12800,12100,12120,19519
2024-06-25,12090,12500,12090,12500,13048
2024-06-26,13600,13600,12530,12530,14587
2024-06-27,12160,12450,12160,12230,6196
2024-06-28,12200,12600,12200,12350,3609
2024-07-01,12250,12250,12070,12150,6747
2024-07-02,12150,12150,12000,12050,5692
2024-07-03,12100,12100,11890,11890,5534
2024-07-04,11920,12000,11900,11940,4357
2024-07-05,11740,11820,11740,11750,6000
2024-07-08,11700,12010,11700,11900,8770
2024-07-09,11800,11910,11800,11870,6028
2024-07-10,11850,12900,11760,12810,39431
2024-07-11,12530,12600,12260,12260,12491
2024-07-12,12090,12190,12080,12190,28048
2024-07-15,13840,14520,12990,12990,249681
2024-07-16,12700,13060,12310,12520,33765
2024-07-17,12320,13080,12260,12370,43331
2024-07-18,12130,12130,12000,12120,25551
2024-07-19,12120,12130,11930,12110,7482
2024-07-22,11970,12070,11870,11950,13898
2024-07-23,11850,12100,11850,12100,15568
2024-07-24,12610,12610,11820,11820,21070
2024-07-25,11630,11630,11240,11380,7212
2024-07-26,11380,11380,11200,11200,11185
2024-07-29,11020,11170,11020,11090,9863
2024-07-30,11090,11260,11090,11120,9315
2024-07-31,11200,11590,11010,11220,27466
2024-08-01,11100,11450,10740,11170,13620
2024-08-02,11220,11220,10470,10560,20554
2024-08-05,10550,10550,8760,9480,36041
2024-08-06,9480,10050,9480,9960,10175
2024-08-07,7350,9960,7350,9810,14076
