Date,Open,High,Low,Close,Volume
2024-05-07,4250,4400,4250,4300,2481
2024-05-08,4240,4290,4240,4280,1884
2024-05-09,4300,4330,4220,4320,1513
2024-05-10,4350,4520,4350,4400,3896
2024-05-13,4380,4380,4340,4340,3314
2024-05-14,4360,4360,4320,4330,281
2024-05-16,4330,4340,4270,4270,3943
2024-05-17,4270,4270,4110,4130,9018
2024-05-20,4150,4200,4130,4200,5807
2024-05-21,4210,4280,4210,4240,2094
2024-05-22,4260,4260,4230,4250,373
2024-05-23,4240,4240,4170,4200,1398
2024-05-24,4060,4180,4060,4100,1728
2024-05-27,4080,4120,4070,4120,1517
2024-05-28,4160,4160,4060,4120,3505
2024-05-29,4100,4200,4100,4160,2785
2024-05-30,4200,4220,4140,4140,4105
2024-05-31,4180,4200,4090,4140,3101
2024-06-03,4150,4220,4110,4120,1895
2024-06-04,4160,4160,4110,4120,885
2024-06-05,4120,4120,4080,4110,1114
2024-06-07,4110,4120,4100,4110,1547
2024-06-10,4110,4160,4110,4160,2070
2024-06-11,4100,4200,4100,4180,1708
2024-06-12,4210,4210,4100,4160,1188
2024-06-13,4180,4180,4110,4120,6248
2024-06-14,4170,4170,4050,4100,2183
2024-06-17,4090,4090,4080,4090,702
2024-06-18,4050,4050,4000,4020,6257
2024-06-19,4060,4090,4050,4080,1255
2024-06-20,4040,4120,4040,4100,1542
2024-06-21,4100,4150,4080,4100,1452
2024-06-24,4100,4110,4030,4070,1935
2024-06-25,4060,4130,4060,4090,1464
2024-06-26,4050,4090,4050,4080,2652
2024-06-27,4000,4040,4000,4000,5706
2024-06-28,4020,4020,3892,3900,3994
2024-07-01,3900,3900,3758,3800,3491
2024-07-02,3800,3800,3742,3780,1718
2024-07-03,3780,3780,3740,3752,743
2024-07-04,3752,3800,3752,3800,7382
2024-07-05,3812,3848,3800,3812,4698
2024-07-08,3800,3812,3766,3778,3738
2024-07-09,3778,3800,3766,3766,3935
2024-07-10,3744,3746,3740,3746,3916
2024-07-11,3764,3782,3764,3782,4389
2024-07-12,3738,3766,3738,3766,2112
2024-07-15,3780,4320,3776,4000,13270
2024-07-16,3980,3992,3840,3842,6337
2024-07-17,3854,3856,3804,3804,3990
2024-07-18,3818,3820,3800,3820,2808
2024-07-19,3806,3850,3806,3850,777
2024-07-22,4010,4010,3850,3858,2937
2024-07-23,3858,3860,3800,3820,2015
2024-07-24,3804,3838,3800,3832,3884
2024-07-25,3840,3840,3752,3766,4645
2024-07-26,3766,3774,3738,3738,2874
2024-07-29,3740,3900,3740,3762,3465
2024-07-30,3762,3764,3700,3710,1628
2024-07-31,3646,3700,3646,3662,1585
2024-08-01,3660,3686,3660,3686,1386
2024-08-02,3676,3676,3642,3648,3752
